OrthoGroups	Sce_genes	Kma_genes	Yli_genes
OG0002641	YDR324C	KLMA_50356	YALI1_F12080g
OG0002642	YDR325W	KLMA_50357	YALI1_F12089g
OG0002643	YHR079C	KLMA_50358	YALI1_A14783g
OG0002644	YDR346C	KLMA_50365	YALI1_C24303g
OG0002646	YIR005W	KLMA_50369	YALI1_C23415g
OG0002647	YER010C	KLMA_50370	YALI1_F29424g
OG0002648	YIR004W	KLMA_50371	YALI1_F15990g
OG0002649	YER009W	KLMA_50373	YALI1_C16275g
OG0002650	YER008C	KLMA_50374	YALI1_F28633g
OG0002651	YIR002C	KLMA_50375	YALI1_C28963g
OG0002652	YER007C-A	KLMA_50376	YALI1_A17511g
OG0002653	YER007W	KLMA_50377	YALI1_A17486g
OG0002654	YER006W	KLMA_50378	YALI1_F28744g
OG0002656	YPR086W	KLMA_50380	YALI1_C03582g
OG0002657	YER005W	KLMA_50381	YALI1_C27061g YALI1_C27665g
OG0002658	YER003C	KLMA_50384	YALI1_B23834g
OG0002659	YER002W	KLMA_50385	YALI1_B23798g
OG0002660	YIR001C	KLMA_50386	YALI1_E19696g
OG0002661	YEL001C	KLMA_50387	YALI1_E23325g
OG0002662	YIL001W	KLMA_50388	YALI1_D12760g
OG0002663	YEL002C	KLMA_50390	YALI1_D08429g
OG0002664	YEL003W	KLMA_50391	YALI1_D08408g
OG0002665	YIL003W	KLMA_50393	YALI1_E22865g
OG0002666	YIL004C	KLMA_50394	YALI1_F32546g
OG0002667	YIL005W	KLMA_50395	YALI1_E03067g
OG0002668	YEL009C	KLMA_50398	YALI1_E32722g
OG0002669	YIL007C	KLMA_50399	YALI1_E23302g
OG0002670	YIL008W	KLMA_50400	YALI1_E23313g
OG0002671	YPL259C	KLMA_50404	YALI1_B15482g
OG0002672	YIL010W	KLMA_50406	YALI1_E23292g
OG0002673	YPL260W	KLMA_50407	YALI1_A13412g
OG0002675	YOL030W	KLMA_50411	YALI1_D06131g
OG0002676	YMR009W	KLMA_50412	YALI1_A14287g
OG0002677	YMR010W	KLMA_50413	YALI1_E28755g
OG0002678	YOR017W	KLMA_50414	YALI1_B17592g
OG0002679	YHL021C	KLMA_50415	YALI1_F21813g
OG0002680	YHL022C	KLMA_50416	YALI1_F21804g
OG0002681	YPR108W	KLMA_50418	YALI1_B29108g
OG0002682	YGR089W	KLMA_50422	YALI1_C11819g
OG0002683	YGR090W	KLMA_50424	YALI1_E37387g
OG0002684	YPR110C	KLMA_50426	YALI1_E28465g
OG0002686	YGR093W	KLMA_50429	YALI1_B29153g
OG0002687	YPR112C	KLMA_50430	YALI1_B16110g
OG0002688	YGR094W	KLMA_50431	YALI1_F26873g
OG0002689	YGR095C	KLMA_50432	YALI1_F26915g
OG0002690	YGR096W	KLMA_50433	YALI1_F26924g
OG0002691	YPR113W	KLMA_50434	YALI1_F27002g
OG0002693	YGR098C	KLMA_50439	YALI1_C12282g
OG0002694	YGR099W	KLMA_50440	YALI1_D29668g
OG0002695	YGR100W	KLMA_50442	YALI1_B02550g
OG0002696	YGR101W	KLMA_50443	YALI1_B30218g
OG0002697	YGR103W	KLMA_50445	YALI1_B30214g
OG0002698	YGR104C	KLMA_50446	YALI1_B30182g
OG0002700	YPR118W	KLMA_50452	YALI1_A16642g
OG0002702	YGR111W	KLMA_50458	YALI1_E06441g
OG0002703	YBR252W	KLMA_50459	YALI1_F25908g
OG0002705	YIR010W	KLMA_50461	YALI1_E04177g
OG0002706	YBR254C	KLMA_50462	YALI1_E04201g
OG0002707	YBR255W	KLMA_50463	YALI1_E04278g
OG0002708	YIR011C	KLMA_50465	YALI1_A12245g
OG0002709	YIR012W	KLMA_50466	YALI1_C02402g
OG0002710	YBR256C	KLMA_50467	YALI1_C01520g
OG0002711	YIL017C	KLMA_50470	YALI1_E04341g
OG0002712	YFR030W	KLMA_50471	YALI1_E19603g
OG0002713	YFR031C	KLMA_50472	YALI1_F32167g
OG0002714	YFR033C	KLMA_50475	YALI1_F32010g
OG0002716	YIL019W	KLMA_50476	YALI1_F07819g
OG0002717	YIL020C	KLMA_50477	YALI1_F07827g
OG0002718	YIL021W	KLMA_50478	YALI1_F08292g
OG0002719	YIL022W	KLMA_50480	YALI1_D26730g
OG0002720	YGR132C	KLMA_50483	YALI1_E05668g
OG0002721	YLR127C	KLMA_50484	YALI1_E05866g
OG0002722	YLR128W	KLMA_50485	YALI1_F33594g
OG0002723	YDR145W	KLMA_50486	YALI1_C04389g
OG0002724	YLR129W	KLMA_50487	YALI1_C01297g
OG0002725	YJL153C	KLMA_50488	YALI1_B05798g
OG0002726	YLR130C	KLMA_50489	YALI1_F28590g
OG0002727	YLR132C	KLMA_50491	YALI1_E20215g
OG0002728	YLR133W	KLMA_50492	YALI1_E20159g
OG0002729	YDR148C	KLMA_50493	YALI1_E20192g
OG0002730	YDR150W	KLMA_50495	YALI1_B12529g
OG0002731	YDR152W	KLMA_50498	YALI1_D16679g
OG0002732	YDR158W	KLMA_50503	YALI1_D16809g
OG0002733	YLR137W	KLMA_50504	YALI1_D16783g
OG0002734	YDR159W	KLMA_50505	YALI1_F35406g
OG0002735	YLR138W	KLMA_50506	YALI1_C00999g
OG0002736	YDR161W	KLMA_50508	YALI1_D16672g
OG0002737	YDR162C	KLMA_50509	YALI1_F32688g
OG0002738	YDR163W	KLMA_50510	YALI1_F32675g
OG0002739	YLR139C	KLMA_50511	YALI1_F07504g
OG0002740	YLR141W	KLMA_50512	YALI1_F07510g
OG0002741	YLR142W	KLMA_50513	YALI1_B12966g
OG0002742	YLR143W	KLMA_50514	YALI1_F19381g
OG0002743	YDR164C	KLMA_50516	YALI1_E26021g
OG0002744	YLR145W	KLMA_50518	YALI1_E05681g
OG0002745	YDR165W	KLMA_50520	YALI1_E05709g
OG0002746	YDR166C	KLMA_50522	YALI1_A19989g
OG0002747	YLR147C	KLMA_50523	YALI1_A19974g
OG0002748	YLR148W	KLMA_50524	YALI1_A19965g
OG0002749	YDR167W	KLMA_50525	YALI1_E21430g
OG0002750	YDR168W	KLMA_50526	YALI1_E22126g
OG0002751	YLR149C	KLMA_50527	YALI1_F36996g
OG0002752	YDR169C	KLMA_50528	YALI1_C12845g
OG0002753	YLR150W	KLMA_50529	YALI1_C12900g
OG0002754	YLR151C	KLMA_50530	YALI1_F33426g
OG0002755	YDR170C	KLMA_50534	YALI1_D30324g
OG0002756	YDR173C	KLMA_50536	YALI1_B14978g
OG0002757	YDR172W	KLMA_50537	YALI1_B11083g
OG0002758	YDR175C	KLMA_50547	YALI1_D10858g
OG0002759	YDR176W	KLMA_50548	YALI1_A14390g
OG0002760	YLR163C	KLMA_50549	YALI1_A14736g
OG0002761	YDR179W-A	KLMA_50552	YALI1_A14670g
OG0002762	YDR180W	KLMA_50554	YALI1_A14658g
OG0002763	YDR181C	KLMA_50555	YALI1_C11096g
OG0002764	YDR182W	KLMA_50556	YALI1_C11715g
OG0002765	YLR166C	KLMA_50557	YALI1_C02188g
OG0002766	YDR183W	KLMA_50558	YALI1_A00983g
OG0002767	YLR167W	KLMA_50559	YALI1_F13373g
OG0002768	YLR168C	KLMA_50562	YALI1_D23785g
OG0002769	YLR246W	KLMA_50563	YALI1_D27339g
OG0002770	YLR245C	KLMA_50565	YALI1_D21023g
OG0002771	YLR244C	KLMA_50566	YALI1_D21100g
OG0002772	YDR188W	KLMA_50567	YALI1_D25744g
OG0002773	YDR189W	KLMA_50568	YALI1_D25851g
OG0002774	YDR190C	KLMA_50569	YALI1_C30187g
OG0002775	YLR243W	KLMA_50571	YALI1_C28412g
OG0002776	YLR242C	KLMA_50573	YALI1_F37878g
OG0002777	YLR241W	KLMA_50574	YALI1_F29168g
OG0002778	YLR240W	KLMA_50575	YALI1_F13097g
OG0002779	YDR196C	KLMA_50578	YALI1_F13202g
OG0002780	YDR198C	KLMA_50580	YALI1_F27812g
OG0002781	YLR239C	KLMA_50581	YALI1_F34729g
OG0002782	YDR202C	KLMA_50584	YALI1_F34631g
OG0002783	YDR204W	KLMA_50585	YALI1_F34625g
OG0002784	YNL201C	KLMA_50586	YALI1_A17927g
OG0002785	YDL226C	KLMA_50588	YALI1_C03988g
OG0002786	YNL206C	KLMA_50590	YALI1_A07668g
OG0002787	YNL207W	KLMA_50591	YALI1_F39041g
OG0002788	YDL230W	KLMA_50595	YALI1_F38595g
OG0002789	YDL231C	KLMA_50596	YALI1_F38551g
OG0002791	YNL212W	KLMA_50599	YALI1_D07271g
OG0002793	YNL215W	KLMA_50602	YALI1_D19087g
OG0002794	YDL234C	KLMA_50603	YALI1_F39527g
OG0002795	YNL217W	KLMA_50605	YALI1_E41569g
OG0002796	YDL235C	KLMA_50606	YALI1_C06414g
OG0002797	YNL218W	KLMA_50607	YALI1_C06459g
OG0002798	YDL236W	KLMA_50608	YALI1_E34218g
OG0002799	YNL219C	KLMA_50609	YALI1_E34238g
OG0002800	YNL220W	KLMA_50610	YALI1_E34269g
OG0002801	YNL221C	KLMA_50611	YALI1_E34290g
OG0002802	YDL237W	KLMA_50612	YALI1_D07549g
OG0002803	YDL238C	KLMA_50613	YALI1_E30496g
OG0002804	YNL222W	KLMA_50614	YALI1_F24151g
OG0002805	YNL223W	KLMA_50615	YALI1_A13349g
OG0002806	YNL224C	KLMA_50616	YALI1_F14900g
OG0002807	YNL227C	KLMA_50618	YALI1_B20188g
OG0002808	YNL229C	KLMA_50619	YALI1_C04143g
OG0002809	YNL230C	KLMA_50620	YALI1_C23563g
OG0002810	YNL231C	KLMA_50621	YALI1_A08206g
OG0002811	YNL232W	KLMA_50622	YALI1_A05821g
OG0002812	YNL233W	KLMA_50623	YALI1_A07977g
OG0002813	YNL236W	KLMA_50626	YALI1_F23595g
OG0002814	YNL237W	KLMA_50627	YALI1_F23616g
OG0002815	YNL238W	KLMA_50628	YALI1_F17637g
OG0002816	YNL240C	KLMA_50630	YALI1_B06245g
OG0002817	YNL241C	KLMA_50631	YALI1_E26811g
OG0002818	YDL240W	KLMA_50632	YALI1_F17657g
OG0002819	YNL242W	KLMA_50633	YALI1_E10161g
OG0002820	YBR296C	KLMA_60556	YALI1_E28300g
OG0002821	YBR055C	KLMA_60555	YALI1_C26794g YALI1_C27398g
OG0002822	YBR053C	KLMA_60551	YALI1_F11292g
OG0002823	YDR028C	KLMA_60548	YALI1_B21855g
OG0002824	YIL125W	KLMA_60541	YALI1_E39693g
OG0002825	YIL128W	KLMA_60537	YALI1_D20758g
OG0002826	YIL129C	KLMA_60536	YALI1_D31274g
OG0002827	YIL134W	KLMA_60531	YALI1_A16988g
OG0002828	YNL071W	KLMA_60529	YALI1_D30618g
OG0002829	YNL072W	KLMA_60528	YALI1_D30593g
OG0002830	YNL073W	KLMA_60527	YALI1_D30570g
OG0002831	YKL045W	KLMA_60526	YALI1_F06991g
OG0002832	YDL145C	KLMA_60523	YALI1_E23691g
OG0002833	YLR215C	KLMA_60519	YALI1_F27099g
OG0002834	YDL143W	KLMA_60516	YALI1_F27101g
OG0002835	YDL142C	KLMA_60515	YALI1_F31283g
OG0002836	YDL141W	KLMA_60514	YALI1_E35955g
OG0002837	YDL140C	KLMA_60512	YALI1_C23707g
OG0002838	YLR216C	KLMA_60511	YALI1_C23926g
OG0002839	YDL139C	KLMA_60510	YALI1_F31292g
OG0002840	YLR218C	KLMA_60509	YALI1_E35971g
OG0002841	YDL193W	KLMA_60506	YALI1_F26726g
OG0002842	YDL190C	KLMA_60503	YALI1_D15523g
OG0002843	YDL189W	KLMA_60502	YALI1_D15506g
OG0002844	YDL185W	KLMA_60497	YALI1_A09766g
OG0002845	YDL183C	KLMA_60496	YALI1_D15568g
OG0002846	YDL133W	KLMA_60495	YALI1_D15597g
OG0002847	YDL132W	KLMA_60494	YALI1_D15622g
OG0002848	YDL130W	KLMA_60491	YALI1_B16968g
OG0002849	YDL128W	KLMA_60487	YALI1_B12409g
OG0002851	YDL126C	KLMA_60484	YALI1_F16035g
OG0002852	YDL125C	KLMA_60483	YALI1_B20043g
OG0002853	YDL178W	KLMA_60482	YALI1_C08548g
OG0002854	YDL124W	KLMA_60481	YALI1_B20108g
OG0002855	YDL177C	KLMA_60480	YALI1_C11707g
OG0002856	YIL078W	KLMA_60476	YALI1_F14882g
OG0002857	YIL077C	KLMA_60475	YALI1_F14746g
OG0002858	YCR047C	KLMA_60474	YALI1_F09627g
OG0002859	YCR046C	KLMA_60473	YALI1_F31744g
OG0002860	YNR017W	KLMA_60470	YALI1_F36760g
OG0002861	YNR016C	KLMA_60469	YALI1_C15991g
OG0002862	YNR015W	KLMA_60468	YALI1_F36794g
OG0002864	YNR012W	KLMA_60464	YALI1_E36477g
OG0002865	YML004C	KLMA_60462	YALI1_E28631g
OG0002866	YMR203W	KLMA_60459	YALI1_F38882g
OG0002867	YNR008W	KLMA_60455	YALI1_E20049g
OG0002868	YNR007C	KLMA_60454	YALI1_E29137g
OG0002869	YLR377C	KLMA_60452	YALI1_A15925g
OG0002870	YDL052C	KLMA_60451	YALI1_E22736g
OG0002871	YDL051W	KLMA_60449	YALI1_E22592g
OG0002872	YML127W	KLMA_60447	YALI1_F37508g
OG0002874	YPR161C	KLMA_60444	YALI1_D29549g
OG0002875	YLR452C	KLMA_60443	YALI1_D22368g
OG0002876	YER025W	KLMA_60442	YALI1_A04022g
OG0002877	YLR451W	KLMA_60441	YALI1_D17249g
OG0002878	YJR123W	KLMA_60438	YALI1_F11930g
OG0002879	YJR122W	KLMA_60437	YALI1_D19321g
OG0002880	YJR121W	KLMA_60435	YALI1_B05364g
OG0002881	YER023W	KLMA_60434	YALI1_B18955g
OG0002882	YJR119C	KLMA_60433	YALI1_B18975g
OG0002883	YJR118C	KLMA_60432	YALI1_E30743g
OG0002884	YER022W	KLMA_60431	YALI1_F36152g
OG0002885	YER021W	KLMA_60430	YALI1_F36132g
OG0002886	YJR117W	KLMA_60429	YALI1_F14688g
OG0002887	YJR116W	KLMA_60428	YALI1_B02781g
OG0002888	YJR105W	KLMA_60427	YALI1_F30754g
OG0002890	YHR137W	KLMA_60423	YALI1_C06681g
OG0002891	YNL153C	KLMA_60422	YALI1_A02083g
OG0002892	YFL018C	KLMA_60420	YALI1_D26360g
OG0002893	YMR013C	KLMA_60419	YALI1_E22718g
OG0002894	YMR015C	KLMA_60417	YALI1_A18344g
OG0002895	YFR052W	KLMA_60411	YALI1_A19483g
OG0002896	YFR051C	KLMA_60410	YALI1_E38593g
OG0002898	YGL252C	KLMA_60408	YALI1_B29191g
OG0002899	YFR050C	KLMA_60407	YALI1_E38526g
OG0002900	YGL248W	KLMA_60406	YALI1_E38561g
OG0002901	YFR049W	KLMA_60405	YALI1_E38512g
OG0002902	YPL047W	KLMA_60400	YALI1_A18817g
OG0002903	YDR255C	KLMA_60399	YALI1_A19731g
OG0002904	YPL046C	KLMA_60398	YALI1_A03809g
OG0002905	YPL045W	KLMA_60397	YALI1_A03803g
OG0002907	YPL043W	KLMA_60396	YALI1_A03757g
OG0002908	YPL042C	KLMA_60395	YALI1_C15398g
OG0002909	YPL041C	KLMA_60394	YALI1_C15105g
OG0002910	YPL040C	KLMA_60393	YALI1_C15180g
OG0002911	YPL031C	KLMA_60387	YALI1_D33418g
OG0002912	YPL030W	KLMA_60386	YALI1_D33428g
OG0002913	YPL029W	KLMA_60385	YALI1_F20330g
OG0002914	YPL028W	KLMA_60383	YALI1_B11532g
OG0002915	YDR248C	KLMA_60382	YALI1_F11199g
OG0002916	YDR246W	KLMA_60380	YALI1_B29202g
OG0002917	YPL023C	KLMA_60378	YALI1_B19021g
OG0002918	YPL022W	KLMA_60377	YALI1_B29051g
OG0002919	YPL016W	KLMA_60376	YALI1_E30759g
OG0002920	YPL196W	KLMA_60374	YALI1_E35280g
OG0002921	YGL079W	KLMA_60373	YALI1_E35265g
OG0002922	YPL195W	KLMA_60372	YALI1_F00229g
OG0002923	YGL080W	KLMA_60370	YALI1_F00288g
OG0002924	YPL193W	KLMA_60369	YALI1_F00286g
OG0002925	YPL190C	KLMA_60364	YALI1_F31102g
OG0002926	YGL083W	KLMA_60362	YALI1_E10811g
OG0002927	YGL084C	KLMA_60361	YALI1_E35652g
OG0002928	YGL085W	KLMA_60360	YALI1_E35677g
OG0002929	YGL086W	KLMA_60359	YALI1_E35027g
OG0002931	YPL188W	KLMA_60357	YALI1_E21312g
OG0002932	YPL184C	KLMA_60354	YALI1_C21755g
OG0002933	YGL091C	KLMA_60351	YALI1_E02966g
OG0002934	YGL092W	KLMA_60350	YALI1_D22157g
OG0002935	YGL093W	KLMA_60349	YALI1_D27181g
OG0002936	YPL183W-A	KLMA_60348	YALI1_E34870g
OG0002937	YPL183C	KLMA_60347	YALI1_D29699g
OG0002938	YGL094C	KLMA_60346	YALI1_E34784g
OG0002939	YPL180W	KLMA_60345	YALI1_E34711g
OG0002940	YGL095C	KLMA_60344	YALI1_E34708g
OG0002941	YPL181W	KLMA_60343	YALI1_F32512g
OG0002942	YBR288C	KLMA_60342	YALI1_D21847g
OG0002943	YBR289W	KLMA_60341	YALI1_E16026g
OG0002944	YBR290W	KLMA_60340	YALI1_F33732g
OG0002945	YBR291C	KLMA_60339	YALI1_F33754g
OG0002946	YHR002W	KLMA_60338	YALI1_F20788g
OG0002947	YKL028W	KLMA_60336	YALI1_F33790g
OG0002948	YKL029C	KLMA_60335	YALI1_E22303g
OG0002949	YHR004C	KLMA_60334	YALI1_C03914g
OG0002950	YMR069W	KLMA_60333	YALI1_B01325g
OG0002951	YMR071C	KLMA_60331	YALI1_C19348g
OG0002952	YMR073C	KLMA_60328	YALI1_C16294g
OG0002954	YMR074C	KLMA_60326	YALI1_F35603g
OG0002955	YMR075W	KLMA_60325	YALI1_E15939g
OG0002956	YMR076C	KLMA_60324	YALI1_E15889g
OG0002957	YHL008C	KLMA_60323	YALI1_E15865g
OG0002958	YKL033W	KLMA_60322	YALI1_B25798g
OG0002959	YHL010C	KLMA_60321	YALI1_C10271g
OG0002960	YKL033W-A	KLMA_60319	YALI1_F32342g
OG0002961	YKL034W	KLMA_60318	YALI1_F32251g
OG0002962	YKL035W	KLMA_60317	YALI1_A02775g
OG0002963	YHL013C	KLMA_60315	YALI1_C27958g
OG0002964	YHL015W	KLMA_60313	YALI1_E24442g
OG0002965	YKL040C	KLMA_60310	YALI1_B00242g
OG0002966	YHL018W	KLMA_60309	YALI1_F26620g
OG0002967	YHL020C	KLMA_60306	YALI1_C20559g
OG0002968	YKL041W	KLMA_60305	YALI1_B23351g
OG0002969	YLR051C	KLMA_60303	YALI1_B04779g
OG0002970	YFL022C	KLMA_60301	YALI1_D20473g
OG0002971	YFL023W	KLMA_60298	YALI1_D25137g
OG0002972	YFL024C	KLMA_60297	YALI1_B16584g
OG0002973	YFL026W	KLMA_60295	YALI1_F05814g
OG0002974	YOR298W	KLMA_60293	YALI1_B16087g
OG0002975	YMR235C	KLMA_60292	YALI1_B16068g
OG0002976	YOR298C-A	KLMA_60291	YALI1_B15996g
OG0002977	YMR236W	KLMA_60290	YALI1_E27243g
OG0002978	YOR301W	KLMA_60287	YALI1_E13011g
OG0002979	YOR303W	KLMA_60286	YALI1_D09420g
OG0002980	YMR239C	KLMA_60283	YALI1_C16080g
OG0002981	YOL066C	KLMA_60282	YALI1_F16069g
OG0002982	YOL065C	KLMA_60281	YALI1_F16045g
OG0002983	YOL064C	KLMA_60279	YALI1_F35109g
OG0002984	YDL033C	KLMA_60278	YALI1_F32387g
OG0002985	YDL031W	KLMA_60277	YALI1_D32424g
OG0002986	YDL030W	KLMA_60276	YALI1_F13072g
OG0002987	YBR029C	KLMA_60275	YALI1_E17431g
OG0002988	YBR028C	KLMA_60274	YALI1_C21891g
OG0002989	YBR026C	KLMA_60271	YALI1_C26939g YALI1_C27543g
OG0002991	YHR124W	KLMA_60266	YALI1_B19390g
OG0002992	YNL132W	KLMA_60265	YALI1_B19388g
OG0002993	YNL131W	KLMA_60264	YALI1_C15445g
OG0002994	YHR122W	KLMA_60262	YALI1_B19336g
OG0002995	YNL129W	KLMA_60261	YALI1_B19348g
OG0002996	YNL128W	KLMA_60260	YALI1_C15465g
OG0002997	YHR121W	KLMA_60259	YALI1_C15489g
OG0002998	YNL127W	KLMA_60258	YALI1_C13642g
OG0002999	YNL126W	KLMA_60257	YALI1_C13560g
OG0003000	YNL124W	KLMA_60254	YALI1_B13800g
OG0003001	YHR120W	KLMA_60253	YALI1_B13737g
OG0003002	YHR119W	KLMA_60252	YALI1_B19520g
OG0003003	YNL123W	KLMA_60250	YALI1_F39236g
OG0003004	YNL122C	KLMA_60249	YALI1_F39183g
OG0003006	YNL119W	KLMA_60246	YALI1_B13886g
OG0003007	YNL118C	KLMA_60245	YALI1_C18541g
OG0003009	YNL115C	KLMA_60241	YALI1_F24864g
OG0003010	YHR114W	KLMA_60240	YALI1_C16255g
OG0003011	YOR115C	KLMA_60239	YALI1_E27076g
OG0003012	YOR113W	KLMA_60237	YALI1_A16891g
OG0003013	YNL113W	KLMA_60236	YALI1_E32622g
OG0003015	YOR112W	KLMA_60234	YALI1_E32636g
OG0003016	YNL111C	KLMA_60233	YALI1_D15063g
OG0003017	YNL110C	KLMA_60232	YALI1_F19106g
OG0003018	YOR111W	KLMA_60231	YALI1_F19058g
OG0003019	YNL107W	KLMA_60229	YALI1_B14600g
OG0003020	YOR349W	KLMA_60223	YALI1_C11970g
OG0003022	YAL038W	KLMA_60219	YALI1_F12842g
OG0003023	YOR346W	KLMA_60218	YALI1_F12757g
OG0003024	YAL036C	KLMA_60212	YALI1_A00325g
OG0003025	YAL035W	KLMA_60210	YALI1_A01061g
OG0003026	YOR341W	KLMA_60209	YALI1_F18524g
OG0003027	YDR083W	KLMA_60204	YALI1_F23414g
OG0003028	YDR084C	KLMA_60203	YALI1_D33207g
OG0003030	YER159C	KLMA_60199	YALI1_E09972g
OG0003031	YDR086C	KLMA_60198	YALI1_D11091g
OG0003032	YDR087C	KLMA_60197	YALI1_D11151g
OG0003034	YKL073W	KLMA_60191	YALI1_B11853g
OG0003035	YKL074C	KLMA_60190	YALI1_E12402g
OG0003036	YMR055C	KLMA_60189	YALI1_E12454g
OG0003037	YKL077W	KLMA_60185	YALI1_D35119g
OG0003038	YMR059W	KLMA_60184	YALI1_D35126g
OG0003039	YMR060C	KLMA_60183	YALI1_D23265g
OG0003040	YMR061W	KLMA_60182	YALI1_D23274g
OG0003041	YMR062C	KLMA_60181	YALI1_E16002g
OG0003042	YKL078W	KLMA_60179	YALI1_B15852g
OG0003043	YMR065W	KLMA_60177	YALI1_D16086g
OG0003044	YLL057C	KLMA_60176	YALI1_F30034g
OG0003045	YKL080W	KLMA_60175	YALI1_A11258g
OG0003046	YKL082C	KLMA_60172	YALI1_F07318g
OG0003047	YMR067C	KLMA_60170	YALI1_E33829g
OG0003048	YMR068W	KLMA_60169	YALI1_D27547g
OG0003049	YKL084W	KLMA_60168	YALI1_E02959g
OG0003050	YKL086W	KLMA_60166	YALI1_D20662g
OG0003051	YHR005C	KLMA_60165	YALI1_E14489g
OG0003052	YKL087C	KLMA_60164	YALI1_E07508g
OG0003053	YHR005C-A	KLMA_60163	YALI1_E07522g
OG0003054	YKL088W	KLMA_60162	YALI1_E07601g
OG0003055	YIR022W	KLMA_60158	YALI1_D03647g
OG0003056	YKL012W	KLMA_60157	YALI1_D03604g
OG0003058	YIR023W	KLMA_60155	YALI1_D03561g
OG0003059	YKL014C	KLMA_60153	YALI1_B08975g
OG0003060	YKL015W	KLMA_60152	YALI1_B08898g
OG0003061	YKL016C	KLMA_60151	YALI1_B08885g
OG0003062	YKL017C	KLMA_60150	YALI1_B08978g
OG0003063	YKL018W	KLMA_60149	YALI1_F28112g
OG0003064	YIR026C	KLMA_60146	YALI1_B15346g
OG0003065	YKL019W	KLMA_60145	YALI1_B21088g
OG0003067	YOL080C	KLMA_60140	YALI1_B23420g
OG0003068	YOL078W	KLMA_60139	YALI1_B15742g
OG0003069	YOL077W-A	KLMA_60137	YALI1_B15733g
OG0003070	YOL077C	KLMA_60136	YALI1_B15692g
OG0003071	YOL076W	KLMA_60135	YALI1_B15655g
OG0003072	YDL008W	KLMA_60132	YALI1_F22858g
OG0003073	YBR011C	KLMA_60131	YALI1_F18105g
OG0003074	YDR007W	KLMA_60130	YALI1_B10130g
OG0003075	YDR006C	KLMA_60128	YALI1_D19515g
OG0003077	YDR005C	KLMA_60127	YALI1_F14213g
OG0003078	YDR004W	KLMA_60126	YALI1_F14024g
OG0003079	YBL004W	KLMA_60122	YALI1_D28518g
OG0003080	YDL002C	KLMA_60121	YALI1_D22342g
OG0003081	YDL001W	KLMA_60120	YALI1_B07374g
OG0003083	YDR002W	KLMA_60116	YALI1_B19880g
OG0003084	YBR002C	KLMA_60115	YALI1_C26036g
OG0003085	YBR003W	KLMA_60114	YALI1_C26017g
OG0003086	YBR004C	KLMA_60113	YALI1_F15403g
OG0003087	YHR084W	KLMA_60112	YALI1_E19403g
OG0003088	YHR083W	KLMA_60111	YALI1_E19316g
OG0003089	YDR332W	KLMA_60110	YALI1_F09695g
OG0003090	YHR082C	KLMA_60109	YALI1_F15070g
OG0003091	YDR331W	KLMA_60108	YALI1_F11080g
OG0003092	YDR330W	KLMA_60107	YALI1_F11224g
OG0003093	YDR328C	KLMA_60103	YALI1_A10934g
OG0003094	YDR258C	KLMA_60101	YALI1_F16656g
OG0003096	YDR262W	KLMA_60098	YALI1_D35435g
OG0003097	YDR264C	KLMA_60095	YALI1_E25761g
OG0003098	YOR035C	KLMA_60094	YALI1_E25729g
OG0003099	YDR265W	KLMA_60093	YALI1_C01416g
OG0003100	YDR266C	KLMA_60092	YALI1_C01338g
OG0003101	YHR100C	KLMA_60091	YALI1_A13994g
OG0003102	YGR202C	KLMA_60090	YALI1_D22834g
OG0003103	YJR017C	KLMA_60088	YALI1_B19290g
OG0003104	YJR019C	KLMA_60086	YALI1_F19697g
OG0003105	YGR205W	KLMA_60085	YALI1_A03210g
OG0003106	YJR022W	KLMA_60083	YALI1_B08580g
OG0003107	YJR024C	KLMA_60082	YALI1_C28497g
OG0003108	YGR207C	KLMA_60079	YALI1_C28513g
OG0003109	YGR208W	KLMA_60078	YALI1_B26749g
OG0003110	YLR045C	KLMA_60076	YALI1_E33527g
OG0003111	YPL265W	KLMA_60074	YALI1_C00550g
OG0003112	YGR210C	KLMA_60072	YALI1_E23899g
OG0003113	YGR211W	KLMA_60071	YALI1_F30004g
OG0003114	YLR047C	KLMA_60070	YALI1_B22499g
OG0003115	YGR215W	KLMA_60068	YALI1_E18326g
OG0003116	YGR216C	KLMA_60067	YALI1_E12587g
OG0003117	YGR217W	KLMA_60066	YALI1_E18378g
OG0003118	YGR218W	KLMA_60065	YALI1_F13644g
OG0003119	YGR220C	KLMA_60064	YALI1_F13602g
OG0003120	YHR147C	KLMA_60063	YALI1_F13579g
OG0003121	YHR148W	KLMA_60062	YALI1_F23133g
OG0003123	YGR223C	KLMA_60059	YALI1_B20130g
OG0003124	YGR225W	KLMA_60058	YALI1_B22452g
OG0003125	YHR151C	KLMA_60056	YALI1_B22414g
OG0003126	YGR227W	KLMA_60055	YALI1_B22410g
OG0003127	YGR229C	KLMA_60054	YALI1_B26926g
OG0003128	YGR230W	KLMA_60053	YALI1_B26888g
OG0003129	YGR231C	KLMA_60052	YALI1_B26790g
OG0003130	YGR232W	KLMA_60051	YALI1_C01720g
OG0003131	YGR233C	KLMA_60050	YALI1_A00947g
OG0003132	YHR154W	KLMA_60048	YALI1_B20416g
OG0003133	YGR235C	KLMA_60047	YALI1_E08211g
OG0003134	YKR051W	KLMA_60040	YALI1_B23622g
OG0003135	YJL132W	KLMA_60039	YALI1_B20935g
OG0003136	YKR050W	KLMA_60036	YALI1_B23153g
