genes,logFC,logCPM,PValue,FDR,,,,,,
YALI1_E20995g,0.43651362,7.697342434,5.39E-19,1.21E-17,,,,,,
YALI1_B12781g,0.488739509,8.65884712,5.61E-19,1.26E-17,,,,,,
YALI1_E02850g,-1.807055364,6.912213068,6.20E-19,1.38E-17,,,,,,
YALI1_C14725g,-0.604046789,4.967485041,8.07E-19,1.79E-17,,,,,,
YALI1_C08702g,-0.476157456,9.479160231,8.34E-19,1.85E-17,,,,,,
YALI1_F20086g,-0.452791774,6.336982305,9.73E-19,2.15E-17,,,,,,
YALI1_E15144g,-0.74875488,7.079391919,9.81E-19,2.16E-17,,,,,,
YALI1_F02266g,0.546745881,6.227384534,9.99E-19,2.19E-17,,,,,,
YALI1_D00062g,1.368500435,2.992495546,1.15E-18,2.51E-17,,,,,,
YALI1_D05286g,0.43391076,8.742985141,1.17E-18,2.56E-17,,,,,,
YALI1_F12562g,0.6479541,4.728459297,1.32E-18,2.88E-17,,,,,,
YALI1_E06068g,-0.523606249,6.132967362,1.37E-18,2.97E-17,,,,,,
YALI1_F39106g,-0.624512109,6.145487769,1.64E-18,3.55E-17,,,,,,
YALI1_E40282g,-0.40702165,8.661447366,1.66E-18,3.58E-17,,,,,,
YALI1_C20364g,-0.519495244,9.115506831,1.75E-18,3.77E-17,,,,,,
YALI1_E14644g,-0.506221476,7.56858263,1.83E-18,3.93E-17,,,,,,
YALI1_C28551g,-0.608932421,7.550640521,1.85E-18,3.96E-17,,,,,,
YALI1_E38561g,0.481926728,5.871281262,1.86E-18,3.96E-17,,,,,,
YALI1_D22083g,0.596623253,4.807907641,1.88E-18,4.00E-17,,,,,,
YALI1_F37963g,-0.416099214,6.463583255,2.08E-18,4.41E-17,,,,,,
YALI1_D11514g,-0.806382283,4.143746296,2.37E-18,5.01E-17,,,,,,
YALI1_E09539g,-0.43972368,6.952394974,2.45E-18,5.18E-17,,,,,,
YALI1_D26666g,1.299136083,3.659471198,2.50E-18,5.26E-17,,,,,,
YALI1_D26671g,1.462350169,4.33766616,3.04E-18,6.37E-17,,,,,,
YALI1_B24351g,0.683919304,5.842613103,3.49E-18,7.31E-17,,,,,,
YALI1_E12421g,-0.617030498,4.838395954,3.50E-18,7.31E-17,,,,,,
YALI1_B25506g,0.525440059,6.17321332,3.93E-18,8.16E-17,,,,,,
YALI1_C24891g,-1.322718045,10.90702015,3.94E-18,8.16E-17,,,,,,
YALI1_A03450g,-1.681890026,2.93603374,4.37E-18,9.04E-17,,,,,,
YALI1_F25212g,-0.43258806,6.272146598,4.77E-18,9.85E-17,,,,,,
YALI1_F27692g,0.452475155,5.850297329,5.06E-18,1.04E-16,,,,,,
YALI1_F02265g,0.595144267,8.809463253,5.15E-18,1.06E-16,,,,,,
YALI1_C05570g,0.474707591,6.269395265,5.29E-18,1.08E-16,,,,,,
YALI1_D00094g,1.505588194,4.823580982,6.29E-18,1.28E-16,,,,,,
YALI1_F22568g,-0.731123434,6.925938673,6.45E-18,1.31E-16,,,,,,
YALI1_B10525g,-1.096273857,3.94492122,7.69E-18,1.56E-16,,,,,,
YALI1_F26367g,-1.824968378,6.148228381,7.77E-18,1.57E-16,,,,,,
YALI1_F16796g,-0.44282003,7.470485663,8.36E-18,1.69E-16,,,,,,
YALI1_A01537g,-1.142419549,5.549288476,1.03E-17,2.07E-16,,,,,,
YALI1_C00368g,0.742038907,4.008613145,1.19E-17,2.38E-16,,,,,,
YALI1_E20845g,0.750567613,3.720604156,1.23E-17,2.46E-16,,,,,,
YALI1_D16873g,2.620690099,-0.349700758,1.36E-17,2.71E-16,,,,,,
YALI1_F23560g,-0.48000223,6.151044876,1.42E-17,2.82E-16,,,,,,
YALI1_F03830g,1.147565391,1.893907527,1.47E-17,2.91E-16,,,,,,
YALI1_E37387g,-0.4663436,6.179501138,1.56E-17,3.08E-16,,,,,,
YALI1_F12080g,-0.474931288,5.851935956,1.62E-17,3.20E-16,,,,,,
YALI1_E37895g,-0.417357619,5.639359739,1.84E-17,3.63E-16,,,,,,
YALI1_D07344g,-0.447725019,6.954471224,1.85E-17,3.64E-16,,,,,,
YALI1_B07652g,0.450706514,8.020627209,1.86E-17,3.65E-16,,,,,,
YALI1_D18251g,0.802118341,5.627935368,2.06E-17,4.03E-16,,,,,,
YALI1_D17462g,0.781058469,3.331798134,2.28E-17,4.44E-16,,,,,,
YALI1_D08564g,-1.094356907,6.976506274,2.34E-17,4.54E-16,,,,,,
YALI1_D17268g,-0.641428827,5.254247581,2.38E-17,4.62E-16,,,,,,
YALI1_E08530g,-0.597267398,5.137347914,2.42E-17,4.68E-16,,,,,,
YALI1_E28863g,1.082319282,2.127367453,2.43E-17,4.68E-16,,,,,,
YALI1_C22857g,-0.491282951,8.206040698,2.62E-17,5.03E-16,,,,,,
YALI1_B02833g,0.666964702,7.277901099,2.62E-17,5.03E-16,,,,,,
YALI1_F35656g,-0.484673367,5.718871286,2.70E-17,5.17E-16,,,,,,
YALI1_F39426g,0.404443452,6.373107803,2.72E-17,5.20E-16,,,,,,
YALI1_C19151g,-0.533424644,7.525603703,2.84E-17,5.40E-16,,,,,,
YALI1_C09773g,0.479652593,8.384650292,2.85E-17,5.41E-16,,,,,,
YALI1_E21053g,0.421657982,6.681525714,2.91E-17,5.51E-16,,,,,,
YALI1_C32223g,0.434818533,6.699809516,3.09E-17,5.83E-16,,,,,,
YALI1_B20521g,-0.47949797,5.878009189,3.32E-17,6.26E-16,,,,,,
YALI1_B09871g,0.655202115,3.99742633,3.83E-17,7.20E-16,,,,,,
YALI1_A07768g,-0.404060965,8.326761445,3.92E-17,7.36E-16,,,,,,
YALI1_B21381g,1.21300959,4.714536868,4.08E-17,7.63E-16,,,,,,
YALI1_B08247g,1.455266108,2.82694644,4.20E-17,7.83E-16,,,,,,
YALI1_A09190g,2.627804186,-0.358461033,4.97E-17,9.25E-16,,,,,,
YALI1_D01378g,-0.583168512,7.16556393,5.43E-17,1.01E-15,,,,,,
YALI1_E17508g,0.603993291,5.7687529,5.51E-17,1.02E-15,,,,,,
YALI1_B27179g,0.774614279,3.917063022,5.52E-17,1.02E-15,,,,,,
YALI1_B23798g,-0.451815348,5.980769423,5.74E-17,1.06E-15,,,,,,
YALI1_C22282g,1.356535944,1.347618968,5.97E-17,1.10E-15,,,,,,
YALI1_B25553g,-0.473359144,11.42788737,6.01E-17,1.10E-15,,,,,,
YALI1_E01530g,-0.802877147,8.297231964,6.20E-17,1.13E-15,,,,,,
YALI1_A02682g,-0.497692667,6.187521819,6.27E-17,1.14E-15,,,,,,
YALI1_E16451g,-0.45788505,8.432901405,6.33E-17,1.15E-15,,,,,,
YALI1_C18478g,0.476141222,7.21111093,6.97E-17,1.26E-15,,,,,,
YALI1_D10264g,-0.74501168,8.203447122,7.23E-17,1.31E-15,,,,,,
YALI1_A16891g,1.78043109,1.316894717,8.24E-17,1.49E-15,,,,,,
YALI1_C29902g,0.454834268,6.537121602,8.91E-17,1.61E-15,,,,,,
YALI1_D08734g,-0.485143493,5.830486945,9.07E-17,1.63E-15,,,,,,
YALI1_F34497g,0.416350622,5.948683566,9.11E-17,1.63E-15,,,,,,
YALI1_E27625g,1.37648554,6.911133889,9.79E-17,1.75E-15,,,,,,
YALI1_F27667g,-0.453143895,7.270049813,9.94E-17,1.77E-15,,,,,,
YALI1_D08174g,-1.01607362,2.475828759,1.21E-16,2.15E-15,,,,,,
YALI1_D24333g,0.861789195,3.724182568,1.74E-16,3.09E-15,,,,,,
YALI1_D20050g,0.39719703,5.957619547,1.78E-16,3.15E-15,,,,,,
YALI1_E13863g,-1.386920957,0.964670987,1.83E-16,3.24E-15,,,,,,
YALI1_F16551g,-1.123984494,2.000893709,1.95E-16,3.43E-15,,,,,,
YALI1_C29402g,-0.499440772,8.464890593,1.97E-16,3.47E-15,,,,,,
YALI1_E27997g,1.218856543,1.994426376,2.24E-16,3.94E-15,,,,,,
YALI1_A18514g,-0.571510676,7.61919633,2.38E-16,4.17E-15,,,,,,
YALI1_C23021g,0.698765875,3.273738261,2.48E-16,4.32E-15,,,,,,
YALI1_F04045g,0.431579051,9.529390325,2.55E-16,4.44E-15,,,,,,
YALI1_E40754g,-0.531284455,5.909834864,2.63E-16,4.56E-15,,,,,,
YALI1_F31866g,-0.416570815,7.203000532,2.67E-16,4.63E-15,,,,,,
YALI1_D16656g,-0.460120046,6.409698599,2.90E-16,5.02E-15,,,,,,
YALI1_B25593g,-0.527666989,5.367786332,3.04E-16,5.25E-15,,,,,,
YALI1_D06988g,-0.428466982,7.513426064,3.20E-16,5.51E-15,,,,,,
YALI1_C19072g,0.828574621,2.631380309,3.26E-16,5.59E-15,,,,,,
YALI1_E38218g,-0.578729444,7.162787663,3.29E-16,5.64E-15,,,,,,
YALI1_D34232g,-0.513085474,6.928856603,4.09E-16,6.99E-15,,,,,,
YALI1_E14201g,0.505843068,6.63949494,4.18E-16,7.12E-15,,,,,,
YALI1_E14274g,0.966040866,2.281903461,4.33E-16,7.36E-15,,,,,,
YALI1_C09260g,-1.887113296,1.785974187,4.66E-16,7.91E-15,,,,,,
YALI1_F33331g,-0.637994419,11.06902476,4.77E-16,8.08E-15,,,,,,
YALI1_A06128g,-0.442342288,5.337755666,5.03E-16,8.49E-15,,,,,,
YALI1_F21875g,0.421508045,7.143147274,5.81E-16,9.80E-15,,,,,,
YALI1_C10990g,-0.549084003,8.542518841,8.44E-16,1.42E-14,,,,,,
YALI1_A02875g,1.966616157,0.534028629,8.65E-16,1.45E-14,,,,,,
YALI1_C10121g,-0.521850752,6.357476713,8.74E-16,1.46E-14,,,,,,
YALI1_D09766g,0.477445612,5.554156679,9.25E-16,1.55E-14,,,,,,
YALI1_D12028g,-0.374952068,6.742901726,9.82E-16,1.64E-14,,,,,,
YALI1_D06442g,1.451154276,1.301733204,1.08E-15,1.80E-14,,,,,,
YALI1_E35580g,-0.477415754,7.589386989,1.10E-15,1.82E-14,,,,,,
YALI1_F14933g,0.536355614,7.215994718,1.29E-15,2.13E-14,,,,,,
YALI1_D00221g,0.579650245,3.971395325,1.30E-15,2.15E-14,,,,,,
YALI1_F04379g,0.597857452,5.503571417,1.36E-15,2.25E-14,,,,,,
YALI1_B04831g,-0.674068675,4.900417093,1.48E-15,2.44E-14,,,,,,
YALI1_C13007g,0.428683743,5.564819533,1.59E-15,2.61E-14,,,,,,
YALI1_E00239g,2.111979069,5.176634914,1.60E-15,2.62E-14,,,,,,
YALI1_C01244g,0.429445695,6.815220819,1.63E-15,2.66E-14,,,,,,
YALI1_B04690g,-0.644783897,4.432996121,1.74E-15,2.84E-14,,,,,,
YALI1_E29557g,-0.535647829,7.000732993,1.77E-15,2.88E-14,,,,,,
YALI1_B12993g,0.592181225,8.345917569,1.78E-15,2.88E-14,,,,,,
YALI1_D13019g,0.552800044,4.676529768,1.85E-15,2.99E-14,,,,,,
YALI1_F24798g,-0.34107429,8.0884767,1.88E-15,3.04E-14,,,,,,
YALI1_F21989g,0.457897033,7.998056698,1.97E-15,3.17E-14,,,,,,
YALI1_E03904g,0.490677331,5.826566652,2.04E-15,3.29E-14,,,,,,
YALI1_B15692g,-0.585455858,6.182863971,2.19E-15,3.52E-14,,,,,,
YALI1_A15132g,0.555881577,5.691757769,2.24E-15,3.59E-14,,,,,,
YALI1_C10385g,-1.052204176,2.907800862,2.30E-15,3.67E-14,,,,,,
YALI1_D32268g,-0.556516385,9.507033064,2.33E-15,3.72E-14,,,,,,
YALI1_E20125g,1.074366766,1.593250663,2.44E-15,3.88E-14,,,,,,
YALI1_E19647g,-0.450730752,6.926938269,2.82E-15,4.48E-14,,,,,,
YALI1_C24434g,0.751056882,4.374568942,3.08E-15,4.88E-14,,,,,,
YALI1_D18890g,0.834109172,5.602955735,3.40E-15,5.37E-14,,,,,,
YALI1_D28518g,-0.422542994,6.618474188,3.41E-15,5.39E-14,,,,,,
YALI1_D14805g,-0.507516413,5.633235007,3.75E-15,5.91E-14,,,,,,
YALI1_C01535g,0.344400821,7.560552078,3.97E-15,6.23E-14,,,,,,
YALI1_D27057g,0.800965197,2.94782895,4.18E-15,6.55E-14,,,,,,
YALI1_C01161g,1.213708962,4.752206402,4.38E-15,6.85E-14,,,,,,
YALI1_F13505g,-0.383193561,7.999771104,5.19E-15,8.10E-14,,,,,,
YALI1_A21156g,0.422154938,7.347130827,5.97E-15,9.30E-14,,,,,,
YALI1_A01786r,1.135404904,2.011850914,6.01E-15,9.34E-14,,,,,,
YALI1_A09064g,0.71960252,10.67780013,6.42E-15,9.96E-14,,,,,,
YALI1_D24466g,1.832613616,2.107105322,6.49E-15,1.00E-13,,,,,,
YALI1_F30395g,-0.445236627,7.531670336,8.01E-15,1.24E-13,,,,,,
YALI1_B24901g,-1.658585548,0.724792309,8.16E-15,1.26E-13,,,,,,
YALI1_F29944g,-0.389309871,5.884538932,8.94E-15,1.38E-13,,,,,,
YALI1_E32423g,0.394536841,5.755048575,8.97E-15,1.38E-13,,,,,,
YALI1_B16110g,-0.565188662,5.959042715,9.79E-15,1.50E-13,,,,,,
YALI1_E30462g,0.351246584,7.909965771,1.15E-14,1.76E-13,,,,,,
YALI1_C30181g,-0.499968577,6.870192643,1.19E-14,1.82E-13,,,,,,
YALI1_D02499g,2.08342004,1.683147355,1.29E-14,1.96E-13,,,,,,
YALI1_F00867g,-0.739640371,4.355745869,1.43E-14,2.17E-13,,,,,,
YALI1_C08262g,-0.371817216,12.47466818,1.69E-14,2.56E-13,,,,,,
YALI1_F31587g,-0.814402031,8.41545428,1.73E-14,2.62E-13,,,,,,
YALI1_E14762g,-0.337559271,6.776865896,1.75E-14,2.64E-13,,,,,,
YALI1_E33888g,0.648057527,5.465192607,1.78E-14,2.68E-13,,,,,,
YALI1_A05052g,-0.572455243,5.813207217,1.82E-14,2.74E-13,,,,,,
YALI1_A12302g,-0.456834677,6.145806551,1.93E-14,2.90E-13,,,,,,
YALI1_E29481g,-0.647934153,8.788043423,2.12E-14,3.18E-13,,,,,,
YALI1_A13596g,-0.420056441,5.375826053,2.13E-14,3.18E-13,,,,,,
YALI1_D26454g,-1.107413083,2.779190659,2.15E-14,3.20E-13,,,,,,
YALI1_B25258g,-1.191174768,7.524663315,2.37E-14,3.53E-13,,,,,,
YALI1_F09405g,0.481978427,6.336896805,2.70E-14,4.02E-13,,,,,,
YALI1_A08126g,1.348552499,1.902196327,2.75E-14,4.08E-13,,,,,,
YALI1_E37764g,0.343931399,7.024039172,3.06E-14,4.52E-13,,,,,,
YALI1_E21915g,0.390630577,7.732113951,3.16E-14,4.66E-13,,,,,,
YALI1_E03220g,-0.492757986,7.194343694,3.21E-14,4.74E-13,,,,,,
YALI1_C00141g,0.716058675,3.106641833,3.73E-14,5.49E-13,,,,,,
YALI1_A14292g,0.534062957,6.630895613,3.82E-14,5.60E-13,,,,,,
YALI1_A06989g,1.250407222,2.856044041,3.89E-14,5.70E-13,,,,,,
YALI1_C28228g,0.36624364,6.517617084,4.08E-14,5.97E-13,,,,,,
YALI1_C18948t,-0.428922143,5.82986119,4.19E-14,6.12E-13,,,,,,
YALI1_F07819g,-0.387093765,5.463326195,4.24E-14,6.18E-13,,,,,,
YALI1_A20283g,0.423515481,4.991243259,4.28E-14,6.22E-13,,,,,,
YALI1_E13428g,-0.346281039,7.839469243,4.65E-14,6.75E-13,,,,,,
YALI1_E10148g,1.107209279,2.179703533,4.76E-14,6.89E-13,,,,,,
YALI1_B03290g,0.910338285,2.403350011,4.94E-14,7.14E-13,,,,,,
YALI1_C24526g,0.531183235,5.380979515,5.05E-14,7.29E-13,,,,,,
YALI1_C29261g,-0.471561713,7.050627148,5.08E-14,7.31E-13,,,,,,
YALI1_D06434g,1.251674692,1.124922509,5.48E-14,7.87E-13,,,,,,
YALI1_D00848g,0.363057251,6.674642329,5.69E-14,8.16E-13,,,,,,
YALI1_D08195r,0.801100642,3.55656961,5.78E-14,8.28E-13,,,,,,
YALI1_D14125g,-0.3412039,6.101821053,6.29E-14,8.99E-13,,,,,,
YALI1_F15286g,-0.885646091,2.884580153,6.43E-14,9.17E-13,,,,,,
YALI1_E35305g,-0.361399376,7.348003542,6.81E-14,9.70E-13,,,,,,
YALI1_A03029g,-0.51867032,8.997905116,6.88E-14,9.77E-13,,,,,,
YALI1_F15769g,1.398067471,0.94732025,7.24E-14,1.02E-12,,,,,,
YALI1_E25518g,0.434432336,4.945676953,7.24E-14,1.02E-12,,,,,,
YALI1_B01060g,-0.425130443,5.610673349,7.36E-14,1.04E-12,,,,,,
YALI1_C12317g,0.58546225,5.391063967,7.51E-14,1.06E-12,,,,,,
YALI1_D08323g,-0.677646464,5.263818256,7.67E-14,1.08E-12,,,,,,
YALI1_E32247g,1.011308227,3.403466507,7.99E-14,1.12E-12,,,,,,
YALI1_A21630g,-0.467739137,6.040342074,8.15E-14,1.14E-12,,,,,,
YALI1_E38020g,-0.505351793,6.822875814,8.61E-14,1.20E-12,,,,,,
YALI1_E41251g,-1.350661185,7.98690671,1.04E-13,1.46E-12,,,,,,
YALI1_F06410g,1.171837926,1.486994124,1.08E-13,1.51E-12,,,,,,
YALI1_D21610g,0.460813215,5.283130402,1.10E-13,1.53E-12,,,,,,
YALI1_D30058g,0.37769623,7.096085467,1.11E-13,1.54E-12,,,,,,
YALI1_E32722g,-0.347762401,10.53227702,1.26E-13,1.75E-12,,,,,,
YALI1_E14619g,1.414271075,4.531140704,1.29E-13,1.79E-12,,,,,,
YALI1_D27148g,-0.419347623,8.146864303,1.33E-13,1.83E-12,,,,,,
YALI1_E09051g,-0.987380253,2.734496951,1.34E-13,1.84E-12,,,,,,
YALI1_B06537g,-0.594915005,3.60772409,1.39E-13,1.92E-12,,,,,,
YALI1_A06815g,0.582455186,4.122478169,1.40E-13,1.92E-12,,,,,,
YALI1_B13800g,-0.71157468,5.768940397,1.44E-13,1.98E-12,,,,,,
YALI1_E07818g,-0.435045678,7.340174524,1.49E-13,2.04E-12,,,,,,
YALI1_D02444g,0.540596433,6.257731083,1.59E-13,2.17E-12,,,,,,
YALI1_F15047g,-0.784634685,3.609686393,1.65E-13,2.24E-12,,,,,,
YALI1_E33094g,-1.932702666,1.77282466,1.69E-13,2.30E-12,,,,,,
YALI1_F28333g,-0.642197041,11.19345877,1.78E-13,2.41E-12,,,,,,
YALI1_D17051g,-0.342623853,7.040310566,1.85E-13,2.50E-12,,,,,,
YALI1_D22961g,-0.48712559,6.579967175,1.85E-13,2.50E-12,,,,,,
YALI1_D20164g,-0.444875251,6.984780285,1.94E-13,2.62E-12,,,,,,
YALI1_A07575g,-0.493547861,8.123000007,1.96E-13,2.64E-12,,,,,,
YALI1_C15945g,0.385052591,7.217987586,2.06E-13,2.77E-12,,,,,,
YALI1_E20510g,-0.374474318,5.504209595,2.09E-13,2.80E-12,,,,,,
YALI1_B03288g,1.331186643,0.983105122,2.11E-13,2.83E-12,,,,,,
YALI1_C26377g,-0.369258861,9.910696132,2.19E-13,2.92E-12,,,,,,
YALI1_D02488g,2.642634568,0.284318401,2.28E-13,3.04E-12,,,,,,
YALI1_C33444g,-0.577612987,5.913873269,2.30E-13,3.06E-12,,,,,,
YALI1_E04278g,0.424719346,6.870385586,2.36E-13,3.14E-12,,,,,,
YALI1_F26519g,-0.380683869,9.05589376,2.37E-13,3.14E-12,,,,,,
YALI1_E18480g,-0.453686733,8.145835587,2.40E-13,3.19E-12,,,,,,
YALI1_F16478g,-0.360405377,9.176627503,2.69E-13,3.56E-12,,,,,,
YALI1_A12756g,-1.400448461,2.541682189,2.81E-13,3.72E-12,,,,,,
YALI1_D17829g,0.867637911,5.350262324,2.88E-13,3.79E-12,,,,,,
YALI1_E02616g,0.349010175,8.515045444,2.96E-13,3.89E-12,,,,,,
YALI1_D16891g,0.659252798,4.52916202,3.05E-13,4.01E-12,,,,,,
YALI1_C31549g,-0.741901161,8.989109261,3.07E-13,4.03E-12,,,,,,
YALI1_E30942g,-0.554489835,5.936701202,3.14E-13,4.11E-12,,,,,,
YALI1_E39570g,0.786937641,4.07409421,3.40E-13,4.44E-12,,,,,,
YALI1_E00019g,0.671454514,4.209758434,3.42E-13,4.46E-12,,,,,,
YALI1_F26957g,-0.621235538,4.967139494,3.46E-13,4.51E-12,,,,,,
YALI1_E23854g,0.545043034,5.00453087,3.59E-13,4.67E-12,,,,,,
YALI1_A17239g,-1.122816567,1.260052069,3.65E-13,4.73E-12,,,,,,
YALI1_F27574g,-0.413830046,6.884896309,3.76E-13,4.88E-12,,,,,,
YALI1_B08868g,1.196378899,2.463541149,3.79E-13,4.91E-12,,,,,,
YALI1_B19932g,0.407928941,7.805512768,3.99E-13,5.16E-12,,,,,,
YALI1_F25708g,-0.446143302,5.453245561,4.13E-13,5.32E-12,,,,,,
YALI1_F30086g,-1.036863597,1.404268604,4.23E-13,5.45E-12,,,,,,
YALI1_D12760g,0.388939035,5.692700256,4.50E-13,5.78E-12,,,,,,
YALI1_B20634g,-0.469126496,7.224963574,4.81E-13,6.17E-12,,,,,,
YALI1_E10140g,1.013381369,1.466177009,5.02E-13,6.42E-12,,,,,,
YALI1_C19058g,1.036895419,1.853231465,5.33E-13,6.81E-12,,,,,,
YALI1_E10339g,0.517247041,4.710352337,5.88E-13,7.50E-12,,,,,,
YALI1_F00261g,0.353111573,7.791392089,6.73E-13,8.57E-12,,,,,,
YALI1_A03300g,0.621912067,3.771650393,6.75E-13,8.58E-12,,,,,,
YALI1_D00929g,0.756622979,3.343338959,8.20E-13,1.04E-11,,,,,,
YALI1_E01033g,-0.452476933,5.899386009,8.22E-13,1.04E-11,,,,,,
YALI1_A06416g,0.558546564,6.20682022,8.33E-13,1.05E-11,,,,,,
YALI1_E13579g,-0.425813301,6.066039997,8.34E-13,1.05E-11,,,,,,
YALI1_F27017g,-0.539293587,5.294773543,8.48E-13,1.07E-11,,,,,,
YALI1_A07376g,0.819362299,2.581276759,8.56E-13,1.08E-11,,,,,,
YALI1_A19731g,0.314558557,6.111469955,8.87E-13,1.11E-11,,,,,,
YALI1_C10762g,1.949046947,0.961349902,8.88E-13,1.11E-11,,,,,,
YALI1_F31353r,-0.572100526,6.318984612,9.09E-13,1.14E-11,,,,,,
YALI1_D22864g,-0.364863859,6.721131444,9.10E-13,1.14E-11,,,,,,
YALI1_A02443g,-0.344721677,5.631761586,9.31E-13,1.16E-11,,,,,,
YALI1_B09025g,0.324260242,6.078894812,9.56E-13,1.19E-11,,,,,,
YALI1_E17201g,-0.393156674,6.852855413,9.73E-13,1.21E-11,,,,,,
YALI1_D01404g,0.623466104,3.493380742,9.88E-13,1.23E-11,,,,,,
YALI1_D06736g,0.392347934,5.926364588,1.09E-12,1.35E-11,,,,,,
YALI1_E05353g,0.363231695,8.440264256,1.13E-12,1.40E-11,,,,,,
YALI1_D17832g,0.926942435,3.20744626,1.13E-12,1.40E-11,,,,,,
YALI1_F22376g,-0.748540465,7.076841938,1.14E-12,1.41E-11,,,,,,
YALI1_D33552g,-0.503577035,6.466780367,1.17E-12,1.44E-11,,,,,,
YALI1_E19682g,-0.465146005,4.916427518,1.19E-12,1.47E-11,,,,,,
YALI1_D03952g,-0.367656389,9.320482632,1.20E-12,1.48E-11,,,,,,
YALI1_B06745g,-0.476363446,6.131057313,1.24E-12,1.52E-11,,,,,,
YALI1_E30109g,0.523726719,3.849438984,1.30E-12,1.60E-11,,,,,,
YALI1_A00538g,0.534698433,4.797084692,1.33E-12,1.62E-11,,,,,,
YALI1_E13627g,-0.975793403,2.252243438,1.33E-12,1.63E-11,,,,,,
YALI1_A18590g,0.910017189,2.519663637,1.38E-12,1.68E-11,,,,,,
YALI1_E02203g,-0.424074051,5.80181236,1.39E-12,1.69E-11,,,,,,
YALI1_D03412g,-0.3304686,8.266796669,1.39E-12,1.69E-11,,,,,,
YALI1_D33168g,-0.524629813,5.943033172,1.41E-12,1.71E-11,,,,,,
YALI1_A11612g,1.398724372,2.664358904,1.45E-12,1.75E-11,,,,,,
YALI1_F10652g,0.383187557,5.085392044,1.57E-12,1.90E-11,,,,,,
YALI1_C21891g,-0.432447763,5.779947663,1.60E-12,1.93E-11,,,,,,
YALI1_A00789g,-0.422259902,7.703611747,1.69E-12,2.03E-11,,,,,,
YALI1_B01628g,-0.383857799,8.293723923,1.69E-12,2.03E-11,,,,,,
YALI1_A07014g,0.663521936,3.572404994,1.70E-12,2.03E-11,,,,,,
YALI1_E22697g,-0.510987613,5.156480302,1.81E-12,2.17E-11,,,,,,
YALI1_D18383g,0.534949336,4.547308182,2.02E-12,2.41E-11,,,,,,
YALI1_F35274g,-0.479371238,7.296577262,2.08E-12,2.48E-11,,,,,,
YALI1_B03429g,0.818384604,2.228740904,2.14E-12,2.54E-11,,,,,,
YALI1_E02056g,-0.346233643,6.378864035,2.14E-12,2.54E-11,,,,,,
YALI1_E20099g,-0.454268157,6.99474268,2.16E-12,2.57E-11,,,,,,
YALI1_C08065g,-0.294450989,6.669598025,2.22E-12,2.64E-11,,,,,,
YALI1_E16249g,-1.130270376,1.098865612,2.34E-12,2.77E-11,,,,,,
YALI1_E02906g,-0.758195582,10.28347979,2.44E-12,2.88E-11,,,,,,
YALI1_F31070g,0.515075172,5.384934111,2.58E-12,3.05E-11,,,,,,
YALI1_F37540g,-0.364182609,5.121666145,2.75E-12,3.24E-11,,,,,,
YALI1_F17472g,-0.391077954,5.35790411,2.77E-12,3.26E-11,,,,,,
YALI1_E34686g,0.558403038,5.275944102,2.78E-12,3.26E-11,,,,,,
YALI1_F38386g,-0.553815762,7.21107078,2.93E-12,3.43E-11,,,,,,
YALI1_D09420g,-0.341446087,7.656358728,3.22E-12,3.77E-11,,,,,,
YALI1_D27385g,0.35216615,6.115199713,3.26E-12,3.81E-11,,,,,,
YALI1_E14910g,0.332695873,7.239807274,3.32E-12,3.87E-11,,,,,,
YALI1_A12754r,-2.451481887,0.455562359,3.81E-12,4.43E-11,,,,,,
YALI1_D11406g,0.470506574,4.715219035,3.85E-12,4.47E-11,,,,,,
YALI1_D17844g,0.51095989,4.809922204,3.91E-12,4.54E-11,,,,,,
YALI1_E36789g,-0.414406277,5.410444963,3.95E-12,4.58E-11,,,,,,
YALI1_B19290g,0.304807204,6.673421759,3.99E-12,4.61E-11,,,,,,
YALI1_E05709g,-0.487580913,5.93919756,4.03E-12,4.66E-11,,,,,,
YALI1_F16743g,0.425960785,6.873094314,4.13E-12,4.77E-11,,,,,,
YALI1_D08317g,-0.752317729,6.644835265,4.25E-12,4.90E-11,,,,,,
YALI1_C00230g,-0.458039854,9.162247434,4.74E-12,5.45E-11,,,,,,
YALI1_D22568g,1.041257311,3.620160835,4.98E-12,5.72E-11,,,,,,
YALI1_C29302g,1.350408192,0.74697378,5.15E-12,5.90E-11,,,,,,
YALI1_A02365g,1.297542921,1.280636077,5.70E-12,6.52E-11,,,,,,
YALI1_F25924g,-0.796473228,6.937197958,5.78E-12,6.60E-11,,,,,,
YALI1_C17932g,-0.456079015,6.71826046,5.80E-12,6.62E-11,,,,,,
YALI1_F32716g,-0.419034599,5.857404524,5.97E-12,6.81E-11,,,,,,
YALI1_E17699g,-0.412903664,8.005166827,6.13E-12,6.98E-11,,,,,,
YALI1_D31258g,1.402544247,1.430968544,6.54E-12,7.43E-11,,,,,,
YALI1_D23785g,-0.803875986,7.673580464,6.69E-12,7.59E-11,,,,,,
YALI1_E17431g,-0.318182534,8.189922209,6.75E-12,7.65E-11,,,,,,
YALI1_E03870g,0.363106903,6.269468322,7.07E-12,8.00E-11,,,,,,
YALI1_E01589g,-0.365111196,8.794242581,7.25E-12,8.18E-11,,,,,,
YALI1_A10510g,0.303087045,6.306323893,7.28E-12,8.20E-11,,,,,,
YALI1_F00534g,1.139803723,2.277322491,7.46E-12,8.40E-11,,,,,,
