Orthogroup	A_s288c	A.niger	F.veneatum	S.pombe
OG0000590	P11972	tr|A2QCD2|A2QCD2_ASPNC	tr|A0A2L2SZ24|A0A2L2SZ24_9HYPO, tr|A0A2L2TIE9|A0A2L2TIE9_9HYPO	sp|Q09777|RGS1_SCHPO
OG0000591		tr|A2QIT2|A2QIT2_ASPNC, tr|A2QSN1|A2QSN1_ASPNC, tr|A2QX46|A2QX46_ASPNC, tr|A2R3T7|A2R3T7_ASPNC	tr|A0A2L2SW26|A0A2L2SW26_9HYPO	
OG0000592	P29547, P36008	tr|A2R4K7|A2R4K7_ASPNC	tr|A0A2L2SRF8|A0A2L2SRF8_9HYPO	sp|P40921|EF1G_SCHPO
OG0000593		tr|A2R2R2|A2R2R2_ASPNC, tr|A5ABB9|A5ABB9_ASPNC, tr|A5ABF6|A5ABF6_ASPNC	tr|A0A2L2U3M4|A0A2L2U3M4_9HYPO, tr|A0A2L2U5M9|A0A2L2U5M9_9HYPO	
OG0000594	P12611	tr|A2QHM5|A2QHM5_ASPNC	tr|A0A2L2SRD9|A0A2L2SRD9_9HYPO	sp|Q7LKV1|YK98_SCHPO, sp|Q9P7D3|YOFG_SCHPO
OG0000595	P00812	tr|A2QDI8|A2QDI8_ASPNC	tr|A0A2L2TWE9|A0A2L2TWE9_9HYPO	sp|P37818|ARGI1_SCHPO, sp|Q10066|ARGI2_SCHPO
OG0000596	Q12390	tr|A2QXH7|A2QXH7_ASPNC	tr|A0A2L2T8F9|A0A2L2T8F9_9HYPO, tr|A0A2L2TQQ7|A0A2L2TQQ7_9HYPO, tr|A0A2L2TTM6|A0A2L2TTM6_9HYPO	
OG0000597	P29704	tr|A2QEG6|A2QEG6_ASPNC, tr|A2QYN6|A2QYN6_ASPNC	tr|A0A2L2TJZ3|A0A2L2TJZ3_9HYPO	sp|P36596|FDFT_SCHPO
OG0000598		tr|A2QDW3|A2QDW3_ASPNC	tr|A0A2L2T4B5|A0A2L2T4B5_9HYPO, tr|A0A2L2TT17|A0A2L2TT17_9HYPO	sp|O14002|MAK2_SCHPO, sp|O74539|MAK3_SCHPO
OG0000599	P14306, Q06252	tr|A2RBM5|A2RBM5_ASPNC	tr|A0A2L2TP94|A0A2L2TP94_9HYPO, tr|A0A2L2TPN9|A0A2L2TPN9_9HYPO	
OG0000600	P40106, P41277	tr|A2QLE0|A2QLE0_ASPNC, tr|A2QQH3|A2QQH3_ASPNC	tr|A0A2L2SQT6|A0A2L2SQT6_9HYPO	
OG0000601	P25332	tr|A2R6C9|A2R6C9_ASPNC	tr|A0A2L2TDP6|A0A2L2TDP6_9HYPO, tr|A0A2L2TVD3|A0A2L2TVD3_9HYPO	sp|O60116|RBSK_SCHPO
OG0000602	P17695, P25373	tr|A2RAY5|A2RAY5_ASPNC	tr|A0A2L2T880|A0A2L2T880_9HYPO	sp|O36032|GLRX1_SCHPO
OG0000603	Q01662	tr|A2QAF7|A2QAF7_ASPNC, tr|A2QPE0|A2QPE0_ASPNC	tr|A0A2L2T392|A0A2L2T392_9HYPO	sp|O59730|MAP1_SCHPO
OG0000604	P25349, Q12335	tr|A2Q8S0|A2Q8S0_ASPNC	tr|A0A2L2T695|A0A2L2T695_9HYPO	sp|P30821|P25_SCHPO
OG0000605		tr|A2QJW1|A2QJW1_ASPNC, tr|A2R2J3|A2R2J3_ASPNC	tr|A0A2L2SVD5|A0A2L2SVD5_9HYPO, tr|A0A2L2U2Z6|A0A2L2U2Z6_9HYPO	sp|Q9Y7X4|YGRG_SCHPO
OG0000606	P38841	tr|A2QD28|A2QD28_ASPNC, tr|A2QPN5|A2QPN5_ASPNC	tr|A0A2L2T7C9|A0A2L2T7C9_9HYPO, tr|A0A2L2U4I3|A0A2L2U4I3_9HYPO	
OG0000607	Q00764	tr|A2QP99|A2QP99_ASPNC, tr|A2QSF2|A2QSF2_ASPNC	tr|A0A2L2THT5|A0A2L2THT5_9HYPO	sp|P40387|TPS1_SCHPO
OG0000608	P15380	tr|A2QWR6|A2QWR6_ASPNC, tr|A2QZ32|A2QZ32_ASPNC, tr|A2R0X1|A2R0X1_ASPNC		sp|Q9URZ3|PUT4_SCHPO
OG0000609	Q06151, Q12123	tr|A2QFB1|A2QFB1_ASPNC	tr|A0A2L2SSB4|A0A2L2SSB4_9HYPO	sp|Q9P7C9|DCPS_SCHPO
OG0000610	Q06815, Q07746	tr|A2RAK9|A2RAK9_ASPNC	tr|A0A2L2TAS3|A0A2L2TAS3_9HYPO	sp|O59745|YN29_SCHPO
OG0000611		tr|A2QDX4|A2QDX4_ASPNC, tr|A2QIT9|A2QIT9_ASPNC, tr|A2R1K8|A2R1K8_ASPNC	tr|A0A2L2T758|A0A2L2T758_9HYPO, tr|A0A2L2U186|A0A2L2U186_9HYPO	
OG0000612		tr|A2R907|A2R907_ASPNC	tr|A0A2L2TBP2|A0A2L2TBP2_9HYPO, tr|A0A2L2TGU0|A0A2L2TGU0_9HYPO, tr|A0A2L2TIB5|A0A2L2TIB5_9HYPO	sp|Q9URX1|YLX5_SCHPO
OG0000613	Q12051	tr|A2QFU9|A2QFU9_ASPNC, tr|A2QLV7|A2QLV7_ASPNC, tr|A2QRI5|A2QRI5_ASPNC	tr|A0A2L2TAF0|A0A2L2TAF0_9HYPO	
OG0000614		tr|A2QA40|A2QA40_ASPNC	tr|A0A2L2T5H0|A0A2L2T5H0_9HYPO, tr|A0A2L2TDS4|A0A2L2TDS4_9HYPO, tr|A0A2L2U0V1|A0A2L2U0V1_9HYPO	sp|O94562|YGD3_SCHPO
OG0000615	P38720, P53319	tr|A2QVN4|A2QVN4_ASPNC	tr|A0A2L2THI9|A0A2L2THI9_9HYPO	sp|P78812|6PGD_SCHPO
OG0000616		tr|A2QAF1|A2QAF1_ASPNC, tr|A2QWU6|A2QWU6_ASPNC, tr|A2QZB9|A2QZB9_ASPNC, tr|A2R2M5|A2R2M5_ASPNC	tr|A0A2L2T8P4|A0A2L2T8P4_9HYPO	
OG0000617	P34164, Q04739	tr|A2R4M3|A2R4M3_ASPNC	tr|A0A2L2SR50|A0A2L2SR50_9HYPO	sp|P78789|AAKB_SCHPO
OG0000618	P32325	tr|A2QWY9|A2QWY9_ASPNC	tr|A0A2L2TGT4|A0A2L2TGT4_9HYPO	sp|O59836|HIM1_SCHPO, sp|Q9Y7J1|SPO6_SCHPO
OG0000619	P36532	tr|A2QEJ3|A2QEJ3_ASPNC, tr|A2R5B4|A2R5B4_ASPNC	tr|A0A2L2TN49|A0A2L2TN49_9HYPO	sp|Q9Y7U8|RM37_SCHPO
OG0000620		tr|A2R132|A2R132_ASPNC, tr|A2R882|A2R882_ASPNC	tr|A0A2L2TN67|A0A2L2TN67_9HYPO, tr|A0A2L2TPA1|A0A2L2TPA1_9HYPO, tr|A0A2L2TZA3|A0A2L2TZA3_9HYPO	
OG0000621	P47130	tr|A2Q8A0|A2Q8A0_ASPNC	tr|A0A2L2TXA9|A0A2L2TXA9_9HYPO	sp|O13873|CSN12_SCHPO, sp|Q9Y820|YON7_SCHPO
OG0000622	P35735	tr|A2QPK8|A2QPK8_ASPNC, tr|A2RBE2|A2RBE2_ASPNC	tr|A0A2L2T2Y3|A0A2L2T2Y3_9HYPO	sp|Q9Y7U1|SFK1_SCHPO
OG0000623	P04076	tr|A2Q942|A2Q942_ASPNC	tr|A0A2L2SYG7|A0A2L2SYG7_9HYPO	sp|P40369|ARLY_SCHPO, sp|P50514|ARLZ_SCHPO
OG0000624	P33751	tr|A2QHE3|A2QHE3_ASPNC, tr|A2QSX4|A2QSX4_ASPNC	tr|A0A2L2T3K5|A0A2L2T3K5_9HYPO, tr|A0A2L2TCX6|A0A2L2TCX6_9HYPO	
OG0000625	P31787	tr|A2QCB6|A2QCB6_ASPNC, tr|A2QG43|A2QG43_ASPNC	tr|A0A2L2TFH4|A0A2L2TFH4_9HYPO	sp|Q9Y7Z3|ACBP_SCHPO
OG0000626	P32642, Q03835	tr|A2R5A2|A2R5A2_ASPNC	tr|A0A2L2TWX3|A0A2L2TWX3_9HYPO	sp|O74790|GLRX4_SCHPO
OG0000627	P41057, P41058	tr|A2QLP1|A2QLP1_ASPNC	tr|A0A2L2SNS7|A0A2L2SNS7_9HYPO	sp|O74329|RS29_SCHPO
OG0000628	P48589	tr|A2RAT8|A2RAT8_ASPNC	tr|A0A2L2SR78|A0A2L2SR78_9HYPO	sp|O14062|RS12A_SCHPO, sp|O74322|RS12B_SCHPO
OG0000629	P32802, Q04562	tr|A2QLH3|A2QLH3_ASPNC	tr|A0A2L2T4X5|A0A2L2T4X5_9HYPO	sp|Q9Y819|YON8_SCHPO
OG0000630	Q03103	tr|A2R8L9|A2R8L9_ASPNC	tr|A0A2L2TE42|A0A2L2TE42_9HYPO	sp|O74401|ERO11_SCHPO, sp|Q9Y7P1|ERO12_SCHPO
OG0000631		tr|A2Q7T8|A2Q7T8_ASPNC, tr|A2Q9N8|A2Q9N8_ASPNC, tr|A2R9V8|A2R9V8_ASPNC	tr|A0A2L2T711|A0A2L2T711_9HYPO, tr|A0A2L2TIL0|A0A2L2TIL0_9HYPO	
OG0000632	P53199	tr|A2R589|A2R589_ASPNC	tr|A0A2L2T5P9|A0A2L2T5P9_9HYPO, tr|A0A2L2THG1|A0A2L2THG1_9HYPO	sp|O43050|ERG26_SCHPO
OG0000633	P38717, P38851	tr|A2RAT0|A2RAT0_ASPNC	tr|A0A2L2SNC5|A0A2L2SNC5_9HYPO	sp|O13818|YEE2_SCHPO
OG0000634		tr|A2QH12|A2QH12_ASPNC, tr|A2QL86|A2QL86_ASPNC, tr|A2R906|A2R906_ASPNC, tr|A2R9B3|A2R9B3_ASPNC	tr|A0A2L2SVY9|A0A2L2SVY9_9HYPO	
OG0000635		tr|A2QVY4|A2QVY4_ASPNC	tr|A0A2L2T6X1|A0A2L2T6X1_9HYPO, tr|A0A2L2TCS0|A0A2L2TCS0_9HYPO, tr|A0A2L2TM20|A0A2L2TM20_9HYPO, tr|A0A2L2TU03|A0A2L2TU03_9HYPO	
OG0000636	P47044	tr|A2QQ24|A2QQ24_ASPNC, tr|A2R4I1|A2R4I1_ASPNC, tr|A2R7A8|A2R7A8_ASPNC	tr|A0A2L2TTS4|A0A2L2TTS4_9HYPO	
OG0000637		tr|A2QEH4|A2QEH4_ASPNC, tr|A2R6L8|A2R6L8_ASPNC, tr|A2R845|A2R845_ASPNC	tr|A0A2L2TA45|A0A2L2TA45_9HYPO, tr|A0A2L2U510|A0A2L2U510_9HYPO	
OG0000638	Q08686	tr|A2QM61|A2QM61_ASPNC, tr|A2QYK0|A2QYK0_ASPNC	tr|A0A2L2TPG2|A0A2L2TPG2_9HYPO	sp|Q9USJ1|THTM_SCHPO
OG0000639	Q12462	tr|A2QVT6|A2QVT6_ASPNC	tr|A0A2L2SRD5|A0A2L2SRD5_9HYPO, tr|A0A2L2TP04|A0A2L2TP04_9HYPO	sp|Q10333|PEX11_SCHPO
OG0000640	Q03020, Q12056	tr|A2QHV4|A2QHV4_ASPNC	tr|A0A2L2T9L8|A0A2L2T9L8_9HYPO	sp|Q9UTC6|ISU1_SCHPO
OG0000641		tr|A2Q7E7|A2Q7E7_ASPNC, tr|A2Q7Q6|A2Q7Q6_ASPNC, tr|A2QYP4|A2QYP4_ASPNC	tr|A0A2L2SUS6|A0A2L2SUS6_9HYPO, tr|A0A2L2SWR6|A0A2L2SWR6_9HYPO	
OG0000642	P02557	tr|A2QQP0|A2QQP0_ASPNC	tr|A0A2L2ST78|A0A2L2ST78_9HYPO, tr|A0A2L2TE32|A0A2L2TE32_9HYPO	sp|P05219|TBB_SCHPO
OG0000643	P36124, P42948	tr|A2QCD7|A2QCD7_ASPNC	tr|A0A2L2SSR7|A0A2L2SSR7_9HYPO	sp|Q10362|SET3_SCHPO
OG0000644	P35208	tr|A2QGK2|A2QGK2_ASPNC, tr|A2QWE2|A2QWE2_ASPNC	tr|A0A2L2TIF4|A0A2L2TIF4_9HYPO	sp|Q09927|AZET_SCHPO
OG0000645	P39010, Q12013	tr|A2QKH1|A2QKH1_ASPNC	tr|A0A2L2SMR0|A0A2L2SMR0_9HYPO	sp|Q09701|AKR1_SCHPO
OG0000646		tr|A2QFR8|A2QFR8_ASPNC	tr|A0A2L2T609|A0A2L2T609_9HYPO, tr|A0A2L2TAE6|A0A2L2TAE6_9HYPO, tr|A0A2L2TQA2|A0A2L2TQA2_9HYPO, tr|A0A2L2TQI4|A0A2L2TQI4_9HYPO	
OG0000647	P35200, Q04006	tr|A2QHJ8|A2QHJ8_ASPNC	tr|A0A2L2TBH2|A0A2L2TBH2_9HYPO	sp|O59707|UPS2_SCHPO
OG0000648	P05749, P56628	tr|A2QDS0|A2QDS0_ASPNC	tr|A0A2L2TMN3|A0A2L2TMN3_9HYPO	sp|Q09668|RL22_SCHPO
OG0000649		tr|A2QB60|A2QB60_ASPNC, tr|A2QN04|A2QN04_ASPNC, tr|A2R3W9|A2R3W9_ASPNC, tr|E2PT47|E2PT47_ASPNC	tr|A0A2L2TKM4|A0A2L2TKM4_9HYPO	
OG0000650		tr|A2QR49|A2QR49_ASPNC	tr|A0A2L2SU57|A0A2L2SU57_9HYPO, tr|A0A2L2SYQ4|A0A2L2SYQ4_9HYPO, tr|A0A2L2T3S9|A0A2L2T3S9_9HYPO, tr|A0A2L2TJD6|A0A2L2TJD6_9HYPO	
OG0000651	P00044, P00045	tr|A2QC04|A2QC04_ASPNC	tr|A0A2L2TGS8|A0A2L2TGS8_9HYPO	sp|P00046|CYC_SCHPO
OG0000652	P32353	tr|A2R4E6|A2R4E6_ASPNC, tr|A2R7B3|A2R7B3_ASPNC	tr|A0A2L2T8V7|A0A2L2T8V7_9HYPO	sp|O94457|ERG31_SCHPO
OG0000653	P0CH08, P0CH09	tr|A2Q831|A2Q831_ASPNC		sp|P0CH06|RL401_SCHPO, sp|P0CH07|RL402_SCHPO
OG0000654	P36069	tr|A2QND8|A2QND8_ASPNC, tr|A2QQH9|A2QQH9_ASPNC	tr|A0A2L2TFR1|A0A2L2TFR1_9HYPO, tr|A0A2L2TX82|A0A2L2TX82_9HYPO	
OG0000655	Q08650	tr|A2QJV3|A2QJV3_ASPNC, tr|A2R157|A2R157_ASPNC	tr|A0A2L2TIA3|A0A2L2TIA3_9HYPO	sp|O74850|DGAT2_SCHPO
OG0000656	P49089, P49090	tr|A5AAI5|A5AAI5_ASPNC	tr|A0A2L2TZT9|A0A2L2TZT9_9HYPO	sp|P78753|ASNS_SCHPO
OG0000657	P38061	tr|A2R659|A2R659_ASPNC	tr|A0A2L2TBN4|A0A2L2TBN4_9HYPO	sp|O42935|RL32B_SCHPO, sp|P79015|RL32A_SCHPO
OG0000658		tr|A2QW91|A2QW91_ASPNC, tr|A2R1T0|A2R1T0_ASPNC, tr|A2R8A7|A2R8A7_ASPNC	tr|A0A2L2SRU7|A0A2L2SRU7_9HYPO, tr|A0A2L2TT71|A0A2L2TT71_9HYPO	
OG0000659	P38755, Q02201	tr|A2QP63|A2QP63_ASPNC	tr|A0A2L2SZB0|A0A2L2SZB0_9HYPO	sp|Q9UUA1|YJX1_SCHPO
OG0000660	P16861, P16862	tr|E2PSZ1|E2PSZ1_ASPNC	tr|A0A2L2T5H8|A0A2L2T5H8_9HYPO	sp|O42938|PFKA_SCHPO
OG0000661	P38732, Q08961	tr|A2QJ33|A2QJ33_ASPNC	tr|A0A2L2TFA0|A0A2L2TFA0_9HYPO	sp|O74738|SET10_SCHPO
OG0000662	P53230	tr|A2QAL2|A2QAL2_ASPNC, tr|A2R222|A2R222_ASPNC	tr|A0A2L2TVD2|A0A2L2TVD2_9HYPO	sp|O74339|TAM41_SCHPO
OG0000663	P09032	tr|A2QLD7|A2QLD7_ASPNC, tr|A2R523|A2R523_ASPNC	tr|A0A2L2T6Q9|A0A2L2T6Q9_9HYPO	sp|P56288|EI2BG_SCHPO
OG0000664	P11632, P11633	tr|A2QDK3|A2QDK3_ASPNC	tr|A0A2L2T0K9|A0A2L2T0K9_9HYPO	sp|P87057|NHP6_SCHPO
OG0000665	P54839	tr|A2QD99|A2QD99_ASPNC, tr|A2QN35|A2QN35_ASPNC	tr|A0A2L2T3M8|A0A2L2T3M8_9HYPO	sp|P54874|HMCS_SCHPO
OG0000666	P33312	tr|A2Q7U3|A2Q7U3_ASPNC, tr|A2R2A8|A2R2A8_ASPNC	tr|A0A2L2U373|A0A2L2U373_9HYPO	sp|Q9P7L3|RIB7_SCHPO
OG0000667	Q03785, Q12505	tr|A2R7R9|A2R7R9_ASPNC	tr|A0A2L2SZR7|A0A2L2SZR7_9HYPO	sp|P08092|RAN1_SCHPO
OG0000668	P32837	tr|A2R2T1|A2R2T1_ASPNC, tr|A2R9I4|A2R9I4_ASPNC		sp|Q10087|YAO8_SCHPO, sp|Q9C0Z0|YKM2_SCHPO
OG0000669		tr|A2QHC2|A2QHC2_ASPNC, tr|A2QU15|A2QU15_ASPNC, tr|A2R0Z5|A2R0Z5_ASPNC	tr|A0A2L2T9K7|A0A2L2T9K7_9HYPO, tr|A0A2L2TAV9|A0A2L2TAV9_9HYPO	
OG0000670	P32909, Q02875	tr|A2QC25|A2QC25_ASPNC	tr|A0A2L2SXX1|A0A2L2SXX1_9HYPO	sp|O36025|MPD2_SCHPO
OG0000671	P22211, Q12100	tr|A2RAE4|A2RAE4_ASPNC	tr|A0A2L2TN28|A0A2L2TN28_9HYPO	sp|O59763|OCA2_SCHPO
OG0000672	P32338	tr|A2R8N6|A2R8N6_ASPNC	tr|A0A2L2T4K2|A0A2L2T4K2_9HYPO, tr|A0A2L2TNZ5|A0A2L2TNZ5_9HYPO, tr|A0A2L2TWD5|A0A2L2TWD5_9HYPO	
OG0000673	P38838	tr|A2Q8T2|A2Q8T2_ASPNC	tr|A0A2L2TMD7|A0A2L2TMD7_9HYPO, tr|A0A2L2TNB9|A0A2L2TNB9_9HYPO	sp|Q9P7B5|WSS1_SCHPO
OG0000674	P02309	tr|A2QCZ0|A2QCZ0_ASPNC, tr|A2QRR3|A2QRR3_ASPNC	tr|A0A2L2U0T8|A0A2L2U0T8_9HYPO	sp|P09322|H4_SCHPO
OG0000675	P38789, Q12153	tr|A2RB16|A2RB16_ASPNC	tr|A0A2L2T013|A0A2L2T013_9HYPO	sp|O14206|YDD3_SCHPO
OG0000676	Q12432	tr|A2QJ71|A2QJ71_ASPNC	tr|A0A2L2THG4|A0A2L2THG4_9HYPO, tr|A0A2L2TUY4|A0A2L2TUY4_9HYPO	sp|O13953|EAF3_SCHPO
OG0000677	P53285, Q06466	tr|A2QFA0|A2QFA0_ASPNC, tr|A2QFE8|A2QFE8_ASPNC	tr|A0A2L2TFS5|A0A2L2TFS5_9HYPO	
OG0000678	Q05610, Q08412	tr|A2QPZ9|A2QPZ9_ASPNC	tr|A0A2L2TBJ1|A0A2L2TBJ1_9HYPO	sp|O14319|CUE5_SCHPO
OG0000679	P10591, P10592	tr|A2QPM8|A2QPM8_ASPNC		sp|O59855|HSP72_SCHPO, sp|Q10265|HSP71_SCHPO
OG0000680		tr|A2QHP6|A2QHP6_ASPNC, tr|A2QKE1|A2QKE1_ASPNC	tr|A0A2L2SX75|A0A2L2SX75_9HYPO, tr|A0A2L2T8Z3|A0A2L2T8Z3_9HYPO	sp|P78970|LAG1_SCHPO
OG0000681	Q05024, Q08747	tr|A2Q909|A2Q909_ASPNC	tr|A0A2L2U3E8|A0A2L2U3E8_9HYPO	sp|O74503|UAF30_SCHPO
OG0000682	P08964	tr|A2QN88|A2QN88_ASPNC	tr|A0A2L2TNM0|A0A2L2TNM0_9HYPO	sp|O14157|MYO3_SCHPO, sp|Q9USI6|MYO2_SCHPO
OG0000683	P38823, P53924	tr|A2R3P8|A2R3P8_ASPNC	tr|A0A2L2TEL3|A0A2L2TEL3_9HYPO	sp|Q10322|DMA1_SCHPO
OG0000684	P25303	tr|A2QKP2|A2QKP2_ASPNC, tr|A2QUC9|A2QUC9_ASPNC	tr|A0A2L2TTJ2|A0A2L2TTJ2_9HYPO	sp|O94625|SPJ1_SCHPO
OG0000685	P32367	tr|A2Q9M0|A2Q9M0_ASPNC, tr|A5AAC8|A5AAC8_ASPNC	tr|A0A2L2U3K9|A0A2L2U3K9_9HYPO	sp|O14229|SFC1_SCHPO
OG0000686	P52870, P52871	tr|A2Q8C3|A2Q8C3_ASPNC	tr|A0A2L2TXB5|A0A2L2TXB5_9HYPO	sp|O43002|SC61B_SCHPO
OG0000687	P36165, Q12043	tr|A2QIE4|A2QIE4_ASPNC	tr|A0A2L2TDR5|A0A2L2TDR5_9HYPO	sp|Q9Y827|YEX5_SCHPO
OG0000688		tr|A2QYY9|A2QYY9_ASPNC, tr|A2QZT1|A2QZT1_ASPNC, tr|A2R2U3|A2R2U3_ASPNC	tr|A0A2L2TL00|A0A2L2TL00_9HYPO, tr|A0A2L2TS03|A0A2L2TS03_9HYPO	
OG0000689	P21827	tr|A2QDL1|A2QDL1_ASPNC, tr|A2R2A7|A2R2A7_ASPNC	tr|A0A2L2TJ36|A0A2L2TJ36_9HYPO	sp|P28745|RCC1_SCHPO
OG0000690	P07249, P11746	tr|A2R0I5|A2R0I5_ASPNC	tr|A0A2L2TD35|A0A2L2TD35_9HYPO	sp|P78926|PMAP1_SCHPO
OG0000691		tr|A2QIU0|A2QIU0_ASPNC, tr|A2R957|A2R957_ASPNC	tr|A0A2L2TL34|A0A2L2TL34_9HYPO	sp|O42898|COMT1_SCHPO, sp|Q8NKC1|COMT2_SCHPO
OG0000692	Q03104	tr|A2R7R1|A2R7R1_ASPNC	tr|A0A2L2TPE6|A0A2L2TPE6_9HYPO	sp|O94559|YF65_SCHPO, sp|Q9Y7X6|ISH1_SCHPO
OG0000693	P32912	tr|E2PSR6|E2PSR6_ASPNC	tr|A0A2L2SYR2|A0A2L2SYR2_9HYPO	sp|O14222|FSV1_SCHPO, sp|O74509|VAM7_SCHPO
OG0000694	Q12096	tr|A2QGF6|A2QGF6_ASPNC, tr|A5ABS4|A5ABS4_ASPNC	tr|A0A2L2TGZ4|A0A2L2TGZ4_9HYPO, tr|A0A2L2U4U2|A0A2L2U4U2_9HYPO	
OG0000695	P53243	tr|A2QQE0|A2QQE0_ASPNC	tr|A0A2L2TUZ9|A0A2L2TUZ9_9HYPO	sp|P78871|RST2_SCHPO, sp|Q9UTM0|IEC1_SCHPO
OG0000696	P38143, P40581	tr|A2QDS3|A2QDS3_ASPNC	tr|A0A2L2TFC2|A0A2L2TFC2_9HYPO	sp|O59858|GPX1_SCHPO
OG0000697	P20485, Q03764	tr|A2QAD9|A2QAD9_ASPNC	tr|A0A2L2TG17|A0A2L2TG17_9HYPO	sp|Q10276|KICH_SCHPO
OG0000698	Q12069, Q12362	tr|A2R658|A2R658_ASPNC	tr|A0A2L2TZC4|A0A2L2TZC4_9HYPO	sp|Q09709|YA32_SCHPO
OG0000699	Q00539	tr|A2QY90|A2QY90_ASPNC	tr|A0A2L2TX69|A0A2L2TX69_9HYPO	sp|O13759|CSX1_SCHPO, sp|O60176|YG41_SCHPO
OG0000700	Q04991	tr|A2QYF4|A2QYF4_ASPNC, tr|A2R2N9|A2R2N9_ASPNC	tr|A0A2L2SWW9|A0A2L2SWW9_9HYPO, tr|A0A2L2T364|A0A2L2T364_9HYPO	
OG0000701	P21268, P32917	tr|A2QPH5|A2QPH5_ASPNC, tr|A2QPH6|A2QPH6_ASPNC	tr|A0A2L2T4N1|A0A2L2T4N1_9HYPO	
OG0000702	P21147	tr|A2QMF9|A2QMF9_ASPNC, tr|A2R0V5|A2R0V5_ASPNC	tr|A0A2L2TI99|A0A2L2TI99_9HYPO	sp|O94523|ACO1_SCHPO
OG0000703	Q02950	tr|A2R7T7|A2R7T7_ASPNC	tr|A0A2L2TVY1|A0A2L2TVY1_9HYPO	sp|O42855|RT51_SCHPO, sp|O43006|MU178_SCHPO
OG0000704	P33775, P52867	tr|A5ABN8|A5ABN8_ASPNC	tr|A0A2L2SWS1|A0A2L2SWS1_9HYPO	sp|O13898|PMT1_SCHPO
OG0000705		tr|A2Q7Q7|A2Q7Q7_ASPNC, tr|A2R228|A2R228_ASPNC	tr|A0A2L2SPL3|A0A2L2SPL3_9HYPO	sp|Q92345|PDC2_SCHPO, sp|Q9P7P6|PDC3_SCHPO
OG0000706	P53252, Q12230	tr|A2QPB7|A2QPB7_ASPNC	tr|A0A2L2TJK8|A0A2L2TJK8_9HYPO	sp|O74960|PIL1_SCHPO
OG0000707	P48561, P53632	tr|A2R1B6|A2R1B6_ASPNC	tr|A0A2L2SV03|A0A2L2SV03_9HYPO	sp|Q9UTN3|CID14_SCHPO
OG0000708		tr|A2Q7G8|A2Q7G8_ASPNC, tr|A2QB63|A2QB63_ASPNC, tr|A2QJF2|A2QJF2_ASPNC	tr|A0A2L2TDI6|A0A2L2TDI6_9HYPO, tr|A0A2L2TYT8|A0A2L2TYT8_9HYPO	
OG0000709	P22204, P32328	tr|A2R082|A2R082_ASPNC	tr|A0A2L2STY8|A0A2L2STY8_9HYPO	sp|Q09898|SID2_SCHPO
OG0000710	Q03330	tr|A2Q9K2|A2Q9K2_ASPNC, tr|A2R3X4|A2R3X4_ASPNC	tr|A0A2L2T322|A0A2L2T322_9HYPO	sp|Q9UUK2|GCN5_SCHPO
OG0000711		tr|A2QKF3|A2QKF3_ASPNC	tr|A0A2L2T6W7|A0A2L2T6W7_9HYPO, tr|A0A2L2TLR7|A0A2L2TLR7_9HYPO, tr|A0A2L2TMP6|A0A2L2TMP6_9HYPO, tr|A0A2L2U0P8|A0A2L2U0P8_9HYPO	
OG0000712	P53236, Q06488	tr|A2QY26|A2QY26_ASPNC	tr|A0A2L2SQ59|A0A2L2SQ59_9HYPO	sp|O74964|RSC1_SCHPO
OG0000713	P07213, P38825	tr|A2QGX1|A2QGX1_ASPNC	tr|A0A2L2T9X5|A0A2L2T9X5_9HYPO	sp|O14217|TOM70_SCHPO
OG0000714		tr|A2Q7G4|A2Q7G4_ASPNC, tr|A2R332|A2R332_ASPNC	tr|A0A2L2T614|A0A2L2T614_9HYPO, tr|A0A2L2TN21|A0A2L2TN21_9HYPO, tr|A0A2L2TS69|A0A2L2TS69_9HYPO	
OG0000715		tr|A2Q9V5|A2Q9V5_ASPNC, tr|A2QFP7|A2QFP7_ASPNC	tr|A0A2L2T528|A0A2L2T528_9HYPO, tr|A0A2L2TCT3|A0A2L2TCT3_9HYPO, tr|A0A2L2TW39|A0A2L2TW39_9HYPO	
OG0000716	Q02890	tr|A2QP98|A2QP98_ASPNC	tr|A0A2L2STI6|A0A2L2STI6_9HYPO, tr|A0A2L2TUI9|A0A2L2TUI9_9HYPO	sp|O74739|PNG1_SCHPO
OG0000717	P25632, P53628	tr|A2RB08|A2RB08_ASPNC	tr|A0A2L2TGA8|A0A2L2TGA8_9HYPO	sp|Q9P7S3|SSR3_SCHPO
OG0000718		tr|A2R9V3|A2R9V3_ASPNC	tr|A0A2L2SUX3|A0A2L2SUX3_9HYPO, tr|A0A2L2TEA8|A0A2L2TEA8_9HYPO, tr|A0A2L2TN99|A0A2L2TN99_9HYPO	sp|O14248|TEA3_SCHPO
OG0000719	Q06010	tr|A2QNP2|A2QNP2_ASPNC, tr|A2R707|A2R707_ASPNC	tr|A0A2L2STY6|A0A2L2STY6_9HYPO	sp|O14077|MU138_SCHPO
OG0000720	P07245, P09440	tr|A2QEV9|A2QEV9_ASPNC	tr|A0A2L2TTA5|A0A2L2TTA5_9HYPO	sp|Q8WZJ7|C1TC_SCHPO
OG0000721	Q03218, Q08970	tr|A2QMS3|A2QMS3_ASPNC	tr|A0A2L2TCC8|A0A2L2TCC8_9HYPO	sp|O59758|YJM3_SCHPO
