Orthogroup	A_s288c	A.niger	F.veneatum	S.pombe	Total
OG0003486	0	2	1	0	3
OG0003487	0	1	1	1	3
OG0003488	0	1	2	0	3
OG0003489	0	2	1	0	3
OG0003490	0	1	1	1	3
OG0003491	0	2	1	0	3
OG0003492	0	1	1	1	3
OG0003493	1	1	1	0	3
OG0003494	0	1	1	1	3
OG0003495	0	2	1	0	3
OG0003496	0	2	1	0	3
OG0003497	0	2	0	1	3
OG0003498	0	1	2	0	3
OG0003499	0	1	1	1	3
OG0003500	0	1	2	0	3
OG0003501	0	2	1	0	3
OG0003502	0	1	1	1	3
OG0003503	0	1	1	1	3
OG0003504	0	1	2	0	3
OG0003505	0	1	2	0	3
OG0003506	0	2	1	0	3
OG0003507	1	1	1	0	3
OG0003508	1	1	0	1	3
OG0003509	0	1	2	0	3
OG0003510	1	1	1	0	3
OG0003511	0	2	1	0	3
OG0003512	0	1	1	1	3
OG0003513	0	1	2	0	3
OG0003514	0	1	1	1	3
OG0003515	1	1	1	0	3
OG0003516	1	1	1	0	3
OG0003517	0	2	1	0	3
OG0003518	1	1	1	0	3
OG0003519	1	1	1	0	3
OG0003520	0	1	1	1	3
OG0003521	0	1	1	1	3
OG0003522	0	1	2	0	3
OG0003523	0	1	2	0	3
OG0003524	0	2	1	0	3
OG0003525	0	1	2	0	3
OG0003526	0	2	1	0	3
OG0003527	1	1	1	0	3
OG0003528	1	1	1	0	3
OG0003529	0	1	1	1	3
OG0003530	0	2	1	0	3
OG0003531	0	1	2	0	3
OG0003532	0	2	1	0	3
OG0003533	0	1	1	1	3
OG0003534	0	1	2	0	3
OG0003535	1	1	1	0	3
OG0003536	0	1	2	0	3
OG0003537	0	1	1	1	3
OG0003538	0	1	1	1	3
OG0003539	1	1	1	0	3
OG0003540	0	1	1	1	3
OG0003541	0	2	1	0	3
OG0003542	1	1	1	0	3
OG0003543	0	1	1	1	3
OG0003544	1	1	1	0	3
OG0003545	0	1	2	0	3
OG0003546	0	2	1	0	3
OG0003547	0	1	2	0	3
OG0003548	0	2	1	0	3
OG0003549	1	1	1	0	3
OG0003550	0	1	2	0	3
OG0003551	0	2	1	0	3
OG0003552	0	1	1	1	3
OG0003553	0	1	1	1	3
OG0003554	0	1	1	1	3
OG0003555	0	1	1	1	3
OG0003556	0	2	1	0	3
OG0003557	0	2	1	0	3
OG0003558	1	1	1	0	3
OG0003559	0	1	1	1	3
OG0003560	0	1	1	1	3
OG0003561	0	1	1	1	3
OG0003562	0	1	1	1	3
OG0003563	0	1	1	1	3
OG0003564	0	1	1	1	3
OG0003565	0	1	1	1	3
OG0003566	1	1	1	0	3
OG0003567	0	1	2	0	3
OG0003568	0	1	2	0	3
OG0003569	0	1	1	1	3
OG0003570	1	1	1	0	3
OG0003571	0	2	1	0	3
OG0003572	0	3	0	0	3
OG0003573	0	2	1	0	3
OG0003574	0	2	1	0	3
OG0003575	1	1	1	0	3
OG0003576	1	1	1	0	3
OG0003577	0	1	1	1	3
OG0003578	0	1	2	0	3
OG0003579	1	1	1	0	3
OG0003580	0	2	1	0	3
OG0003581	0	2	1	0	3
OG0003582	0	2	1	0	3
OG0003583	1	1	1	0	3
OG0003584	0	2	1	0	3
OG0003585	0	2	1	0	3
OG0003586	0	1	2	0	3
OG0003587	0	2	1	0	3
OG0003588	0	2	1	0	3
OG0003589	0	1	2	0	3
OG0003590	0	1	1	1	3
OG0003591	0	2	1	0	3
OG0003592	1	1	1	0	3
OG0003593	0	1	1	1	3
OG0003594	0	2	1	0	3
OG0003595	0	1	1	1	3
OG0003596	0	2	1	0	3
OG0003597	0	2	1	0	3
OG0003598	0	1	1	1	3
OG0003599	0	1	1	1	3
OG0003600	0	1	1	1	3
OG0003601	0	1	2	0	3
OG0003602	1	1	1	0	3
OG0003603	1	1	0	1	3
OG0003604	0	1	1	1	3
OG0003605	0	1	1	1	3
OG0003606	0	1	1	1	3
OG0003607	0	2	1	0	3
OG0003608	0	1	1	1	3
OG0003609	0	2	1	0	3
OG0003610	0	1	2	0	3
OG0003611	0	2	1	0	3
OG0003612	0	1	1	1	3
OG0003613	0	1	2	0	3
OG0003614	0	2	1	0	3
OG0003615	0	1	2	0	3
OG0003616	0	1	2	0	3
OG0003617	0	2	1	0	3
OG0003618	0	1	2	0	3
OG0003619	0	1	2	0	3
OG0003620	0	2	1	0	3
OG0003621	0	1	1	1	3
OG0003622	1	1	1	0	3
OG0003623	1	1	1	0	3
OG0003624	0	1	1	1	3
OG0003625	1	1	1	0	3
OG0003626	0	1	1	1	3
OG0003627	1	1	1	0	3
OG0003628	0	1	1	1	3
OG0003629	0	1	2	0	3
OG0003630	0	2	1	0	3
OG0003631	0	2	1	0	3
OG0003632	1	1	1	0	3
OG0003633	1	1	1	0	3
OG0003634	1	1	1	0	3
OG0003635	0	1	1	1	3
OG0003636	0	1	1	1	3
OG0003637	0	1	1	1	3
OG0003638	1	1	1	0	3
OG0003639	0	1	1	1	3
OG0003640	1	1	0	1	3
OG0003641	1	1	1	0	3
OG0003642	0	1	1	1	3
OG0003643	0	1	2	0	3
OG0003644	0	1	1	1	3
OG0003645	1	1	1	0	3
OG0003646	1	1	1	0	3
OG0003647	0	1	1	1	3
OG0003648	0	1	2	0	3
OG0003649	0	1	1	1	3
OG0003650	0	2	1	0	3
OG0003651	1	1	1	0	3
OG0003652	0	1	1	1	3
OG0003653	0	1	1	1	3
OG0003654	0	1	1	1	3
OG0003655	1	1	1	0	3
OG0003656	0	2	1	0	3
OG0003657	1	1	1	0	3
OG0003658	0	1	1	1	3
OG0003659	1	1	1	0	3
OG0003660	1	1	1	0	3
OG0003661	0	2	1	0	3
OG0003662	0	1	1	1	3
OG0003663	0	1	1	1	3
OG0003664	0	1	2	0	3
OG0003665	0	1	1	1	3
OG0003666	0	1	1	1	3
OG0003667	0	2	1	0	3
OG0003668	0	2	1	0	3
OG0003669	1	1	1	0	3
OG0003670	0	1	1	1	3
OG0003671	0	2	1	0	3
OG0003672	0	2	1	0	3
OG0003673	0	1	1	1	3
OG0003674	0	2	1	0	3
OG0003675	0	1	1	1	3
OG0003676	0	1	2	0	3
OG0003677	0	1	1	1	3
OG0003678	0	1	1	1	3
OG0003679	0	2	1	0	3
OG0003680	1	1	1	0	3
OG0003681	0	1	1	1	3
OG0003682	1	1	1	0	3
OG0003683	1	1	1	0	3
OG0003684	0	1	1	1	3
OG0003685	0	1	1	1	3
OG0003686	1	1	1	0	3
OG0003687	0	1	1	1	3
OG0003688	0	1	2	0	3
OG0003689	1	1	1	0	3
OG0003690	0	1	1	1	3
OG0003691	0	1	1	1	3
OG0003692	1	1	1	0	3
OG0003693	0	1	2	0	3
OG0003694	0	1	2	0	3
OG0003695	1	1	1	0	3
OG0003696	0	1	1	1	3
OG0003697	0	1	1	1	3
OG0003698	1	1	1	0	3
OG0003699	0	2	1	0	3
OG0003700	1	1	1	0	3
OG0003701	0	2	1	0	3
OG0003702	0	1	2	0	3
OG0003703	0	1	1	1	3
OG0003704	0	1	1	1	3
OG0003705	0	1	1	1	3
OG0003706	0	1	1	1	3
OG0003707	1	1	1	0	3
OG0003708	0	1	1	1	3
OG0003709	0	1	2	0	3
OG0003710	0	1	1	1	3
OG0003711	0	2	1	0	3
OG0003712	1	1	1	0	3
OG0003713	0	1	1	1	3
OG0003714	1	1	1	0	3
OG0003715	0	1	1	1	3
OG0003716	0	1	1	1	3
OG0003717	0	1	2	0	3
OG0003718	0	1	2	0	3
OG0003719	0	1	1	1	3
OG0003720	0	1	1	1	3
OG0003721	0	1	1	1	3
OG0003722	0	1	1	1	3
OG0003723	1	1	1	0	3
OG0003724	0	2	1	0	3
OG0003725	0	1	1	1	3
OG0003726	0	1	1	1	3
OG0003727	0	1	1	1	3
OG0003728	0	1	1	1	3
OG0003729	0	1	1	1	3
OG0003730	1	1	1	0	3
OG0003731	0	1	1	1	3
OG0003732	0	1	1	1	3
OG0003733	0	1	1	1	3
OG0003734	0	1	1	1	3
OG0003735	0	1	2	0	3
OG0003736	0	1	1	1	3
OG0003737	0	1	1	1	3
OG0003738	0	1	1	1	3
OG0003739	0	1	1	1	3
OG0003740	0	1	1	1	3
OG0003741	0	1	1	1	3
OG0003742	0	1	1	1	3
OG0003743	0	1	2	0	3
OG0003744	0	1	1	1	3
OG0003745	1	1	1	0	3
OG0003746	0	1	1	1	3
OG0003747	0	2	1	0	3
OG0003748	0	1	1	1	3
OG0003749	0	1	2	0	3
OG0003750	0	1	1	1	3
OG0003751	0	1	2	0	3
OG0003752	0	1	1	1	3
OG0003753	1	1	1	0	3
OG0003754	1	1	1	0	3
OG0003755	1	1	1	0	3
OG0003756	0	1	1	1	3
OG0003757	0	1	2	0	3
OG0003758	0	1	1	1	3
OG0003759	0	1	1	1	3
OG0003760	0	1	1	1	3
OG0003761	0	1	2	0	3
OG0003762	0	2	1	0	3
OG0003763	1	1	1	0	3
OG0003764	1	1	1	0	3
OG0003765	1	1	1	0	3
OG0003766	0	1	1	1	3
OG0003767	0	1	1	1	3
OG0003768	1	1	1	0	3
OG0003769	1	1	1	0	3
OG0003770	0	1	1	1	3
OG0003771	1	1	1	0	3
OG0003772	0	1	1	1	3
OG0003773	0	1	2	0	3
OG0003774	0	1	2	0	3
OG0003775	1	1	1	0	3
OG0003776	1	1	1	0	3
OG0003777	0	2	1	0	3
OG0003778	0	1	1	1	3
OG0003779	0	1	1	1	3
OG0003780	0	2	1	0	3
OG0003781	0	2	1	0	3
OG0003782	1	1	1	0	3
OG0003783	0	1	2	0	3
OG0003784	0	1	1	1	3
OG0003785	0	2	1	0	3
OG0003786	0	1	1	1	3
OG0003787	1	1	1	0	3
OG0003788	0	1	2	0	3
OG0003789	0	2	1	0	3
OG0003790	1	1	1	0	3
OG0003791	0	1	2	0	3
OG0003792	0	1	2	0	3
OG0003793	0	2	1	0	3
OG0003794	0	2	1	0	3
OG0003795	0	2	1	0	3
OG0003796	0	1	1	1	3
OG0003797	0	2	1	0	3
OG0003798	0	1	2	0	3
OG0003799	0	1	2	0	3
OG0003800	0	1	2	0	3
OG0003801	0	2	1	0	3
OG0003802	1	1	1	0	3
OG0003803	1	1	1	0	3
OG0003804	1	1	1	0	3
OG0003805	0	1	1	1	3
OG0003806	1	1	1	0	3
OG0003807	0	2	1	0	3
OG0003808	0	1	1	1	3
OG0003809	0	1	1	1	3
OG0003810	0	1	2	0	3
OG0003811	0	2	1	0	3
OG0003812	0	2	1	0	3
OG0003813	0	1	1	1	3
OG0003814	0	2	1	0	3
OG0003815	0	1	1	1	3
OG0003816	0	1	2	0	3
OG0003817	0	1	2	0	3
OG0003818	0	2	1	0	3
OG0003819	0	2	1	0	3
OG0003820	0	2	1	0	3
OG0003821	0	2	1	0	3
OG0003822	0	1	2	0	3
OG0003823	0	1	2	0	3
OG0003824	0	1	1	1	3
OG0003825	0	1	1	1	3
OG0003826	0	1	2	0	3
OG0003827	0	2	1	0	3
OG0003828	1	1	1	0	3
OG0003829	0	1	2	0	3
OG0003830	0	1	1	1	3
OG0003831	1	1	1	0	3
OG0003832	0	2	1	0	3
OG0003833	1	1	1	0	3
OG0003834	1	1	1	0	3
OG0003835	0	1	2	0	3
OG0003836	0	1	2	0	3
OG0003837	1	1	1	0	3
OG0003838	0	1	1	1	3
OG0003839	2	1	0	0	3
OG0003840	0	1	1	1	3
OG0003841	0	2	1	0	3
OG0003842	1	1	0	1	3
OG0003843	0	1	2	0	3
OG0003844	0	2	1	0	3
OG0003845	0	2	1	0	3
OG0003846	0	2	1	0	3
OG0003847	0	2	1	0	3
OG0003848	0	1	1	1	3
OG0003849	0	2	1	0	3
OG0003850	0	1	2	0	3
OG0003851	0	1	1	1	3
OG0003852	0	1	2	0	3
OG0003853	0	2	1	0	3
OG0003854	1	1	1	0	3
OG0003855	0	1	2	0	3
OG0003856	0	2	1	0	3
OG0003857	0	1	1	1	3
OG0003858	0	1	2	0	3
OG0003859	1	1	0	1	3
OG0003860	0	1	1	1	3
OG0003861	0	1	1	1	3
OG0003862	0	2	1	0	3
OG0003863	1	1	1	0	3
OG0003864	0	1	1	1	3
OG0003865	1	1	0	1	3
OG0003866	0	1	2	0	3
OG0003867	0	1	1	1	3
OG0003868	0	1	1	1	3
OG0003869	0	2	1	0	3
OG0003870	0	1	2	0	3
OG0003871	0	1	1	1	3
OG0003872	1	1	0	1	3
OG0003873	0	1	2	0	3
OG0003874	0	1	1	1	3
OG0003875	0	1	2	0	3
OG0003876	0	2	1	0	3
OG0003877	0	2	1	0	3
OG0003878	0	1	1	1	3
OG0003879	0	1	1	1	3
OG0003880	0	1	2	0	3
OG0003881	0	1	1	1	3
OG0003882	0	2	1	0	3
OG0003883	0	1	1	1	3
OG0003884	0	1	1	1	3
OG0003885	0	1	1	1	3
OG0003886	1	1	1	0	3
OG0003887	0	1	1	1	3
OG0003888	0	1	1	1	3
OG0003889	0	1	1	1	3
OG0003890	0	1	1	1	3
OG0003891	0	1	2	0	3
OG0003892	0	1	1	1	3
OG0003893	0	1	1	1	3
OG0003894	0	1	2	0	3
OG0003895	0	1	2	0	3
OG0003896	0	2	1	0	3
OG0003897	1	1	1	0	3
OG0003898	0	2	1	0	3
OG0003899	0	1	1	1	3
OG0003900	0	1	1	1	3
OG0003901	0	2	1	0	3
OG0003902	0	1	2	0	3
OG0003903	0	1	2	0	3
OG0003904	0	1	2	0	3
OG0003905	0	1	2	0	3
OG0003906	0	2	1	0	3
OG0003907	0	1	2	0	3
OG0003908	0	1	1	1	3
OG0003909	0	1	2	0	3
OG0003910	1	1	1	0	3
OG0003911	0	1	1	1	3
OG0003912	0	2	1	0	3
OG0003913	0	1	1	1	3
OG0003914	0	1	2	0	3
OG0003915	1	1	1	0	3
OG0003916	1	1	1	0	3
OG0003917	0	1	2	0	3
OG0003918	0	1	2	0	3
OG0003919	0	1	1	1	3
OG0003920	0	1	2	0	3
OG0003921	0	1	2	0	3
OG0003922	0	2	1	0	3
OG0003923	0	1	1	1	3
OG0003924	1	1	1	0	3
OG0003925	1	1	1	0	3
OG0003926	0	1	1	1	3
OG0003927	0	2	1	0	3
OG0003928	0	1	2	0	3
OG0003929	0	1	1	1	3
OG0003930	0	1	2	0	3
OG0003931	0	1	2	0	3
OG0003932	0	1	2	0	3
OG0003933	0	1	1	1	3
OG0003934	0	2	1	0	3
OG0003935	0	1	2	0	3
OG0003936	1	2	0	0	3
OG0003937	0	1	2	0	3
OG0003938	0	1	1	1	3
OG0003939	0	1	1	1	3
OG0003940	1	1	1	0	3
OG0003941	1	1	1	0	3
OG0003942	0	1	2	0	3
OG0003943	0	2	1	0	3
OG0003944	0	1	1	1	3
OG0003945	1	1	1	0	3
OG0003946	0	1	2	0	3
OG0003947	0	1	2	0	3
OG0003948	0	1	1	1	3
OG0003949	0	2	1	0	3
OG0003950	0	1	2	0	3
OG0003951	0	1	1	1	3
OG0003952	0	1	2	0	3
OG0003953	0	2	1	0	3
OG0003954	1	1	1	0	3
OG0003955	0	1	1	1	3
OG0003956	0	2	1	0	3
OG0003957	0	2	1	0	3
OG0003958	0	1	1	1	3
OG0003959	0	2	1	0	3
OG0003960	1	1	1	0	3
OG0003961	0	2	1	0	3
OG0003962	0	1	1	1	3
OG0003963	0	1	2	0	3
OG0003964	0	1	1	1	3
OG0003965	0	2	1	0	3
OG0003966	0	1	1	1	3
OG0003967	0	2	1	0	3
OG0003968	0	1	1	1	3
OG0003969	0	1	2	0	3
OG0003970	0	1	2	0	3
OG0003971	0	2	1	0	3
OG0003972	0	1	1	1	3
OG0003973	1	1	1	0	3
OG0003974	0	1	2	0	3
OG0003975	0	1	1	1	3
OG0003976	1	1	1	0	3
OG0003977	0	2	1	0	3
OG0003978	0	1	1	1	3
OG0003979	1	1	1	0	3
OG0003980	0	1	2	0	3
OG0003981	0	1	1	1	3
OG0003982	0	1	2	0	3
OG0003983	1	1	0	1	3
OG0003984	1	1	1	0	3
OG0003985	0	1	1	1	3
OG0003986	0	1	1	1	3
OG0003987	0	1	2	0	3
OG0003988	0	1	1	1	3
OG0003989	0	1	2	0	3
OG0003990	0	1	1	1	3
OG0003991	0	1	1	1	3
OG0003992	1	1	1	0	3
OG0003993	1	1	0	1	3
OG0003994	0	1	1	1	3
OG0003995	0	1	2	0	3
OG0003996	0	2	1	0	3
OG0003997	0	1	2	0	3
OG0003998	1	1	1	0	3
OG0003999	1	1	1	0	3
OG0004000	0	1	1	1	3
OG0004001	0	1	1	1	3
OG0004002	0	1	1	1	3
OG0004003	1	1	1	0	3
OG0004004	0	1	1	1	3
OG0004005	0	1	1	1	3
OG0004006	0	1	1	1	3
OG0004007	0	1	1	1	3
OG0004008	1	1	1	0	3
OG0004009	0	1	2	0	3
OG0004010	0	1	1	1	3
OG0004011	0	1	1	1	3
OG0004012	0	2	1	0	3
OG0004013	1	1	1	0	3
OG0004014	0	2	1	0	3
OG0004015	1	1	1	0	3
OG0004016	0	1	1	1	3
OG0004017	0	1	1	1	3
OG0004018	0	1	1	1	3
OG0004019	0	1	2	0	3
OG0004020	0	1	1	1	3
OG0004021	1	1	0	1	3
OG0004022	1	1	1	0	3
OG0004023	0	1	1	1	3
OG0004024	1	1	1	0	3
OG0004025	1	1	1	0	3
OG0004026	0	1	1	1	3
OG0004027	0	1	1	1	3
OG0004028	0	1	1	1	3
OG0004029	0	1	1	1	3
OG0004030	1	1	1	0	3
OG0004031	0	2	1	0	3
OG0004032	0	1	1	1	3
OG0004033	1	1	0	1	3
OG0004034	0	1	1	1	3
OG0004035	1	1	1	0	3
OG0004036	0	1	2	0	3
OG0004037	0	1	1	1	3
OG0004038	0	1	1	1	3
OG0004039	0	1	1	1	3
OG0004040	0	2	1	0	3
OG0004041	1	1	1	0	3
OG0004042	0	1	1	1	3
OG0004043	0	1	2	0	3
OG0004044	0	1	1	1	3
OG0004045	0	1	1	1	3
OG0004046	0	1	1	1	3
OG0004047	0	2	1	0	3
OG0004048	0	1	1	1	3
OG0004049	0	1	1	1	3
OG0004050	0	1	1	1	3
OG0004051	0	1	1	1	3
OG0004052	1	1	1	0	3
OG0004053	0	1	1	1	3
OG0004054	1	1	1	0	3
OG0004055	1	1	1	0	3
OG0004056	0	1	1	1	3
OG0004057	0	1	1	1	3
OG0004058	1	1	1	0	3
OG0004059	0	1	2	0	3
OG0004060	0	1	1	1	3
OG0004061	1	1	1	0	3
OG0004062	0	1	1	1	3
OG0004063	0	1	1	1	3
OG0004064	0	1	1	1	3
OG0004065	1	1	1	0	3
OG0004066	0	2	1	0	3
OG0004067	0	1	1	1	3
OG0004068	0	2	1	0	3
OG0004069	0	1	1	1	3
OG0004070	0	1	1	1	3
OG0004071	0	1	1	1	3
OG0004072	0	1	1	1	3
OG0004073	0	1	1	1	3
OG0004074	1	1	1	0	3
OG0004075	0	1	1	1	3
OG0004076	1	1	1	0	3
OG0004077	0	1	1	1	3
OG0004078	0	1	1	1	3
OG0004079	1	1	1	0	3
OG0004080	0	1	1	1	3
OG0004081	0	1	1	1	3
OG0004082	0	1	2	0	3
OG0004083	0	1	1	1	3
OG0004084	0	1	1	1	3
OG0004085	0	1	1	1	3
OG0004086	0	1	2	0	3
OG0004087	0	1	1	1	3
OG0004088	1	1	1	0	3
OG0004089	0	1	2	0	3
OG0004090	0	1	1	1	3
OG0004091	0	1	2	0	3
OG0004092	0	1	2	0	3
OG0004093	0	1	1	1	3
OG0004094	0	1	1	1	3
OG0004095	1	1	1	0	3
OG0004096	0	1	1	1	3
OG0004097	0	1	2	0	3
OG0004098	1	1	1	0	3
OG0004099	1	1	1	0	3
OG0004100	0	1	2	0	3
OG0004101	1	1	1	0	3
OG0004102	0	1	1	1	3
OG0004103	1	1	1	0	3
OG0004104	0	1	1	1	3
OG0004105	1	1	1	0	3
OG0004106	0	1	1	1	3
OG0004107	0	1	1	1	3
OG0004108	1	1	0	1	3
OG0004109	1	1	1	0	3
OG0004110	1	1	1	0	3
OG0004111	1	1	1	0	3
OG0004112	1	1	1	0	3
OG0004113	1	1	1	0	3
OG0004114	0	2	1	0	3
OG0004115	0	1	1	1	3
OG0004116	0	1	2	0	3
OG0004117	1	1	1	0	3
OG0004118	1	2	0	0	3
OG0004119	0	1	1	1	3
OG0004120	0	1	1	1	3
OG0004121	1	1	1	0	3
OG0004122	0	1	2	0	3
OG0004123	0	1	1	1	3
OG0004124	0	1	2	0	3
OG0004125	0	1	1	1	3
OG0004126	0	2	1	0	3
OG0004127	1	1	1	0	3
OG0004128	0	1	1	1	3
OG0004129	0	1	1	1	3
OG0004130	0	1	1	1	3
OG0004131	0	2	1	0	3
OG0004132	0	1	1	1	3
OG0004133	1	1	1	0	3
OG0004134	1	1	1	0	3
OG0004135	0	1	1	1	3
OG0004136	0	1	2	0	3
OG0004137	0	1	2	0	3
OG0004138	0	1	1	1	3
OG0004139	1	1	0	1	3
OG0004140	1	1	1	0	3
OG0004141	0	1	1	1	3
OG0004142	0	1	2	0	3
OG0004143	0	1	1	1	3
OG0004144	0	1	1	1	3
OG0004145	0	1	1	1	3
OG0004146	0	1	1	1	3
OG0004147	0	1	1	1	3
OG0004148	1	1	1	0	3
OG0004149	0	1	1	1	3
OG0004150	1	1	1	0	3
OG0004151	0	1	2	0	3
OG0004152	0	1	1	1	3
OG0004153	0	1	1	1	3
OG0004154	0	1	2	0	3
OG0004155	0	1	1	1	3
OG0004156	0	1	2	0	3
OG0004157	1	1	1	0	3
OG0004158	0	1	1	1	3
OG0004159	1	1	1	0	3
OG0004160	0	1	2	0	3
OG0004161	0	1	1	1	3
OG0004162	1	1	1	0	3
OG0004163	0	1	1	1	3
OG0004164	0	1	1	1	3
OG0004165	0	1	1	1	3
OG0004166	0	1	1	1	3
OG0004167	0	2	1	0	3
OG0004168	0	1	2	0	3
OG0004169	0	1	1	1	3
OG0004170	0	1	1	1	3
OG0004171	1	1	1	0	3
OG0004172	1	1	1	0	3
OG0004173	0	1	2	0	3
OG0004174	0	2	1	0	3
OG0004175	1	1	1	0	3
OG0004176	0	1	2	0	3
OG0004177	0	1	1	1	3
OG0004178	0	1	1	1	3
OG0004179	2	1	0	0	3
OG0004180	0	1	2	0	3
OG0004181	0	2	1	0	3
OG0004182	1	1	1	0	3
OG0004183	0	1	1	1	3
OG0004184	0	1	1	1	3
OG0004185	0	1	1	1	3
OG0004186	0	1	1	1	3
OG0004187	1	1	0	1	3
OG0004188	0	1	2	0	3
OG0004189	0	1	2	0	3
OG0004190	0	1	1	1	3
OG0004191	1	1	1	0	3
OG0004192	0	1	1	1	3
OG0004193	1	1	1	0	3
OG0004194	0	1	2	0	3
OG0004195	0	2	1	0	3
OG0004196	1	1	1	0	3
OG0004197	0	1	1	1	3
OG0004198	1	1	1	0	3
OG0004199	1	1	1	0	3
OG0004200	1	1	1	0	3
OG0004201	0	1	2	0	3
OG0004202	0	1	2	0	3
OG0004203	0	1	2	0	3
OG0004204	0	1	1	1	3
OG0004205	0	1	1	1	3
OG0004206	1	1	1	0	3
OG0004207	1	1	1	0	3
OG0004208	1	1	1	0	3
OG0004209	1	1	1	0	3
OG0004210	0	1	2	0	3
OG0004211	0	2	1	0	3
OG0004212	0	1	2	0	3
OG0004213	0	2	1	0	3
OG0004214	0	1	1	1	3
OG0004215	0	2	1	0	3
OG0004216	1	1	1	0	3
OG0004217	0	1	1	1	3
OG0004218	0	1	1	1	3
OG0004219	0	1	1	1	3
OG0004220	0	1	1	1	3
OG0004221	0	1	1	1	3
OG0004222	1	1	1	0	3
OG0004223	0	1	1	1	3
OG0004224	0	2	1	0	3
OG0004225	0	1	2	0	3
OG0004226	0	1	1	1	3
OG0004227	0	1	2	0	3
OG0004228	0	1	1	1	3
OG0004229	0	1	2	0	3
OG0004230	1	1	1	0	3
OG0004231	0	1	1	1	3
OG0004232	0	2	1	0	3
OG0004233	0	1	1	1	3
OG0004234	0	1	2	0	3
OG0004235	0	1	2	0	3
OG0004236	0	1	1	1	3
OG0004237	0	1	1	1	3
OG0004238	0	1	2	0	3
OG0004239	0	1	2	0	3
OG0004240	0	2	1	0	3
OG0004241	0	1	2	0	3
OG0004242	0	1	1	1	3
OG0004243	1	1	1	0	3
OG0004244	0	1	2	0	3
OG0004245	1	1	1	0	3
OG0004246	0	1	2	0	3
OG0004247	0	1	2	0	3
OG0004248	0	1	2	0	3
OG0004249	1	1	1	0	3
OG0004250	1	1	1	0	3
OG0004251	0	2	1	0	3
OG0004252	1	1	1	0	3
OG0004253	0	1	1	1	3
OG0004254	0	2	1	0	3
OG0004255	0	1	1	1	3
OG0004256	1	1	1	0	3
OG0004257	0	2	1	0	3
OG0004258	0	1	1	1	3
OG0004259	1	1	0	1	3
OG0004260	1	1	1	0	3
OG0004261	0	1	2	0	3
OG0004262	0	1	2	0	3
OG0004263	1	1	0	1	3
OG0004264	0	1	1	1	3
OG0004265	0	1	2	0	3
OG0004266	0	1	1	1	3
OG0004267	0	1	2	0	3
OG0004268	0	2	1	0	3
OG0004269	0	1	1	1	3
OG0004270	0	1	1	1	3
OG0004271	0	2	1	0	3
OG0004272	0	1	2	0	3
OG0004273	1	1	1	0	3
OG0004274	0	1	2	0	3
OG0004275	0	1	1	1	3
OG0004276	1	1	0	1	3
OG0004277	0	1	2	0	3
OG0004278	1	1	1	0	3
OG0004279	0	1	1	1	3
OG0004280	0	1	1	1	3
OG0004281	0	1	1	1	3
OG0004282	0	2	1	0	3
OG0004283	1	1	1	0	3
OG0004284	0	2	1	0	3
OG0004285	0	1	1	1	3
OG0004286	0	1	1	1	3
OG0004287	0	1	1	1	3
OG0004288	1	1	1	0	3
OG0004289	0	1	1	1	3
OG0004290	0	1	2	0	3
OG0004291	0	1	2	0	3
OG0004292	1	1	0	1	3
OG0004293	0	1	1	1	3
OG0004294	1	1	0	1	3
OG0004295	0	2	1	0	3
OG0004296	0	1	1	1	3
OG0004297	0	1	1	1	3
OG0004298	0	1	0	2	3
OG0004299	0	1	0	2	3
OG0004300	1	1	1	0	3
OG0004301	1	1	1	0	3
OG0004302	0	1	1	1	3
OG0004303	0	1	1	1	3
OG0004304	0	1	1	1	3
OG0004305	0	1	1	1	3
OG0004306	0	1	1	1	3
OG0004307	1	1	1	0	3
OG0004308	0	1	1	1	3
OG0004309	0	1	2	0	3
OG0004310	0	1	1	1	3
OG0004311	0	1	1	1	3
OG0004312	0	1	1	1	3
OG0004313	0	1	1	1	3
OG0004314	0	1	1	1	3
OG0004315	1	1	1	0	3
OG0004316	1	1	1	0	3
OG0004317	1	1	1	0	3
OG0004318	1	1	1	0	3
OG0004319	0	1	1	1	3
OG0004320	1	1	1	0	3
OG0004321	0	1	1	1	3
OG0004322	0	1	1	1	3
OG0004323	0	1	2	0	3
OG0004324	0	1	1	1	3
OG0004325	0	2	1	0	3
OG0004326	1	1	1	0	3
OG0004327	0	1	1	1	3
OG0004328	0	1	1	1	3
OG0004329	0	2	1	0	3
OG0004330	0	1	1	1	3
OG0004331	0	1	1	1	3
OG0004332	1	1	1	0	3
OG0004333	0	1	1	1	3
OG0004334	0	1	1	1	3
OG0004335	1	1	1	0	3
OG0004336	0	1	1	1	3
OG0004337	0	1	1	1	3
OG0004338	0	1	1	1	3
OG0004339	1	1	1	0	3
OG0004340	0	1	1	1	3
OG0004341	1	1	1	0	3
OG0004342	0	1	1	1	3
OG0004343	1	1	1	0	3
OG0004344	0	1	1	1	3
OG0004345	0	1	1	1	3
OG0004346	0	1	1	1	3
OG0004347	0	1	2	0	3
OG0004348	0	1	2	0	3
OG0004349	0	1	1	1	3
OG0004350	0	1	2	0	3
OG0004351	0	1	1	1	3
OG0004352	0	2	1	0	3
OG0004353	1	1	1	0	3
OG0004354	1	1	1	0	3
OG0004355	1	1	1	0	3
OG0004356	0	1	1	1	3
OG0004357	1	1	1	0	3
