Orthogroup	DMKU3-1042	W29	s288c
OG0000058	tr|W0T845|W0T845_KLUMD, tr|W0TBA0|W0TBA0_KLUMD	tr|C3W7W0|C3W7W0_YARLL	sp|P05986|KAPC_YEAST, sp|P06244|KAPA_YEAST, sp|P06245|KAPB_YEAST
OG0000059	tr|W0T7F4|W0T7F4_KLUMD, tr|W0T7F6|W0T7F6_KLUMD	tr|A0A1H6PHE0|A0A1H6PHE0_YARLL, tr|A0A1H6Q8A6|A0A1H6Q8A6_YARLL	sp|P15790|CSK21_YEAST, sp|P19454|CSK22_YEAST
OG0000060	tr|W0T5P2|W0T5P2_KLUMD, tr|W0TIE1|W0TIE1_KLUMD	tr|A0A1H6Q195|A0A1H6Q195_YARLL, tr|A0A1H6QCT3|A0A1H6QCT3_YARLL	sp|P38696|ARP1_YEAST, sp|P60010|ACT_YEAST
OG0000061	tr|W0TCH0|W0TCH0_KLUMD, tr|W0TF42|W0TF42_KLUMD, tr|W0TGL9|W0TGL9_KLUMD	tr|A0A1D8NNT8|A0A1D8NNT8_YARLL, tr|A0A1D8NPX6|A0A1D8NPX6_YARLL	sp|P27614|CBPS_YEAST
OG0000062	tr|W0T5I5|W0T5I5_KLUMD, tr|W0T967|W0T967_KLUMD, tr|W0TB68|W0TB68_KLUMD	tr|A0A1D8NFJ9|A0A1D8NFJ9_YARLL, tr|A0A1D8NFT4|A0A1D8NFT4_YARLL	sp|P38866|FMO1_YEAST
OG0000063	tr|W0T9J2|W0T9J2_KLUMD, tr|W0TBX8|W0TBX8_KLUMD	tr|A0A1D8NF02|A0A1D8NF02_YARLL, tr|A0A1D8NFE3|A0A1D8NFE3_YARLL	sp|P32906|MNS1_YEAST, sp|Q12205|MNL2_YEAST
OG0000064	tr|W0T710|W0T710_KLUMD	tr|A0A0A1GL30|A0A0A1GL30_YARLL, tr|A0A0A1GNA6|A0A0A1GNA6_YARLL, tr|A0A0A1GQ03|A0A0A1GQ03_YARLL, tr|A0A1D8NPR2|A0A1D8NPR2_YARLL	sp|Q04458|HFD1_YEAST
OG0000065	tr|W0TAS1|W0TAS1_KLUMD, tr|W0TD78|W0TD78_KLUMD	tr|A0A1D8N823|A0A1D8N823_YARLL, tr|Q9P8X2|Q9P8X2_YARLL	sp|P19073|CDC42_YEAST, sp|P53879|RHO5_YEAST
OG0000066	tr|W0T6S7|W0T6S7_KLUMD, tr|W0T8I5|W0T8I5_KLUMD	tr|A0A1D8NDP7|A0A1D8NDP7_YARLL, tr|A0A1D8NLZ9|A0A1D8NLZ9_YARLL	sp|P47771|ALDH2_YEAST, sp|P54114|ALDH3_YEAST
OG0000067	tr|W0T8H1|W0T8H1_KLUMD, tr|W0TF12|W0TF12_KLUMD	tr|A0A1D8N8M7|A0A1D8N8M7_YARLL, tr|A0A1D8NKD6|A0A1D8NKD6_YARLL	sp|P38770|BRL1_YEAST, sp|P53062|BRR6_YEAST
OG0000068	tr|W0TBN8|W0TBN8_KLUMD, tr|W0TIC8|W0TIC8_KLUMD	tr|A0A1D8N531|A0A1D8N531_YARLL	sp|P53832|WSC2_YEAST, sp|P54867|SLG1_YEAST, sp|Q12215|WSC3_YEAST
OG0000069	tr|W0T3S0|W0T3S0_KLUMD, tr|W0T933|W0T933_KLUMD		sp|P25376|AGP1_YEAST, sp|P38084|BAP2_YEAST, sp|P41815|BAP3_YEAST, sp|P48813|GNP1_YEAST
OG0000070	tr|W0T5M4|W0T5M4_KLUMD, tr|W0TH45|W0TH45_KLUMD	tr|A0A1D8N620|A0A1D8N620_YARLL, tr|A0A1H6PWJ2|A0A1H6PWJ2_YARLL	sp|P00729|CBPY_YEAST, sp|P38109|YBY9_YEAST
OG0000071	tr|W0T597|W0T597_KLUMD, tr|W0T812|W0T812_KLUMD	tr|A0A1D8NDD8|A0A1D8NDD8_YARLL, tr|A0A1D8NDS0|A0A1D8NDS0_YARLL	sp|P36110|PRY2_YEAST, sp|P47032|PRY1_YEAST
OG0000072	tr|W0T645|W0T645_KLUMD, tr|W0TGK9|W0TGK9_KLUMD	tr|A0A1D8NDB9|A0A1D8NDB9_YARLL	sp|P05316|FUR4_YEAST, sp|P38196|FUI1_YEAST, sp|Q04895|DAL4_YEAST
OG0000073	tr|W0TCN5|W0TCN5_KLUMD, tr|W0THI2|W0THI2_KLUMD	tr|A0A1D8NCY7|A0A1D8NCY7_YARLL	sp|P53932|YNJ5_YEAST, sp|P54072|YL152_YEAST, sp|Q99252|ECM3_YEAST
OG0000074	tr|W0TIU5|W0TIU5_KLUMD, tr|W0TKP5|W0TKP5_KLUMD	tr|S5TDZ1|S5TDZ1_YARLL, tr|S5TDZ6|S5TDZ6_YARLL, tr|S5U4T1|S5U4T1_YARLL	sp|Q9ZZX0|AI5B_YEAST
OG0000075	tr|W0T4D7|W0T4D7_KLUMD, tr|W0T6J4|W0T6J4_KLUMD	tr|A0A1D8NIC3|A0A1D8NIC3_YARLL, tr|A0A1H6Q5U3|A0A1H6Q5U3_YARLL	sp|P10961|HSF_YEAST, sp|P20134|SFL1_YEAST
OG0000076	tr|W0T2W0|W0T2W0_KLUMD, tr|W0T857|W0T857_KLUMD, tr|W0TFB8|W0TFB8_KLUMD	tr|A0A1D8NLB0|A0A1D8NLB0_YARLL, tr|A0A1D8NPZ2|A0A1D8NPZ2_YARLL	sp|P36032|MCH2_YEAST
OG0000077	tr|W0T8L7|W0T8L7_KLUMD, tr|W0TAS8|W0TAS8_KLUMD	tr|A0A1D8NBH6|A0A1D8NBH6_YARLL, tr|A0A1D8NBJ1|A0A1D8NBJ1_YARLL, tr|A0A1D8NDT2|A0A1D8NDT2_YARLL	sp|P25346|GIT1_YEAST
OG0000078	tr|W0T614|W0T614_KLUMD	tr|A0A1D8NH72|A0A1D8NH72_YARLL	sp|P32319|VPS10_YEAST, sp|P40438|VTH1_YEAST, sp|P40890|VTH2_YEAST, sp|P53751|YN94_YEAST
OG0000079	tr|W0T477|W0T477_KLUMD	tr|A0A1D8NCA5|A0A1D8NCA5_YARLL, tr|A0A1D8NMG3|A0A1D8NMG3_YARLL	sp|P13090|ATR1_YEAST, sp|Q03263|YM8M_YEAST, sp|Q08902|YO378_YEAST
OG0000080	tr|W0TDY6|W0TDY6_KLUMD, tr|W0TGF8|W0TGF8_KLUMD	tr|A0A1D8N4T2|A0A1D8N4T2_YARLL	sp|P37298|DHSD_YEAST, sp|Q06236|SHH4_YEAST, sp|Q08749|TIM18_YEAST
OG0000081	tr|W0TE62|W0TE62_KLUMD	tr|A0A1D8N9R6|A0A1D8N9R6_YARLL, tr|A0A1D8NBL2|A0A1D8NBL2_YARLL, tr|A0A1D8NKC0|A0A1D8NKC0_YARLL, tr|A0A1H6PPX5|A0A1H6PPX5_YARLL	sp|Q06705|CSR1_YEAST
OG0000082	tr|W0TDN1|W0TDN1_KLUMD, tr|W0TGU4|W0TGU4_KLUMD	tr|A0A1D8NL19|A0A1D8NL19_YARLL, tr|A0A1H6Q510|A0A1H6Q510_YARLL	sp|Q12074|SPEE_YEAST, sp|Q12455|SPSY_YEAST
OG0000083	tr|W0TDK0|W0TDK0_KLUMD, tr|W0TEQ8|W0TEQ8_KLUMD, tr|W0TIW6|W0TIW6_KLUMD	tr|A0A1H6Q7Z2|A0A1H6Q7Z2_YARLL	sp|P38069|MNN2_YEAST, sp|P46982|MNN5_YEAST
OG0000084	tr|W0T4E2|W0T4E2_KLUMD, tr|W0T4M1|W0T4M1_KLUMD, tr|W0TGX8|W0TGX8_KLUMD	tr|A0A1D8NCF5|A0A1D8NCF5_YARLL	sp|P25613|ADY2_YEAST, sp|P32907|ATO2_YEAST
OG0000085	tr|W0TDH9|W0TDH9_KLUMD, tr|W0THG6|W0THG6_KLUMD	tr|A0A1D8NJC4|A0A1D8NJC4_YARLL	sp|P38631|FKS1_YEAST, sp|P40989|FKS2_YEAST, sp|Q04952|FKS3_YEAST
OG0000086	tr|W0T8P4|W0T8P4_KLUMD	tr|A0A1H6PU75|A0A1H6PU75_YARLL	sp|P25632|RSC6_YEAST, sp|P53628|SNF12_YEAST, sp|Q05024|TRI1_YEAST, sp|Q08747|UAF30_YEAST
OG0000087	tr|W0TJN4|W0TJN4_KLUMD	tr|A0A1D8N6J0|A0A1D8N6J0_YARLL, tr|A0A1D8NL12|A0A1D8NL12_YARLL, tr|A0A1D8NP52|A0A1D8NP52_YARLL, tr|A0A1H6PNC9|A0A1H6PNC9_YARLL, tr|A0A1H6Q5X7|A0A1H6Q5X7_YARLL	
OG0000088	tr|W0T7A9|W0T7A9_KLUMD, tr|W0TE88|W0TE88_KLUMD	tr|A0A1D8NLH6|A0A1D8NLH6_YARLL	sp|P22217|TRX1_YEAST, sp|P22803|TRX2_YEAST, sp|P25372|TRX3_YEAST
OG0000089	tr|W0TGJ9|W0TGJ9_KLUMD, tr|W0TI42|W0TI42_KLUMD	tr|A0A1D8NLV0|A0A1D8NLV0_YARLL	sp|P40474|QDR2_YEAST, sp|P40475|QDR1_YEAST, sp|P53943|AQR1_YEAST
OG0000090	tr|W0TGW5|W0TGW5_KLUMD	tr|A0A1D8N7D7|A0A1D8N7D7_YARLL, tr|A0A1D8NG94|A0A1D8NG94_YARLL, tr|A0A1D8NJL6|A0A1D8NJL6_YARLL	sp|P32867|SSO1_YEAST, sp|P39926|SSO2_YEAST
OG0000091	tr|W0TER7|W0TER7_KLUMD, tr|W0TFS0|W0TFS0_KLUMD	tr|A0A1D8N973|A0A1D8N973_YARLL, tr|A0A1D8NFV8|A0A1D8NFV8_YARLL	sp|P22082|SNF2_YEAST, sp|P32597|STH1_YEAST
OG0000092	tr|W0TBM6|W0TBM6_KLUMD	tr|A0A1D8N3A9|A0A1D8N3A9_YARLL, tr|A0A1D8NJ35|A0A1D8NJ35_YARLL	sp|P13587|ATN1_YEAST, sp|Q01896|ATN2_YEAST, sp|Q12691|ATN5_YEAST
OG0000093	tr|W0TB94|W0TB94_KLUMD, tr|W0THH7|W0THH7_KLUMD	tr|A0A1D8NDJ4|A0A1D8NDJ4_YARLL, tr|A0A1D8NQ56|A0A1D8NQ56_YARLL	sp|P36017|VPS21_YEAST, sp|P38146|YPT10_YEAST
OG0000094	tr|W0TB28|W0TB28_KLUMD	tr|A0A1D8N4I3|A0A1D8N4I3_YARLL, tr|A0A1D8NDN8|A0A1D8NDN8_YARLL, tr|A0A1D8NFZ4|A0A1D8NFZ4_YARLL, tr|A0A1D8NHH8|A0A1D8NHH8_YARLL	sp|P53086|KIP3_YEAST
OG0000095	tr|W0T543|W0T543_KLUMD	tr|A0A1D8N855|A0A1D8N855_YARLL, tr|A0A1D8N8N7|A0A1D8N8N7_YARLL, tr|A0A1D8N917|A0A1D8N917_YARLL, tr|A0A1D8NCM5|A0A1D8NCM5_YARLL	sp|P40445|YIQ6_YEAST
OG0000096	tr|W0T6F5|W0T6F5_KLUMD	tr|A0A1D8NE75|A0A1D8NE75_YARLL, tr|A0A1D8NLZ4|A0A1D8NLZ4_YARLL, tr|A0A1D8NM55|A0A1D8NM55_YARLL	sp|P38845|CRP1_YEAST, sp|P53885|MDG1_YEAST
OG0000097		tr|A0A1D8N4R0|A0A1D8N4R0_YARLL, tr|A0A1D8N5S6|A0A1D8N5S6_YARLL	sp|P0CD99|MPH2_YEAST, sp|P0CE00|MPH3_YEAST, sp|P38156|MAL31_YEAST, sp|P53048|MAL11_YEAST
OG0000098		tr|A0A1D8N9N0|A0A1D8N9N0_YARLL, tr|A0A1D8NA32|A0A1D8NA32_YARLL, tr|A0A1D8NPY7|A0A1D8NPY7_YARLL, tr|A0A1H6PJN1|A0A1H6PJN1_YARLL, tr|A0A1H6PW28|A0A1H6PW28_YARLL	sp|P38124|FLR1_YEAST
OG0000099		tr|A0A1D8NFV2|A0A1D8NFV2_YARLL, tr|A0A1D8NQA6|A0A1D8NQA6_YARLL	sp|P25594|VBA3_YEAST, sp|P33335|SGE1_YEAST, sp|P36172|VBA5_YEAST, sp|P50080|AZR1_YEAST
OG0000100			sp|P0CI67|YHU3_YEAST, sp|P32768|FLO1_YEAST, sp|P36170|FLO10_YEAST, sp|P38894|FLO5_YEAST, sp|P39712|FLO9_YEAST, sp|Q6B2U8|TDA8_YEAST
OG0000101	tr|W0TEY4|W0TEY4_KLUMD	tr|A0A1D8NP99|A0A1D8NP99_YARLL, tr|Q8J0M2|Q8J0M2_YARLL, tr|Q9P8M1|Q9P8M1_YARLL	sp|P18238|ADT3_YEAST
OG0000102	tr|W0TFJ9|W0TFJ9_KLUMD, tr|W0TGC2|W0TGC2_KLUMD	tr|A0A1D8NKG1|A0A1D8NKG1_YARLL	sp|P05738|RL9A_YEAST, sp|P51401|RL9B_YEAST
OG0000103	tr|W0T5H6|W0T5H6_KLUMD	tr|A0A1D8N833|A0A1D8N833_YARLL, tr|A0A1D8NGH8|A0A1D8NGH8_YARLL	sp|P38331|YB92_YEAST, sp|P53144|YGK1_YEAST
OG0000104	tr|W0TD08|W0TD08_KLUMD, tr|W0TE03|W0TE03_KLUMD	tr|A0A1D8N6V3|A0A1D8N6V3_YARLL	sp|P06208|LEU1_YEAST, sp|Q12166|LEU9_YEAST
OG0000105	tr|W0T4C5|W0T4C5_KLUMD, tr|W0TB36|W0TB36_KLUMD	tr|A0A1D8NAD6|A0A1D8NAD6_YARLL	sp|P25567|SRO9_YEAST, sp|Q12034|SLF1_YEAST
OG0000106	tr|W0TAP3|W0TAP3_KLUMD, tr|W0TCQ2|W0TCQ2_KLUMD, tr|W0TGE9|W0TGE9_KLUMD	tr|A0A1D8NIW9|A0A1D8NIW9_YARLL	sp|P38358|VBA2_YEAST
OG0000107	tr|W0TC13|W0TC13_KLUMD, tr|W0TC18|W0TC18_KLUMD	tr|A0A1D8NNW6|A0A1D8NNW6_YARLL, tr|A0A1H6PVR5|A0A1H6PVR5_YARLL	sp|P0CE41|HAP1_YEAST
OG0000108	tr|W0TFT5|W0TFT5_KLUMD, tr|W0THD8|W0THD8_KLUMD, tr|W0TJ94|W0TJ94_KLUMD	tr|A0A1D8NFB7|A0A1D8NFB7_YARLL	sp|P32901|PTR2_YEAST
OG0000109	tr|W0T5S6|W0T5S6_KLUMD, tr|W0TI30|W0TI30_KLUMD	tr|A0A1D8NQN2|A0A1D8NQN2_YARLL	sp|P48570|HOSC_YEAST, sp|Q12122|HOSM_YEAST
OG0000110	tr|W0TDN9|W0TDN9_KLUMD	tr|A0A1D8NDC6|A0A1D8NDC6_YARLL, tr|A0A1H6Q0Q0|A0A1H6Q0Q0_YARLL	sp|P0C0W1|RS22A_YEAST, sp|Q3E7Y3|RS22B_YEAST
OG0000111	tr|W0T8T0|W0T8T0_KLUMD, tr|W0TCW1|W0TCW1_KLUMD	tr|A0A1D8NJN9|A0A1D8NJN9_YARLL	sp|P14681|KSS1_YEAST, sp|P16892|FUS3_YEAST
OG0000112	tr|W0T640|W0T640_KLUMD, tr|W0TAD9|W0TAD9_KLUMD, tr|W0TC20|W0TC20_KLUMD	tr|A0A1H6Q4T4|A0A1H6Q4T4_YARLL	sp|P32891|DLD1_YEAST
OG0000113	tr|W0TBI1|W0TBI1_KLUMD, tr|W0TEG4|W0TEG4_KLUMD	tr|A0A1D8NLW5|A0A1D8NLW5_YARLL	sp|P21954|IDHP_YEAST, sp|P41939|IDHC_YEAST
OG0000114	tr|W0T709|W0T709_KLUMD	tr|A0A1D8NQP7|A0A1D8NQP7_YARLL	sp|P53891|YNQ5_YEAST, sp|P54005|DIA1_YEAST, sp|Q08909|YO385_YEAST
OG0000115	tr|W0T3V7|W0T3V7_KLUMD, tr|W0T6K7|W0T6K7_KLUMD	tr|A0A1D8N8H5|A0A1D8N8H5_YARLL	sp|P04817|CAN1_YEAST, sp|P32487|LYP1_YEAST
OG0000116	tr|W0TD32|W0TD32_KLUMD, tr|W0TFU4|W0TFU4_KLUMD	tr|A0A1D8N742|A0A1D8N742_YARLL	sp|P38344|REI1_YEAST, sp|Q06709|REH1_YEAST
OG0000117	tr|W0T6F3|W0T6F3_KLUMD, tr|W0TI79|W0TI79_KLUMD	tr|A0A1H6PTW8|A0A1H6PTW8_YARLL	sp|P27810|KTR1_YEAST, sp|P38130|KTR3_YEAST
OG0000118	tr|W0TDL4|W0TDL4_KLUMD	tr|A0A1D8N3V4|A0A1D8N3V4_YARLL, tr|A0A1D8N7H8|A0A1D8N7H8_YARLL	sp|P35210|SPT23_YEAST, sp|P40578|MGA2_YEAST
OG0000119	tr|W0TH24|W0TH24_KLUMD, tr|W0THM7|W0THM7_KLUMD	tr|A0A1H6QCH4|A0A1H6QCH4_YARLL	sp|Q03419|IZH1_YEAST, sp|Q12442|IZH2_YEAST
OG0000120	tr|W0TFM3|W0TFM3_KLUMD	tr|A0A1H6PWQ8|A0A1H6PWQ8_YARLL, tr|A0A1H6Q2Y2|A0A1H6Q2Y2_YARLL	sp|Q08913|FEX1_YEAST, sp|Q08991|FEX2_YEAST
OG0000121	tr|W0T887|W0T887_KLUMD, tr|W0TAZ7|W0TAZ7_KLUMD	tr|A0A1D8NCI1|A0A1D8NCI1_YARLL, tr|A0A1D8NQ13|A0A1D8NQ13_YARLL	sp|Q02933|RNY1_YEAST
OG0000122	tr|W0TB33|W0TB33_KLUMD	tr|A0A1D8NJA6|A0A1D8NJA6_YARLL	sp|P43544|SNO3_YEAST, sp|P53823|SNO2_YEAST, sp|Q03144|SNO1_YEAST
OG0000123	tr|W0T484|W0T484_KLUMD, tr|W0T7R4|W0T7R4_KLUMD	tr|A0A1D8NBY4|A0A1D8NBY4_YARLL	sp|P31379|LDS1_YEAST, sp|Q08219|RRT8_YEAST
OG0000124	tr|W0TEE5|W0TEE5_KLUMD, tr|W0TFI9|W0TFI9_KLUMD	tr|A0A1D8N7G6|A0A1D8N7G6_YARLL	sp|P81451|ATP19_YEAST, sp|Q3E824|YO020_YEAST
OG0000125	tr|W0TFW1|W0TFW1_KLUMD, tr|W0THU8|W0THU8_KLUMD	tr|A0A1D8N911|A0A1D8N911_YARLL, tr|A0A1D8NHB0|A0A1D8NHB0_YARLL, tr|A0A1D8NHY9|A0A1D8NHY9_YARLL	
OG0000126	tr|W0TDZ5|W0TDZ5_KLUMD	tr|A0A1D8N5S5|A0A1D8N5S5_YARLL, tr|A0A1D8N8E0|A0A1D8N8E0_YARLL, tr|A0A1D8NGJ5|A0A1D8NGJ5_YARLL	sp|Q03690|CLU_YEAST
OG0000127	tr|W0T9L2|W0T9L2_KLUMD, tr|W0TGK2|W0TGK2_KLUMD	tr|A0A1H6Q428|A0A1H6Q428_YARLL	sp|Q08268|MCH4_YEAST, sp|Q08777|MCH5_YEAST
OG0000128	tr|W0T4N5|W0T4N5_KLUMD, tr|W0TBZ3|W0TBZ3_KLUMD	tr|A0A1D8N8J7|A0A1D8N8J7_YARLL	sp|P25358|ELO2_YEAST, sp|P40319|ELO3_YEAST
OG0000129	tr|W0TAG6|W0TAG6_KLUMD		sp|P42883|THI12_YEAST, sp|P43534|THI5_YEAST, sp|P47183|THI11_YEAST, sp|Q07748|THI13_YEAST
OG0000130	tr|W0T8Z9|W0T8Z9_KLUMD, tr|W0TG66|W0TG66_KLUMD	tr|A0A1D8NIU5|A0A1D8NIU5_YARLL	sp|P32331|YMC1_YEAST, sp|P38087|YMC2_YEAST
OG0000131	tr|W0T2J7|W0T2J7_KLUMD, tr|W0T3Z0|W0T3Z0_KLUMD, tr|W0T8G1|W0T8G1_KLUMD	tr|A0A1D8NA10|A0A1D8NA10_YARLL	sp|P33338|SLA2_YEAST
OG0000132	tr|W0T6B0|W0T6B0_KLUMD, tr|W0TI87|W0TI87_KLUMD	tr|A0A1D8NI35|A0A1D8NI35_YARLL	sp|P32854|PEP12_YEAST, sp|Q12241|VAM3_YEAST
OG0000133	tr|W0TCP7|W0TCP7_KLUMD	tr|A0A1D8N5Z3|A0A1D8N5Z3_YARLL, tr|A0A1D8NCJ5|A0A1D8NCJ5_YARLL, tr|A0A1D8NNZ3|A0A1D8NNZ3_YARLL	sp|Q03973|HMO1_YEAST
OG0000134	tr|W0T8U8|W0T8U8_KLUMD	tr|A0A1D8NKV7|A0A1D8NKV7_YARLL, tr|A0A1H6PSZ2|A0A1H6PSZ2_YARLL	sp|P05744|RL33A_YEAST, sp|P41056|RL33B_YEAST
OG0000135	tr|W0TE99|W0TE99_KLUMD, tr|W0TEY9|W0TEY9_KLUMD	tr|A0A1D8NQM3|A0A1D8NQM3_YARLL, tr|Q9HFV0|Q9HFV0_YARLL	sp|P09440|C1TM_YEAST
OG0000136	tr|W0T9D5|W0T9D5_KLUMD, tr|W0TB13|W0TB13_KLUMD	tr|A0A1D8NN49|A0A1D8NN49_YARLL	sp|P40169|YNT4_YEAST, sp|Q07651|FMP45_YEAST
OG0000137	tr|W0T8S0|W0T8S0_KLUMD	tr|A0A1D8NGI1|A0A1D8NGI1_YARLL, tr|A0A1D8NKX0|A0A1D8NKX0_YARLL, tr|A0A1D8NLA2|A0A1D8NLA2_YARLL, tr|A0A1D8NPZ9|A0A1D8NPZ9_YARLL	
OG0000138	tr|W0TFH8|W0TFH8_KLUMD	tr|A0A1D8NA94|A0A1D8NA94_YARLL, tr|A0A1H6PU54|A0A1H6PU54_YARLL	sp|P10870|SNF3_YEAST, sp|Q12300|RGT2_YEAST
OG0000139	tr|W0T5I8|W0T5I8_KLUMD, tr|W0TC07|W0TC07_KLUMD	tr|A0A1H6PU67|A0A1H6PU67_YARLL	sp|P32468|CDC12_YEAST, sp|P41901|SPR3_YEAST
OG0000140	tr|W0T6V5|W0T6V5_KLUMD	tr|A0A1H6Q640|A0A1H6Q640_YARLL	sp|Q06490|THI22_YEAST, sp|Q08224|THI20_YEAST, sp|Q08975|THI21_YEAST
OG0000141	tr|W0T4P3|W0T4P3_KLUMD, tr|W0T815|W0T815_KLUMD	tr|A0A1D8NQA0|A0A1D8NQA0_YARLL	sp|P33420|NIP80_YEAST, sp|P53904|TBCB_YEAST
OG0000142	tr|W0T4T1|W0T4T1_KLUMD, tr|W0TH25|W0TH25_KLUMD	tr|A0A1H6PZX9|A0A1H6PZX9_YARLL	sp|P02293|H2B1_YEAST, sp|P02294|H2B2_YEAST
OG0000143	tr|W0TEU0|W0TEU0_KLUMD, tr|W0TJS8|W0TJS8_KLUMD	tr|A0A1D8NDN7|A0A1D8NDN7_YARLL	sp|Q04053|SNX41_YEAST, sp|Q07528|ATG20_YEAST
OG0000144	tr|W0T7P1|W0T7P1_KLUMD, tr|W0TJJ1|W0TJJ1_KLUMD	tr|A0A1H6PIX6|A0A1H6PIX6_YARLL	sp|P53252|PIL1_YEAST, sp|Q12230|LSP1_YEAST
OG0000145	tr|W0T8G4|W0T8G4_KLUMD	tr|A0A1D8N3Q2|A0A1D8N3Q2_YARLL, tr|A0A1D8NDH5|A0A1D8NDH5_YARLL, tr|A0A1D8NDL2|A0A1D8NDL2_YARLL	sp|P40088|FTR1_YEAST
OG0000146	tr|W0TDF7|W0TDF7_KLUMD	tr|A0A1D8NLQ8|A0A1D8NLQ8_YARLL, tr|A0A1H6Q092|A0A1H6Q092_YARLL	sp|Q03081|MET31_YEAST, sp|Q12041|MET32_YEAST
OG0000147	tr|W0TFQ4|W0TFQ4_KLUMD	tr|A0A1D8N5Q0|A0A1D8N5Q0_YARLL	sp|Q08912|YO389_YEAST, sp|Q08989|YP277_YEAST, sp|Q08990|YP278_YEAST
OG0000148	tr|W0TAP8|W0TAP8_KLUMD, tr|W0TCN6|W0TCN6_KLUMD	tr|A0A1D8N884|A0A1D8N884_YARLL, tr|A0A1H6PLT7|A0A1H6PLT7_YARLL	sp|Q12096|GNT1_YEAST
OG0000149	tr|W0T4J1|W0T4J1_KLUMD, tr|W0T647|W0T647_KLUMD	tr|A0A1D8NGU6|A0A1D8NGU6_YARLL	sp|P38143|GPX2_YEAST, sp|P40581|GPX3_YEAST
OG0000150	tr|W0TE00|W0TE00_KLUMD	tr|A0A1D8N8F1|A0A1D8N8F1_YARLL, tr|A0A1D8NA57|A0A1D8NA57_YARLL, tr|A0A1H6PXS4|A0A1H6PXS4_YARLL	sp|P38867|YHX7_YEAST
OG0000151	tr|W0TGF1|W0TGF1_KLUMD	tr|A0A1D8NLE7|A0A1D8NLE7_YARLL, tr|A0A1H6PSS7|A0A1H6PSS7_YARLL	sp|P23900|FPS1_YEAST, sp|P43549|YFF4_YEAST
OG0000152	tr|W0T2X2|W0T2X2_KLUMD, tr|W0T555|W0T555_KLUMD	tr|A0A1D8NEV4|A0A1D8NEV4_YARLL	sp|Q05015|FSH2_YEAST, sp|Q99369|FSH3_YEAST
OG0000153	tr|W0T8N0|W0T8N0_KLUMD	tr|A0A1D8NHD5|A0A1D8NHD5_YARLL, tr|A0A1H6PJS9|A0A1H6PJS9_YARLL	sp|P12688|YPK1_YEAST, sp|P18961|YPK2_YEAST
OG0000154	tr|W0T694|W0T694_KLUMD	tr|A0A1D8N8K8|A0A1D8N8K8_YARLL	sp|P36156|GTO2_YEAST, sp|P48239|GTO1_YEAST, sp|Q04806|GTO3_YEAST
OG0000155	tr|W0THT3|W0THT3_KLUMD	tr|A0A1D8NPY9|A0A1D8NPY9_YARLL	sp|Q04898|YM99_YEAST, sp|Q08985|SAM4_YEAST, sp|Q12525|MHT1_YEAST
OG0000156	tr|W0TDI8|W0TDI8_KLUMD, tr|W0TJT9|W0TJT9_KLUMD	tr|A0A1D8NMV7|A0A1D8NMV7_YARLL	sp|P0CT04|IPB2_YEAST, sp|P38841|YHT8_YEAST
OG0000157	tr|W0T333|W0T333_KLUMD, tr|W0THY4|W0THY4_KLUMD	tr|A0A1D8NNY3|A0A1D8NNY3_YARLL	sp|P39005|KRE9_YEAST, sp|P50112|KNH1_YEAST
OG0000158	tr|W0TEZ4|W0TEZ4_KLUMD	tr|A0A1D8NE03|A0A1D8NE03_YARLL	sp|P06169|PDC1_YEAST, sp|P16467|PDC5_YEAST, sp|P26263|PDC6_YEAST
OG0000159	tr|W0T285|W0T285_KLUMD, tr|W0T3Q4|W0T3Q4_KLUMD	tr|A0A1H6PQK0|A0A1H6PQK0_YARLL	sp|P25370|GFD2_YEAST, sp|Q04408|YD514_YEAST
OG0000160	tr|W0T7I9|W0T7I9_KLUMD	tr|A0A1H6PVK5|A0A1H6PVK5_YARLL	sp|P33309|DOM34_YEAST, sp|P87012|YC01A_YEAST, sp|Q96VH2|YC01B_YEAST
OG0000161	tr|W0T6V9|W0T6V9_KLUMD, tr|W0T7H7|W0T7H7_KLUMD	tr|A0A1D8NFY9|A0A1D8NFY9_YARLL	sp|P36044|MNN4_YEAST, sp|P40355|YJ31_YEAST
OG0000162	tr|W0TEK4|W0TEK4_KLUMD	tr|A0A1D8NCS9|A0A1D8NCS9_YARLL, tr|A0A1D8NIE3|A0A1D8NIE3_YARLL, tr|A0A1H6PPX4|A0A1H6PPX4_YARLL	sp|P32573|SPS19_YEAST
OG0000163	tr|W0T859|W0T859_KLUMD, tr|W0TAT0|W0TAT0_KLUMD	tr|A0A1H6PZF2|A0A1H6PZF2_YARLL	sp|P22470|SAN1_YEAST, sp|P38239|YBR2_YEAST
OG0000164	tr|W0T795|W0T795_KLUMD	tr|A0A1D8NBV6|A0A1D8NBV6_YARLL, tr|A0A1D8NGN8|A0A1D8NGN8_YARLL, tr|A0A1H6Q395|A0A1H6Q395_YARLL	sp|P38151|PBP2_YEAST
OG0000165	tr|W0TCP6|W0TCP6_KLUMD	tr|A0A1D8NJC8|A0A1D8NJC8_YARLL, tr|A0A1H6PI16|A0A1H6PI16_YARLL	sp|P53121|FLC3_YEAST, sp|Q08967|FLC1_YEAST
