uniprotID_CENPK	GeneName_CENPK	uniprotID_S288c	GeneName_S288C	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C
N1P5I9	CENPK1137D_130	Q03161	YMR099C	7.366103881	7.338913681	7.346352004	7.49423746	7.458350686	7.463617369	7.405670226	7.379052732	7.34893286	7.302374136	7.25891864	7.232999305
N1P962	CENPK1137D_4400	P25375	YCL057W	6.418599909	6.395514149	6.402359152	6.439152097	6.412492248	6.419237057	6.513870193	6.506743279	6.454673647	6.658525204	6.669574727	6.631827109
N1P016	CENPK1137D_706	P32499	YLR335W	6.270248939	6.318973626	6.365928605	6.544147707	6.572539457	6.617837608	6.489734998	6.527480886	6.542194523	6.49087503	6.542720667	6.565111179
N1NYW5	CENPK1137D_819	P05739	YLR448W	8.430556849	8.376284171	8.458590014	8.425545736	8.354047236	8.405128814	8.486853128	8.529714776	8.562374962	8.41736317	8.414496204	8.464034996
N1P3A6	CENPK1137D_2187	P13188	YOR168W	7.191293652	7.161043528	7.160833847	7.077676423	7.0368091	7.012960785	7.061802279	7.088475049	7.0770941	7.108451439	7.1040857	7.112387144
N1P8K3	CENPK1137D_4811	P32570	YBR253W	6.424780343	6.594707358	6.639882841	6.593775882	6.756799208	6.762533523	6.398867342	6.555243935	6.614210757	6.419723949	6.595512085	6.599219882
N1NXI0	CENPK1137D_2595	P39013	YNL084C	6.654691606	6.503099688	6.643607815	6.894906241	6.740552043	6.937096522	6.916866305	6.833690457	6.816626514	6.551944961	6.569983899	6.624790849
N1P8M8	CENPK1137D_1315	P22696	YJR017C	7.092075644	7.161259174	7.210203822	7.235593388	7.250274951	7.270748804	7.070372579	7.078909634	7.159068683	7.153467762	7.182060662	7.195078692
N1P800	CENPK1137D_4581	P23833	YBR037C	6.40857035	6.347790811	6.373357077	6.494644873	6.492427431	6.455973331	6.33637815	6.350324273	6.283228538	6.303242891	6.353471447	6.36392722
N1P6H4	CENPK1137D_480	Q12255	YLR093C	6.516096284	6.688142997	6.907788477	7.038738875	7.041281072	7.165982111	6.977795728	7.052293423	7.087245448	6.974949521	7.023003433	7.101697291
N1NVI8	CENPK1137D_1691	P53600	YPL010W	7.05582492	7.142190525	7.186371165	7.125936619	7.13955632	7.172459256	7.212038335	7.241681719	7.214070504	7.250660369	7.298911749	7.281784065
N1NY48	CENPK1137D_13	P32340	YML120C	7.701569541	7.684245871	7.660609993	7.554046228	7.558084095	7.518102386	7.530923219	7.520909487	7.531746985	7.816250758	7.803998539	7.792942605
N1NZD1	CENPK1137D_2559	P07213	YNL121C	7.592263787	7.648539659	7.705723297	7.636680017	7.666814397	7.693816934	7.619275719	7.734055143	7.720563285	7.728467648	7.796504405	7.829360308
N1P4T9	CENPK1137D_3972	P19262	YDR148C	8.254590016	8.255646255	8.301566312	8.453931944	8.45220378	8.467864314	8.367526353	8.375513574	8.373191199	8.461986659	8.470164253	8.474659954
N1P3Z1	CENPK1137D_3176	P42942	YGR210C	6.497699142	6.64218313	6.663535575	6.734863729	6.733007727	6.726815268	6.530399633	6.628696801	6.625630637	6.497963452	6.577486976	6.588373406
N1NYZ0	CENPK1137D_2349	P22203	YOR332W	7.694520875	7.750348524	7.708127351	7.59666783	7.582128712	7.515147434	7.518607463	7.5315222	7.569200888	7.748247877	7.696883582	7.715179645
N1NYL3	CENPK1137D_41	Q03690	YMR012W	7.230318343	7.218015405	6.999961076	6.975440623	7.031596971	6.799837025	6.981473499	6.912733246	6.888921841	7.038318357	6.972162098	6.903820992
N1P809	CENPK1137D_1010	P21576	YKR001C	6.65928803	6.629676035	6.58917691	6.818068746	6.768177543	6.751307001	6.738906037	6.702057343	6.622171516	6.676389815	6.636416196	6.602878188
N1NZ84	CENPK1137D_356	P41818	YMR311C	6.594773025	6.569366145	6.699218753	6.802284363	6.760334271	6.889319098	6.746172435	6.751688255	6.782853425	6.74406349	6.871478813	6.863235066
N1P308	CENPK1137D_1187	P32332	YKL120W	7.267482067	7.330707799	7.342076284	7.379599204	7.388246636	7.404646324	7.440469454	7.452253465	7.422230165	7.338624798	7.35628839	7.36630409
N1NYW3	CENPK1137D_353	P32337	YMR308C	6.821844368	6.907805878	6.950992393	7.014620189	7.048604717	7.101826583	6.973022886	7.028445446	7.051641172	7.047991529	7.081542169	7.136035978
N1P119	CENPK1137D_5219	P38737	YHL030W	6.297133428	6.346904656	6.353005999	6.370955681	6.384302338	6.417095244	6.467821417	6.483480469	6.484134893	6.533165667	6.551892003	6.57170885
N1NYG1	CENPK1137D_619	Q01662	YLR244C	7.725040014	7.635584644	7.625899688	7.678086742	7.677419478	7.70765178	7.780540603	7.757348175	7.661123475	7.573110989	7.562790359	7.547923678
N1NXI4	CENPK1137D_224	Q04201	YML101C	7.136109197	7.070420845	7.077476708	7.395608101	7.272738217	7.23156359	7.15973508	7.09321415	7.094946276	7.319414488	7.340054445	7.300089289
N1NZA5	CENPK1137D_2524	P53897	YNL157W	7.103994886	7.127194578	7.131485435	7.093429995	7.093631569	7.076651273	7.100976744	7.111867797	7.121148391	6.685415406	6.775941557	6.98072943
N1P601	CENPK1137D_3826	P41920	YDR002W	6.722329714	6.779223277	6.576184887	6.945246763	6.728268208	6.704454083	6.711607877	6.609594548	6.665200244	6.621080924	6.498864185	6.342124762
N1NX39	CENPK1137D_1584	Q02959	YPL116W	6.325316772	6.288337281	6.249685272	6.296806849	6.354386764	6.328668545	6.120929717	6.06394007	6.11421699	6.10685324	6.096982902	6.144165847
N1P7P9	CENPK1137D_890	P22217	YLR043C	7.222581159	7.253687697	7.219245771	7.403986493	7.281633427	7.277417022	7.400072081	7.422258441	7.290707633	7.003020682	6.99068147	6.829303959
N1P169	CENPK1137D_1388	P33303	YJR095W	7.161271749	7.192640183	7.129649729	7.257309033	7.235337467	7.209136177	7.190928836	7.181894742	7.05903933	7.107991081	7.055371291	6.95752249
N1NXJ2	CENPK1137D_2378	P21242	YOR362C	7.548828254	7.465013503	7.593083515	7.770855432	7.707312379	7.79458086	7.708302873	7.671326274	7.656692877	7.702442048	7.714682723	7.71749856
N1P5Y9	CENPK1137D_3739	Q07505	YDL086W	7.139180254	7.18673368	7.245758566	7.244669341	7.281811916	7.302132155	7.13957132	7.181224174	7.208257256	7.111406652	7.149555518	7.17356435
N1P632	CENPK1137D_345	P04046	YMR300C	7.468352988	7.518511577	7.573554679	7.435049107	7.485459513	7.449395321	7.546358454	7.537135305	7.536652479	7.572103342	7.599670357	7.612643867
N1P917	CENPK1137D_4934	P39726	YAL044C	7.385059438	7.350288371	7.29668066	7.330858439	7.276204517	7.239874649	7.32480433	7.298908191	7.26051032	7.055744766	6.974428439	6.876920374
N1P4J3	CENPK1137D_3259	P13711	YGL205W	6.859164057	6.873991835	6.881894714	6.856932257	6.848934454	6.864846131	7.005714811	7.015515	6.990436994	7.003978608	7.020426589	7.02158946
N1P4H2	CENPK1137D_3336	P07283	YFL045C	7.64289415	7.596825533	7.621380054	7.623862165	7.563864871	7.589324234	7.759686641	7.720610757	7.71390301	7.501362086	7.462078667	7.461212296
N1P5X9	CENPK1137D_3729	Q12377	YDL097C	6.849121285	7.034924019	7.200447317	7.24493501	7.184104953	7.239901328	7.318342782	7.345974003	7.362068923	7.246062158	7.341623854	7.400999042
N1P9X9	CENPK1137D_3153	P53301	YGR189C	7.374471956	7.427755845	7.427735444	7.28580519	7.451081748	7.418006804	7.109148647	7.15480296	7.282938313	7.355884733	7.374409589	7.476401121
N1P774	CENPK1137D_3565	Q01477	YER151C	6.826597403	6.968991824	7.048768091	6.993376947	7.066360541	7.078086715	7.020991124	7.016808891	7.008230599	7.10401194	7.167343045	7.207173953
N1P4Q9	CENPK1137D_5282	P23291	YHR135C	6.436940829	6.55087237	6.519918837	6.368726584	6.428596248	6.367691029	6.306049998	6.311299567	6.295883755	6.357272648	6.359313812	6.35569217
N1P8P8	CENPK1137D_4774			7.360381539	7.253733255	7.320995012	7.067395787	7.151791769	7.100450582	7.089071192	7.097394787	7.176662505	6.998997871	7.010050299	7.03470521
N1P720	CENPK1137D_3505	P38628	YEL058W	6.854297786	6.849491708	6.855756499	6.718242347	6.678309288	6.677954621	6.874098432	6.907118557	6.79495865	6.723462645	6.762968017	6.734254731
N1P637	CENPK1137D_4432	P16649	YCR084C	7.262888767	7.356031709	7.266947167	7.318678723	7.292104287	7.247589364	7.193009555	7.113898448	7.174809698	7.387665004	7.372842277	7.30660195
N1PAI7	CENPK1137D_4193	Q12458	YDR368W	7.173042592	7.19784117	7.221537494	7.263898647	7.2893617	7.294996944	7.293742085	7.329716893	7.339510247	7.490039389	7.49752249	7.483202646
N1P3N8	CENPK1137D_1417	P40893	YJL217W	6.57661266	6.637228993	6.562884692	6.739522814	6.639418233	6.656129294	6.553311317	6.383486403	6.40498808	6.625199641	6.403421665	6.309872483
N1P172	CENPK1137D_5289	P0CX28 P0CX27	YHR141C YNL162W	8.080776505	8.005456494	8.017382969	8.040055959	7.994060397	7.867607363	8.131348484	8.17431662	8.10537519	8.146966286	8.148921727	8.146797019
N1NZ74	CENPK1137D_341	P25045	YMR296C	6.517667727	6.537478946	6.568256172	6.396900463	6.443087101	6.406655168	6.487669831	6.528730135	6.556345647	6.554754065	6.58558815	6.607414504
N1P3Q6	CENPK1137D_2964	P05030	YGL008C	6.374273095	6.436826551	6.193616244	6.643732497	6.578022651	6.635360176	6.833072343	6.87377516	6.612851985	6.820525161	6.854391782	6.822792201
N1P418	CENPK1137D_2442	P81451	YOL077W-A	7.524635436	7.537867363	7.530765315	7.439707437	7.524392375	7.497415941	7.359063988	7.422892236	7.454447618	7.620320542	7.666908316	7.673096227
N1NY39	CENPK1137D_2668	P25294	YNL007C	7.397128415	7.373481325	7.381070374	7.617606485	7.587403193	7.619240532	7.580770842	7.58133906	7.552474506	7.576421343	7.580834173	7.578978768
N1P4S9	CENPK1137D_3329	P04806	YFR053C	7.563253278	7.517476892	7.526274948	7.73541174	7.699994251	7.707533383	7.766600025	7.73645869	7.711400363	7.743373061	7.712989026	7.700535847
N1P652	CENPK1137D_4457	P17709	YCL040W	6.337142841	6.233024928	6.281979195	6.458057939	6.421569942	6.490526833	6.552065979	6.538633293	6.462847866	6.457046881	6.475463098	6.482789212
N1P6L0	CENPK1137D_4036	P12612	YDR212W	6.575983579	6.602564871	6.63028055	6.481245417	6.524865402	6.51735689	6.362479334	6.392685096	6.473019629	6.576901194	6.5822704	6.618266666
N1P9S0	CENPK1137D_4925	P02294	YBL002W	6.577605713	6.42428184	6.376943744	6.162370193	6.326772374	6.156384962	5.914198486	6.0329377	6.123101449	6.189776418	6.164070564	6.126374224
I9KWR6	CENPK1137D_2820			7.485306371	7.385577429	7.369342025	7.661310113	7.567363042	7.557944564	7.786673037	7.707058121	7.607911256	7.190466711	7.148046473	7.096451391
N1NWB4	CENPK1137D_1753	P11632	YPR052C	6.526256025	6.612544698	6.551879673	6.379693084	6.407493483	6.385582056	6.533517543	6.499339384	6.570400389	6.449114542	6.447137466	6.413699742
N1P5T0	CENPK1137D_3761	Q07418	YDL065C	5.959075461	6.124191844	6.057322563	6.25419038	6.303230445	6.373215582	6.0673338	6.086165378	6.089436158	6.092121036	6.177754488	6.16569359
N1PA39	CENPK1137D_3453	P40032	YER049W	7.096366346	7.062855093	7.029595054	6.987100062	6.988946123	6.946192739	7.026991944	6.983550437	6.96556868	7.27258222	7.102892049	7.127646513
N1PAT3	CENPK1137D_4673	Q00764	YBR126C	6.791057508	6.819032075	6.807402615	7.000125609	7.020575083	7.004492067	6.909513566	6.934549435	6.89686254	6.850753829	6.875783008	6.844194039
N1P430	CENPK1137D_3099	P40961	YGR132C	7.322298936	7.149563783	7.294152018	7.367011494	7.306226572	7.286696868	7.471026476	7.430265972	7.389919376	7.396150447	7.417703542	7.423497375
N1NYK9	CENPK1137D_694	Q12164	YLL023C	6.893205683	6.850151054	6.887352035	7.155975981	7.111100913	7.136210379	7.281908717	7.244124084	7.244931974	7.232287221	7.196218537	7.209577421
N1NYY6	CENPK1137D_844	P54861	YLL001W	7.412008011	7.387031325	7.451431941	7.336443813	7.303704852	7.403587294	7.430678796	7.426680264	7.408632317	7.512527638	7.553448542	7.573793647
N1NY78	CENPK1137D_68	P23642	YML115C	6.640330996	6.691563642	6.742295588	6.862088709	6.789777585	6.881629339	6.912211325	6.835264684	6.838753475	6.655610718	6.734267685	6.706616392
N1NZJ5	CENPK1137D_658	Q05871	YLR284C	6.560637611	6.54595543	6.638790568	6.805684824	6.736196103	6.828909485	6.570173533	6.544515888	6.578971516	6.433725927	6.394180084	6.450689326
N1NW31	CENPK1137D_1598	Q02884	YPL101W	6.771462549	6.785860116	6.804111432	6.710606563	6.794631668	6.780618305	6.668058068	6.862142326	6.82027074	6.857387765	6.966547982	7.046274779
N1NYR2	CENPK1137D_749	P04802	YLL018C	7.792093169	7.851422511	7.866085833	7.688956939	7.751801856	7.760511907	7.67482066	7.730670911	7.765447193	7.91510793	7.966344823	7.987145186
N1NX04	CENPK1137D_2158	P53598	YOR142W	7.905382795	7.89309535	7.925590081	8.012260059	7.984282617	8.008116955	8.043248478	8.032867359	8.009590228	7.82532896	7.843787073	7.837618295
N1PA89	CENPK1137D_3703	P25037	YDL122W	6.413495475	6.434568022	6.50672683	6.61277042	6.601178163	6.656167907	6.558270089	6.598010196	6.553394352	6.62787323	6.695763077	6.691588043
N1NZE5	CENPK1137D_426 CENPK1137D_4276	P0CX56 P0CX55	YML026C YDR450W	7.076385895	6.992084947	7.082027378	7.345903553	7.187565438	7.328142632	7.43101961	7.382572305	7.369074919	7.314490232	7.350920202	7.358310696
N1P6K5	CENPK1137D_3924	Q03862	YDR101C	6.786649585	6.71722534	6.645582877	6.677958779	6.530889934	6.46750622	6.721240157	6.592146488	6.567888944	6.710039226	6.626683598	6.554859594
N1P1J4	CENPK1137D_1336	P0CS90	YJR045C	8.111427403	8.070750847	8.093339588	8.308461882	8.269073298	8.283594776	8.269079366	8.242723317	8.241558416	8.358654986	8.339384115	8.344055168
N1PAX7	CENPK1137D_4893	P18239	YBL030C	7.31407725	7.283739604	7.264570268	7.345198505	7.316801266	7.301426283	7.49499108	7.46777843	7.42110521	7.528617166	7.508393761	7.485071344
N1P553	CENPK1137D_5422	P38764	YHR027C	6.444104138	6.524103447	6.514418034	6.402612272	6.388257486	6.410310137	6.367813294	6.352740038	6.399611791	6.56893829	6.527327858	6.579620342
N1P486	CENPK1137D_3772	P41940	YDL055C	6.190946852	6.086547951	6.269525672	6.461377318	6.361950723	6.486261335	6.360065749	6.330676137	6.24163341	6.410129891	6.377833314	6.340335753
N1P3G7	CENPK1137D_2854	P53130	YGL121C	7.196167428	7.227483996	7.163107786	7.23767129	7.253983943	7.139644398	7.097455361	7.160215078	6.971848932	6.639796082	6.685435717	6.53524355
N1P1C9	CENPK1137D_1266	P47057	YJL036W	6.128367349	6.218694194	6.191735805	6.406739739	6.356505534	6.414489584	6.202387937	6.236629822	6.222515472	6.116630233	6.139332702	6.254299333
N1P2N6	CENPK1137D_5221	P38797	YHR076W	6.699159484	6.682115428	6.804046933	6.840128266	6.812615068	6.923560081	6.859629452	6.841884811	6.881943329	6.783855369	6.759818187	6.830057996
N1PA86	CENPK1137D_3688	P19881	YDL236W	6.9141604	6.965944561	6.947265199	6.643555085	6.831559483	6.623074262	6.632519624	6.770478681	6.709845457	6.974017989	6.95573279	6.81873815
N1P4U6	CENPK1137D_3456	P10869	YER052C	6.715005655	6.697427663	6.480126358	6.689503569	6.553951552	6.515577661	6.530078726	6.443932117	6.389623232	6.546324272	6.418214936	6.363947722
N1PAP8	CENPK1137D_4498	P25348	YCR003W	6.49162833	6.409496235	6.524258695	6.682892703	6.642875753	6.819225903	6.793844894	6.802015053	6.722264576	6.750715362	6.85873778	6.88914923
N1P5U6	CENPK1137D_3704	Q07541	YDL121C	6.815958873	6.839602874	6.922303286	6.889722451	6.903454007	6.94878453	6.976315969	6.994228124	6.994612541	6.924110931	6.928615766	6.992086006
N1P0T6	CENPK1137D_5124	P26784	YIL133C	7.943847321	7.95293242	7.988399164	7.889168163	7.918313309	7.909963555	8.017216866	8.045317861	7.983225342	7.993840876	7.985431952	7.959660034
N1NXQ0	CENPK1137D_2468	P11938	YNL216W	6.197029602	5.965398615	6.092941721	6.647154855	6.439662933	6.613132208	6.575778973	6.565828063	6.271561565	6.389499406	6.401050425	6.355039342
N1P5U7	CENPK1137D_3776	P35197	YDL226C	6.899287505	6.987553916	7.033356764	6.788549404	6.958101229	6.878124779	6.787981124	6.934043651	6.965560994	7.016600949	7.09797325	7.065593212
N1P4U9	CENPK1137D_5322	P38861	YHR170W	6.781970443	6.842252361	6.923191381	6.874525841	6.896369976	6.922568812	6.924195695	6.946167153	6.960802676	6.955389453	6.986087002	7.028793973
N1P6M4	CENPK1137D_3954	P32599	YDR129C	7.053170429	7.033270348	7.055555824	7.070983995	7.065992371	7.068903692	7.095886402	7.108936179	7.069162025	6.891379047	6.918942051	6.91306761
N1NZ63	CENPK1137D_2464	P80210	YNL220W	6.654408441	6.69046965	6.566131732	6.666913656	6.602867532	6.591637849	6.513921693	6.391845188	6.487003861	6.723836332	6.743351175	6.65269352
N1PAF2	CENPK1137D_4018	P15424	YDR194C	7.122352074	7.168513443	7.136039332	6.98792597	6.990874641	6.974967506	7.078612935	7.090146574	7.042399726	7.041669148	7.078263351	7.100165123
N1P0Q0	CENPK1137D_5064	P40561	YIR001C	6.382371769	6.428575935	6.318037959	6.39950528	6.409847622	6.289522323	6.220409332	6.150187175	6.117808644	6.320713858	6.280498668	6.178183604
N1P1C7	CENPK1137D_1261			7.108680672	7.149686067	7.259544751	7.292271304	7.308036267	7.337122037	7.239242591	7.287715826	7.300650422	7.225110621	7.329641839	7.31729214
N1P6G4	CENPK1137D_3869	P00942	YDR050C	6.980481131	6.940154452	6.950371147	7.234411511	7.191372427	7.201038486	7.152308148	7.120724355	7.108022947	7.301593313	7.272945728	7.257750931
N1P0X6	CENPK1137D_1056	P25293	YKR048C	7.020688939	7.070493276	7.114142377	7.339697163	7.201671787	7.359799734	7.305172953	7.20635965	7.202868085	6.966915218	7.063517696	7.106691282
N1NXA9	CENPK1137D_119	P40341	YMR089C	6.721127699	6.754467296	6.811968378	6.713027728	6.754780347	6.721340553	6.840726497	6.879291278	6.874634796	6.883684903	6.892410493	6.972904661
N1P778	CENPK1137D_3570	P40093	YER156C	6.695914898	6.749723805	6.751761953	6.478106336	6.537140081	6.516543621	6.461667016	6.545066603	6.606423422	6.621675901	6.616021419	6.655787271
N1P0Z8	CENPK1137D_442	P32353	YLR056W	7.09916978	7.071881953	6.927994043	6.790917021	6.753332987	6.625669535	6.86972938	6.816279586	6.786302967	6.768009456	6.67119725	6.603948454
N1NWY7	CENPK1137D_2320	P07258	YOR303W	7.017193166	7.075572614	6.959538944	7.034857941	6.798458398	6.679560655	7.023922183	6.765635652	6.96808429	7.307980667	7.201133876	7.397519233
N1NW25	CENPK1137D_1583	P15496	YPL117C	6.698826534	6.655978045	6.527883883	6.369017471	6.460378593	6.296394176	6.293935986	6.228848028	6.196354623	6.403580725	6.283620466	6.123863177
N1NWP9	CENPK1137D_1958			6.303351698	6.309827195	6.282335871	6.134614254	6.131415418	6.100806954	6.553019311	6.551857871	6.494274857	6.185167781	6.194455627	6.160981914
N1P4D0	CENPK1137D_2567			6.429601266	6.40198407	6.419855315	6.393924481	6.352673209	6.374540367	6.638198799	6.612630256	6.58937974	6.498588948	6.484312427	6.481937487
N1NZC2	CENPK1137D_401	P00175	YML054C	7.938076935	7.994606037	7.940614201	7.787687814	7.838605058	7.768643181	7.933803153	7.958598075	7.963461589	8.017681578	8.038396113	8.004505715
N1P1L5	CENPK1137D_5444	P37898	YHR047C	7.29486202	7.309405381	7.279526761	7.151579438	7.231913572	7.120004167	7.063957075	7.009264996	7.116143597	7.118563949	7.121726983	7.184778947
N1NW00	CENPK1137D_1700	Q12341	YPL001W	6.524865637	6.581611036	6.609481917	6.699766683	6.675365724	6.738343701	6.659008443	6.662606833	6.635273011	6.792500987	6.798435332	6.817156817
N1P5K3	CENPK1137D_2945	P00931	YGL026C	7.472937115	7.538345483	7.526441735	7.233784638	7.293667155	7.268602959	7.277261711	7.331220894	7.361579146	7.35219274	7.3960383	7.4034612
N1NZN2	CENPK1137D_2674	P40693	YNL002C	6.262009079	6.390984015	6.510540946	6.340058352	6.325305425	6.453478631	6.479717384	6.535437411	6.509295181	6.582219611	6.588790202	6.591405314
N1P0U7	CENPK1137D_1011	P29468	YKR002W	7.053882776	7.068067349	7.149544073	7.149698803	7.103997714	7.131655817	7.051884219	7.073630355	7.11249099	7.141892442	7.216864325	7.262389974
N1NW54	CENPK1137D_1825	Q06505	YPR133C	6.771557238	6.731226918	6.801645974	6.727343664	6.787143886	6.806430614	6.798821004	6.815532518	6.865278017	6.875922255	6.905217039	6.92701549
N1P786	CENPK1137D_730	Q3E795	YLR361C-A	7.103698696	7.176120931	7.234462661	7.39777179	7.412793999	7.509773551	7.198991192	7.24220462	7.228621041	7.344533393	7.39018155	7.396022165
N1P6W7	CENPK1137D_3445	P40030	YER044C	6.903275779	6.82297769	6.876763492	6.668613578	6.644824435	6.624920352	6.820547392	6.818871088	6.676384824	6.607833029	6.677046798	6.581400445
N1NZK1	CENPK1137D_476	P52893	YLR089C	6.684821484	6.659071793	6.620087434	6.551077231	6.452055804	6.42788705	6.696294143	6.613621541	6.518916823	6.531033594	6.513397974	6.546948556
N1PAF1	CENPK1137D_4013	P39079	YDR188W	7.086567123	7.139023571	7.078129034	7.071838901	7.077789656	7.037975144	6.983411095	6.939845434	7.02018324	7.089467122	7.097563867	7.09315644
N1P801	CENPK1137D_4479			7.232483173	7.204621088	7.238700132	7.415684456	7.380361163	7.390086706	7.298684437	7.289071626	7.23190888	7.279012094	7.286537181	7.23001785
N1NWS2	CENPK1137D_2225	P39683	YOR209C	7.121032189	7.14853244	7.166000871	7.214781417	7.218968576	7.221160899	7.189734832	7.180787791	7.111828564	7.28212909	7.261240358	7.234491206
N1P857	CENPK1137D_4651	P38264	YBR106W	7.249537243	7.250285734	7.190768731	7.16987097	7.15654015	7.191683227	7.284018685	7.281422113	7.185871182	7.114469917	7.112852721	7.09608521
N1PAQ9	CENPK1137D_2647 CENPK1137D_4553	P02309	YBR009C YNL030W	7.12833256	7.106968525	7.065398375	6.949248562	6.961581056	6.866321559	6.847090015	6.748924565	6.785040318	6.899287544	6.865993248	6.847196717
N1NXQ1	CENPK1137D_2680	P40343	YNR006W	6.313051952	6.457762274	6.525556336	6.604022378	6.745412386	6.783977462	6.527645683	6.623942347	6.628989975	6.304375423	6.436526302	6.446787349
N1NWI0	CENPK1137D_2541	P17555	YNL138W	7.096265248	7.055458955	7.044488059	7.286303836	7.224974955	7.232902427	7.182497086	7.139062541	7.077574348	7.0829273	7.07125818	7.038129522
N1P3D4	CENPK1137D_3457	P40035	YER053C	6.587902607	6.654205155	6.693803043	6.826623506	6.791069413	6.842692881	6.884042201	6.926721081	6.831606437	6.847774697	6.894826768	6.879200724
N1NVL4	CENPK1137D_1821	P09064	YPL237W	6.654742931	6.651946929	6.672484758	6.774189935	6.68120937	6.699675483	6.676322734	6.642905686	6.632712469	6.771861457	6.789983125	6.764792267
N1NXT9	CENPK1137D_349	P50101	YMR304W	6.2674072	6.264747684	6.315316301	6.352516311	6.399555712	6.453706443	6.290977314	6.36253448	6.33023294	6.387785238	6.441590114	6.479742172
N1NY08	CENPK1137D_2623	P04840	YNL055C	8.202712747	8.112564296	8.022168887	8.113584465	8.050056056	7.919715547	7.976711122	7.875265655	7.849686702	7.89771668	7.790377687	7.721696332
N1P679	CENPK1137D_3886	P33327	YDL215C	7.132566789	7.113434378	7.093831754	7.32855832	7.308268505	7.293985088	7.104425151	7.087531798	7.049535987	7.036784027	7.026203577	7.003563097
N1P6Y8	CENPK1137D_3470	P40040	YER063W	6.637158155	6.642727682	6.675913014	6.788360953	6.914047493	6.923761345	6.638096755	6.534136756	6.679352912	6.575081124	6.411899629	6.57235071
N1P1F7	CENPK1137D_632	Q06146	YLR257W	6.440824813	6.44136547	6.437656549	6.514234153	6.475631101	6.496122539	6.555655363	6.524363858	6.486842036	6.316274507	6.297791347	6.269516876
N1P0Z0	CENPK1137D_1076	P00431	YKR066C	7.386840675	7.375910857	7.384826058	7.595636113	7.579012615	7.579131047	7.496525593	7.488318631	7.473696653	7.46842768	7.451174096	7.416794347
N1P3D8	CENPK1137D_3462	P87262	YER056C-A	8.596688865	8.497891619	8.422006768	8.518525744	8.405949665	8.52474932	8.706083079	8.657469319	8.68706954	8.674709173	8.694700324	8.727933464
N1P060	CENPK1137D_766	P04039	YLR395C	6.773479673	6.826555241	6.875402341	6.868020512	7.002371794	6.945409232	6.849632667	6.879992963	6.932726733	7.089542525	7.066414171	7.075012084
N1NZL3	CENPK1137D_683	P04821	YLR310C	6.258410905	6.217846979	6.367729606	6.484536207	6.398591449	6.454278582	6.270621792	6.259411991	6.286346645	6.549713166	6.487122337	6.470781145
N1NVX5	CENPK1137D_2281	Q99383	YOL123W	7.989256409	7.970428029	7.984666023	7.675495125	7.733543933	7.798222425	7.808861827	7.836808194	7.854537444	7.699006161	7.708941015	7.846465828
N1P8G4	CENPK1137D_1225	P47035	YJL076W	7.662803333	7.594933765	7.670660195	7.649817003	7.705373247	7.769971902	7.814345348	7.781942127	7.902515078	7.876927421	7.959380084	7.993643096
N1P5Z5	CENPK1137D_3125	P27476	YGR159C	6.84685999	6.789663617	6.808605026	6.861881301	6.803876467	6.821982413	7.078595153	7.029121512	7.006838486	7.103487301	7.058971368	7.056060071
N1P7N5	CENPK1137D_3730	P33775	YDL095W	7.684602944	7.679976294	7.575313478	7.491611185	7.488309898	7.414421918	7.585119517	7.544707776	7.590392691	7.600984773	7.586194317	7.601552152
N1P0L3	CENPK1137D_1108	Q02455	YKR095W	6.449137723	6.458937956	6.488354973	6.629281165	6.595301206	6.611690821	6.531007095	6.543988058	6.500620009	6.242185367	6.323581992	6.338874742
N1P6K7	CENPK1137D_4637			7.391233897	7.430488293	7.440867668	7.255308299	7.379184952	7.360796683	7.298262482	7.329502269	7.420759779	7.156072611	7.170404719	7.162336146
N1NXJ3	CENPK1137D_2610	P26785	YNL069C	8.28933661	8.324700364	8.334579927	8.070745995	8.195195381	8.16662592	8.252478719	8.291089762	8.305582339	8.220155227	8.260218526	8.254404979
N1P9W9	CENPK1137D_3103	P23638	YGR135W	6.97336665	6.988665628	6.962138337	7.040602261	7.040233035	6.99230033	6.911654139	6.881826057	6.937576759	7.077463288	7.079608045	7.064426598
N1PAW6	CENPK1137D_4838	P38352	YBR280C	5.967413769	6.149003714	6.183228833	6.348908762	6.312891505	6.380647811	6.187958476	6.202473218	6.212296828	6.12240069	6.150758772	6.173572713
N1P3M2	CENPK1137D_3061	P07806	YGR094W	7.26774312	7.243605138	7.232763998	7.292017564	7.238608619	7.255802692	7.304893534	7.293090509	7.251662314	7.377464207	7.371175922	7.363635327
N1NY02	CENPK1137D_424	P34760	YML028W	8.439432052	8.442668851	8.439036083	8.587937918	8.573385144	8.579133185	8.540221911	8.535928776	8.487618135	8.368660071	8.378838939	8.361171265
N1P149	CENPK1137D_1156	P36059	YKL151C	6.622728177	6.727276411	6.756443438	6.790976115	6.877598407	6.91825135	6.774771087	6.854843793	6.859813545	6.675005758	6.748537205	6.766133316
N1P6Y2	CENPK1137D_625	P39931	YLR250W	6.484266948	6.39557822	6.511452835	6.864534256	6.70907586	6.822345954	6.725453267	6.734249221	6.536994241	6.643999402	6.606927478	6.56972336
