W29_NCBI	CLIB122_UNIPROT	CLIB122_NCBI	standard_A	standard_B	standard_C	standard_D	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	low_pH_D
YALI1_D31083g	Q6C801	YALI0D23925g1_1	4	2	2	1	3	3	0	2	2	0	2
YALI1_E36098g	Q6C410	YALI0E30723g1_1	1	1	1	2	2	2	2	0	3	2	1
YALI1_F03973g	Q6C347	YALI0F02695g1_1	3	3	2	2	2	1	2	0	3	3	2
YALI1_E20626g	Q6C5K3	YALI0E17347g1_1	1	1	1	1	0	1	1	1	1	2	1
YALI1_E10013g	Q6C6M4	YALI0E08206g1_1	1	0	0	1	1	1	1	1	2	0	0
YALI1_B08851g			0	0	3	0	0	2	1	0	0	0	2
YALI1_D17370g	Q6C949	YALI0D14080g1_1	0	0	3	0	1	2	0	0	1	1	0
YALI1_D14125g	Q6C9H2	YALI0D11242g1_1	0	0	2	0	1	0	2	1	1	1	0
YALI1_F39009g	Q6BZS1	YALI0F31339g1_1	0	1	0	2	1	1	1	1	1	0	0
YALI1_D15937g	Q6C9A3	YALI0D12749g1_1	0	0	2	0	1	2	0	0	2	0	1
YALI1_E37764g	Q6C3V7	YALI0E31797g1_1	0	2	1	0	2	0	1	0	0	1	1
YALI1_F31934g	F2Z686	YALI0F24563g1_1	1	0	1	1	1	0	2	0	1	1	0
YALI1_A02263g	Q6CI43	YALI0A01892g1_1	1	1	2	1	1	2	2	1	1	1	1
YALI1_B30214g	Q6CDK0	YALI0B23342g1_1	2	0	1	1	1	4	0	0	2	2	1
YALI1_B14686g	Q6CF19	YALI0B11022g1_1	1	1	1	1	1	1	2	1	1	1	0
YALI1_E23899g	Q6C593	YALI0E20009g1_1	1	1	1	1	3	0	1	0	2	1	0
YALI1_F07675g	Q6C2U5	YALI0F05082g1_1	0	1	0	2	1	0	0	1	0	1	0
YALI1_E38208g	Q6C3T6		0	0	1	1	0	0	1	1	0	0	2
YALI1_D26467g	Q6C8C3	YALI0D20856g1_1	0	0	0	2	1	0	0	0	2	1	0
YALI1_C33314g	Q6CAU4	YALI0C24277g1_1	0	1	2	0	0	0	1	1	0	1	0
YALI1_A21913g	Q6CGA7	YALI0A20834g1_1	1	2	3	2	1	2	1	2	2	2	2
YALI1_A18036g			1	3	2	2	0	2	2	3	1	0	2
YALI1_F35489g	Q6C046	YALI0F27863g1_1	1	1	2	0	2	0	1	0	2	4	0
YALI1_C22835g	Q6CBS9	YALI0C15851g1_1	2	2	1	1	1	1	1	1	1	1	1
YALI1_A21630g	Q6CGB7	YALI0A20614g1_1	2	1	1	1	0	2	1	0	2	1	0
YALI1_F34928g	Q6C061	YALI0F27533g1_1	0	3	2	0	1	1	1	2	1	0	0
YALI1_F17004g	Q6C1X4	YALI0F12661g1_1	2	1	2	3	1	1	2	2	1	1	3
YALI1_D03904g	Q6CAF9	YALI0D03113g1_1	2	1	2	2	2	1	1	2	2	2	2
YALI1_E07306g	Q6C6V0	YALI0E06039g1_1	0	1	3	2	1	0	2	2	1	2	1
YALI1_A20849g	Q6CGF6	YALI0A19756g1_1	1	0	2	1	0	2	2	3	2	0	1
YALI1_B20521g	Q6CEH2	YALI0B15642g1_1	2	1	2	1	0	3	1	1	1	1	1
YALI1_B11759g	Q6CFB1	YALI0B08734g1_1	0	0	1	0	0	0	1	0	0	0	2
YALI1_C19840g	Q6CBZ6	YALI0C14058g1_1	0	0	0	2	0	0	1	0	1	0	0
YALI1_D10886g	Q6C9T6	YALI0D08492g1_1	1	1	2	2	1	1	1	1	2	2	0
YALI1_C29902g	Q6CB63	YALI0C21604g1_1	0	2	0	2	1	0	1	0	3	1	0
YALI1_F23414g	Q6C1B8	YALI0F17622g1_1	0	1	1	2	0	1	1	0	1	2	1
YALI1_B02228g	Q6CG31	YALI0B01320g1_1	2	0	2	0	1	0	1	1	1	1	1
YALI1_B03719g	Q6CFY9	YALI0B02376g1_1	0	2	0	1	0	1	1	0	2	2	0
YALI1_E03941g	Q6C770	YALI0E03278g1_1	2	0	1	1	0	2	0	0	2	1	0
YALI1_F14793g	Q6C238	YALI0F11143g1_1	1	1	1	1	1	0	1	1	0	0	2
YALI1_B16410g	Q6CEW1	YALI0B12452g1_1	2	1	0	1	0	1	1	1	1	0	1
YALI1_E34784g	Q6C462	YALI0E29403g1_1	0	0	0	3	0	1	1	2	0	2	0
YALI1_E17014g	Q6C5Y9	YALI0E13970g1_1	2	1	0	0	0	0	2	0	2	0	0
YALI1_C06548g	Q6CD00	YALI0C05126g1_1	0	1	0	1	1	1	0	1	0	2	0
YALI1_A03351g	Q6CI01	YALI0A02937g1_1	2	0	0	1	1	0	1	1	0	0	1
YALI1_C21401g	Q6CBV7	YALI0C15136g1_1	1	0	0	1	1	0	0	0	0	0	2
YALI1_A14199g	Q6CH06	YALI0A14388g1_1	0	0	0	2	0	0	1	0	1	0	1
YALI1_E18514g	Q6C5T0	YALI0E15466g1_1	0	2	0	0	0	1	0	0	0	2	0
YALI1_C07670g	Q6CCW5	YALI0C05973g1_1	1	0	0	1	0	0	1	0	0	0	2
YALI1_A16215g	Q6CGT7	YALI0A16291g1_1	0	0	2	0	0	0	1	0	0	0	2
