GeneName_CENPK	GeneName_S288C	uniprotID_S288c	Standard_A	Standard_B	Standard_C	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	OsmoticStress_A	OsmoticStress_B	OsmoticStress_C	ec_number	Protein_name
CENPK1137D_3844	YDR021W	Q12099	0	0	0.245197085	0	0.245197085	0	0.245197085	0	0	0.245197085	0	0.245197085	3.6.4.13	ATP-dependent RNA helicase FAL1 - FAL1
CENPK1137D_3622	YEL034W	P23301	99999	251187.6432	25117.86432	63094.73445	158488.3192	63094.73445	15847.93192	6308.573445	158488.3192	25117.86432	39809.71706	999		Eukaryotic translation initiation factor 5A-1 - HYP2
CENPK1137D_1338	YJR047C	P19211	5.309573445	5.309573445	2.981071706	1.511886432	0.584893192	5.309573445	2.981071706	1.511886432	2.981071706	0.584893192	1.511886432	0.584893192		Eukaryotic translation initiation factor 5A-2 - ANB1
CENPK1137D_936	YKL210W	P22515	12.6887451	15.87612476	20.92345972	18.74488213	15.01568264	12.6887451	15.01568264	7.547088126	13.42417255	22.101297	16.7827941	22.101297	6.2.1.45	Ubiquitin-activating enzyme E1 1 - UBA1
CENPK1137D_922	YKL081W	P36008	41.81332399	41.81332399	28.76351442	22.35721469	25.36650899	11.74274986	15.23776739	17.32980711	25.36650899	36.92690191	32.59818286	19.69138081		Elongation factor 1-gamma 2 - TEF4
CENPK1137D_1653	YPL048W	P29547	21.38721139	38.81071706	16.7827941	38.81071706	18.95262315	7.912509381	21.38721139	11.58925412	14.84893192	34.48133892	24.11886432	14.84893192		Elongation factor 1-gamma 1 - CAM1
CENPK1137D_749	YLL018C	P04802	46.57944314	99	27.28869435	43.17344703	63.04004271	23.38354098	29.46989571	21.6380341	29.46989571	115.0155302	43.17344703	34.34981105	6.1.1.12	"Aspartate--tRNA ligase, cytoplasmic - DPS1"
CENPK1137D_3364	YFL018C	P09624	236.1373706	214.443469	236.1373706	60.89658189	286.2984833	33.80700588	67.12920691	33.80700588	145.7799268	347.0700588	99	160.5598098	1.8.1.4	"Dihydrolipoyl dehydrogenase, mitochondrial - LPD1"
CENPK1137D_577	YLR197W	Q12460	16.0125428	10.93776642	13.2510267	8.152473109	7.376776401	5.422325422	13.2510267	9	12.04321387	13.2510267	9.926008611	6.017038287		Nucleolar protein 56 - NOP56
CENPK1137D_2328	YOR310C	Q12499	10.00694171	15.15598098	11.11527659	5.189658189	8.085175757	5.812920691	8.085175757	8.085175757	10.00694171	11.11527659	8.085175757	5.189658189		Nucleolar protein 58 - NOP58
CENPK1137D_4675	YBR127C	P16140	90.52473109	82.76776401	48.23882632	75.66822075	63.22325422	23.24462017	69.17038287	52.79838403	99	129.4321387	63.22325422	69.17038287		V-type proton ATPase subunit B - VMA2
CENPK1137D_5033	YIL155C	P32191	21.53933905	24.8086154	37.7467512	65.60846291	35.2095835	26.61699813	26.61699813	26.61699813	26.61699813	43.36687331	37.7467512	32.83855153	1.1.5.3	"Glycerol-3-phosphate dehydrogenase, mitochondrial - GUT2"
CENPK1137D_4223	YDR394W	P33298	12.33521432	16.7827941	12.33521432	10.54781985	22.71373706	7.659643234	16.7827941	19.53525026	16.7827941	19.53525026	16.7827941	12.33521432		26S proteasome regulatory subunit 6B homolog - RPT3
CENPK1137D_2275	YOR259C	P53549	6.742636827	15.68100537	6.742636827	10.36463666	10.36463666	4.994842503	7.799225436	5.812920691	15.68100537	17.95735652	7.799225436	13.67799268		26S proteasome subunit RPT4 - RPT4
CENPK1137D_2924	YGL048C	Q01939	3.641588834	5.449466771	2.72759372	3.159562163	5.449466771	2.72759372	4.179474679	2.72759372	3.159562163	7.961505019	3.159562163	3.159562163		26S proteasome regulatory subunit 8 homolog - RPT6
CENPK1137D_4893	YBL030C	P18239	761.6985859	386.467512	337.3855153	195.8419447	337.3855153	65.60846291	257.086154	195.8419447	195.8419447	386.467512	257.086154	294.5209235		"ADP,ATP carrier protein 2 - PET9"
CENPK1137D_85	YMR056C	P04710	2.981071706	2.414548874	2.414548874	2.414548874	2.414548874	1.511886432	2.414548874	2.981071706	2.981071706	2.981071706	2.414548874	2.414548874		"ADP,ATP carrier protein 1 - AAC1"
CENPK1137D_536	YLR150W	P39015	21543.3469	2153.43469	1777.27941	4640.588834	3161.27766	382.118685	1777.27941	999	1777.27941	3161.27766	4640.588834	2153.43469		Suppressor protein STM1 - STM1
CENPK1137D_2334	YOR317W	P30624	8.326033469	12.21941148	8.326033469	11.32846739	13.17474163	8.326033469	9.72267222	7.697490026	7.697490026	6.564633276	4.722367659	4.722367659	6.2.1.3	Long-chain-fatty-acid--CoA ligase 1 - FAA1
CENPK1137D_287	YMR246W	P47912	5.061898993	10.05295141	7.185467307	9	8.047357242	7.185467307	6.405684692	4.484416576	3.489251258	4.484416576	3.489251258	2.674661941	6.2.1.3	Long-chain-fatty-acid--CoA ligase 4 - FAA4
CENPK1137D_5053	YIL009W	P39002	0.193776642	0.193776642	0.092600861	0.557068405	0.092600861	0.193776642	0.304321387	0.557068405	0.193776642	0.42510267	0.193776642	0.304321387	6.2.1.3	Long-chain-fatty-acid--CoA ligase 3 - FAA3
CENPK1137D_3092	YGR124W	P49090	13.45439771	13.45439771	7.317637711	12.18256739	5.918309709	4.754399373	9.964781961	6.58577575	7.317637711	11.02264435	7.317637711	6.58577575	6.3.5.4	Asparagine synthetase [glutamine-hydrolyzing] 2 - ASN2
CENPK1137D_1837	YPR145W	P49089	11.02264435	19.89296131	9.964781961	5.309573445	5.309573445	3.365158322	6.58577575	9.964781961	21.90867653	3.786300923	3.786300923	5.309573445	6.3.5.4	Asparagine synthetase [glutamine-hydrolyzing] 1 - ASN1
CENPK1137D_2343	YOR326W	P19524	0.226330684	0.338388753	0.338388753	0.226330684	0.226330684	0.156887528	0.37797236	0.26260011	0.191103133	0.26260011	0.26260011	0.26260011		Myosin-2 - MYO2
CENPK1137D_4469	YCL030C	P00815	118.3776642	169.125428	52.79838403	21.18982341	27.94266125	13.2510267	27.94266125	17.58791891	40.24626383	33.55107295	27.94266125	25.48969288	3.5.4.19; 3.6.1.31; 1.1.1.23	Histidine biosynthesis trifunctional protein - HIS4
CENPK1137D_4877	YBL045C	P07256	884.8667904	427.1332399	182.2980711	182.2980711	182.2980711	111.8837892	77.47599704	126.4274986	378.2690191	614.8482111	334.9818286	378.2690191		"Cytochrome b-c1 complex subunit 1, mitochondrial - COR1"
CENPK1137D_379	YML073C	Q02326	7497.942093	9999	1332.521432	3161.27766	3161.27766	561.3413252	1777.27941	420.6965034	1332.521432	5622.413252	2370.373706	2370.373706		60S ribosomal protein L6-A - RPL6A
CENPK1137D_819	YLR448W	P05739	21543.3469	1290.549665	463.1588834	598.4842503	999	214.443469	598.4842503	463.1588834	773.2636827	2153.43469	1290.549665	463.1588834		60S ribosomal protein L6-B - RPL6B
CENPK1137D_5329	YHR179W	Q03558	99	114.4781985	63.93816316	99	204.3525026	26.38419634	85.59643234	26.38419634	114.4781985	315.227766	99	132.3521432	1.6.99.1	NADPH dehydrogenase 2 - OYE2
CENPK1137D_1527	YPL171C	P41816	0.847849797	1.928644565	1.15443469	0.847849797	1.15443469	0.359356391	7.576958986	7.576958986	1.928644565	1.15443469	0.847849797	0.847849797	1.6.99.1	NADPH dehydrogenase 3 - OYE3
CENPK1137D_2575	YNL104C	P06208	802.0857221	1549.51578	172.0195739	70.9685673	267.2695795	63.49466771	79.30857221	79.30857221	239.4099184	79.30857221	50.79474679	99	2.3.3.13	2-isopropylmalate synthase - LEU4
CENPK1137D_2125	YOR108W	Q12166	5.309573445	6.943282347	3.466835922	4.011872336	4.623413252	2.981071706	2.981071706	3.466835922	2.981071706	2.981071706	2.16227766	2.16227766	2.3.3.13	"2-isopropylmalate synthase 2, mitochondrial - LEU9"
CENPK1137D_1538	YPL160W	P26637	6.742636827	5.989473207	4.994842503	5.309573445	5.309573445	2.593813664	4.411695265	3.190079106	3.885273572	4.141751828	4.141751828	3.190079106	6.1.1.4	"Leucine--tRNA ligase, cytoplasmic - CDC60"
CENPK1137D_3820	YDL004W	Q12165	21543.3469	4640.588834	9999	463.1588834	21543.3469	463.1588834	2153.43469	999	9999	999	4640.588834	999		"ATP synthase subunit delta, mitochondrial - ATP16"
CENPK1137D_2503	YNL178W	P05750	999	1192.776642	2423.462017	700.7038287	288.4266125	288.4266125	1700.25428	344.5107295	836.6776401	1424.10267	491.3882632	344.5107295		40S ribosomal protein S3 - RPS3
CENPK1137D_4668	YBR121C	P38088	29.59949687	24.11886432	17.07768677	19.6198601	12.89495494	5.738627168	21.0220195	11.18187912	10.40624924	36.2759372	22.51952635	19.6198601	6.1.1.14	"Glycine--tRNA ligase 1, mitochondrial - GRS1"
CENPK1137D_1779	YPR081C	Q06817	0.085711119	0	0	0.178768635	0.085711119	0	0.085711119	0.085711119	0	0.085711119	0.085711119	0.085711119	6.1.1.14	Glycine--tRNA ligase 2 - GRS2
CENPK1137D_3199	YGR234W	P39676	540.1695265	250.1886432	183.7849797	24.11886432	17.47849797	6.356422545	183.7849797	99	115.5914401	340.4548874	250.1886432	214.443469	1.14.12.17	Flavohemoprotein - YHB1
CENPK1137D_1962	YOL058W	P22768	8575.958986	4640.588834	856.6958986	734.6422545	397.1071706	183.7849797	291.8644565	540.1695265	629.9573445	53.11695265	28.28644565	45.41588834	6.3.4.5	Argininosuccinate synthase - ARG1
CENPK1137D_139	YMR108W	P07342	221.7542952	109.5295141	80.85467307	39.61585988	43.89251258	39.61585988	89.47357242	66.00187504	48.61947603	73.05684692	121.1677349	59.61898993	2.2.1.6	"Acetolactate synthase catalytic subunit, mitochondrial - ILV2"
CENPK1137D_3120	YGR155W	P32582	60.89658189	120.1527659	67.12920691	99	99	30.6227766	81.54041853	25.10157216	60.89658189	89.85175757	67.12920691	55.23413252	4.2.1.22	Cystathionine beta-synthase - CYS4
CENPK1137D_1496			146778.9268	99999	9999	215442.469	21543.3469	3161.27766	31621.7766	4640.588834	6811.920691	68128.20691	21543.3469	4640.588834		specific  40S ribosomal protein S21
CENPK1137D_1066			99999	316226.766	6811.920691	99999	31621.7766	4640.588834	31621.7766	9999	9999	68128.20691	14676.99268	4640.588834		specific  40S ribosomal protein S21
CENPK1137D_919	YKL085W	P17505	364.1741273	152.9926526	114.4781985	485.9675252	272.8419634	132.3521432	152.9926526	152.9926526	176.827941	561.3413252	648.3816316	315.227766	1.1.1.37	"Malate dehydrogenase, mitochondrial - MDH1"
CENPK1137D_1567	YPL131W	P26321	56233.13252	17781.7941	17781.7941	5622.413252	56233.13252	1777.27941	2370.373706	1332.521432	23712.73706	13334.21432	9999	7497.942093		60S ribosomal protein L5 - RPL5
CENPK1137D_3146	YGR180C	P49723	315.227766	188.5735652	128.1549665	86.99225436	76.42636827	26.82559402	39.84238653	34.93813664	26.82559402	23.48436747	20.5443469	10.36463666	1.17.4.1	Ribonucleoside-diphosphate reductase small chain 2 - RNR4
CENPK1137D_1222	YJL080C	P06105	4.878016072	5.309573445	3.427451843	3.427451843	4.101434415	2.218787512	6.017038287	2.981071706	2.842513346	4.101434415	2.981071706	3.124626383		Protein SCP160 - SCP160
CENPK1137D_3368	YFL014W	P22943	39810717054	1.58489E+12	6309573444	39810717054	9999999999	1584892.192	9999999	15848930.92	9999999999	630956.3445	15847.93192	2510.886432		12 kDa heat shock protein - HSP12
CENPK1137D_2799	YNL241C	P11412	22.9502662	19.43359718	21.12216291	15.10262028	22.9502662	9	19.43359718	16.43328822	13.87352107	21.12216291	24.92943797	27.07216204	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase - ZWF1
CENPK1137D_3001	YGL234W	P07244	25.56087783	22.101297	22.101297	10.49756995	17.73817423	9.72267222	9.72267222	7.111308308	11.32846739	16.475284	13.17474163	11.32846739	6.3.4.13; 6.3.3.1	"Bifunctional purine biosynthetic protein ADE5,7 - ADE5,7"
CENPK1137D_3444	YER043C	P39954	561.3413252	204.3525026	176.827941	114.4781985	132.3521432	73.98942093	236.1373706	99	132.3521432	114.4781985	99	272.8419634	3.3.1.1	Adenosylhomocysteinase - SAH1
CENPK1137D_1274	YJL026W	P09938	7195.85673	3161.27766	1177.768635	267.2695795	438.3970561	315.227766	371.759372	267.2695795	516.9474679	50.79474679	42.93970561	36.2759372	1.17.4.1	Ribonucleoside-diphosphate reductase small chain 1 - RNR2
CENPK1137D_3061	YGR094W	P07806	5.968467115	5.968467115	5.085744643	4.314840015	4.080218047	2.383855153	4.817091329	3.436687331	3.641588834	7.347734492	4.560297633	4.560297633	6.1.1.9	"Valine--tRNA ligase, mitochondrial - VAS1"
CENPK1137D_3413	YFR030W	P39692	7.605628793	7.605628793	9	5.700187504	3.489251258	2.674661941	7.185467307	5.700187504	6.785819799	7.185467307	5.061898993	6.405684692	1.8.1.2	Sulfite reductase [NADPH] flavoprotein component - MET10
CENPK1137D_709	YLR340W	P05317	129153.9665	5993.842503	1290.549665	773.2636827	3592.813664	463.1588834	598.4842503	277.2559402	3592.813664	999	598.4842503	463.1588834		60S acidic ribosomal protein P0 - RPP0
CENPK1137D_2901	YGL245W	P46655	9	16.50827032	14.45927736	14.45927736	8.396648315	7.829699955	9.642092441	7.296958521	5.88395207	6.79636013	8.396648315	9	6.1.1.17	"Glutamate--tRNA ligase, cytoplasmic - GUS1"
CENPK1137D_2899	YGL076C	P05737	8110.308308	2309.1297	532.6699231	532.6699231	1518.911083	122.2846739	656.9332247	431.8761281	1872.817423	1518.911083	810.1308308	810.1308308		60S ribosomal protein L7-A - RPL7A
CENPK1137D_1927			680.2920691	999	315.227766	315.227766	463.1588834	81.54041853	260.0157216	214.443469	680.2920691	680.2920691	315.227766	463.1588834		specific  Rpl7bp
CENPK1137D_3477	YER069W	Q01217	22.2195425	22.2195425	15.57723886	7.937571151	11.51875026	4.702923698	12.24192792	10.8350673	12.24192792	5.032367686	3.071515548	2.63894599	1.2.1.38; 2.7.2.8	"Protein ARG5,6, mitochondrial - ARG5,6"
CENPK1137D_4049	YDR226W	P07170	999	157.4893192	115.5914401	340.4548874	183.7849797	62.09573445	99	115.5914401	99	463.1588834	291.8644565	72.56422545	2.7.4.3	Adenylate kinase - ADK1
CENPK1137D_981	YKL024C	P15700	2.16227766	1.511886432	2.16227766	5.309573445	4.011872336	2.981071706	5.309573445	1.511886432	0.258925412	0.995262315	1.511886432	1.511886432	2.7.4.14	Uridylate kinase - URA6
CENPK1137D_4319	YDL171C	Q12680	1.62183074	1.841112115	1.552564613	0.708276394	0.952979454	0.708276394	4.259327709	3.478811562	3.725182694	2.426760253	2.426760253	2.248088897	1.4.1.14	Glutamate synthase [NADH] - GLT1
CENPK1137D_3415 CENPK1137D_5041	YIL018W YFR031C-A	P0CX46 P0CX45	99999999	138948.5494	19305.97729	71967.5673	193068.7729	19305.97729	51793.74679	37274.9372	26825.95795	138948.5494	71967.5673	19305.97729		Rpl2ap
CENPK1137D_3610	YEL071W	P39976	6.19685673	11.45197085	6.19685673	7.030857221	9	3.641588834	7.961505019	4.779692884	7.030857221	36.2759372	20.5443469	25.82695795	1.1.99.40; 1.1.2.4	D-2-hydroxyglutarate--pyruvate transhydrogenase DLD3 - DLD3
CENPK1137D_4253	YDL178W	P46681	0.687612476	1.3101297	1.3101297	1.565020906	1.080567538	0.873817423	1.565020906	1.080567538	1.3101297	1.080567538	1.3101297	0.873817423	1.1.99.40; 1.1.2.4	D-2-hydroxyglutarate--pyruvate transhydrogenase DLD2 - DLD2
CENPK1137D_2217	YOR198C	P38934	67.12920691	73.98942093	33.80700588	67.12920691	55.23413252	22.71373706	22.71373706	27.72984833	25.10157216	99	89.85175757	33.80700588		Nuclear segregation protein BFR1 - BFR1
CENPK1137D_5206	YHR064C	P38788	88.61505019	50.79474679	88.61505019	50.79474679	88.61505019	20.5443469	63.49466771	25.82695795	36.2759372	70.9685673	79.30857221	40.59562163		Ribosome-associated complex subunit SSZ1 - SSZ1
CENPK1137D_3258	YGL206C	P22137	1.55509709	2.207545602	2.207545602	1.782559402	1.346228848	1.55509709	2.300034791	2.207545602	1.862794166	2.117648583	2.207545602	1.280471722		Clathrin heavy chain - CHC1
CENPK1137D_1570	YPL129W	P35189	0.873817423	0.873817423	1.3101297	0.873817423	0.873817423	0.873817423	0.232846739	0.232846739	0.519911083	0.519911083	0.873817423	1.3101297		Transcription initiation factor TFIID subunit 14 - TAF14
CENPK1137D_4970	YAL012W	P31373	810.1308308	1518.911083	810.1308308	1518.911083	1231.846739	150.9911083	283.8035868	431.8761281	810.1308308	810.1308308	810.1308308	1231.846739	4.4.1.1	Cystathionine gamma-lyase - CYS3
CENPK1137D_1419	YJR123W	P26783	12914.49665	1667.100537	1667.100537	1290.549665	999	358.3813664	999	463.1588834	1667.100537	1667.100537	2153.43469	1290.549665		40S ribosomal protein S5 - RPS5
CENPK1137D_1151	YKL157W	P32454	2.753773682	4.833879398	4.036486331	6.096820648	4.833879398	3.566405432	4.036486331	4.036486331	5.434438263	3.140199576	1.536619456	1.797747463	3.4.11.-	"Aminopeptidase 2, mitochondrial - APE2"
CENPK1137D_5444	YHR047C	P37898	0.668100537	1.386589787	1.511886432	0.944862439	1.046968272	1.046968272	0.944862439	1.046968272	1.046968272	0.430722989	0.430722989	0.668100537	3.4.11.-	Alanine/arginine aminopeptidase - AAP1
CENPK1137D_4208	YDL182W	P48570	30.6227766	43.66835922	16.7827941	16.7827941	24.11886432	7.912509381	13.12537545	10.22018454	11.58925412	78.43282347	30.6227766	34.48133892	2.3.3.14	"Homocitrate synthase, cytosolic isozyme - LYS20"
CENPK1137D_3692	YDL131W	Q12122	18.30697729	32.40484984	10.15883993	25.82695795	23.04099184	9	25.82695795	11.45197085	9	16.30195739	18.30697729	20.5443469	2.3.3.14	"Homocitrate synthase, mitochondrial - LYS21"
CENPK1137D_4806	YBR249C	P32449	214.443469	176.827941	67.12920691	81.54041853	45.41588834	30.6227766	55.23413252	55.23413252	81.54041853	55.23413252	30.6227766	37.3118685	2.5.1.54	"Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited - ARO4"
CENPK1137D_3856	YDR035W	P14843	30.6227766	70.9685673	60.05402297	30.6227766	30.6227766	9	18.30697729	25.82695795	25.82695795	12.89495494	9	9	2.5.1.54	"Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited - ARO3"
CENPK1137D_2351	YOR335C	P40825	6.453159674	8.521895354	6.827390868	4.833879398	4.036486331	2.574304018	6.827390868	6.096820648	5.434438263	5.126804781	5.126804781	5.126804781	6.1.1.7	"Alanine--tRNA ligase, mitochondrial - ALA1"
CENPK1137D_2610	YNL069C	P26785	9999	598.4842503	463.1588834	277.2559402	463.1588834	277.2559402	598.4842503	214.443469	128.1549665	1667.100537	214.443469	99		60S ribosomal protein L16-B - RPL16B
CENPK1137D_5124	YIL133C	P26784	1667.100537	773.2636827	277.2559402	165.8100537	463.1588834	128.1549665	358.3813664	214.443469	128.1549665	1290.549665	214.443469	76.42636827		60S ribosomal protein L16-A - RPL16A
CENPK1137D_3810	YDL223C	Q07653	3.574855262	7.047488734	3.380356263	7.404817774	9	3.380356263	6.064096182	5.763767635	3.777990512	15.84283113	7.404817774	3.990145486		Protein HBT1 - HBT1
CENPK1137D_4624	YBR079C	P38249	2.981071706	3.365158322	3.570881896	4.011872336	3.168693835	3.168693835	5.60693448	5.60693448	3.570881896	5.309573445	7.7096359	7.317637711		Eukaryotic translation initiation factor 3 subunit A - RPG1
CENPK1137D_20	YML008C	P25087	79.30857221	50.79474679	32.40484984	20.5443469	14.5051578	12.89495494	20.5443469	12.89495494	18.30697729	9	11.45197085	6.19685673	2.1.1.41	Sterol 24-C-methyltransferase - ERG6
CENPK1137D_4456	YCL043C	P17967	20.5443469	30.6227766	33.80700588	45.41588834	27.72984833	13.67799268	25.10157216	22.71373706	18.57341781	60.89658189	33.80700588	27.72984833	5.3.4.1	Protein disulfide-isomerase - PDI1
CENPK1137D_2029	YOR007C	Q12118	438.3970561	315.227766	315.227766	609.5402297	371.759372	137.9495494	371.759372	438.3970561	192.0697729	999	718.685673	516.9474679		Small glutamine-rich tetratricopeptide repeat-containing protein 2 - SGT2
CENPK1137D_547	YLR167W	P05759	316226.766	21543.3469	9999	31621.7766	68128.20691	2153.43469	3161.27766	2153.43469	14676.99268	9999	3161.27766	315.227766		Ubiquitin-40S ribosomal protein S31 - RPS31
CENPK1137D_1107 CENPK1137D_5109	YKR094C YIL148W	P0CH09 P0CH08	9999	680.2920691	463.1588834	999	1466.799268	145.7799268	145.7799268	145.7799268	214.443469	214.443469	99	30.6227766		Rpl40ap
CENPK1137D_728	YLR359W	Q05911	26.54228703	21.90867653	26.54228703	14.84893192	26.54228703	9.964781961	18.05460718	9	18.05460718	29.1995172	21.90867653	14.84893192	4.3.2.2	Adenylosuccinate lyase - ADE13
CENPK1137D_4169	YDR341C	Q05506	5.54318913	15.23776739	11.74274986	8.412049673	6.386199822	4.134832907	7.337822235	5.951927962	6.847599704	10.99353946	6.847599704	9	6.1.1.19	"Arginine--tRNA ligase, cytoplasmic - YDR341C"
CENPK1137D_5237	YHR091C	P38714	0	0.132541315	0.132541315	0.132541315	0.064209244	0.205260937	0.064209244	0.282649831	0.064209244	0	0.064209244	0.132541315	6.1.1.19	"Arginine--tRNA ligase, mitochondrial - MSR1"
CENPK1137D_3028	YGR061C	P38972	2.792690191	4.455594781	2.792690191	2.498320936	2.792690191	1.532262782	3.641588834	3.45782286	2.22679912	4.455594781	3.45782286	4.032159359	6.3.5.3	Phosphoribosylformylglycinamidine synthase - ADE6
CENPK1137D_41	YMR012W	Q03690	3.151278003	6.778737049	4.564863877	3.151278003	3.328761281	2.817844026	2.981071706	3.328761281	3.908051272	4.802783449	4.802783449	3.908051272		Clustered mitochondria protein 1 - CLU1
CENPK1137D_2852	YGL123W	P25443	99999	138948.5494	13893.95494	9999	13893.95494	2681.695795	7195.85673	7195.85673	9999	26825.95795	5178.474679	3726.59372		40S ribosomal protein S2 - RPS2
CENPK1137D_4912	YBL015W	P32316	99	40.59562163	32.40484984	36.2759372	70.9685673	16.30195739	20.5443469	16.30195739	20.5443469	79.30857221	56.79692884	40.59562163	3.1.2.1	Acetyl-CoA hydrolase - ACH1
CENPK1137D_4741	YBR189W	P05755	1583.893192	315.227766	500.1872336	315.227766	500.1872336	157.4893192	315.227766	78.43282347	315.227766	629.9573445	250.1886432	397.1071706		40S ribosomal protein S9-B - RPS9B
