genes DMKU	genes CBS6556
KLMA_60266	KMXK_0F03090
KLMA_50309	KMXK_0E03140
KLMA_40005	KMXK_0D00190
KLMA_50087	KMXK_0E00960
KLMA_60271	KMXK_0F03040
KLMA_50314	KMXK_0E03190
KLMA_40010	KMXK_0D00240
KLMA_50092	KMXK_0E01010
KLMA_60276	KMXK_0F02990
KLMA_50319	KMXK_0E03240
KLMA_40015	KMXK_0D00290
KLMA_50097	KMXK_0E01060
KLMA_60281	KMXK_0F02940
KLMA_50324	
KLMA_40020	KMXK_0D00340
KLMA_50102	KMXK_0E01110
KLMA_60286	KMXK_0F02890
KLMA_50329	KMXK_0E03330
KLMA_40025	KMXK_0D00390
KLMA_50107	KMXK_0E01160
KLMA_60291	KMXK_0F02830
KLMA_50334	KMXK_0E03380
KLMA_40030	KMXK_0D00450
KLMA_50112	
KLMA_50339	KMXK_0E03430
KLMA_40035	KMXK_0D00490
KLMA_50117	KMXK_0E01250
KLMA_50344	KMXK_0E03480
KLMA_40040	KMXK_0D00540
KLMA_60296	KMXK_0F02780
KLMA_50122	KMXK_0E01300
KLMA_50349	KMXK_0E03530
KLMA_40045	KMXK_0D00580
KLMA_60301	KMXK_0F02730
KLMA_60004	KMXK_0F05780
KLMA_50127	KMXK_0E01350
KLMA_50354	KMXK_0E03590
KLMA_40050	KMXK_0D00630
KLMA_60306	KMXK_0F02670
KLMA_50359	KMXK_0E03640
KLMA_60311	KMXK_0F02620
KLMA_40055	KMXK_0D00690
KLMA_50364	KMXK_0E03690
KLMA_60009	KMXK_0F05720
KLMA_40060	KMXK_0D00740
KLMA_60316	KMXK_0F02560
KLMA_50369	KMXK_0E03740
KLMA_50132	KMXK_0E01400
KLMA_60321	KMXK_0F02510
KLMA_60014	KMXK_0F05670
KLMA_40065	KMXK_0D00790
KLMA_50374	KMXK_0E03790
KLMA_60019	KMXK_0F05610
KLMA_40070	KMXK_0D00840
KLMA_60326	KMXK_0F02460
KLMA_50379	KMXK_0E03840
KLMA_60024	
KLMA_60331	KMXK_0F02410
KLMA_40075	KMXK_0D00890
KLMA_50384	KMXK_0E03890
KLMA_60029	KMXK_0F05510
KLMA_40080	KMXK_0D00960
KLMA_60336	KMXK_0F02360
KLMA_60034	KMXK_0F05460
KLMA_50389	KMXK_0E03940
KLMA_40085	KMXK_0D01020
KLMA_60341	KMXK_0F02310
KLMA_50394	KMXK_0E04000
KLMA_60039	KMXK_0F05400
KLMA_40090	KMXK_0D01080
KLMA_60346	KMXK_0F02260
KLMA_60044	KMXK_0F05340
KLMA_50399	KMXK_0E04050
KLMA_60351	KMXK_0F02210
KLMA_40095	KMXK_0D01150
KLMA_60049	KMXK_0F05280
KLMA_50404	KMXK_0E04090
KLMA_40100	KMXK_0D01220
KLMA_60356	KMXK_0F02170
KLMA_60054	KMXK_0F05230
KLMA_50409	
KLMA_60361	KMXK_0F02110
KLMA_40105	KMXK_0D01280
KLMA_60059	KMXK_0F05180
KLMA_50414	KMXK_0E04180
KLMA_50142	KMXK_0E01490
KLMA_60064	KMXK_0F05120
KLMA_60366	KMXK_0F02050
KLMA_50419	KMXK_0E04230
KLMA_50147	KMXK_0E01540
KLMA_40110	KMXK_0D01320
KLMA_60069	
KLMA_60371	KMXK_0F02010
KLMA_50152	KMXK_0E01580
KLMA_50424	KMXK_0E04250
KLMA_40115	KMXK_0D01380
KLMA_50157	KMXK_0E01620
KLMA_60074	KMXK_0F05010
KLMA_60376	KMXK_0F01960
KLMA_50429	KMXK_0E04300
KLMA_40120	KMXK_0D01430
KLMA_60079	KMXK_0F04960
KLMA_60381	KMXK_0F01910
KLMA_50162	KMXK_0E01670
KLMA_50434	KMXK_0E04350
KLMA_40125	KMXK_0D01490
KLMA_60084	
KLMA_50167	KMXK_0E01720
KLMA_60386	KMXK_0F01870
KLMA_50439	KMXK_0E04400
KLMA_50172	KMXK_0E01780
KLMA_40130	KMXK_0D01540
KLMA_60089	KMXK_0F04870
KLMA_60391	KMXK_0F01820
KLMA_50444	KMXK_0E04450
KLMA_50177	KMXK_0E01830
KLMA_60094	KMXK_0F04820
KLMA_40135	KMXK_0D01590
KLMA_60396	KMXK_0F01770
KLMA_50449	KMXK_0E04500
KLMA_60099	KMXK_0F04760
KLMA_50182	KMXK_0E01880
KLMA_40140	KMXK_0D01640
KLMA_60401	KMXK_0F01710
KLMA_50454	KMXK_0E04560
KLMA_50187	KMXK_0E01920
KLMA_60104	KMXK_0F04700
KLMA_40145	KMXK_0D01690
KLMA_50459	KMXK_0E04610
KLMA_60406	KMXK_0F01660
KLMA_50192	KMXK_0E01970
KLMA_60109	KMXK_0F04650
KLMA_40150	KMXK_0D01740
KLMA_50464	KMXK_0E04660
KLMA_60411	KMXK_0F01590
KLMA_50197	KMXK_0E02020
KLMA_60114	KMXK_0F04600
KLMA_40155	KMXK_0D01790
KLMA_50469	KMXK_0E04710
KLMA_60416	KMXK_0F01530
KLMA_50202	KMXK_0E02080
KLMA_40160	KMXK_0D01870
KLMA_50474	
KLMA_60421	KMXK_0F01470
KLMA_50207	KMXK_0E02110
KLMA_60124	KMXK_0F04470
KLMA_50479	KMXK_0E04830
KLMA_60426	KMXK_0F01370
KLMA_50212	KMXK_0E02160
KLMA_50484	KMXK_0E04880
KLMA_40170	KMXK_0D01980
KLMA_60431	KMXK_0F01310
KLMA_50217	KMXK_0E02210
KLMA_60134	KMXK_0F04340
KLMA_50489	KMXK_0E04930
KLMA_40175	KMXK_0D02030
KLMA_60139	KMXK_0F04290
KLMA_50222	KMXK_0E02260
KLMA_60441	KMXK_0F01220
KLMA_50494	KMXK_0E04980
KLMA_40180	KMXK_0D02080
KLMA_50227	KMXK_0E02300
KLMA_60446	KMXK_0F01170
KLMA_40185	KMXK_0D02130
KLMA_50232	KMXK_0E02350
KLMA_60144	KMXK_0F04240
KLMA_50237	KMXK_0E02400
KLMA_50504	KMXK_0E05080
KLMA_40190	
KLMA_60451	KMXK_0F01120
KLMA_60149	KMXK_0F04190
KLMA_50242	KMXK_0E02450
KLMA_50509	KMXK_0E05130
KLMA_10554 KLMA_40195	
KLMA_60456	KMXK_0F01070
KLMA_50247	KMXK_0E02500
KLMA_60154	KMXK_0F04140
KLMA_50514	KMXK_0E05180
KLMA_40200	KMXK_0D02250
KLMA_60461	KMXK_0F01020
KLMA_50252	KMXK_0E02550
KLMA_60159	KMXK_0F04090
KLMA_50519	KMXK_0E05230
KLMA_60466	KMXK_0F00970
KLMA_40205	KMXK_0D02290
KLMA_50257	KMXK_0E02600
KLMA_60164	KMXK_0F04040
KLMA_50524	KMXK_0E05280
KLMA_40210	KMXK_0D02340
KLMA_60471	KMXK_0F00910
KLMA_50262	KMXK_0E02660
KLMA_60169	KMXK_0F03990
KLMA_50529	KMXK_0E05330
KLMA_40215	KMXK_0D02390
KLMA_60476	KMXK_0F00860
KLMA_50267	KMXK_0E02700
KLMA_50534	KMXK_0E05370
KLMA_60481	KMXK_0F00810
KLMA_40220	KMXK_0D02430
KLMA_60179	KMXK_0F03900
KLMA_50272	KMXK_0E02750
KLMA_40225	KMXK_0D02480
KLMA_60486	KMXK_0F00770
KLMA_50277	KMXK_0E02800
KLMA_60184	KMXK_0F03850
KLMA_40230	KMXK_0D02530
KLMA_50282	KMXK_0E02860
KLMA_60491	KMXK_0F00730
KLMA_60189	KMXK_0F03810
KLMA_50549	KMXK_0E05460
KLMA_40235	KMXK_0D02580
KLMA_50287	
KLMA_60194	KMXK_0F03760
KLMA_50554	KMXK_0E05510
KLMA_50292	KMXK_0E02970
KLMA_40240	KMXK_0D02630
KLMA_60199	KMXK_0F03710
KLMA_50559	KMXK_0E05560
KLMA_50297	KMXK_0E03020
KLMA_60204	KMXK_0F03670
KLMA_40245	KMXK_0D02690
KLMA_50564	KMXK_0E05600
KLMA_60209	KMXK_0F03620
KLMA_40250	KMXK_0D02740
KLMA_50569	KMXK_0E05650
KLMA_40255	KMXK_0D02790
KLMA_60214	KMXK_0F03590
KLMA_50302	KMXK_0E03070
KLMA_60496	KMXK_0F00680
KLMA_50574	KMXK_0E05700
KLMA_60219	KMXK_0F03550
KLMA_40260	KMXK_0D02840
KLMA_50307	KMXK_0E03120
KLMA_50579	KMXK_0E05750
KLMA_50312	KMXK_0E03170
KLMA_60229	KMXK_0F03450
KLMA_50584	KMXK_0E05800
KLMA_50317	KMXK_0E03220
KLMA_60234	KMXK_0F03400
KLMA_50589	KMXK_0E05850
KLMA_50322	KMXK_0E03260
KLMA_60239	KMXK_0F03350
KLMA_50594	KMXK_0E05890
KLMA_50327	KMXK_0E03310
KLMA_60244	
KLMA_50599	KMXK_0E05940
KLMA_50332	KMXK_0E03360
KLMA_60249	KMXK_0F03250
KLMA_50337	KMXK_0E03410
KLMA_50604	KMXK_0E06000
KLMA_40265	KMXK_0D02890
KLMA_60501	KMXK_0F00630
KLMA_60254	KMXK_0F03200
KLMA_50342	KMXK_0E03460
KLMA_60506	KMXK_0F00580
KLMA_50609	KMXK_0E06050
KLMA_60259	KMXK_0F03160
KLMA_60511	KMXK_0F00530
KLMA_50347	KMXK_0E03510
KLMA_50614	KMXK_0E06100
KLMA_60264	KMXK_0F03110
KLMA_60516	KMXK_0F00490
KLMA_50352	KMXK_0E03570
KLMA_50619	KMXK_0E06150
KLMA_50357	KMXK_0E03620
KLMA_60269	KMXK_0F03060
KLMA_60521	KMXK_0F00460
KLMA_50624	KMXK_0E06200
KLMA_60274	KMXK_0F03010
KLMA_50362	
KLMA_60526	KMXK_0F00410
KLMA_60279	KMXK_0F02960
KLMA_60531	KMXK_0F00360
KLMA_60284	KMXK_0F02910
KLMA_60536	KMXK_0F00310
KLMA_50372	
KLMA_50377	KMXK_0E03820
KLMA_60541	KMXK_0F00260
KLMA_60289	KMXK_0F02850
KLMA_60546	KMXK_0F00220
KLMA_40270	KMXK_0D02940
KLMA_60294	KMXK_0F02800
KLMA_50382	KMXK_0E03870
KLMA_50634	KMXK_0E06290
KLMA_40275	KMXK_0D02990
KLMA_60299	KMXK_0F02750
KLMA_60551	KMXK_0F00180
KLMA_50387	KMXK_0E03920
KLMA_60556	KMXK_0F00130
KLMA_60304	KMXK_0F02690
KLMA_50392	KMXK_0E03980
KLMA_40285	KMXK_0D03080
KLMA_70004	KMXK_0G04310
KLMA_60309	KMXK_0F02640
KLMA_50397	KMXK_0E04030
KLMA_70009	
KLMA_40290	KMXK_0D03130
KLMA_50402	KMXK_0E04070
KLMA_60314	KMXK_0F02590
KLMA_40295	KMXK_0D03180
KLMA_70014	KMXK_0H00130
KLMA_50407	KMXK_0E04110
KLMA_60319	KMXK_0F02530
KLMA_70019	
KLMA_50412	KMXK_0E04160
KLMA_40305	KMXK_0D03260
KLMA_70024	KMXK_0H00230
KLMA_60324	KMXK_0F02480
KLMA_60002	KMXK_0F05800
KLMA_40310	KMXK_0D03310
KLMA_50417	KMXK_0E04210
KLMA_70029	KMXK_0H00280
KLMA_60329	KMXK_0F02430
KLMA_40315	KMXK_0D03360
KLMA_50422	KMXK_0E04240
KLMA_70034	KMXK_0H00330
KLMA_60007	
KLMA_40320	KMXK_0D03410
KLMA_60334	KMXK_0F02380
KLMA_60012	KMXK_0F05690
KLMA_70039	KMXK_0H00370
KLMA_50427	
KLMA_40325	KMXK_0D03460
KLMA_60017	KMXK_0F05640
KLMA_60339	KMXK_0F02330
KLMA_70044	KMXK_0H00420
KLMA_50432	KMXK_0E04330
KLMA_40330	KMXK_0D03510
KLMA_70049	KMXK_0H00470
KLMA_60022	KMXK_0F05580
KLMA_60344	KMXK_0F02280
KLMA_40335	KMXK_0D03570
KLMA_50437	KMXK_0E04380
KLMA_60027	KMXK_0F05530
KLMA_70054	KMXK_0H00510
KLMA_60349	KMXK_0F02230
KLMA_50442	KMXK_0E04430
KLMA_40340	KMXK_0D03640
KLMA_60032	KMXK_0F05480
KLMA_70059	KMXK_0H00550
KLMA_50447	
KLMA_40345	KMXK_0D03690
KLMA_70064	KMXK_0H00610
KLMA_60037	KMXK_0F05420
KLMA_60354	KMXK_0F02190
KLMA_70069	KMXK_0H00660
KLMA_40350	KMXK_0D03740
KLMA_50452	KMXK_0E04530
KLMA_60042	KMXK_0F05360
KLMA_60359	KMXK_0F02130
KLMA_70074	KMXK_0H00710
KLMA_40355	KMXK_0D03790
KLMA_60047	KMXK_0F05300
KLMA_50457	KMXK_0E04590
KLMA_60364	KMXK_0F02070
KLMA_70079	KMXK_0H00760
KLMA_40360	KMXK_0D03840
KLMA_60052	KMXK_0F05250
KLMA_60369	KMXK_0F02030
KLMA_50462	KMXK_0E04640
KLMA_40365	KMXK_0D03890
KLMA_70084	KMXK_0H00820
KLMA_60057	KMXK_0F05200
KLMA_60374	KMXK_0F01980
KLMA_40370	KMXK_0D03940
KLMA_50467	KMXK_0E04690
KLMA_70089	KMXK_0H00860
KLMA_60062	KMXK_0F05140
KLMA_40375	KMXK_0D03990
KLMA_70094	KMXK_0H00910
KLMA_60379	KMXK_0F01930
KLMA_50472	KMXK_0E04740
KLMA_60067	KMXK_0F05090
KLMA_70099	KMXK_0H00960
KLMA_40380	KMXK_0D04030
KLMA_50477	KMXK_0E04810
KLMA_60072	KMXK_0F05030
KLMA_40385	KMXK_0D04080
KLMA_70104	KMXK_0H01010
KLMA_60389	KMXK_0F01840
KLMA_60077	KMXK_0F04980
KLMA_50482	KMXK_0E04860
KLMA_40390	KMXK_0D04120
KLMA_70109	KMXK_0H01080
KLMA_60394	KMXK_0F01790
KLMA_60082	KMXK_0F04940
KLMA_40395	KMXK_0D04170
KLMA_50487	KMXK_0E04910
KLMA_60399	KMXK_0F01730
KLMA_70119	KMXK_0H01170
KLMA_60087	KMXK_0F04890
KLMA_40400	KMXK_0D04220
KLMA_50492	KMXK_0E04960
KLMA_60092	KMXK_0F04840
KLMA_60404	
KLMA_70124	KMXK_0H01230
KLMA_40405	KMXK_0D04270
KLMA_50497	KMXK_0E05010
KLMA_60097	KMXK_0F04790
KLMA_60409	KMXK_0F01610
KLMA_40410	KMXK_0D04330
KLMA_70129	KMXK_0H01280
KLMA_50502	KMXK_0E05060
KLMA_60102	KMXK_0F04720
KLMA_60414	KMXK_0F01550
KLMA_40415	KMXK_0D04380
KLMA_70134	KMXK_0H01330
KLMA_60107	KMXK_0F04670
KLMA_50507	KMXK_0E05110
KLMA_40420	
KLMA_60419	KMXK_0F01490
KLMA_70139	KMXK_0H01370
KLMA_40425	KMXK_0D04470
KLMA_60112	KMXK_0F04620
KLMA_50512	KMXK_0E05160
KLMA_70144	KMXK_0H01410
KLMA_60424	KMXK_0F01420
KLMA_40430	KMXK_0D04520
KLMA_60117	KMXK_0F04570
KLMA_50517	KMXK_0E05210
KLMA_70149	KMXK_0H01460
KLMA_60429	KMXK_0F01330
KLMA_60122	KMXK_0F04500
KLMA_40435	KMXK_0D04570
KLMA_70154	KMXK_0H01520
KLMA_50522	KMXK_0E05260
KLMA_60127	KMXK_0F04440
KLMA_60434	KMXK_0F01280
KLMA_50527	KMXK_0E05310
KLMA_40440	KMXK_0D04620
KLMA_70159	
KLMA_60132	KMXK_0F04360
KLMA_40445	KMXK_0D04670
KLMA_60439	KMXK_0F01240
KLMA_70164	KMXK_0H01620
KLMA_60137	KMXK_0F04310
KLMA_40450	KMXK_0D04720
KLMA_60142	
KLMA_50537	KMXK_0E05400
KLMA_70169	KMXK_0H01670
KLMA_60444	KMXK_0F01190
KLMA_60147	KMXK_0F04210
KLMA_40455	
KLMA_60449	KMXK_0F01140
KLMA_70174	KMXK_0H01720
KLMA_60152	KMXK_0F04160
KLMA_40460	KMXK_0D04830
KLMA_50547	KMXK_0E05440
KLMA_60454	KMXK_0F01090
KLMA_70179	KMXK_0H01780
KLMA_60157	KMXK_0F04110
KLMA_40465	KMXK_0D04880
KLMA_60162	KMXK_0F04060
KLMA_40470	KMXK_0D04930
KLMA_70184	KMXK_0H01840
KLMA_50552	KMXK_0E05490
KLMA_60459	KMXK_0F01040
KLMA_40475	KMXK_0D04980
KLMA_60167	KMXK_0F04010
KLMA_70189	KMXK_0H01900
KLMA_60464	KMXK_0F00990
KLMA_50557	KMXK_0E05540
KLMA_60172	KMXK_0F03960
KLMA_40480	KMXK_0D05030
KLMA_70194	KMXK_0H01950
KLMA_60469	KMXK_0F00940
KLMA_50562	KMXK_0E05580
KLMA_60177	KMXK_0F03920
KLMA_40485	KMXK_0D05080
KLMA_70199	KMXK_0H02000
KLMA_50567	KMXK_0E05630
KLMA_60182	KMXK_0F03870
KLMA_60474	KMXK_0F00880
KLMA_70204	KMXK_0H02050
KLMA_40490	KMXK_0D05130
KLMA_60187	KMXK_0F03820
KLMA_50572	KMXK_0E05680
KLMA_60479	KMXK_0F00830
KLMA_40495	KMXK_0D05190
KLMA_70209	KMXK_0H02100
KLMA_60192	KMXK_0F03780
KLMA_60484	KMXK_0F00780
KLMA_50577	KMXK_0E05730
KLMA_40500	KMXK_0D05240
KLMA_70214	KMXK_0H02150
KLMA_60197	KMXK_0F03730
KLMA_60489	KMXK_0F00750
KLMA_40505	KMXK_0D05300
KLMA_50582	KMXK_0E05780
KLMA_70219	KMXK_0H02200
KLMA_60202	KMXK_0F03690
KLMA_40510	KMXK_0D05350
KLMA_60494	KMXK_0F00700
KLMA_50587	KMXK_0E05830
KLMA_70224	KMXK_0H02250
KLMA_60207	KMXK_0F03640
KLMA_40515	KMXK_0D05410
KLMA_50592	KMXK_0E05880
KLMA_70229	KMXK_0H02300
KLMA_60212	KMXK_0F03600
KLMA_40520	KMXK_0D05460
KLMA_70234	KMXK_0H02350
KLMA_50597	KMXK_0E05920
KLMA_60217	KMXK_0F03570
KLMA_40525	KMXK_0D05510
KLMA_70239	KMXK_0H02400
KLMA_60222	KMXK_0F03520
KLMA_40530	KMXK_0D05560
KLMA_50602	KMXK_0E05980
KLMA_60499	KMXK_0F00650
KLMA_70244	KMXK_0H02450
KLMA_60227	KMXK_0F03470
KLMA_40535	KMXK_0D05620
KLMA_50607	KMXK_0E06030
KLMA_70249	KMXK_0H02490
KLMA_60232	KMXK_0F03420
KLMA_40540	KMXK_0D05670
KLMA_50612	KMXK_0E06080
KLMA_70254	KMXK_0H02540
KLMA_60237	KMXK_0F03370
KLMA_40545	KMXK_0D05720
KLMA_50617	KMXK_0E06130
KLMA_60242	KMXK_0F03320
KLMA_40550	KMXK_0D05770
KLMA_50622	KMXK_0E06180
KLMA_60504	KMXK_0F00600
KLMA_70264	KMXK_0H02640
KLMA_60247	
KLMA_40555	KMXK_0D05820
KLMA_50627	KMXK_0E06230
KLMA_60509	KMXK_0F00550
KLMA_70269	KMXK_0H02690
KLMA_60252	KMXK_0F03220
KLMA_40560	KMXK_0D05870
KLMA_60257	KMXK_0F03180
KLMA_40565	KMXK_0D05930
KLMA_60514	KMXK_0F00510
KLMA_60262	KMXK_0F03130
KLMA_70279	KMXK_0H02780
KLMA_60519	KMXK_0F00480
KLMA_40570	KMXK_0D05990
KLMA_60267	KMXK_0F03080
KLMA_60524	KMXK_0F00430
KLMA_70284	KMXK_0H02820
KLMA_40575	KMXK_0D06040
KLMA_60272	KMXK_0F03030
KLMA_50632	KMXK_0E06270
KLMA_60529	KMXK_0F00380
KLMA_40580	KMXK_0D06090
KLMA_70289	KMXK_0H02870
KLMA_60277	KMXK_0F02980
KLMA_60534	KMXK_0F00330
KLMA_40585	KMXK_0D06150
KLMA_70294	KMXK_0H02940
KLMA_60539	KMXK_0F00280
KLMA_60282	KMXK_0F02930
KLMA_40590	KMXK_0D06200
KLMA_70299	KMXK_0H02990
KLMA_60287	KMXK_0F02870
KLMA_60549	KMXK_0F00190
KLMA_40595	KMXK_0D06260
KLMA_70304	KMXK_0H03040
KLMA_60292	KMXK_0F02820
KLMA_60554	KMXK_0F00150
KLMA_50637	
KLMA_40600	KMXK_0D06310
KLMA_60297	KMXK_0F02770
KLMA_70309	KMXK_0H03090
KLMA_70002	KMXK_0G04330
KLMA_60005	KMXK_0F05770
KLMA_60302	KMXK_0F02720
KLMA_40605	KMXK_0D06360
KLMA_70007	KMXK_0G04280
KLMA_70314	KMXK_0H03150
KLMA_60010	KMXK_0F05710
KLMA_70012	KMXK_0H00110
KLMA_40610	KMXK_0D06410
KLMA_60307	KMXK_0F02660
KLMA_70319	KMXK_0H03200
KLMA_70017	KMXK_0H00160
KLMA_60015	KMXK_0F05660
KLMA_60312	KMXK_0F02610
KLMA_40615	KMXK_0D06480
KLMA_70022	KMXK_0H00210
KLMA_70324	KMXK_0H03250
KLMA_60020	KMXK_0F05600
KLMA_60317	KMXK_0F02550
KLMA_40620	KMXK_0D06530
KLMA_70027	KMXK_0H00260
KLMA_60025	KMXK_0F05550
KLMA_70329	KMXK_0H03300
KLMA_70032	KMXK_0H00310
KLMA_40625	KMXK_0D06580
KLMA_60322	KMXK_0F02500
KLMA_60030	KMXK_0F05500
KLMA_70334	KMXK_0H03340
KLMA_60035	KMXK_0F05440
KLMA_70037	KMXK_0H00360
KLMA_40630	
KLMA_60327	KMXK_0F02450
KLMA_60040	KMXK_0F05390
KLMA_70339	KMXK_0H03380
KLMA_50005	KMXK_0E00120
KLMA_70042	KMXK_0H00400
KLMA_60332	KMXK_0F02400
KLMA_60045	
KLMA_70047	KMXK_0H00450
KLMA_70344	KMXK_0H03430
KLMA_50010	KMXK_0E00170
KLMA_60337	KMXK_0F02350
KLMA_60050	KMXK_0F05270
KLMA_70349	KMXK_0H03470
KLMA_60342	KMXK_0F02300
KLMA_60055	KMXK_0F05220
KLMA_50020	KMXK_0E00260
KLMA_70062	KMXK_0H00590
KLMA_60060	KMXK_0F05170
KLMA_70354	KMXK_0H03500
KLMA_60347	KMXK_0F02250
KLMA_60065	KMXK_0F05110
KLMA_50025	KMXK_0E00310
KLMA_70067	KMXK_0H00640
KLMA_70359	KMXK_0H03560
KLMA_60352	KMXK_0F02200
KLMA_60070	KMXK_0F05050
KLMA_50030	KMXK_0E00350
KLMA_70072	KMXK_0H00690
KLMA_60075	KMXK_0F05000
KLMA_60357	KMXK_0F02150
KLMA_70364	KMXK_0H03590
KLMA_50035	KMXK_0E00410
KLMA_70077	KMXK_0H00740
KLMA_60362	KMXK_0F02090
KLMA_70369	KMXK_0H03650
KLMA_70082	KMXK_0H00790
KLMA_50040	KMXK_0E00460
KLMA_60085	KMXK_0F04910
KLMA_70087	KMXK_0H00850
KLMA_50045	KMXK_0E00510
KLMA_70374	KMXK_0H03700
KLMA_60367	KMXK_0F02040
KLMA_60090	KMXK_0F04860
KLMA_70092	KMXK_0H00890
KLMA_50050	KMXK_0E00560
KLMA_70379	KMXK_0H03750
KLMA_60372	KMXK_0F02000
KLMA_60095	KMXK_0F04810
KLMA_70097	KMXK_0H00940
KLMA_50055	KMXK_0E00610
KLMA_60377	KMXK_0F01950
KLMA_70384	KMXK_0H03800
KLMA_60100	KMXK_0F04750
KLMA_70102	KMXK_0H00990
KLMA_50060	KMXK_0E00660
KLMA_60105	KMXK_0F04690
KLMA_60382	KMXK_0F01900
KLMA_70107	KMXK_0H01060
KLMA_60110	KMXK_0F04640
KLMA_50065	KMXK_0E00720
KLMA_70394	
KLMA_60387	KMXK_0F01860
KLMA_70112	KMXK_0H01110
KLMA_60115	KMXK_0F04590
KLMA_50070	KMXK_0E00780
KLMA_60392	KMXK_0F01810
KLMA_60120	KMXK_0F04520
KLMA_70399	KMXK_0H03960
KLMA_70117	KMXK_0H01150
KLMA_50075	KMXK_0E00840
KLMA_60125	KMXK_0F04460
KLMA_60397	KMXK_0F01750
KLMA_70122	KMXK_0H01210
KLMA_70404	KMXK_0H04010
KLMA_50080	KMXK_0E00890
KLMA_70127	KMXK_0H01260
KLMA_60130	KMXK_0F04380
KLMA_60402	KMXK_0F01700
KLMA_70409	KMXK_0H04070
KLMA_70132	KMXK_0H01310
KLMA_50085	KMXK_0E00940
KLMA_60135	KMXK_0F04330
KLMA_60407	KMXK_0F01650
KLMA_70414	KMXK_0H04120
KLMA_70137	KMXK_0H01350
KLMA_50090	KMXK_0E00990
KLMA_60140	KMXK_0F04280
KLMA_60412	KMXK_0F01580
KLMA_70142	KMXK_0H01400
KLMA_70419	KMXK_0H04170
KLMA_60145	KMXK_0F04230
KLMA_50095	KMXK_0E01040
KLMA_60417	KMXK_0F01510
KLMA_70147	KMXK_0H01440
KLMA_70424	KMXK_0H04230
KLMA_60150	KMXK_0F04180
KLMA_50100	KMXK_0E01090
KLMA_70152	KMXK_0H01500
KLMA_60422	KMXK_0F01460
KLMA_60155	KMXK_0F04130
KLMA_70429	KMXK_0H04290
KLMA_50105	KMXK_0E01140
KLMA_70157	KMXK_0H01550
KLMA_60160	KMXK_0F04080
KLMA_60427	KMXK_0F01350
KLMA_70434	KMXK_0H04340
KLMA_50110	KMXK_0E01190
KLMA_70162	KMXK_0H01600
KLMA_60165	KMXK_0F04030
KLMA_60432	KMXK_0F01300
KLMA_70167	KMXK_0H01650
KLMA_50115	KMXK_0E01240
KLMA_60170	KMXK_0F03980
KLMA_60437	KMXK_0F01260
KLMA_70172	KMXK_0H01700
KLMA_50120	KMXK_0E01280
KLMA_60175	KMXK_0F03940
KLMA_60442	KMXK_0F01210
KLMA_70177	KMXK_0H01750
KLMA_60180	KMXK_0F03890
KLMA_50125	KMXK_0E01330
KLMA_60447	KMXK_0F01160
KLMA_60185	KMXK_0F03840
KLMA_70182	KMXK_0H01820
KLMA_50130	KMXK_0E01380
KLMA_70439	KMXK_0H04380
KLMA_60190	KMXK_0F03800
KLMA_70187	KMXK_0H01880
KLMA_60452	KMXK_0F01110
KLMA_70192	KMXK_0H01930
KLMA_60195	KMXK_0F03750
KLMA_60457	KMXK_0F01060
KLMA_70197	KMXK_0H01980
KLMA_60200	KMXK_0F03700
KLMA_60462	KMXK_0F01010
KLMA_70202	KMXK_0H02030
KLMA_60205	KMXK_0F03660
KLMA_60467	KMXK_0F00960
KLMA_60210	KMXK_0F03610
KLMA_70207	KMXK_0H02080
KLMA_70444	KMXK_0H04430
KLMA_70449	KMXK_0H04480
KLMA_70212	KMXK_0H02130
KLMA_60215	KMXK_0F03580
KLMA_60472	KMXK_0F00900
KLMA_50135	KMXK_0E01430
KLMA_70217	KMXK_0H02180
KLMA_60477	KMXK_0F00850
KLMA_70459	
KLMA_60225	KMXK_0F03490
KLMA_70222	KMXK_0H02230
KLMA_60482	KMXK_0F00800
KLMA_80001	
KLMA_70227	KMXK_0H02280
KLMA_60230	KMXK_0F03440
KLMA_80006	KMXK_0G00140
KLMA_60487	KMXK_0F00760
KLMA_70232	KMXK_0H02330
KLMA_60235	
KLMA_70237	KMXK_0H02380
KLMA_80011	KMXK_0G00190
KLMA_60240	KMXK_0F03340
KLMA_60492	KMXK_0F00720
KLMA_80016	KMXK_0G00240
KLMA_70242	KMXK_0H02430
KLMA_50140	KMXK_0E01470
KLMA_60245	KMXK_0F03290
KLMA_80021	KMXK_0G00290
KLMA_50145	KMXK_0E01520
KLMA_60250	KMXK_0F03240
KLMA_80026	KMXK_0G00340
KLMA_70252	KMXK_0H02520
KLMA_80031	KMXK_0G00410
KLMA_70257	KMXK_0H02580
KLMA_50155	KMXK_0E01600
KLMA_80036	KMXK_0G00460
KLMA_60260	KMXK_0F03150
KLMA_60497	KMXK_0F00670
KLMA_80041	KMXK_0G00510
KLMA_50160	KMXK_0E01650
KLMA_70262	KMXK_0H02620
KLMA_60265	KMXK_0F03100
KLMA_80046	KMXK_0G00560
KLMA_50165	KMXK_0E01700
KLMA_70267	KMXK_0H02670
KLMA_60270	
KLMA_80051	KMXK_0G00610
KLMA_50170	KMXK_0E01760
KLMA_70272	KMXK_0H02720
KLMA_60275	KMXK_0F03000
KLMA_80056	KMXK_0G00650
KLMA_50175	KMXK_0E01810
KLMA_70277	KMXK_0H02760
