Orthogroup	CLIB122 Uniprot	Combined W29 annotations
OG0000784	Q6C7U0	YALI1_D33696g
OG0000785	Q6C4Q9	YALI1_E29137g
OG0000786	Q6CH28	YALI1_A13349g
OG0000787	Q36258	YALI1_M00267g
OG0000788	Q6C0L6	YALI1_F31053g
OG0000789	Q6C2N7	YALI1_F09433g
OG0000790	Q6BZU2	YALI1_F38526g
OG0000791	Q6CBC3	YALI1_C28147g
OG0000792	Q6C627	YALI1_E16002g
OG0000793	Q6CI62	YALI1_A01777g
OG0000794	Q6CFR0	YALI1_B06315g
OG0000795	Q6C044	YALI1_F35578g
OG0000796	Q6C8M8	YALI1_D23067g
OG0000797	Q6CBS9	YALI1_C22835g
OG0000798	Q6C6M0	YALI1_E10161g
OG0000799	Q6C4Q6	YALI1_E29192g
OG0000800	Q6C7U1	YALI1_D33653g
OG0000801	Q6C2F5	YALI1_F11729g
OG0000802	Q6BZZ1	YALI1_F37255g
OG0000803	Q6C0C5	YALI1_C15964g
OG0000804	Q6CFK0	YALI1_A15017t
OG0000805	Q6C9X3	YALI1_D09831g
OG0000806	Q6CB31	YALI1_C30683g
OG0000807	Q6CHJ1	YALI1_A07977g
OG0000808	Q6CG77	YALI1_B00082g
OG0000809	Q6C5G4	YALI1_E21983g
OG0000810	Q6C5S7	YALI1_E18713g
OG0000811	Q6CEK3	YALI1_B19713g
OG0000812	Q9B6E1	YALI1_M00131g6
OG0000813	Q6C9M4	YALI1_D12626g
OG0000814	Q6C7P1	YALI1_D35096g
OG0000815	Q6C7Q7	YALI1_D34643g
OG0000816	Q6C3T4	YALI1_E38239g
OG0000817	Q6CCH3	YALI1_C13026g
OG0000818	Q6C873	YALI1_D27912g
OG0000819	Q6CBW7	YALI1_C20646g
OG0000820	Q6C3L0	YALI1_E40305g
OG0000821	Q6CFV8	YALI1_B04779g
OG0000822	Q6CGS0	YALI1_A16745g
OG0000823	Q6CCK5	YALI1_C11862g
OG0000824	Q6CC25	YALI1_C18478g
OG0000825	Q6C9Q7	YALI1_D11614g
OG0000826	Q6C765	YALI1_E04033g
OG0000827	Q6CB83	YALI1_C29261g
OG0000828	Q6CHP6	YALI1_A06381g
OG0000829	Q6C132	YALI1_F26108g
OG0000830	Q6C6S4	YALI1_E08043g
OG0000831	Q6CF73	YALI1_B13041g
OG0000832	Q6C0F0	YALI1_F32565g
OG0000833	Q6CFP4	YALI1_B07094g
OG0000834	Q6CDN3	YALI1_B29528g
OG0000835	Q6C660	YALI1_E15074g
OG0000836	Q6C7P9	YALI1_D34865g
OG0000837	Q6CAV6	YALI1_C33071g
OG0000838	Q6CAX9	YALI1_C32392g
OG0000839	Q6CEC8	YALI1_B21737g
OG0000840	Q6CE77	YALI1_B23176g
OG0000841	Q6CFM6	YALI1_B07652g
OG0000842	Q6CFT5	YALI1_B05438g
OG0000843	B5RSK5	YALI1_F03215g
OG0000844	Q6C4K7	YALI1_E30759g
OG0000845	Q6C8W6	YALI1_D20202g
OG0000846	Q6C3N8	YALI1_E39439g
OG0000847	Q6C8F2	YALI1_D25450g
OG0000848	Q6C6L3	YALI1_E10364g
OG0000849	Q6CAR4	YALI1_D00614g
OG0000850	Q6CB61	YALI1_C29926g
OG0000851	Q6C3I6	YALI1_E40970g
OG0000852	Q6CD76	YALI1_C04162g
OG0000853	Q6CF25	YALI1_B14573g
OG0000854	Q6CI21	YALI1_A02895g
OG0000855	Q6CHK9	YALI1_A07318g
OG0000856	Q6C2W3	YALI1_F07093g
OG0000857	Q6CF95	YALI1_B12195g
OG0000858	Q6C9F1	YALI1_D14532g
OG0000859	Q6C2M1	YALI1_F09846g
OG0000860	Q6C8E2	YALI1_D25813g
OG0000861	Q6C6T7	YALI1_E07601g
OG0000862	Q6CFF2	YALI1_B09894g
OG0000863	Q6C109	YALI1_F26873g
OG0000864	Q6C7I4	YALI1_E00963g
OG0000865	Q6C7Y6	YALI1_D32013g
OG0000866	Q6CAJ6	YALI1_D02499g
OG0000867	Q6CFU1	YALI1_B05282g
OG0000868	Q6CDX8	YALI1_B26715g
OG0000869	Q6C0D6	YALI1_F32969g
OG0000870	Q6C4C4	YALI1_E33002g
OG0000871	Q6C2B1	YALI1_F12951g
OG0000872	Q6CHQ6	YALI1_A06073g
OG0000873	Q6C3H8	YALI1_E41206g
OG0000874	Q6CGW9	YALI1_A15482g
OG0000875	Q6C343	YALI1_F04027g
OG0000876	Q6C8A7	YALI1_D26844g
OG0000877	Q6C2T7	YALI1_F07881g
OG0000878	Q6CD53	YALI1_C04882g
OG0000879	Q6C309	YALI1_F05089g
OG0000880	Q6CC76	YALI1_C16431g
OG0000881	Q6CAX6	YALI1_C32483g
OG0000882	Q6C2G6	YALI1_F11396g
OG0000883	Q6CA35	YALI1_D08031g
OG0000884	Q6CE74	YALI1_B23300g
OG0000885	Q6C4J7	YALI1_E31050g
OG0000886	Q6C3T2	YALI1_E38266g
OG0000887	Q6CCG8	YALI1_C13186g
OG0000888	Q6CAC4	YALI1_D05099g
OG0000889	Q6C2D3	YALI1_F12330g
OG0000890	Q6C751	YALI1_E04531g
OG0000891	Q6C312	YALI1_F04938g
OG0000892	Q6BZZ8	YALI1_F36996g
OG0000893	Q6C9B7	YALI1_D15523g
OG0000894	Q6CHI9	YALI1_A08049g
OG0000895	Q6C960	YALI1_D17090g
OG0000896	Q6CGF8	YALI1_A20793g
OG0000897	Q6C2X5	YALI1_F06628g
OG0000898	Q6C4N2	YALI1_E30014g
OG0000899	Q6C769	YALI1_E03973g
OG0000900	Q6CC91	YALI1_C15991g
OG0000901	Q6CEW4	YALI1_B16309g
OG0000902	Q6CGA1	YALI1_A22008g
OG0000903	Q6C9L2	YALI1_D12909g
OG0000904	Q6CDE3	YALI1_C01675g
OG0000905	Q6CAT9	YALI1_C33427g
OG0000906	Q6C9T8	YALI1_D10858g
OG0000907	Q6CCY5	YALI1_C07077g
OG0000908	Q6CBN4	YALI1_C24367g
OG0000909	Q6CAI2	YALI1_D03091g
OG0000910	Q6CEM9	YALI1_B18971g
OG0000911	Q6C9X8	YALI1_D09623g
OG0000912	Q6C1I9	YALI1_F21362g
OG0000913	Q6C5S6	YALI1_E18720g
OG0000914	Q6CGH2	YALI1_A20283g
OG0000915	Q6C7E8	YALI1_E01947g
OG0000916	Q6C2I9	YALI1_F10866g
OG0000917	Q6C069	YALI1_F34729g
OG0000918	Q6C1K3	YALI1_F20885g
OG0000919	Q6C9K7	YALI1_D13071g
OG0000920	Q6CC60	YALI1_C17100g
OG0000921	Q6CEB1	YALI1_B22259g
OG0000922	Q6CG67	YALI1_B00429g
OG0000923	Q6CD51	YALI1_C04962g
OG0000924	Q6C1B0	YALI1_F23616g
OG0000925	Q6C7I3	YALI1_E00986g
OG0000926	Q6CHQ2	YALI1_A06149g
OG0000927	Q6C5M6	YALI1_E19958g
OG0000928	Q6CAX8	YALI1_C32424g
OG0000929	Q6CAM9	YALI1_D01581g
OG0000930	Q6CFW2	YALI1_B04559g
OG0000931	Q6C1F9	YALI1_F22219g
OG0000932	Q6C3F8	YALI1_F00140g
OG0000933	Q6C6G9	YALI1_E11969g
OG0000934	Q6CDW6	YALI1_B27009g
OG0000935	Q6CE27	YALI1_B25017g
OG0000936	Q6CEM0	YALI1_B19217g
OG0000937	Q6C389	YALI1_F02697g
OG0000938	Q6C1H5	YALI1_F21690g
OG0000939	Q6C2Q1	YALI1_F09003g
OG0000940	Q6C2J2	YALI1_F10774g
OG0000941	Q6C8P1	YALI1_D22663g
OG0000942	Q6C8J4	YALI1_D24249g
OG0000943	Q6CCL0	YALI1_C11715g
OG0000944	Q6CER2	YALI1_B18207g
OG0000945	Q6CGH1	YALI1_A20370g
OG0000946	Q6C4Z3	YALI1_E26513g
OG0000947	Q6C455	YALI1_E34979g
OG0000948	B5FVC0	YALI1_C00766g
OG0000949	Q6C2X7	YALI1_F06544g
OG0000950	Q6C523	YALI1_E25692g
OG0000951	Q6CFU7	YALI1_B05024g
OG0000952	Q6C2X8	YALI1_F06466g
OG0000953	Q6C0N8	YALI1_F30317g
OG0000954	Q6CGW3	YALI1_A15624g
OG0000955	Q6C500	YALI1_E26257g
OG0000956	Q6C4A2	YALI1_E33675g
OG0000957	Q6C4L3	YALI1_E30621g
OG0000958	Q6CGF7	YALI1_A20822g
OG0000959	Q6C3P3	YALI1_E39378g
OG0000960	Q6CHP7	YALI1_A06361g
OG0000961	Q6C792	YALI1_E03320g
OG0000962	Q6CAZ6	YALI1_C31918g
OG0000963	Q6C0R7	YALI1_F29604g
OG0000964	Q6CH87	YALI1_A11355g
OG0000965	Q6CCA6	YALI1_C15489g
OG0000966	Q6CGM6	YALI1_A18315g
OG0000967	Q6C1M8	YALI1_F19853g
OG0000968	Q6C4Z5	YALI1_E26472g
OG0000969	Q6CEF6	YALI1_B21004g
OG0000970	Q6C7P0	YALI1_D35119g
OG0000971	Q6CBM1	YALI1_C24730g
OG0000972	Q6C8Z9	YALI1_D19008g
OG0000973	Q6CHV4	YALI1_A04742g
OG0000974	Q6CB86	YALI1_C29158g
OG0000975	Q6C2U7	YALI1_F07630g
OG0000976	Q6C758	YALI1_E04278g
OG0000977	Q6CBZ5	YALI1_C19866g
OG0000978	Q6C172	YALI1_F24905g
OG0000979	Q6C4I2	YALI1_E31498g
OG0000980	Q6CB04	YALI1_C31649g
OG0000981	Q6CET0	YALI1_B17592g
OG0000982	Q6CGG1	YALI1_A20631g
OG0000983	Q6C3N4	YALI1_E39553g
OG0000984	Q6CHH9	YALI1_A08502g
OG0000985	Q6C5H8	YALI1_E21282g
OG0000986	Q6C6E1	YALI1_E12919g
OG0000987	Q6CHH5	YALI1_A08623g
OG0000988	Q6CHB0	YALI1_A10672g
OG0000989	Q6C390	YALI1_F02655g
OG0000990	Q6C1P1	YALI1_F19556g
OG0000991	Q6CC23	YALI1_C18584g
OG0000992	Q6CGN2	YALI1_A18076g
OG0000993	Q6C494	YALI1_E33943g
OG0000994	Q6BZV0	YALI1_F38339g
OG0000995	Q6CDQ8	YALI1_B28584g
OG0000996	Q6C945	YALI1_D17493g
OG0000997	Q6C0I1	YALI1_F31854g
OG0000998	Q6CDJ6	YALI1_B30275g
OG0000999	Q6C432	YALI1_E35546g
OG0001000	Q6CE46	YALI1_B24252g
OG0001001	Q6C205	YALI1_F15745g
OG0001002	Q6C2G9	YALI1_F11313g
OG0001003	Q6CCS7	YALI1_C09230g
OG0001004	Q6C0X8	YALI1_F27761g
OG0001005	Q6C0A2	YALI1_F33925g
OG0001006	Q6CGX9	YALI1_A15073g
OG0001007	Q6CFI5	YALI1_B08758g
OG0001008	Q6CHM8	YALI1_A06743g
OG0001009	Q6C1D9	YALI1_F22915g
OG0001010	Q6C4W7	YALI1_E27243g
OG0001011	Q6C5D7	YALI1_E22697g
OG0001012	Q6CD42	YALI1_C05252g
OG0001013	Q6C5Q4	YALI1_E19316g
OG0001014	Q6C868	YALI1_D28087g
OG0001015	Q6C7G6	YALI1_E01463g
OG0001016	Q6CDP8	YALI1_B29080g
OG0001017	Q6CDK7	YALI1_B30090g
OG0001018	Q6CEI3	YALI1_B20243g
OG0001019	Q6CEX5	YALI1_B15988g
OG0001020	Q6CDD8	YALI1_C01810g
OG0001021	Q6CD68	YALI1_C04401g
OG0001022	Q6C162	YALI1_F25212g
OG0001023	Q6CGI9	YALI1_A19885g
OG0001024	Q6CEV8	YALI1_B16477g
OG0001025	Q6CG40	YALI1_B01839g
OG0001026	Q6C7F9	YALI1_E01657g
OG0001027	Q6CCK0	YALI1_C11954g
OG0001028	Q6C5I4	YALI1_E21147g
OG0001029	Q6C198	YALI1_F24099g
OG0001030	Q6C2W9	YALI1_F06858g
OG0001031	Q6C4V0	YALI1_E27697g
OG0001032	Q6C9W7	YALI1_D10007g
OG0001033	Q6CBP0	YALI1_C24081g
OG0001034	Q6C811	YALI1_D30653g
OG0001035	Q6C2T1	YALI1_F08111g
OG0001036	Q6C665	YALI1_E14910g
OG0001037	Q6BZV5	YALI1_F38248g
OG0001038	Q6C5S3	YALI1_E18843g
OG0001039	Q6C681	YALI1_E14535g
OG0001040	Q6CGS5	YALI1_A16618g
OG0001041	Q6C790	YALI1_E03396g
OG0001042	Q6C604	YALI1_E16597g
OG0001043	Q6C9D5	YALI1_D14986g
OG0001044	Q6C454	YALI1_E35005g
OG0001045	Q6C5B9	YALI1_E23223g
OG0001046	Q6C6A5	YALI1_E13848g
OG0001047	Q6C6J7	YALI1_E11048g
OG0001048	Q6C0A8	YALI1_F33790g
OG0001049	Q6C5N4	YALI1_E19757g
OG0001050	Q6C4H2	YALI1_E31754g
OG0001051	Q6CI63	YALI1_A01766g
OG0001052	Q6CDU1	YALI1_B27637g
OG0001053	Q6C4C8	YALI1_E32842g
OG0001054	Q6C319	YALI1_F04643g
OG0001055	Q6C5S2	YALI1_E18854g
OG0001056	Q6CFD5	YALI1_B10582g
OG0001057	Q6C3Y9	YALI1_E36692g
OG0001058	Q6C098	YALI1_F34029g
OG0001059	Q6C915	YALI1_D18442g
OG0001060	Q6CCE9	YALI1_C13879g
OG0001061	Q6C959	YALI1_D17108g
OG0001062	Q6C6E4	YALI1_E12793g
OG0001063	Q6CEG5	YALI1_B20777g
OG0001064	Q6C651	YALI1_E15321g
OG0001065	Q6C6L8	YALI1_E10233g
OG0001066	Q6C368	YALI1_F03428g
OG0001067	Q6C1U0	YALI1_F17949g
OG0001068	Q6C521	YALI1_E25729g
OG0001069	Q6CB95	YALI1_C28963g
OG0001070	Q6C072	YALI1_F34661g
OG0001071	Q6C987	YALI1_D16236g
OG0001072	Q6CI68	YALI1_A01577g
OG0001073	Q6C3C3	YALI1_F01405g
OG0001074	Q6C8F9	YALI1_D25288g
OG0001075	Q6CFR5	YALI1_B06028g
OG0001076	Q6C6L2	YALI1_E10417g
OG0001077	Q6C5G8	YALI1_E21683g
OG0001078	Q6C5C9	YALI1_E22884g
OG0001079	Q6CDY9	YALI1_B26271g
OG0001080	Q6CDQ9	YALI1_B28572g
OG0001081	B5RSM7	YALI1_F38680g
OG0001082	Q6CB87	YALI1_C29148g
OG0001083	Q6C964	YALI1_D16932g
OG0001084	Q6C3R8	YALI1_E38677g
OG0001085	Q6CI15	YALI1_A03069g
OG0001086	Q6C0B0	YALI1_F33754g
OG0001087	Q6C9J9	YALI1_D13251g
OG0001088	Q6C7Z5	YALI1_D31482g
OG0001089	Q6C6Q6	YALI1_E08545g
OG0001090	Q6CDG3	YALI1_C00999g
OG0001091	Q6C7S2	YALI1_D34119g
OG0001092	Q6C5Q0	YALI1_E19403g
OG0001093	Q6C273	YALI1_F13875g
OG0001094	Q6CET5	YALI1_B17406g
OG0001095	Q6CDV8	YALI1_B27211g
OG0001096	Q6CHE0	YALI1_A09694g
OG0001097	Q6CB49	YALI1_C30255g
OG0001098	Q6CE11	YALI1_B25603g
OG0001099	Q6C7W3	YALI1_D32958g
OG0001100	Q6C6X8	YALI1_E06317g
OG0001101	Q6C3F0	YALI1_F00307g
OG0001102	Q6C2Y4	YALI1_F06197g
OG0001103	Q6CCJ7	YALI1_C12024g
OG0001104	Q6CAL1	YALI1_D02087g
OG0001105	Q6C176	YALI1_F24798g
OG0001106	Q6CEL0	YALI1_B19490g
OG0001107	Q6CCW8	YALI1_C07592g
OG0001108	Q6CD27	YALI1_C05757g
OG0001109	Q6C5A5	YALI1_E23578g
OG0001110	Q6CI05	YALI1_A03278g
OG0001111	Q6C1F4	YALI1_F22402g
OG0001112	Q6CF29	YALI1_B14418g
OG0001113	Q6C9E6	YALI1_D14639g
OG0001114	Q6CBE0	YALI1_C27019g
OG0001115	Q6CI69	YALI1_A01537g
OG0001116	Q6C8D5	YALI1_D26084g
OG0001117	Q6BZR9	YALI1_F39041g
OG0001118	Q6C057	YALI1_F35029g
OG0001119	Q6CA73	YALI1_D06859g
OG0001120	Q6CGN3	YALI1_A18062g
OG0001121	Q6C8L9	YALI1_D23265g
OG0001122	Q6C1S3	YALI1_F18550g
OG0001123	Q6C3A4	YALI1_F02187g
OG0001124	Q6C5Q7	YALI1_E19201g
OG0001125	Q6C308	YALI1_F05137g
OG0001126	Q6C1M2	YALI1_F20086g
OG0001127	Q6C7M6	YALI1_D35398g
OG0001128	Q6CB14	YALI1_C31243g
OG0001129	B5FVB7	YALI1_B27307g
OG0001130	Q6C4B5	YALI1_E33285g
OG0001131	Q6CC71	YALI1_C16621g
OG0001132	Q6C0N7	YALI1_F30340g
OG0001133	Q6CEV1	YALI1_B16808g
OG0001134	Q6C6W8	YALI1_E06616g
OG0001135	Q6C7Z6	YALI1_D31402g
OG0001136	Q6CG00	YALI1_B03120g
OG0001137	Q6CHZ5	YALI1_A03450g
OG0001138	B5FVG3	YALI1_E38131g
OG0001139	Q6C3C8	YALI1_F01234g
OG0001140	Q6CG51	YALI1_B01428g
OG0001141	Q6C6V0	YALI1_E07306g
OG0001142	Q6BZZ9	YALI1_F36966g
OG0001143	Q6CAN7	YALI1_D01345g
OG0001144	Q6CGP8	YALI1_A17546g
OG0001145	Q6CFU8	YALI1_B05005g
OG0001146	Q6C0W1	YALI1_F28112g
OG0001147	Q6CFN2	YALI1_B07444g
OG0001148	Q6CHY4	YALI1_A03763g
OG0001149	Q6C7V1	YALI1_D33321g
OG0001150	Q6CGW4	YALI1_A15584g
OG0001151	Q6CD77	YALI1_C04143g
OG0001152	Q6C637	YALI1_E15718g
OG0001153	Q6CD43	YALI1_C05204g
OG0001154	Q6C339	YALI1_F04106g
OG0001155	Q6C8Z0	YALI1_D19228g
OG0001156	Q6CF19	YALI1_B14686g
OG0001157	Q6CG83	YALI1_A22393g
OG0001158	Q6CFT0	YALI1_B05522g
OG0001159	Q6C0E4	YALI1_F32716g
OG0001160	Q6CGM2	YALI1_A18439g
OG0001161	Q6CH66	YALI1_A12152g
OG0001162	Q6C3B6	YALI1_F01696g
OG0001163	Q6C9V9	YALI1_D10160g
OG0001164	Q6C0L4	YALI1_F31102g
OG0001165	Q6C197	YALI1_F24126g
OG0001166	Q6C1P5	YALI1_F19370g
OG0001167	Q6C4N7	YALI1_E29827g
OG0001168	Q6C797	YALI1_E03185g
OG0001169	Q6C8J5	YALI1_D24225g
OG0001170	Q6CAH9	YALI1_D03221g
OG0001171	Q6BZV1	YALI1_F38317g
OG0001172	Q6CFA5	YALI1_B11916g
OG0001173	Q6C095	YALI1_F34083g
OG0001174	Q6CCZ6	YALI1_C06681g
OG0001175	Q6CDS2	YALI1_B28268g
OG0001176	Q6C512	YALI1_E25955g
OG0001177	Q6C0Q1	YALI1_F29905g
OG0001178	Q6C3N0	YALI1_E39656g
OG0001179	Q6C1F2	YALI1_F22481g
OG0001180	Q6CFQ4	YALI1_B06704g
OG0001181	Q6CGG4	YALI1_A20558g
OG0001182	Q6C180	YALI1_F24699g
OG0001183	Q6CF66	YALI1_B13259g
OG0001184	Q6C001	YALI1_F36805g
OG0001185	Q6C7Z2	YALI1_D31672g
OG0001186	Q6C6U6	YALI1_E07440g
OG0001187	Q6CCB2	YALI1_C15322g
OG0001188	Q6C0I4	YALI1_F31798g
OG0001189	Q6C7M5	YALI1_D35424g
OG0001190	Q6C032	YALI1_F35836g
OG0001191	Q6C867	YALI1_D28150g
OG0001192	Q6C8P6	YALI1_D22368g
OG0001193	Q6CI61	YALI1_A01794g
OG0001194	Q6CHC8	YALI1_A10039g
OG0001195	Q6C9T4	YALI1_D10961g
OG0001196	Q6CHZ4	YALI1_A03487g
OG0001197	Q6CF57	YALI1_B13641g
OG0001198	Q6CD74	YALI1_C04265g
OG0001199	F2Z5X4	YALI1_C01416g
OG0001200	Q6C0T3	YALI1_F29038g
OG0001201	Q6C2S4	YALI1_F08292g
OG0001202	Q6C738	YALI1_E04807g
OG0001203	Q6CAT6	YALI1_D00040g
OG0001204	Q6C772	YALI1_E03904g
OG0001205	Q6C481	YALI1_E34288g
OG0001206	Q6C6F9	YALI1_E12295g
OG0001207	Q6CA42	YALI1_D07775g
OG0001208	Q6CC40	YALI1_C17904g
OG0001209	Q6CFF0	YALI1_B10032g
OG0001210	Q6C3W6	YALI1_E37387g
OG0001211	Q6C4Z1	YALI1_E26551g
OG0001212	Q6CB92	YALI1_C29052g
OG0001213	Q6CGX3	YALI1_A15349g
OG0001214	Q6CEM4	YALI1_B19107g
OG0001215	Q6CEI0	YALI1_B20319g
OG0001216	Q6C8H5	YALI1_D24836g
OG0001217	Q6C7X2	YALI1_D32594g
OG0001218	Q6CE45	YALI1_B24264g
OG0001219	Q6C970	YALI1_D16756g
OG0001220	Q6CCK7	YALI1_C11819g
OG0001221	Q6BZW6	YALI1_F37916g
OG0001222	Q6C1J9	YALI1_F21002g
OG0001223	Q6C0T1	YALI1_F29127g
OG0001224	Q6C3L3	YALI1_E40161g
OG0001225	Q6C4D8	YALI1_E32568g
OG0001226	Q6CFL8	YALI1_B07843g
OG0001227	Q6CCL3	YALI1_C11581g
OG0001228	Q6C696	YALI1_E14132g
OG0001229	Q6C3U0	YALI1_E38113g
OG0001230	Q6C412	YALI1_E36057g
OG0001231	Q6C2P4	YALI1_F09282g
OG0001232	Q6CCJ2	YALI1_C12194g
OG0001233	Q6C3J8	YALI1_E40640g
OG0001234	Q6C6R1	YALI1_E08382g
OG0001235	Q6C2L8	YALI1_F09932g
OG0001236	Q6C7F3	YALI1_E01798g
OG0001237	Q6CA89	YALI1_D06276g
OG0001238	Q6CCT5	YALI1_C08952g
OG0001239	Q6CDM9	YALI1_B29637g
OG0001240	Q6CD78	YALI1_C04117g
OG0001241	Q6CGS7	YALI1_A16501g
OG0001242	Q6CFY0	YALI1_B04032g
OG0001243	Q6C5Y0	YALI1_E17201g
OG0001244	W0TYN2	YALI1_C02117g
OG0001245	Q6C034	YALI1_F35791g
OG0001246	Q6C1F8	YALI1_F22241g
OG0001247	Q6C570	YALI1_E24428g
OG0001248	Q6CDM7	YALI1_B29711g
OG0001249	Q6CHR6	YALI1_A05795g
OG0001250	Q6C4J6	YALI1_E31075g
OG0001251	Q6C7G4	YALI1_E01530g
OG0001252	Q6CHU1	YALI1_A05116g
OG0001253	Q6CGS9	YALI1_A16485g
OG0001254	Q6CG35	YALI1_B02047g
OG0001255	B5FVF6	YALI1_E32512g
OG0001256	Q6CED7	YALI1_B21466g
OG0001257	Q6CFN0	YALI1_B07538g
OG0001258	Q6CFW7	YALI1_B04466g
OG0001259	Q6CHY7	YALI1_A03688g
OG0001260	Q6C2Z3	YALI1_F05814g
OG0001261	Q6CAB0	YALI1_D05440g
OG0001262	Q6C768	YALI1_E03999g
OG0001263	Q6CBA3	YALI1_C28686g
OG0001264	Q6C0N5	YALI1_F30395g
OG0001265	Q6CAF1	YALI1_D04277g
OG0001266	Q6C9A6	YALI1_D15865g
OG0001267	Q6CA64	YALI1_D07162g
OG0001268	Q6CBX6	YALI1_C20364g
OG0001269	Q6C099	YALI1_F34000g
OG0001270	Q6C9Q5	YALI1_D11633g
OG0001271	Q6C9I0	YALI1_D13865g
OG0001272	Q6C1A9	YALI1_F23664g
OG0001273	Q6C2J4	YALI1_F10731g
OG0001274	Q6CF65	YALI1_B13290g
OG0001275	Q6CB71	YALI1_C29576g
OG0001276	Q6CB94	YALI1_C28997g
OG0001277	Q6CC55	YALI1_C17453g
OG0001278	Q6C469	YALI1_E34586g
OG0001279	Q6C7E7	YALI1_E02000g
OG0001280	Q6C7E6	YALI1_E02007g
OG0001281	Q6CFP6	YALI1_B06928g
OG0001282	Q6CE34	YALI1_B24654g
OG0001283	Q6C8N8	YALI1_D22759g
OG0001284	Q6CD92	YALI1_C03774g
OG0001285	Q6C8L3	YALI1_D23622g
OG0001286	Q6BZP6	YALI1_F39603g
OG0001287	Q6C566	YALI1_E24487g
OG0001288	Q6C401	YALI1_E36395g
OG0001289	Q6C4F5	YALI1_E32180g
OG0001290	Q6C355	YALI1_F03778g
OG0001291	Q6C6M9	YALI1_E09769g
OG0001292	Q6CHU2	YALI1_A05091g
OG0001293	Q6C014	YALI1_F36332g
OG0001294	Q6C413	YALI1_E36036g
OG0001295	Q6CHQ9	YALI1_A05927g
OG0001296	Q6CEY0	YALI1_B15852g
OG0001297	Q6C112	YALI1_F26757g
OG0001298	Q6C848	YALI1_D29335g
OG0001299	Q6C300	YALI1_F05509g
OG0001300	Q6C5E8	YALI1_E22364g
OG0001301	Q6CAV3	YALI1_C33100g
OG0001302	Q6CEI2	YALI1_B20276g
OG0001303	Q6CCU4	YALI1_C08600g
OG0001304	Q6CH04	YALI1_A14259g
OG0001305	Q6CFV0	YALI1_B04950g
OG0001306	Q6CH56	YALI1_A12437g
OG0001307	F2Z5Y6	YALI1_A08856g
OG0001308	Q6C815	YALI1_D30540g
OG0001309	Q6CDA8	YALI1_C03246g
OG0001310	Q6C0N4	YALI1_F30431g
OG0001311	Q6C468	YALI1_E34621g
OG0001312	Q6C7L9	YALI1_D35593g
OG0001313	Q6C1G3	YALI1_F22073g
OG0001314	B5RSL7	YALI1_F24343g
OG0001315	Q6C9A4	YALI1_D15902g
OG0001316	Q6CDQ0	YALI1_B29037g
OG0001317	Q6C529	YALI1_E25585g
OG0001318	Q6CFL7	YALI1_B07852g
OG0001319	Q6C374	YALI1_F03269g
OG0001320	B5RSK3	YALI1_A18188g
OG0001321	Q6C0U6	YALI1_F28590g
OG0001322	Q6C388	YALI1_F02726g
OG0001323	Q6C4D2	YALI1_E32722g
OG0001324	Q6CFR4	YALI1_B06110g
OG0001325	Q6CCW4	YALI1_C07721g
OG0001326	Q6C2H3	YALI1_F11261g
OG0001327	Q6CFA0	YALI1_B12010g
OG0001328	Q6CD58	YALI1_C04720g
OG0001329	Q6CDL7	YALI1_B29905g
OG0001330	Q6CGV0	YALI1_A15961g
OG0001331	Q6CEL6	YALI1_B19336g
OG0001332	Q6C9B6	YALI1_D15568g
OG0001333	Q6C0Z1	YALI1_F27395g
OG0001334	Q6C3A7	YALI1_F02047g
OG0001335	Q6C3T3	YALI1_E38243g
OG0001336	Q6CFV2	YALI1_B04901g
OG0001337	Q6C6A3	YALI1_E13926g
OG0001338	Q6CEH8	YALI1_B20378g
OG0001339	Q6CCV6	YALI1_C08017g
OG0001340	Q6C1N6	YALI1_F19697g
OG0001341	Q6C6K7	YALI1_E10587g
OG0001342	Q6CFU9	YALI1_B04974g
OG0001343	Q6C6Q9	YALI1_E08452g
OG0001344	Q6CFP9	YALI1_B06847g
OG0001345	Q6C0I5	YALI1_F31760g
OG0001346	Q6CCH4	YALI1_C13007g
OG0001347	Q6C8G0	YALI1_D25255g
OG0001348	Q6C5E1	YALI1_E22576g
OG0001349	Q6BZV9	YALI1_F38140g
OG0001350	Q6C2D0	YALI1_F12434g
OG0001351	Q6C8C8	YALI1_D26316g
OG0001352	B5FVG7	YALI1_E41014g
OG0001353	Q6CAZ2	YALI1_C32031g
OG0001354	Q6C6F0	YALI1_E12643g
OG0001355	Q6CEB5	YALI1_B22060g
OG0001356	Q6C3M8	YALI1_E39693g
OG0001357	Q6C0M2	YALI1_F30789g
OG0001358	Q6C9L1	YALI1_D12930g
OG0001359	Q6CCZ9	YALI1_C06597g
OG0001360	Q6CHZ8	YALI1_A03402g
OG0001361	Q6C974	YALI1_D16656g
OG0001362	Q6C3F7	YALI1_F00155g
OG0001363	Q6C9L7	YALI1_D12790g
OG0001364	Q6CCL4	YALI1_C11552g
OG0001365	Q6CBN1	YALI1_C24434g
OG0001366	Q6C2M2	YALI1_F09833g
OG0001367	Q6C4I4	YALI1_E31461g
OG0001368	Q6C4U8	YALI1_E27791g
OG0001369	Q6C2F6	YALI1_F11689g
OG0001370	Q6CCT8	YALI1_C08882g
OG0001371	Q6C9D0	YALI1_D15181g
OG0001372	Q6CAZ0	YALI1_C32049g
OG0001373	Q6C7J8	YALI1_E00551g
