Orthogroup	S.cerevisiae	L.starkeyi	T.caseinolytica	Y.lipo-CLIB122
OG0000026	Q08963	tr|A0A1E3PVT7|A0A1E3PVT7_LIPST	Tortispora_caseinolytica@Seq_1668, Tortispora_caseinolytica@Seq_1975, Tortispora_caseinolytica@Seq_2075, Tortispora_caseinolytica@Seq_2404, Tortispora_caseinolytica@Seq_3611, Tortispora_caseinolytica@Seq_4004, Tortispora_caseinolytica@Seq_4370, Tortispora_caseinolytica@Seq_4438, Tortispora_caseinolytica@Seq_4442, Tortispora_caseinolytica@Seq_651, Tortispora_caseinolytica@Seq_973, Tortispora_caseinolytica@Seq_987	sp|Q6C417|RU2A_YARLI
OG0000027		tr|A0A1E3QAL3|A0A1E3QAL3_LIPST	Tortispora_caseinolytica@Seq_1427, Tortispora_caseinolytica@Seq_1523, Tortispora_caseinolytica@Seq_2341, Tortispora_caseinolytica@Seq_2412, Tortispora_caseinolytica@Seq_2553, Tortispora_caseinolytica@Seq_2683, Tortispora_caseinolytica@Seq_2697, Tortispora_caseinolytica@Seq_2967, Tortispora_caseinolytica@Seq_3638, Tortispora_caseinolytica@Seq_4121, Tortispora_caseinolytica@Seq_4136, Tortispora_caseinolytica@Seq_4440, Tortispora_caseinolytica@Seq_4584	tr|Q6CDF8|Q6CDF8_YARLI
OG0000028		tr|A0A1E3PVZ2|A0A1E3PVZ2_LIPST, tr|A0A1E3PXF2|A0A1E3PXF2_LIPST, tr|A0A1E3PYC5|A0A1E3PYC5_LIPST, tr|A0A1E3PYI8|A0A1E3PYI8_LIPST, tr|A0A1E3PZI6|A0A1E3PZI6_LIPST, tr|A0A1E3Q0D8|A0A1E3Q0D8_LIPST, tr|A0A1E3Q125|A0A1E3Q125_LIPST, tr|A0A1E3Q1X9|A0A1E3Q1X9_LIPST, tr|A0A1E3Q566|A0A1E3Q566_LIPST, tr|A0A1E3Q703|A0A1E3Q703_LIPST, tr|A0A1E3QBU5|A0A1E3QBU5_LIPST, tr|A0A1E3QCA1|A0A1E3QCA1_LIPST, tr|A0A1E3QGT2|A0A1E3QGT2_LIPST		tr|Q6CCQ9|Q6CCQ9_YARLI, tr|Q6CCU2|Q6CCU2_YARLI
OG0000029	P27705, P39943, P53035, Q00453, Q12132	tr|A0A1E3PZU2|A0A1E3PZU2_LIPST, tr|A0A1E3Q059|A0A1E3Q059_LIPST, tr|A0A1E3Q823|A0A1E3Q823_LIPST, tr|A0A1E3QHC1|A0A1E3QHC1_LIPST	Tortispora_caseinolytica@Seq_2416, Tortispora_caseinolytica@Seq_3597, Tortispora_caseinolytica@Seq_4396	tr|Q6C6N4|Q6C6N4_YARLI, tr|Q6CDQ2|Q6CDQ2_YARLI
OG0000030	P08458, P27636, P38692	tr|A0A1E3PVV2|A0A1E3PVV2_LIPST, tr|A0A1E3Q4Y7|A0A1E3Q4Y7_LIPST, tr|A0A1E3Q6M4|A0A1E3Q6M4_LIPST, tr|A0A1E3Q8R9|A0A1E3Q8R9_LIPST	Tortispora_caseinolytica@Seq_1969, Tortispora_caseinolytica@Seq_3299, Tortispora_caseinolytica@Seq_445, Tortispora_caseinolytica@Seq_997	tr|Q6C2G1|Q6C2G1_YARLI, tr|Q6C3K8|Q6C3K8_YARLI, tr|Q6C8H9|Q6C8H9_YARLI
OG0000031	P14065, Q12458	tr|A0A1E3PXS1|A0A1E3PXS1_LIPST, tr|A0A1E3Q1B9|A0A1E3Q1B9_LIPST, tr|A0A1E3QEM8|A0A1E3QEM8_LIPST	Tortispora_caseinolytica@Seq_4511, Tortispora_caseinolytica@Seq_481	tr|Q6C177|Q6C177_YARLI, tr|Q6C5G1|Q6C5G1_YARLI, tr|Q6CAC3|Q6CAC3_YARLI, tr|Q6CC16|Q6CC16_YARLI, tr|Q6CDR7|Q6CDR7_YARLI, tr|Q6CFG7|Q6CFG7_YARLI, tr|Q6CGV3|Q6CGV3_YARLI
OG0000032	P39932	tr|A0A1E3PVQ7|A0A1E3PVQ7_LIPST, tr|A0A1E3PW45|A0A1E3PW45_LIPST, tr|A0A1E3PWK2|A0A1E3PWK2_LIPST, tr|A0A1E3QBR6|A0A1E3QBR6_LIPST, tr|A0A1E3QF36|A0A1E3QF36_LIPST, tr|A0A1E3QGJ6|A0A1E3QGJ6_LIPST		tr|F2Z653|F2Z653_YARLI, tr|Q6C0E0|Q6C0E0_YARLI, tr|Q6CAP1|Q6CAP1_YARLI, tr|Q6CBQ5|Q6CBQ5_YARLI, tr|Q6CD11|Q6CD11_YARLI, tr|Q6CEA9|Q6CEA9_YARLI
OG0000033	P26343, P42944, P43574	tr|A0A1E3Q1T4|A0A1E3Q1T4_LIPST, tr|A0A1E3Q330|A0A1E3Q330_LIPST, tr|A0A1E3QHL9|A0A1E3QHL9_LIPST	Tortispora_caseinolytica@Seq_2850, Tortispora_caseinolytica@Seq_3009, Tortispora_caseinolytica@Seq_3046	tr|Q6C1A6|Q6C1A6_YARLI, tr|Q6C6X2|Q6C6X2_YARLI, tr|Q6C8D8|Q6C8D8_YARLI, tr|Q6CB14|Q6CB14_YARLI
OG0000034	Q08911	tr|A0A1E3Q4X1|A0A1E3Q4X1_LIPST	Tortispora_caseinolytica@Seq_1079	tr|Q6C009|Q6C009_YARLI, tr|Q6C1I4|Q6C1I4_YARLI, tr|Q6C1S2|Q6C1S2_YARLI, tr|Q6C5R4|Q6C5R4_YARLI, tr|Q6C5X6|Q6C5X6_YARLI, tr|Q6CBY8|Q6CBY8_YARLI, tr|Q6CCN0|Q6CCN0_YARLI, tr|Q6CDN8|Q6CDN8_YARLI, tr|Q6CDZ5|Q6CDZ5_YARLI, tr|Q6CH50|Q6CH50_YARLI
OG0000035	P19145	tr|A0A1E3Q6E2|A0A1E3Q6E2_LIPST, tr|A0A1E3Q6Q8|A0A1E3Q6Q8_LIPST, tr|A0A1E3Q8F2|A0A1E3Q8F2_LIPST	Tortispora_caseinolytica@Seq_3165, Tortispora_caseinolytica@Seq_4053, Tortispora_caseinolytica@Seq_559	tr|Q6C122|Q6C122_YARLI, tr|Q6C6E2|Q6C6E2_YARLI, tr|Q6CBM6|Q6CBM6_YARLI, tr|Q6CE01|Q6CE01_YARLI, tr|Q6CE13|Q6CE13_YARLI, tr|Q6CED5|Q6CED5_YARLI
OG0000036			Tortispora_caseinolytica@Seq_1283, Tortispora_caseinolytica@Seq_4186, Tortispora_caseinolytica@Seq_4242	tr|Q6C2M7|Q6C2M7_YARLI, tr|Q6C577|Q6C577_YARLI, tr|Q6C650|Q6C650_YARLI, tr|Q6C670|Q6C670_YARLI, tr|Q6C6V4|Q6C6V4_YARLI, tr|Q6C8S6|Q6C8S6_YARLI, tr|Q6CCW9|Q6CCW9_YARLI, tr|Q6CFE4|Q6CFE4_YARLI, tr|Q6CGX7|Q6CGX7_YARLI, tr|Q6CH10|Q6CH10_YARLI
OG0000037	Q12335	tr|A0A1E3PWR4|A0A1E3PWR4_LIPST, tr|A0A1E3PWT1|A0A1E3PWT1_LIPST, tr|A0A1E3PY85|A0A1E3PY85_LIPST, tr|A0A1E3Q3Z1|A0A1E3Q3Z1_LIPST	Tortispora_caseinolytica@Seq_1616, Tortispora_caseinolytica@Seq_62	tr|Q6C5K6|Q6C5K6_YARLI, tr|Q6C5X3|Q6C5X3_YARLI, tr|Q6CBE3|Q6CBE3_YARLI, tr|Q6CFH0|Q6CFH0_YARLI, tr|Q6CFH1|Q6CFH1_YARLI
OG0000038		tr|A0A1E3PVU0|A0A1E3PVU0_LIPST, tr|A0A1E3PZ20|A0A1E3PZ20_LIPST, tr|A0A1E3Q1R6|A0A1E3Q1R6_LIPST, tr|A0A1E3Q2R4|A0A1E3Q2R4_LIPST, tr|A0A1E3Q6K3|A0A1E3Q6K3_LIPST, tr|A0A1E3QA44|A0A1E3QA44_LIPST, tr|A0A1E3QCM7|A0A1E3QCM7_LIPST, tr|A0A1E3QE49|A0A1E3QE49_LIPST, tr|A0A1E3QF70|A0A1E3QF70_LIPST		tr|Q6C1U4|Q6C1U4_YARLI, tr|Q6C8P8|Q6C8P8_YARLI, tr|Q6CBH7|Q6CBH7_YARLI
OG0000039	P38699, P53749	tr|A0A1E3Q533|A0A1E3Q533_LIPST, tr|A0A1E3Q8A6|A0A1E3Q8A6_LIPST, tr|A0A1E3Q8P6|A0A1E3Q8P6_LIPST, tr|A0A1E3QAL5|A0A1E3QAL5_LIPST, tr|A0A1E3QDB6|A0A1E3QDB6_LIPST	Tortispora_caseinolytica@Seq_1432, Tortispora_caseinolytica@Seq_3794	tr|Q6C7D9|Q6C7D9_YARLI, tr|Q6CBV4|Q6CBV4_YARLI
OG0000040	P32837		Tortispora_caseinolytica@Seq_2254, Tortispora_caseinolytica@Seq_3433	tr|Q6C3B4|Q6C3B4_YARLI, tr|Q6C5G9|Q6C5G9_YARLI, tr|Q6C6Q5|Q6C6Q5_YARLI, tr|Q6C8R1|Q6C8R1_YARLI, tr|Q6CAR8|Q6CAR8_YARLI, tr|Q6CGG5|Q6CGG5_YARLI, tr|Q6CHL8|Q6CHL8_YARLI, tr|Q6CHZ3|Q6CHZ3_YARLI
OG0000041	P53753, Q12168	tr|A0A1E3Q9L2|A0A1E3Q9L2_LIPST, tr|A0A1E3QB63|A0A1E3QB63_LIPST, tr|A0A1E3QE84|A0A1E3QE84_LIPST	Tortispora_caseinolytica@Seq_1031, Tortispora_caseinolytica@Seq_432, Tortispora_caseinolytica@Seq_905	tr|Q6CC66|Q6CC66_YARLI, tr|Q6CE74|Q6CE74_YARLI, tr|Q6CHM5|Q6CHM5_YARLI
OG0000042	Q12139	tr|A0A1E3PVX4|A0A1E3PVX4_LIPST, tr|A0A1E3Q047|A0A1E3Q047_LIPST, tr|A0A1E3Q206|A0A1E3Q206_LIPST, tr|A0A1E3Q218|A0A1E3Q218_LIPST, tr|A0A1E3QIB5|A0A1E3QIB5_LIPST	Tortispora_caseinolytica@Seq_2427, Tortispora_caseinolytica@Seq_268, Tortispora_caseinolytica@Seq_759	tr|Q6CA84|Q6CA84_YARLI, tr|Q6CCW4|Q6CCW4_YARLI
OG0000043	P39105, Q03674, Q08108	tr|A0A1E3PZK6|A0A1E3PZK6_LIPST, tr|A0A1E3Q9Y4|A0A1E3Q9Y4_LIPST	Tortispora_caseinolytica@Seq_2655, Tortispora_caseinolytica@Seq_3037	tr|B5FVA8|B5FVA8_YARLI, tr|Q6C4Z3|Q6C4Z3_YARLI, tr|Q6C5Q6|Q6C5Q6_YARLI, tr|Q6C9U9|Q6C9U9_YARLI
OG0000044	P41816, Q03558	tr|A0A1E3Q916|A0A1E3Q916_LIPST, tr|A0A1E3QCV5|A0A1E3QCV5_LIPST	Tortispora_caseinolytica@Seq_3280	tr|Q6C0L5|Q6C0L5_YARLI, tr|Q6C4E1|Q6C4E1_YARLI, tr|Q6C8X0|Q6C8X0_YARLI, tr|Q6CAN5|Q6CAN5_YARLI, tr|Q6CFJ5|Q6CFJ5_YARLI, tr|Q6CI57|Q6CI57_YARLI
OG0000045	P00330, P00331, P07246, P38113	tr|A0A1E3PWD8|A0A1E3PWD8_LIPST	Tortispora_caseinolytica@Seq_2681	sp|F2Z678|ADH2_YARLI, tr|Q6C6P0|Q6C6P0_YARLI, tr|Q6C7T0|Q6C7T0_YARLI, tr|Q6CGT5|Q6CGT5_YARLI, tr|Q6CGX5|Q6CGX5_YARLI
OG0000046	P36091, Q05031	tr|A0A1E3PZ08|A0A1E3PZ08_LIPST, tr|A0A1E3Q745|A0A1E3Q745_LIPST, tr|A0A1E3QE67|A0A1E3QE67_LIPST	Tortispora_caseinolytica@Seq_1185, Tortispora_caseinolytica@Seq_4482	tr|Q6C0T7|Q6C0T7_YARLI, tr|Q6C171|Q6C171_YARLI, tr|Q6CAI2|Q6CAI2_YARLI
OG0000047	P24868, P24869, P24870, P24871	tr|A0A1E3QDE4|A0A1E3QDE4_LIPST, tr|A0A1E3QII2|A0A1E3QII2_LIPST	Tortispora_caseinolytica@Seq_1169, Tortispora_caseinolytica@Seq_2218	tr|Q6CE22|Q6CE22_YARLI, tr|Q6CEJ4|Q6CEJ4_YARLI
OG0000048	P36035	tr|A0A1E3QAN6|A0A1E3QAN6_LIPST, tr|A0A1E3QCG4|A0A1E3QCG4_LIPST	Tortispora_caseinolytica@Seq_2854	tr|Q6C3Q6|Q6C3Q6_YARLI, tr|Q6C7X3|Q6C7X3_YARLI, tr|Q6C8F4|Q6C8F4_YARLI, tr|Q6CB72|Q6CB72_YARLI, tr|Q6CBU1|Q6CBU1_YARLI, tr|Q6CE14|Q6CE14_YARLI
OG0000049	P15992, Q12329	tr|A0A1E3Q3G5|A0A1E3Q3G5_LIPST, tr|A0A1E3Q7F5|A0A1E3Q7F5_LIPST, tr|A0A1E3QHZ4|A0A1E3QHZ4_LIPST	Tortispora_caseinolytica@Seq_2041, Tortispora_caseinolytica@Seq_233	tr|Q6C5F4|Q6C5F4_YARLI, tr|Q6CD63|Q6CD63_YARLI, tr|Q6CD64|Q6CD64_YARLI
OG0000050	P09435, P10591, P10592, P22202	tr|A0A1E3Q3Z9|A0A1E3Q3Z9_LIPST	Tortispora_caseinolytica@Seq_2632	tr|Q6C0E9|Q6C0E9_YARLI, tr|Q6C3G5|Q6C3G5_YARLI, tr|Q6C864|Q6C864_YARLI, tr|Q6C9V0|Q6C9V0_YARLI
OG0000051	Q08109, Q12311	tr|A0A1E3Q2K7|A0A1E3Q2K7_LIPST, tr|A0A1E3Q6C1|A0A1E3Q6C1_LIPST, tr|A0A1E3Q7B0|A0A1E3Q7B0_LIPST	Tortispora_caseinolytica@Seq_690	tr|Q6C0H8|Q6C0H8_YARLI, tr|Q6C334|Q6C334_YARLI, tr|Q6C6S2|Q6C6S2_YARLI, tr|Q6C7S8|Q6C7S8_YARLI
OG0000052	Q03655, Q08271	tr|A0A1E3PUJ1|A0A1E3PUJ1_LIPST, tr|A0A1E3Q9F6|A0A1E3Q9F6_LIPST	Tortispora_caseinolytica@Seq_2987, Tortispora_caseinolytica@Seq_3177, Tortispora_caseinolytica@Seq_3427, Tortispora_caseinolytica@Seq_4207	tr|Q6CCT6|Q6CCT6_YARLI, tr|Q6CHY1|Q6CHY1_YARLI
OG0000053	P38310, P40088	tr|A0A1E3PW11|A0A1E3PW11_LIPST, tr|A0A1E3PZ12|A0A1E3PZ12_LIPST, tr|A0A1E3Q6L2|A0A1E3Q6L2_LIPST, tr|A0A1E3Q8H6|A0A1E3Q8H6_LIPST	Tortispora_caseinolytica@Seq_4435	tr|Q6C9Y7|Q6C9Y7_YARLI, tr|Q6CA15|Q6CA15_YARLI, tr|Q6CHU4|Q6CHU4_YARLI
OG0000054	P25613, P32907, Q12359	tr|A0A1E3QDY9|A0A1E3QDY9_LIPST		sp|P41943|GPR1_YARLI, tr|Q6C1H3|Q6C1H3_YARLI, tr|Q6C1V3|Q6C1V3_YARLI, tr|Q6C4F1|Q6C4F1_YARLI, tr|Q6C635|Q6C635_YARLI, tr|Q6CAY7|Q6CAY7_YARLI
OG0000055	P25608, P53912, P54007	tr|A0A1E3Q2Y4|A0A1E3Q2Y4_LIPST, tr|A0A1E3QE85|A0A1E3QE85_LIPST	Tortispora_caseinolytica@Seq_1761, Tortispora_caseinolytica@Seq_2090	tr|Q6BZZ4|Q6BZZ4_YARLI, tr|Q6CAL4|Q6CAL4_YARLI, tr|Q6CFC2|Q6CFC2_YARLI
OG0000056	P33302, P51533, Q04182	tr|A0A1E3PUL0|A0A1E3PUL0_LIPST, tr|A0A1E3Q3L3|A0A1E3Q3L3_LIPST	Tortispora_caseinolytica@Seq_4418	tr|Q6C5V9|Q6C5V9_YARLI, tr|Q6CBB8|Q6CBB8_YARLI, tr|Q6CET9|Q6CET9_YARLI, tr|Q6CFY4|Q6CFY4_YARLI
OG0000057	P32896	tr|A0A1E3PUS5|A0A1E3PUS5_LIPST, tr|A0A1E3PVS9|A0A1E3PVS9_LIPST, tr|A0A1E3PXN3|A0A1E3PXN3_LIPST, tr|A0A1E3PYJ7|A0A1E3PYJ7_LIPST, tr|A0A1E3Q3R8|A0A1E3Q3R8_LIPST, tr|A0A1E3Q559|A0A1E3Q559_LIPST		tr|Q6CG35|Q6CG35_YARLI, tr|Q6CGQ8|Q6CGQ8_YARLI, tr|Q6CGT3|Q6CGT3_YARLI
OG0000058	Q06494	tr|A0A1E3PXB8|A0A1E3PXB8_LIPST, tr|A0A1E3PZR2|A0A1E3PZR2_LIPST, tr|A0A1E3Q0K6|A0A1E3Q0K6_LIPST, tr|A0A1E3Q249|A0A1E3Q249_LIPST, tr|A0A1E3QAS4|A0A1E3QAS4_LIPST, tr|A0A1E3QDC3|A0A1E3QDC3_LIPST, tr|A0A1E3QGM0|A0A1E3QGM0_LIPST	Tortispora_caseinolytica@Seq_3734	tr|Q6C376|Q6C376_YARLI
OG0000059	P40474, P40475, P53943	tr|A0A1E3PZ07|A0A1E3PZ07_LIPST, tr|A0A1E3PZV3|A0A1E3PZV3_LIPST, tr|A0A1E3QCE9|A0A1E3QCE9_LIPST	Tortispora_caseinolytica@Seq_1292, Tortispora_caseinolytica@Seq_497	tr|Q6C300|Q6C300_YARLI
OG0000060	P10870, Q12300	tr|A0A1E3PU55|A0A1E3PU55_LIPST, tr|A0A1E3PY23|A0A1E3PY23_LIPST, tr|A0A1E3Q115|A0A1E3Q115_LIPST, tr|A0A1E3Q127|A0A1E3Q127_LIPST, tr|A0A1E3Q564|A0A1E3Q564_LIPST		tr|Q6CCJ1|Q6CCJ1_YARLI, tr|Q6CCU6|Q6CCU6_YARLI
OG0000061	P32789, P40054, P40510, P43633	tr|A0A1E3Q9P3|A0A1E3Q9P3_LIPST, tr|A0A1E3QCV3|A0A1E3QCV3_LIPST	Tortispora_caseinolytica@Seq_2808	tr|Q6C284|Q6C284_YARLI, tr|Q6CI93|Q6CI93_YARLI
OG0000062	P04817, P32487, P38971, P53388	tr|A0A1E3Q3R6|A0A1E3Q3R6_LIPST	Tortispora_caseinolytica@Seq_1074, Tortispora_caseinolytica@Seq_1749	tr|Q6CDH6|Q6CDH6_YARLI, tr|Q6CE18|Q6CE18_YARLI
OG0000063	P08539, P10823	tr|A0A1E3Q888|A0A1E3Q888_LIPST, tr|A0A1E3QFP8|A0A1E3QFP8_LIPST	Tortispora_caseinolytica@Seq_3275, Tortispora_caseinolytica@Seq_3418, Tortispora_caseinolytica@Seq_3670	tr|Q6C684|Q6C684_YARLI, tr|Q6CHF1|Q6CHF1_YARLI
OG0000064	P0CW40, P0CW41, P38158, P40884, P53051, P53341, Q08295	tr|A0A1E3Q6U0|A0A1E3Q6U0_LIPST, tr|A0A1E3Q6X2|A0A1E3Q6X2_LIPST		
OG0000065	P51862, P53046, Q06412	tr|A0A1E3Q0X5|A0A1E3Q0X5_LIPST, tr|A0A1E3Q433|A0A1E3Q433_LIPST	Tortispora_caseinolytica@Seq_2747, Tortispora_caseinolytica@Seq_3073	tr|Q6C661|Q6C661_YARLI, tr|Q6CDY6|Q6CDY6_YARLI
OG0000066	P47161, Q08693, Q08919	tr|A0A1E3QEX7|A0A1E3QEX7_LIPST, tr|A0A1E3QFQ8|A0A1E3QFQ8_LIPST	Tortispora_caseinolytica@Seq_1579, Tortispora_caseinolytica@Seq_937	tr|Q6CFP0|Q6CFP0_YARLI, tr|Q6CGC7|Q6CGC7_YARLI
OG0000067	P25346	tr|A0A1E3PUH1|A0A1E3PUH1_LIPST, tr|A0A1E3PWU2|A0A1E3PWU2_LIPST, tr|A0A1E3PXZ2|A0A1E3PXZ2_LIPST, tr|A0A1E3Q9T9|A0A1E3Q9T9_LIPST	Tortispora_caseinolytica@Seq_3387	tr|Q6C9U1|Q6C9U1_YARLI, tr|Q6CBN6|Q6CBN6_YARLI, tr|Q6CBN7|Q6CBN7_YARLI
OG0000068	P0CE41, P36023	tr|A0A1E3Q704|A0A1E3Q704_LIPST, tr|A0A1E3Q8E7|A0A1E3Q8E7_LIPST	Tortispora_caseinolytica@Seq_2588, Tortispora_caseinolytica@Seq_2762	tr|Q6C1C5|Q6C1C5_YARLI, tr|Q6C1C7|Q6C1C7_YARLI, tr|Q6C328|Q6C328_YARLI
OG0000069	P34230, P40318, P41909	tr|A0A1E3Q176|A0A1E3Q176_LIPST	Tortispora_caseinolytica@Seq_1323, Tortispora_caseinolytica@Seq_2712	tr|Q6C145|Q6C145_YARLI, tr|Q6CAB6|Q6CAB6_YARLI, tr|Q6CHP7|Q6CHP7_YARLI
OG0000070	P38867, P40002	tr|A0A1E3QCX6|A0A1E3QCX6_LIPST, tr|A0A1E3QG86|A0A1E3QG86_LIPST	Tortispora_caseinolytica@Seq_1806, Tortispora_caseinolytica@Seq_706	tr|Q6C8Z1|Q6C8Z1_YARLI, tr|Q6CCL8|Q6CCL8_YARLI, tr|Q6CE62|Q6CE62_YARLI
OG0000071	P38845, P40543, P53885	tr|A0A1E3Q8M2|A0A1E3Q8M2_LIPST	Tortispora_caseinolytica@Seq_2117, Tortispora_caseinolytica@Seq_365	tr|Q6C2R0|Q6C2R0_YARLI, tr|Q6C2X7|Q6C2X7_YARLI, tr|Q6CBD5|Q6CBD5_YARLI
OG0000072	P08153, P21192, Q03081, Q12041	tr|A0A1E3PUQ8|A0A1E3PUQ8_LIPST, tr|A0A1E3Q798|A0A1E3Q798_LIPST	Tortispora_caseinolytica@Seq_3947	tr|Q6C4U9|Q6C4U9_YARLI, tr|Q6C5L6|Q6C5L6_YARLI
OG0000073	P32329, P53379, Q12303	tr|A0A1E3QAL1|A0A1E3QAL1_LIPST, tr|A0A1E3QB58|A0A1E3QB58_LIPST, tr|A0A1E3QHR4|A0A1E3QHR4_LIPST		tr|Q6C4Z7|Q6C4Z7_YARLI, tr|Q6C6E4|Q6C6E4_YARLI, tr|Q6CGR8|Q6CGR8_YARLI
OG0000074	Q04740			tr|Q6C0A0|Q6C0A0_YARLI, tr|Q6C0D2|Q6C0D2_YARLI, tr|Q6CGU6|Q6CGU6_YARLI, tr|Q6CGU7|Q6CGU7_YARLI, tr|Q6CGX9|Q6CGX9_YARLI, tr|Q6CH42|Q6CH42_YARLI, tr|Q6CHD9|Q6CHD9_YARLI, tr|Q6CHQ1|Q6CHQ1_YARLI
OG0000075	Q12173, Q7LHG5, Q99219, Q99315	tr|A0A1E3QGV9|A0A1E3QGV9_LIPST		tr|B5FVH8|B5FVH8_YARLI, tr|F2Z6B7|F2Z6B7_YARLI, tr|Q6C914|Q6C914_YARLI, tr|Q6CHQ9|Q6CHQ9_YARLI
OG0000076	P34251	tr|A0A1E3PY42|A0A1E3PY42_LIPST, tr|A0A1E3PYF1|A0A1E3PYF1_LIPST, tr|A0A1E3Q1H9|A0A1E3Q1H9_LIPST, tr|A0A1E3Q1N9|A0A1E3Q1N9_LIPST, tr|A0A1E3Q882|A0A1E3Q882_LIPST, tr|A0A1E3QEE1|A0A1E3QEE1_LIPST		tr|Q6C6W4|Q6C6W4_YARLI, tr|Q6CDR9|Q6CDR9_YARLI
OG0000077	P13711	tr|A0A1E3Q982|A0A1E3Q982_LIPST	Tortispora_caseinolytica@Seq_209	sp|O74934|ACOX1_YARLI, sp|O74935|ACOX2_YARLI, sp|O74936|ACOX3_YARLI, tr|F2Z627|F2Z627_YARLI, tr|F2Z630|F2Z630_YARLI, tr|Q6C6T0|Q6C6T0_YARLI
OG0000078		tr|A0A1E3PUA4|A0A1E3PUA4_LIPST, tr|A0A1E3PVL8|A0A1E3PVL8_LIPST, tr|A0A1E3PVN3|A0A1E3PVN3_LIPST, tr|A0A1E3PWX3|A0A1E3PWX3_LIPST, tr|A0A1E3PY06|A0A1E3PY06_LIPST, tr|A0A1E3Q128|A0A1E3Q128_LIPST, tr|A0A1E3Q177|A0A1E3Q177_LIPST, tr|A0A1E3Q3E7|A0A1E3Q3E7_LIPST		tr|Q6C753|Q6C753_YARLI
OG0000079		tr|A0A1E3PUU8|A0A1E3PUU8_LIPST, tr|A0A1E3Q025|A0A1E3Q025_LIPST, tr|A0A1E3Q6U6|A0A1E3Q6U6_LIPST, tr|A0A1E3QCU7|A0A1E3QCU7_LIPST, tr|A0A1E3QEV4|A0A1E3QEV4_LIPST		tr|Q6C1I2|Q6C1I2_YARLI, tr|Q6C8M9|Q6C8M9_YARLI, tr|Q6CEN3|Q6CEN3_YARLI, tr|Q6CEN5|Q6CEN5_YARLI
OG0000080	P37262, P38858, P50278, P53315	tr|A0A1E3PZQ1|A0A1E3PZQ1_LIPST	Tortispora_caseinolytica@Seq_1130	tr|Q6C682|Q6C682_YARLI, tr|Q6CBG4|Q6CBG4_YARLI
OG0000081	P41543, Q03281, Q03707	tr|A0A1E3PUJ6|A0A1E3PUJ6_LIPST, tr|A0A1E3Q947|A0A1E3Q947_LIPST	Tortispora_caseinolytica@Seq_1654	tr|Q6C1N3|Q6C1N3_YARLI, tr|Q6C688|Q6C688_YARLI
OG0000082	P08459, P25380, P38248, Q12355	tr|A0A1E3Q318|A0A1E3Q318_LIPST	Tortispora_caseinolytica@Seq_1230, Tortispora_caseinolytica@Seq_1437	tr|Q6C9X9|Q6C9X9_YARLI
OG0000083	P56508, P87284	tr|A0A1E3Q0S1|A0A1E3Q0S1_LIPST, tr|A0A1E3Q9Q6|A0A1E3Q9Q6_LIPST, tr|A0A1E3QCW9|A0A1E3QCW9_LIPST	Tortispora_caseinolytica@Seq_949	tr|Q6C8V6|Q6C8V6_YARLI, tr|Q6CDV2|Q6CDV2_YARLI
OG0000084	P38227, P39923	tr|A0A1E3PXR0|A0A1E3PXR0_LIPST, tr|A0A1E3Q531|A0A1E3Q531_LIPST	Tortispora_caseinolytica@Seq_4227, Tortispora_caseinolytica@Seq_87	tr|Q6C335|Q6C335_YARLI, tr|Q6C343|Q6C343_YARLI
OG0000085	P10961, P20134	tr|A0A1E3QFR1|A0A1E3QFR1_LIPST, tr|A0A1E3QFW5|A0A1E3QFW5_LIPST	Tortispora_caseinolytica@Seq_1500, Tortispora_caseinolytica@Seq_616	tr|Q6C5Z0|Q6C5Z0_YARLI, tr|Q6CA95|Q6CA95_YARLI
OG0000086	P15365, Q07904	tr|A0A1E3Q9F2|A0A1E3Q9F2_LIPST		tr|Q6C1G6|Q6C1G6_YARLI, tr|Q6C952|Q6C952_YARLI, tr|Q6CA52|Q6CA52_YARLI, tr|Q6CBN8|Q6CBN8_YARLI, tr|Q6CC13|Q6CC13_YARLI
OG0000087	P0C0W9, P32873, Q3E757	tr|A0A1E3Q717|A0A1E3Q717_LIPST, tr|A0A1E3Q912|A0A1E3Q912_LIPST	Tortispora_caseinolytica@Seq_220	tr|Q6C6P3|Q6C6P3_YARLI, tr|Q6CEJ8|Q6CEJ8_YARLI
OG0000088	P13090, Q03263, Q08902	tr|A0A1E3QA72|A0A1E3QA72_LIPST, tr|A0A1E3QAC6|A0A1E3QAC6_LIPST	Tortispora_caseinolytica@Seq_3599	tr|Q6C2L1|Q6C2L1_YARLI, tr|Q6CB15|Q6CB15_YARLI
OG0000089	P08678, Q99312	tr|A0A1E3PUY2|A0A1E3PUY2_LIPST, tr|A0A1E3QFA6|A0A1E3QFA6_LIPST	Tortispora_caseinolytica@Seq_107, Tortispora_caseinolytica@Seq_1328	sp|Q6C673|ISN1_YARLI, tr|Q6CE40|Q6CE40_YARLI
OG0000090	P00890, P43635	tr|A0A1E3Q950|A0A1E3Q950_LIPST, tr|A0A1E3QFA7|A0A1E3QFA7_LIPST	Tortispora_caseinolytica@Seq_3429, Tortispora_caseinolytica@Seq_832	sp|Q6C793|PRPC_YARLI, tr|Q6C7I2|Q6C7I2_YARLI
