Orthogroup	A.gossypii	K.marxianus	L.fermentati	s288c
OG0000057	tr|Q755P8|Q755P8_ASHGO, tr|Q758U7|Q758U7_ASHGO, tr|Q75A98|Q75A98_ASHGO, tr|Q75CX7|Q75CX7_ASHGO, tr|Q75ED3|Q75ED3_ASHGO	KMXK_0E03720	tr|A0A1G4MI12|A0A1G4MI12_LACFM	sp|P40549|MNT3_YEAST
OG0000058	tr|Q74ZH2|Q74ZH2_ASHGO, tr|Q753U6|Q753U6_ASHGO, tr|Q755S4|Q755S4_ASHGO, tr|Q75CW9|Q75CW9_ASHGO	KMXK_0B02990	tr|A0A1G4MGF8|A0A1G4MGF8_LACFM, tr|A0A1G4MIZ7|A0A1G4MIZ7_LACFM	sp|P40445|YIQ6_YEAST
OG0000059	tr|Q750V0|Q750V0_ASHGO, tr|Q750Z5|Q750Z5_ASHGO	KMXK_0B01970, KMXK_0E05210	tr|A0A1G4MD25|A0A1G4MD25_LACFM, tr|A0A1G4MJW7|A0A1G4MJW7_LACFM	sp|P53753|ENG1_YEAST, sp|Q12168|ENG2_YEAST
OG0000060	tr|D8FGG9|D8FGG9_ASHGO, tr|Q752Z6|Q752Z6_ASHGO, tr|Q755Q9|Q755Q9_ASHGO, tr|Q75BF9|Q75BF9_ASHGO, tr|Q75F56|Q75F56_ASHGO	KMXK_0D01520	tr|A0A1G4MCU5|A0A1G4MCU5_LACFM	sp|P15992|HSP26_YEAST
OG0000061	tr|Q752J2|Q752J2_ASHGO, tr|Q753R1|Q753R1_ASHGO	KMXK_0A01280, KMXK_0E02770	tr|A0A1G4M8X6|A0A1G4M8X6_LACFM, tr|A0A1G4MD78|A0A1G4MD78_LACFM	sp|P0CS90|HSP77_YEAST, sp|Q05931|HSP7Q_YEAST
OG0000062	tr|Q752I5|Q752I5_ASHGO, tr|Q757Z4|Q757Z4_ASHGO	KMXK_0A04840, KMXK_0F01150	tr|A0A1G4MCZ2|A0A1G4MCZ2_LACFM, tr|A0A1G4MHB5|A0A1G4MHB5_LACFM	sp|P39005|KRE9_YEAST, sp|P50112|KNH1_YEAST
OG0000063	tr|Q75DB0|Q75DB0_ASHGO	KMXK_0A08350, KMXK_0D00210, KMXK_0D00320	tr|A0A1G4M8T8|A0A1G4M8T8_LACFM, tr|A0A1G4MGN9|A0A1G4MGN9_LACFM, tr|A0A1G4MIZ4|A0A1G4MIZ4_LACFM	sp|P28273|OPLA_YEAST
OG0000064	tr|Q759P9|Q759P9_ASHGO, tr|Q75EQ9|Q75EQ9_ASHGO	KMXK_0A04290, KMXK_0H03150	tr|A0A1G4MEH0|A0A1G4MEH0_LACFM, tr|A0A1G4MF11|A0A1G4MF11_LACFM	sp|P15938|PRP16_YEAST, sp|P24384|PRP22_YEAST
OG0000065	tr|Q75DQ8|Q75DQ8_ASHGO, tr|Q75EQ4|Q75EQ4_ASHGO	KMXK_0B01630, KMXK_0H03100	tr|A0A1G4MEQ8|A0A1G4MEQ8_LACFM, tr|A0A1G4ML15|A0A1G4ML15_LACFM	sp|P39925|AFG3_YEAST, sp|P40341|YTA12_YEAST
OG0000066	tr|Q755Q5|Q755Q5_ASHGO, tr|Q758H0|Q758H0_ASHGO	KMXK_0A05230, KMXK_0F01020	tr|A0A1G4M956|A0A1G4M956_LACFM, tr|A0A1G4MJ32|A0A1G4MJ32_LACFM	sp|P16861|PFKA1_YEAST, sp|P16862|PFKA2_YEAST
OG0000067	tr|Q74ZA2|Q74ZA2_ASHGO, tr|Q752T4|Q752T4_ASHGO	KMXK_0C02480, KMXK_0C03210	tr|A0A1G4MAX2|A0A1G4MAX2_LACFM, tr|A0A1G4MEG2|A0A1G4MEG2_LACFM	sp|P32784|GPT1_YEAST, sp|P36148|GPT2_YEAST
OG0000068	tr|Q752N7|Q752N7_ASHGO, tr|Q754V7|Q754V7_ASHGO	KMXK_0B04220, KMXK_0F02910	tr|A0A1G4M6N3|A0A1G4M6N3_LACFM, tr|A0A1G4M9L9|A0A1G4M9L9_LACFM	sp|P38144|ISW1_YEAST, sp|Q08773|ISW2_YEAST
OG0000069	tr|Q751X9|Q751X9_ASHGO, tr|Q75DQ1|Q75DQ1_ASHGO	KMXK_0A07790, KMXK_0B01700	tr|A0A1G4MF45|A0A1G4MF45_LACFM, tr|A0A1G4MGT0|A0A1G4MGT0_LACFM	sp|P34244|HSL1_YEAST, sp|Q12263|GIN4_YEAST
OG0000070	tr|Q756H9|Q756H9_ASHGO, tr|Q757I3|Q757I3_ASHGO	KMXK_0B00760, KMXK_0C03930	tr|A0A1G4MAA5|A0A1G4MAA5_LACFM, tr|A0A1G4MHQ0|A0A1G4MHQ0_LACFM	sp|Q03516|RSN1_YEAST, sp|Q12252|PHM7_YEAST
OG0000071	tr|Q751D9|Q751D9_ASHGO	KMXK_0B02950	tr|A0A1G4M8Y8|A0A1G4M8Y8_LACFM, tr|A0A1G4MCN8|A0A1G4MCN8_LACFM	sp|P35995|YKW2_YEAST, sp|Q06149|PDR8_YEAST, sp|Q12172|YRR1_YEAST, sp|Q12340|YRM1_YEAST
OG0000072	tr|Q758K6|Q758K6_ASHGO, tr|Q75AN1|Q75AN1_ASHGO	KMXK_0A00810, KMXK_0B05330	tr|A0A1G4M7W2|A0A1G4M7W2_LACFM, tr|A0A1G4MI96|A0A1G4MI96_LACFM	sp|P39955|SAP1_YEAST, sp|P40328|TBP6_YEAST
OG0000073	tr|Q755Y7|Q755Y7_ASHGO, tr|Q75C65|Q75C65_ASHGO	KMXK_0G02410, KMXK_0H04230	tr|A0A1G4M701|A0A1G4M701_LACFM, tr|A0A1G4MFB8|A0A1G4MFB8_LACFM	sp|P36062|AVT3_YEAST, sp|P50944|AVT4_YEAST
OG0000074	tr|Q752L2|Q752L2_ASHGO, tr|Q755Z2|Q755Z2_ASHGO	KMXK_0E03000, KMXK_0F00280	tr|A0A1G4MD11|A0A1G4MD11_LACFM, tr|A0A1G4ME42|A0A1G4ME42_LACFM	sp|P22082|SNF2_YEAST, sp|P32597|STH1_YEAST
OG0000075	tr|Q751Z2|Q751Z2_ASHGO, tr|Q75C94|Q75C94_ASHGO	KMXK_0A07640, KMXK_0G00290	tr|A0A1G4MCJ4|A0A1G4MCJ4_LACFM, tr|A0A1G4MGX3|A0A1G4MGX3_LACFM	sp|P33310|MDL1_YEAST, sp|P33311|MDL2_YEAST
OG0000076	tr|Q750D6|Q750D6_ASHGO, tr|Q759S3|Q759S3_ASHGO	KMXK_0C06660, KMXK_0D00620	tr|A0A1G4MAR6|A0A1G4MAR6_LACFM, tr|A0A1G4MG91|A0A1G4MG91_LACFM	sp|P32334|MSB2_YEAST, sp|P41809|HKR1_YEAST
OG0000077	tr|Q74ZZ6|Q74ZZ6_ASHGO, tr|Q759B2|Q759B2_ASHGO	KMXK_0D01830, KMXK_0E01110	tr|A0A1G4MC17|A0A1G4MC17_LACFM, tr|A0A1G4MK78|A0A1G4MK78_LACFM	sp|P43634|CHA4_YEAST, sp|P47988|TEA1_YEAST
OG0000078	tr|Q74ZT5|Q74ZT5_ASHGO, tr|Q75D82|Q75D82_ASHGO	KMXK_0A03460, KMXK_0C02860	tr|A0A1G4MDY3|A0A1G4MDY3_LACFM, tr|A0A1G4MK63|A0A1G4MK63_LACFM	sp|P32639|BRR2_YEAST, sp|P53327|SLH1_YEAST
OG0000079	tr|Q759G3|Q759G3_ASHGO, tr|Q759U8|Q759U8_ASHGO	KMXK_0A06780, KMXK_0D04380	tr|A0A1G4MCY5|A0A1G4MCY5_LACFM, tr|A0A1G4MHD5|A0A1G4MHD5_LACFM	sp|Q08732|HRK1_YEAST, sp|Q12100|RTK1_YEAST
OG0000080	tr|Q759Z1|Q759Z1_ASHGO, tr|Q75CZ4|Q75CZ4_ASHGO	KMXK_0F03820, KMXK_0H00430	tr|A0A1G4M7P6|A0A1G4M7P6_LACFM, tr|A0A1G4MJ55|A0A1G4MJ55_LACFM	sp|P38993|FET3_YEAST, sp|P43561|FET5_YEAST
OG0000081	tr|Q759U6|Q759U6_ASHGO, tr|Q759Z6|Q759Z6_ASHGO	KMXK_0D04410, KMXK_0F03780	tr|A0A1G4MCW3|A0A1G4MCW3_LACFM, tr|A0A1G4MJ48|A0A1G4MJ48_LACFM	sp|P32563|VPH1_YEAST, sp|P37296|STV1_YEAST
OG0000082	tr|Q752V2|Q752V2_ASHGO	KMXK_0B00720, KMXK_0D06500	tr|A0A1G4MG54|A0A1G4MG54_LACFM, tr|A0A1G4MKP8|A0A1G4MKP8_LACFM	sp|P27705|MIG1_YEAST, sp|P39943|MIG3_YEAST, sp|P53035|MIG2_YEAST
OG0000083	tr|Q75BQ7|Q75BQ7_ASHGO	KMXK_0B01780	tr|A0A1G4M899|A0A1G4M899_LACFM, tr|A0A1G4M8P7|A0A1G4M8P7_LACFM, tr|A0A1G4M9E7|A0A1G4M9E7_LACFM, tr|A0A1G4MBB9|A0A1G4MBB9_LACFM, tr|A0A1G4MJL3|A0A1G4MJL3_LACFM	sp|P23250|RPI1_YEAST
OG0000084	tr|Q756M1|Q756M1_ASHGO, tr|Q756Y6|Q756Y6_ASHGO	KMXK_0E01790, KMXK_0E03710	tr|A0A1G4M6E1|A0A1G4M6E1_LACFM, tr|A0A1G4M6R4|A0A1G4M6R4_LACFM	sp|P07271|PIF1_YEAST, sp|P38766|RRM3_YEAST
OG0000085	tr|Q756E4|Q756E4_ASHGO	KMXK_0A01910, KMXK_0D06130, KMXK_0E03060	tr|A0A1G4M7F0|A0A1G4M7F0_LACFM, tr|A0A1G4M9B7|A0A1G4M9B7_LACFM, tr|A0A1G4MFZ7|A0A1G4MFZ7_LACFM	sp|P32891|DLD1_YEAST
OG0000086	tr|Q75AK1|Q75AK1_ASHGO	KMXK_0G04280, KMXK_0H01860	tr|A0A1G4M7E9|A0A1G4M7E9_LACFM, tr|A0A1G4M7T6|A0A1G4M7T6_LACFM	sp|P17064|FCY2_YEAST, sp|P40039|FCY21_YEAST, sp|Q12119|FCY22_YEAST
OG0000087	tr|Q757J5|Q757J5_ASHGO, tr|Q758D4|Q758D4_ASHGO	KMXK_0F04340, KMXK_0H02420	tr|A0A1G4M9Y9|A0A1G4M9Y9_LACFM, tr|A0A1G4MHD6|A0A1G4MHD6_LACFM	sp|P38069|MNN2_YEAST, sp|P46982|MNN5_YEAST
OG0000088	tr|Q758E9|Q758E9_ASHGO, tr|Q75F92|Q75F92_ASHGO	KMXK_0A02300, KMXK_0E00570	tr|A0A1G4MF01|A0A1G4MF01_LACFM, tr|A0A1G4MKK1|A0A1G4MKK1_LACFM	sp|P36018|YPT52_YEAST, sp|P38146|YPT10_YEAST
OG0000089	tr|Q752E7|Q752E7_ASHGO, tr|Q75AE9|Q75AE9_ASHGO	KMXK_0A07020, KMXK_0C03060	tr|A0A1G4MAY9|A0A1G4MAY9_LACFM, tr|A0A1G4MGT4|A0A1G4MGT4_LACFM	sp|P19414|ACON_YEAST, sp|P39533|ACON2_YEAST
OG0000090	tr|Q757F2|Q757F2_ASHGO, tr|Q75ET8|Q75ET8_ASHGO	KMXK_0C01510, KMXK_0D04930	tr|A0A1G4MDN4|A0A1G4MDN4_LACFM, tr|A0A1G4MFD3|A0A1G4MFD3_LACFM	sp|P21954|IDHP_YEAST, sp|P41939|IDHC_YEAST
OG0000091	tr|Q74ZM3|Q74ZM3_ASHGO, tr|Q752Z7|Q752Z7_ASHGO, tr|Q755S3|Q755S3_ASHGO	KMXK_0B01320, KMXK_0C00320	tr|A0A1G4M7I6|A0A1G4M7I6_LACFM	sp|P32458|CDC11_YEAST, sp|Q04921|SPR28_YEAST
OG0000092	tr|Q754N2|Q754N2_ASHGO, tr|Q75AI0|Q75AI0_ASHGO	KMXK_0F01420, KMXK_0H04080	tr|A0A1G4MBD4|A0A1G4MBD4_LACFM, tr|A0A1G4MJM6|A0A1G4MJM6_LACFM	sp|P23291|KC11_YEAST, sp|P39962|KC13_YEAST
OG0000093	tr|Q75CQ3|Q75CQ3_ASHGO, tr|Q75F01|Q75F01_ASHGO	KMXK_0F05000	tr|A0A1G4M7H7|A0A1G4M7H7_LACFM, tr|A0A1G4MB06|A0A1G4MB06_LACFM, tr|A0A1G4MFR8|A0A1G4MFR8_LACFM	sp|P06169|PDC1_YEAST, sp|Q07471|THI3_YEAST
OG0000094		KMXK_0A02040, KMXK_0F01550	tr|A0A1G4M6K4|A0A1G4M6K4_LACFM, tr|A0A1G4M7C3|A0A1G4M7C3_LACFM, tr|A0A1G4M815|A0A1G4M815_LACFM, tr|A0A1G4MEJ1|A0A1G4MEJ1_LACFM, tr|A0A1G4MHN6|A0A1G4MHN6_LACFM	sp|P15365|DAL5_YEAST
OG0000095	sp|Q754Q4|VPS10_ASHGO	KMXK_0B00510	tr|A0A1G4MKD2|A0A1G4MKD2_LACFM	sp|P32319|VPS10_YEAST, sp|P40438|VTH1_YEAST, sp|P40890|VTH2_YEAST, sp|P53751|YN94_YEAST
OG0000096	tr|Q750Y1|Q750Y1_ASHGO	KMXK_0B05490	tr|A0A1G4MHE6|A0A1G4MHE6_LACFM, tr|A0A1G4MJZ9|A0A1G4MJZ9_LACFM	sp|P32329|YPS1_YEAST, sp|P53379|MKC7_YEAST, sp|Q12303|YPS3_YEAST
OG0000097	tr|Q755R7|Q755R7_ASHGO	KMXK_0D00180	tr|A0A1G4M721|A0A1G4M721_LACFM	sp|P42883|THI12_YEAST, sp|P43534|THI5_YEAST, sp|P47183|THI11_YEAST, sp|Q07748|THI13_YEAST
OG0000098	tr|Q751Q4|Q751Q4_ASHGO, tr|Q753U7|Q753U7_ASHGO	KMXK_0H03770, KMXK_0H03780, KMXK_0H03790	tr|A0A1G4M6H7|A0A1G4M6H7_LACFM	sp|P32901|PTR2_YEAST
OG0000099	tr|Q74ZN1|Q74ZN1_ASHGO, tr|Q752M6|Q752M6_ASHGO	KMXK_0B02740, KMXK_0E01570	tr|A0A1G4MAW3|A0A1G4MAW3_LACFM, tr|A0A1G4MG74|A0A1G4MG74_LACFM	sp|P53090|ARO8_YEAST
OG0000100	tr|D8FGG1|D8FGG1_ASHGO, tr|Q755N3|Q755N3_ASHGO	KMXK_0E00690, KMXK_0F02430	tr|A0A1G4MKT4|A0A1G4MKT4_LACFM	sp|P33417|IXR1_YEAST, sp|Q02486|ABF2_YEAST
OG0000101	tr|Q755S7|Q755S7_ASHGO	KMXK_0C06760, KMXK_0D06430	tr|A0A1G4MG26|A0A1G4MG26_LACFM, tr|A0A1G4MG63|A0A1G4MG63_LACFM	sp|P32364|SMY1_YEAST, sp|P53086|KIP3_YEAST
OG0000102	tr|Q755Z7|Q755Z7_ASHGO	KMXK_0A07110, KMXK_0F00320	tr|A0A1G4MDV0|A0A1G4MDV0_LACFM, tr|A0A1G4MGS8|A0A1G4MGS8_LACFM	sp|P39529|YJU6_YEAST, sp|P40467|ASG1_YEAST
OG0000103	tr|Q755Y2|Q755Y2_ASHGO, tr|Q759S6|Q759S6_ASHGO	KMXK_0C06010, KMXK_0C06710	tr|A0A1G4M667|A0A1G4M667_LACFM, tr|A0A1G4MFW6|A0A1G4MFW6_LACFM	sp|P25346|GIT1_YEAST
OG0000104	tr|Q75BI1|Q75BI1_ASHGO	KMXK_0C02330, KMXK_0D02810	tr|A0A1G4M7F8|A0A1G4M7F8_LACFM, tr|A0A1G4MC65|A0A1G4MC65_LACFM	sp|P31382|PMT2_YEAST, sp|P42934|PMT6_YEAST
OG0000105	tr|Q753B4|Q753B4_ASHGO, tr|Q75DZ8|Q75DZ8_ASHGO	KMXK_0G00600	tr|A0A1G4MFI8|A0A1G4MFI8_LACFM, tr|A0A1G4MHH4|A0A1G4MHH4_LACFM	sp|Q08985|SAM4_YEAST, sp|Q12525|MHT1_YEAST
OG0000106	tr|Q75B62|Q75B62_ASHGO	KMXK_0F00270, KMXK_0G01050	tr|A0A1G4MDU0|A0A1G4MDU0_LACFM, tr|A0A1G4MDU5|A0A1G4MDU5_LACFM	sp|P05738|RL9A_YEAST, sp|P51401|RL9B_YEAST
OG0000107	tr|Q74Z78|Q74Z78_ASHGO, tr|Q75D69|Q75D69_ASHGO	KMXK_0B00170, KMXK_0H01010, KMXK_0H01020	tr|A0A1G4ME86|A0A1G4ME86_LACFM, tr|A0A1G4MIK1|A0A1G4MIK1_LACFM	
OG0000108	tr|Q753A8|Q753A8_ASHGO	KMXK_0C00540, KMXK_0C00560	tr|A0A1G4MAF7|A0A1G4MAF7_LACFM, tr|A0A1G4MAL3|A0A1G4MAL3_LACFM	sp|P36044|MNN4_YEAST, sp|P40355|YJ31_YEAST
OG0000109	tr|Q757N5|Q757N5_ASHGO	KMXK_0B04410, KMXK_0E04130, KMXK_0H02550	tr|A0A1G4M7J7|A0A1G4M7J7_LACFM	sp|P08640|FLO11_YEAST, sp|Q12140|BSC1_YEAST
OG0000110	tr|Q75AI4|Q75AI4_ASHGO, tr|Q75BW6|Q75BW6_ASHGO	KMXK_0E00540, KMXK_0H01680	tr|A0A1G4M7R5|A0A1G4M7R5_LACFM, tr|A0A1G4MHP5|A0A1G4MHP5_LACFM	sp|P21524|RIR1_YEAST
OG0000111	tr|Q75A20|Q75A20_ASHGO	KMXK_0A00680, KMXK_0F00710	tr|A0A1G4M7M6|A0A1G4M7M6_LACFM, tr|A0A1G4MIE8|A0A1G4MIE8_LACFM	sp|P48570|HOSC_YEAST, sp|Q12122|HOSM_YEAST
OG0000112	tr|Q757K6|Q757K6_ASHGO	KMXK_0F04480, KMXK_0F04490	tr|A0A1G4M9V9|A0A1G4M9V9_LACFM, tr|A0A1G4MA77|A0A1G4MA77_LACFM	sp|P38212|RCR1_YEAST, sp|Q03446|RCR2_YEAST
OG0000113	tr|Q750F3|Q750F3_ASHGO, tr|Q75ES5|Q75ES5_ASHGO	KMXK_0H04430	tr|A0A1G4MFA4|A0A1G4MFA4_LACFM	sp|P00890|CISY1_YEAST, sp|P08679|CISY2_YEAST, sp|P43635|CISY3_YEAST
OG0000114	tr|Q757A2|Q757A2_ASHGO, tr|Q75B64|Q75B64_ASHGO	KMXK_0A02200, KMXK_0G01030	tr|A0A1G4M6G3|A0A1G4M6G3_LACFM	sp|Q06417|TDA5_YEAST, sp|Q07530|YD114_YEAST
OG0000115	tr|Q755P2|Q755P2_ASHGO, tr|Q75AD2|Q75AD2_ASHGO	KMXK_0E04070, KMXK_0F03480	tr|A0A1G4MEV8|A0A1G4MEV8_LACFM	sp|P06208|LEU1_YEAST, sp|Q12166|LEU9_YEAST
OG0000116	tr|Q756S6|Q756S6_ASHGO, tr|Q75CP0|Q75CP0_ASHGO	KMXK_0F04890, KMXK_0H03560	tr|A0A1G4M782|A0A1G4M782_LACFM, tr|A0A1G4MIG5|A0A1G4MIG5_LACFM	sp|P09440|C1TM_YEAST
OG0000117	tr|Q750G0|Q750G0_ASHGO, tr|Q758T1|Q758T1_ASHGO	KMXK_0B03580	tr|A0A1G4M8G7|A0A1G4M8G7_LACFM, tr|A0A1G4MCD3|A0A1G4MCD3_LACFM	sp|P53252|PIL1_YEAST, sp|Q12230|LSP1_YEAST
OG0000118	tr|Q750B0|Q750B0_ASHGO	KMXK_0A01620, KMXK_0D02040	tr|A0A1G4MB14|A0A1G4MB14_LACFM, tr|A0A1G4MK08|A0A1G4MK08_LACFM	sp|P14772|BPT1_YEAST, sp|P39109|YCFI_YEAST
OG0000119		KMXK_0B00840, KMXK_0B00850, KMXK_0F05840, KMXK_0G04310, KMXK_0H04180, KMXK_0H04190, KMXK_0H04200		
OG0000120	sp|Q752J5|RS22_ASHGO	KMXK_0E02660	tr|A0A1G4MCY3|A0A1G4MCY3_LACFM, tr|A0A1G4MGV0|A0A1G4MGV0_LACFM	sp|P0C0W1|RS22A_YEAST, sp|Q3E7Y3|RS22B_YEAST
OG0000121	sp|Q9HF54|RHO1_ASHGO, tr|Q75D41|Q75D41_ASHGO	KMXK_0H02680	tr|A0A1G4MIN3|A0A1G4MIN3_LACFM, tr|A0A1G4MJ47|A0A1G4MJ47_LACFM	sp|P06780|RHO1_YEAST
OG0000122	sp|Q75A26|ARF_ASHGO	KMXK_0F00590	tr|A0A1G4M7L7|A0A1G4M7L7_LACFM, tr|A0A1G4M824|A0A1G4M824_LACFM	sp|P11076|ARF1_YEAST, sp|P19146|ARF2_YEAST
OG0000123	sp|Q757K0|H41_ASHGO, sp|Q75AX1|H42_ASHGO	KMXK_0F04410, KMXK_0G01260	tr|A0A1G4M9V7|A0A1G4M9V7_LACFM	sp|P02309|H4_YEAST
OG0000124	tr|Q750P4|Q750P4_ASHGO	KMXK_0D02270	tr|A0A1G4MJN9|A0A1G4MJN9_LACFM	sp|P13587|ATN1_YEAST, sp|Q01896|ATN2_YEAST, sp|Q12691|ATN5_YEAST
OG0000125	tr|Q759E0|Q759E0_ASHGO, tr|Q759E1|Q759E1_ASHGO	KMXK_0G00810	tr|A0A1G4M6T6|A0A1G4M6T6_LACFM, tr|A0A1G4M6U5|A0A1G4M6U5_LACFM	sp|P53389|HOL1_YEAST
OG0000126	tr|Q751S7|Q751S7_ASHGO	KMXK_0A08300, KMXK_0B06500	tr|A0A1G4MGM1|A0A1G4MGM1_LACFM, tr|A0A1G4MIZ1|A0A1G4MIZ1_LACFM	sp|P25379|STDH_YEAST
OG0000127	tr|Q756U5|Q756U5_ASHGO	KMXK_0D05440, KMXK_0E05000	tr|A0A1G4M6D4|A0A1G4M6D4_LACFM, tr|A0A1G4MJY2|A0A1G4MJY2_LACFM	sp|P47161|VPS70_YEAST
OG0000128	tr|Q756Z6|Q756Z6_ASHGO	KMXK_0E01890	tr|A0A1G4M6D9|A0A1G4M6D9_LACFM	sp|P38697|IMDH2_YEAST, sp|P50094|IMDH4_YEAST, sp|P50095|IMDH3_YEAST
OG0000129	tr|Q74Z00|Q74Z00_ASHGO, tr|Q75BX7|Q75BX7_ASHGO, tr|Q75BX8|Q75BX8_ASHGO	KMXK_0H00240	tr|A0A1G4MHF9|A0A1G4MHF9_LACFM	sp|P07267|CARP_YEAST
OG0000130	tr|Q74Z77|Q74Z77_ASHGO	KMXK_0A02470, KMXK_0A03790	tr|A0A1G4MAV5|A0A1G4MAV5_LACFM	sp|P41816|OYE3_YEAST, sp|Q03558|OYE2_YEAST
OG0000131	tr|Q75ED2|Q75ED2_ASHGO	KMXK_0F02170	tr|A0A1G4M9J1|A0A1G4M9J1_LACFM, tr|A0A1G4MA35|A0A1G4MA35_LACFM	sp|P01149|MFAL1_YEAST, sp|P32435|MFAL2_YEAST
OG0000132	tr|Q751H2|Q751H2_ASHGO	KMXK_0C03420	tr|A0A1G4MI24|A0A1G4MI24_LACFM	sp|P0CD90|AQY2_YEAST, sp|P0CD91|AQY1_YEAST, sp|P0CD98|YLL53_YEAST
OG0000133	tr|Q751M4|Q751M4_ASHGO	KMXK_0H00910	tr|A0A1G4MBB7|A0A1G4MBB7_LACFM, tr|A0A1G4MIJ1|A0A1G4MIJ1_LACFM	sp|P38195|ECM13_YEAST, sp|P47152|YJ85_YEAST
OG0000134	tr|Q74Z79|Q74Z79_ASHGO	KMXK_0G00800	tr|A0A1G4M773|A0A1G4M773_LACFM, tr|A0A1G4MC95|A0A1G4MC95_LACFM, tr|A0A1G4MJ16|A0A1G4MJ16_LACFM	sp|P20840|SAG1_YEAST
OG0000135	tr|D8FGG6|D8FGG6_ASHGO, tr|Q75AQ2|Q75AQ2_ASHGO	KMXK_0F05150	tr|A0A1G4MAI1|A0A1G4MAI1_LACFM	sp|P32900|SKG6_YEAST, sp|P50078|TOS2_YEAST
OG0000136	tr|Q75A29|Q75A29_ASHGO	KMXK_0F00570	tr|A0A1G4M7A3|A0A1G4M7A3_LACFM, tr|A0A1G4M7L0|A0A1G4M7L0_LACFM	sp|P10870|SNF3_YEAST, sp|Q12300|RGT2_YEAST
OG0000137	tr|Q752D5|Q752D5_ASHGO, tr|Q755R0|Q755R0_ASHGO, tr|Q75BF8|Q75BF8_ASHGO	KMXK_0A07160	tr|A0A1G4MGS1|A0A1G4MGS1_LACFM	sp|P53853|VPS75_YEAST
OG0000138	tr|Q75CD0|Q75CD0_ASHGO	KMXK_0F00800	tr|A0A1G4M7N7|A0A1G4M7N7_LACFM, tr|A0A1G4M8W1|A0A1G4M8W1_LACFM	sp|P39976|DLD3_YEAST, sp|P46681|DLD2_YEAST
OG0000139	tr|Q753G9|Q753G9_ASHGO	KMXK_0G02840	tr|A0A1G4M9Y5|A0A1G4M9Y5_LACFM, tr|A0A1G4MCF2|A0A1G4MCF2_LACFM	sp|P30605|ITR1_YEAST, sp|P30606|ITR2_YEAST
OG0000140	tr|Q755H4|Q755H4_ASHGO, tr|Q755H5|Q755H5_ASHGO	KMXK_0E03450	tr|A0A1G4M948|A0A1G4M948_LACFM, tr|A0A1G4M9M2|A0A1G4M9M2_LACFM	sp|Q03236|YM49_YEAST
OG0000141	tr|Q750W0|Q750W0_ASHGO	KMXK_0C03460, KMXK_0E05110	tr|A0A1G4MI49|A0A1G4MI49_LACFM, tr|A0A1G4MJX6|A0A1G4MJX6_LACFM	sp|Q03770|SSY1_YEAST
OG0000142	tr|Q75DA2|Q75DA2_ASHGO	KMXK_0C07310	tr|A0A1G4MKV8|A0A1G4MKV8_LACFM	sp|P43545|SNZ3_YEAST, sp|P53824|SNZ2_YEAST, sp|Q03148|SNZ1_YEAST
OG0000143	tr|Q756B1|Q756B1_ASHGO	KMXK_0A05530, KMXK_0A05540	tr|A0A1G4MD90|A0A1G4MD90_LACFM	sp|Q05015|FSH2_YEAST, sp|Q99369|FSH3_YEAST
OG0000144	tr|Q75DA1|Q75DA1_ASHGO	KMXK_0C07320	tr|A0A1G4ML04|A0A1G4ML04_LACFM	sp|P43544|SNO3_YEAST, sp|P53823|SNO2_YEAST, sp|Q03144|SNO1_YEAST
OG0000145	tr|Q752V1|Q752V1_ASHGO, tr|Q75A01|Q75A01_ASHGO	KMXK_0B03830, KMXK_0B03860	tr|A0A1G4MBT7|A0A1G4MBT7_LACFM	sp|P31379|LDS1_YEAST
OG0000146	tr|Q750Z3|Q750Z3_ASHGO	KMXK_0D00150, KMXK_0E00240, KMXK_0E03330	tr|A0A1G4MC80|A0A1G4MC80_LACFM, tr|A0A1G4MCQ7|A0A1G4MCQ7_LACFM	
OG0000147	tr|Q757K5|Q757K5_ASHGO	KMXK_0C01370, KMXK_0F04460	tr|A0A1G4MA67|A0A1G4MA67_LACFM, tr|A0A1G4MKC3|A0A1G4MKC3_LACFM	sp|P38067|UGA2_YEAST
OG0000148	tr|Q754K6|Q754K6_ASHGO	KMXK_0F03070	tr|A0A1G4MHW6|A0A1G4MHW6_LACFM	sp|P25608|YCZ2_YEAST, sp|P53912|YNN4_YEAST, sp|P54007|YL460_YEAST
OG0000149	tr|Q75DB3|Q75DB3_ASHGO	KMXK_0A00140, KMXK_0D00330	tr|A0A1G4M8T1|A0A1G4M8T1_LACFM, tr|A0A1G4MJ13|A0A1G4MJ13_LACFM	sp|Q12235|YCT1_YEAST
OG0000150	tr|Q755W7|Q755W7_ASHGO	KMXK_0B06330, KMXK_0C00180	tr|A0A1G4MEW5|A0A1G4MEW5_LACFM	sp|P14065|GCY1_YEAST, sp|Q12458|YPR1_YEAST
OG0000151	tr|Q754B4|Q754B4_ASHGO	KMXK_0C00190, KMXK_0F03530	tr|A0A1G4MC34|A0A1G4MC34_LACFM, tr|A0A1G4MJ54|A0A1G4MJ54_LACFM	sp|P15380|PUT4_YEAST
OG0000152	tr|Q756M8|Q756M8_ASHGO	KMXK_0C00500	tr|A0A1G4MH94|A0A1G4MH94_LACFM	sp|Q06490|THI22_YEAST, sp|Q08224|THI20_YEAST, sp|Q08975|THI21_YEAST
