W29_NCBI	CLIB122_UNIPROT	CLIB122_NCBI	standard_A	standard_B	standard_C	standard_D	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	low_pH_D
YALI1_D11256g	Q6C9S3	YALI0D08778g1_1	6.809220507	6.833042855	6.793742883	6.89728669	7.074268198	7.125421813	7.175217766	6.707613361	6.49167799	6.538667186	6.338597398
YALI1_E36540g	Q6C3Z4	YALI0E31064g1_1	NA	6.208836935	6.199637133	6.360765045	5.742749528	6.251370978	6.305893708	6.166528935	6.517571803	6.56183491	6.695039393
YALI1_F06351g	Q6C2Y0	YALI0F04169g1_1	7.213166068	7.186611889	7.152804873	7.170075099	7.082587456	6.992530891	6.947798701	6.773668406	6.857307582	6.891624662	6.686291669
YALI1_F03136g	Q6C376	YALI0F02013g1_1	6.926167935	6.835481313	6.765833444	6.943842316	6.895116975	6.929756274	6.882722957	7.271786372	7.196000181	7.084780927	7.139639902
YALI1_C23902g	Q6CBP5	YALI0C16753g1_1	7.887365557	7.828951578	7.792107963	7.77448713	7.809668221	7.751630139	7.650433802	7.7147901	7.704780528	7.664591357	7.629109324
YALI1_D06380g	Q6CA86	YALI0D04983g1_1	7.121262353	7.097332127	7.056416116	7.110837641	7.154262664	7.059207712	7.084126359	7.229576091	7.286021496	7.262974105	7.269626427
YALI1_B19276g	Q6CEL9	YALI0B14641g1_1	7.136343403	7.164260876	7.11003884	7.130088525	7.067233321	7.093367661	7.054679536	7.295886259	7.196336024	7.243610497	7.245906905
YALI1_E27383g		YALI0E23243g1_1	7.162791138	7.227916621	7.089569254	7.1871477	7.147019969	7.072263542	7.116963825	7.353127054	7.395758446	7.359116111	7.318252032
YALI1_E04499g	Q6C752	YALI0E03718g1_1	6.986621672	6.907653304	7.036525622	6.90745967	6.934518486	7.031686574	7.007437099	6.735160736	6.687082543	6.689982283	6.768373224
YALI1_F01078g	Q6C3D2	YALI0F00682g1_1	7.986423802	7.975992552	8.013154431	7.988476623	7.957336504	7.924415337	7.881266517	8.231534782	8.113434495	8.112757134	8.239933621
YALI1_E03067g	Q6C7A3	YALI0E02420g1_1	7.208411545	7.207328026	7.187254116	7.180471186	7.199611563	7.150150355	7.168415601	7.268031021	7.255025433	7.236666469	7.264207582
YALI1_F37463g	Q6BZY5	YALI0F29909g1_1	7.3969533	7.470492916	7.435684507	7.6632484	7.432901973	7.433956563	7.637193973	6.990455972	6.997646492	6.727590605	6.754807857
YALI1_E36404g	Q6C400	YALI0E30943g1_1	7.115317685	7.108382501	7.193896038	7.063644332	7.083713545	7.162870442	7.132136551	6.90415549	6.899682502	6.842535595	6.94587663
YALI1_C16150g	Q6CC87	YALI0C11495g1_1	6.895389469	6.811255721	6.858657711	6.824646354	6.757069241	6.55279223	6.613448937	6.91267842	6.851646401	6.953017057	6.856141948
YALI1_B04540g	W0TYP4	YALI0B03080g1_1	7.227946322	7.274518951	7.335663957	7.233441739	7.540198032	7.556581734	7.554493208	7.257141735	7.036091519	7.137330196	7.225048504
YALI1_F01897g	Q6C3B0	YALI0F01166g1_1	6.338100334	6.435879149	6.468748812	6.406207731	6.431134987	6.549523652	6.493511628	6.234610828	6.346360922	6.351928171	6.373933096
YALI1_E27880g	Q6C4U6	YALI0E23584g1_1	7.662298608	7.638252737	7.429434826	7.591100469	7.632879751	7.504379969	7.340682857	7.911440667	7.826567785	7.86403754	7.85680398
YALI1_D18014g	Q6C927	YALI0D14784g1_1	6.642201231	6.623888679	6.739030569	6.714881936	6.769560835	6.699198651	6.760835501	6.48506148	6.546318655	6.557348326	6.510669939
YALI1_C29141g	Q6CB88	YALI0C21087g1_1	7.104288471	7.115761687	7.035749121	7.054276581	7.019723151	6.997037026	6.920735839	7.155787537	7.19365175	7.204296953	7.184814392
YALI1_E15398g	Q6C650	YALI0E12419g1_1	7.016822073	6.934728409	7.037813495	6.940440382	6.930389713	7.035531576	7.00308881	6.784961371	6.691729627	6.673631384	6.774105915
YALI1_E26811g	Q6C4Y7	YALI0E22649g2_1	7.246458477	7.306769054	7.244423127	7.311277329	7.225846726	7.220920073	7.252959588	7.074520271	7.153348746	7.099833081	7.05409657
YALI1_F03803g	Q6C354	YALI0F02497g1_1	7.801969498	7.82546036	7.77988428	7.836391748	7.815834442	7.786350728	7.844728775	7.548445633	7.668438216	7.571156201	7.476857479
YALI1_E41061g	Q6C3I3	YALI0E34573g1_1	7.349922636	7.350201936	7.241986657	7.272306097	7.263428609	7.259891392	7.257222618	7.42499683	7.541562106	7.53611888	7.498973703
YALI1_B12409g	Q6CF88	YALI0B09273g1_1	7.460187716	7.472246715	7.509195939	7.423051716	7.316212313	7.164989544	7.068629171	6.745114248	6.750235463	7.084548847	6.775211049
YALI1_F13908g	Q6C272	YALI0F10219g1_1	7.566097587	7.494856714	7.503184579	7.4285176	7.415376491	7.392451765	7.390947224	7.408338487	7.228997264	7.216510222	7.105404024
YALI1_B18955g	Q6CEN0	YALI0B14399g1_1	7.462666894	7.393312181	7.426228883	7.349306608	7.313085223	7.312563514	7.262047786	7.332839214	7.293675028	7.270515177	7.134646729
YALI1_E20159g	Q6C5L9	YALI0E16907g1_1	6.538379956	6.522902069	6.711425704	6.658062728	6.865816686	6.859660463	6.841115637	6.440311891	6.501453459	6.378572969	6.274974447
YALI1_E03789g	Q6C775	YALI0E03168g1_1	6.542605964	6.401001016	6.321634233	6.434497206	6.190283652	6.398035516	6.118814969	6.736415263	6.71282634	6.565508993	6.727998115
YALI1_C16485g	Q6CC75	YALI0C11803g1_1	6.772318122	6.721462313	6.766269397	6.646122675	6.68666892	6.679152042	6.706520337	6.856542104	6.910487923	6.887001049	6.932508729
YALI1_D35768g	Q6C7L3	YALI0D27148g1_1	7.298599065	7.232745624	7.197728843	7.220487662	7.152479881	7.183559061	7.140800244	7.376480054	7.311748836	7.362530927	7.414315351
YALI1_C10492g	Q6CCN7	YALI0C07887g1_1	6.986708401	6.961279769	6.875314101	6.969121379	6.728820322	6.822560295	6.769636999	6.960745359	7.002094994	6.914795054	6.968643592
YALI1_B14121g			7.218627961	7.171367476	7.410297112	7.227516016	7.107760938	7.369836753	7.321800079	6.793239828	6.79841841	6.739766505	6.885014603
YALI1_B04309g	Q6CFX1	YALI0B02852g1_1	6.815377896	6.794459023	6.825095269	6.802677876	6.82197959	6.832685019	6.905324981	6.753369224	6.68703254	6.736433555	6.699850661
YALI1_D11686g	Q6C9Q2	YALI0D09229g1_1	7.305455955	7.186454012	7.171202812	7.195399663	7.260379753	7.256725634	7.188886151	6.886869155	6.875054689	7.035692657	6.812929035
YALI1_C33314g	Q6CAU4	YALI0C24277g1_1	6.425883323	6.37067406	6.385731139	6.497838206	6.180397911	6.307861431	6.364752424	6.570867326	6.697003567	6.59373417	6.746580161
YALI1_E25713g	Q6C522	YALI0E21692g1_1	6.912066529	6.877884512	6.880935233	6.883195494	7.031690871	6.964085143	6.933381306	6.804261039	6.827418801	6.811975237	6.74129145
YALI1_E41315g	Q6C3H5	YALI0E34793g1_1	7.409390424	7.424611847	7.486518867	7.391013218	7.332783326	7.391629619	7.346754408	7.699733355	7.575112155	7.615398753	7.774282767
YALI1_F14729g	Q6C241	YALI0F11077g1_1	6.91811625	6.813936372	7.0889676	7.0044334	6.799277437	7.03894372	7.085903748	6.474628649	6.592100197	6.580942626	6.456980122
YALI1_E30400g	Q6C4M1	YALI0E25652g1_1	6.575246577	6.56422244	6.420172306	6.549736856	6.510734748	6.463068103	6.429425322	6.781693722	6.653410059	6.602107911	6.649806244
YALI1_D28569g	Q6C859	YALI0D22484g1_1	7.434673205	7.501546333	7.455495223	7.452583724	7.452607858	7.414417152	7.342238795	7.627896494	7.588624864	7.54207522	7.558811746
YALI1_E03300g	Q6C793	YALI0E02684g1_1	7.711301003	7.716442281	7.74748102	7.745770997	7.833207287	7.864927148	7.950002443	7.667936088	7.727914023	7.646812438	7.64640349
YALI1_E02529g	Q6C7C0	YALI0E02046g1_1	6.804725268	6.92524995	6.869756476	6.811160239	7.032671867	6.981168341	7.003219235	6.756820615	6.802139885	6.750964852	6.81793657
YALI1_C06259g	Q6CD10	YALI0C04774g1_1	6.912184058	6.89096608	6.768799516	6.865423108	6.716965208	6.680308014	6.576065595	6.920722582	6.944590518	6.993501764	6.973450654
YALI1_E31685g	Q12724		7.515903823	7.517643128	7.458561058	7.46968276	7.56171263	7.528759871	7.536327498	7.442656571	7.391010265	7.379921022	7.440394984
YALI1_A19885g	Q6CGI9	YALI0A18942g1_1	6.796689039	6.790488703	6.834109598	6.824851831	6.800938688	6.746705139	6.7665959	6.957199296	6.85420041	6.922150064	6.893134232
YALI1_F00654g	Q6C3E1	YALI0F00484g1_1	6.826830748	6.917498071	6.699559886	6.783449382	7.080632947	7.045332842	6.809159156	7.255252194	7.093079318	6.968945616	7.127434707
YALI1_F14882g	Q6C234	YALI0F11231g1_1	7.018142697	7.039450625	6.960758494	6.988063137	6.966914568	7.00080872	6.944788811	7.111022275	7.076630121	7.049933341	7.114808098
YALI1_E41276g	Q6C3H6	YALI0E34771g1_1	7.34779493	7.187756732	7.28315063	7.190150711	7.04675633	7.17252266	7.088931699	6.934968812	6.981423092	6.84166571	6.836623349
YALI1_D15952g	Q6C9A2	YALI0D12771g1_1	6.669917021	6.582612401	6.640948827	6.705074503	6.436716831	6.538348316	6.492439823	6.714585703	6.799226884	6.708094703	6.761003013
YALI1_B07549g	Q6CFM9	YALI0B05522g1_1	6.926102488	6.801400473	6.841955864	6.799308119	6.994245378	7.012879015	6.972515141	6.647135341	6.659736063	6.756271916	6.76711837
YALI1_B26679g	F2Z660	YALI0B20372g1_1	7.798421313	7.842836133	7.847371374	7.793452912	7.72239179	7.779118437	7.736999196	7.908844277	7.886075463	7.887364762	7.961590399
YALI1_F16743g	Q6C1X9	YALI0F12551g1_1	6.550313994	6.727955286	6.725826991	6.621646037	6.943775797	6.906734249	6.937712318	6.810889687	6.836093661	6.885113107	6.848855995
YALI1_E16556g	Q6C605	YALI0E13574g1_1	7.522813513	7.439225835	7.554942075	7.429742982	7.35877318	7.523469657	7.406083419	7.09058095	6.919969414	6.944788575	7.19923398
YALI1_F29078g	Q6C0T2	YALI0F21967g1_1	6.911755972	6.922289258	6.979022543	6.904245912	7.037825339	7.000773149	7.010938122	6.825545635	6.826873291	6.909113189	6.868759308
YALI1_C14787g	Q6CCD1	YALI0C10494g1_1	7.051076548	7.007805508	7.04262388	6.956979624	7.136013856	7.21432522	7.176322132	6.972177219	6.939786634	6.938441711	7.02230856
YALI1_A00746g	Q6CI89	YALI0A00594g1_1	6.833012585	6.774276056	6.67862117	6.85027105	6.845980797	6.863284861	6.830028752	7.019342404	7.013200853	7.104065177	7.134834512
YALI1_C04328g	Q6CD71	YALI0C03245g1_1	6.827593252	6.897900488	6.538445155	6.845935754	6.943503983	6.957089239	6.848263517	6.634538223	6.55792371	6.193375249	6.568076311
YALI1_B09367g	Q6CFG0	YALI0B07359g1_1	7.374188023	7.235944085	7.271395158	7.281503425	7.351833912	7.430981943	7.43385368	7.180448729	7.192299697	7.178329421	7.170683888
YALI1_A00325g	Q6CIA1	YALI0A00286g1_1	7.16150483	7.18218503	7.140332997	7.15264293	7.316592124	7.263816387	7.225601449	7.049570175	7.099978886	7.12205336	7.02429605
YALI1_C07423g	Q6CCX5	YALI0C05753g1_1	6.959602612	6.936169512	7.019872591	6.969060835	6.956792532	6.991426012	7.089431576	6.59409821	6.827686459	6.782515423	6.684303218
YALI1_E26525g	Q6C4Z2	YALI0E22484g1_1	6.909085127	6.851769361	6.843940218	6.858168789	6.954444593	7.000818469	7.073717618	6.583346477	6.747401047	6.695666799	6.512218559
YALI1_D15937g	Q6C9A3	YALI0D12749g1_1	7.421868276	7.414713355	7.361770094	7.394379129	7.444573745	7.430308228	7.360247488	7.355886305	7.267925992	7.260502774	7.330046817
YALI1_E08351g	Q6C6R2	YALI0E07051g1_1	7.143226517	7.087739862	7.158661837	7.068332222	6.906201494	6.981779215	7.000320113	7.166151199	7.234990596	7.146683702	7.215077589
YALI1_D20118g	Q6C8W8	YALI0D16291g1_1	6.364526058	6.3290145	6.293570023	6.26838423	6.33278414	6.299797245	6.368501478	6.168233137	6.180989163	6.064470073	6.123527593
YALI1_D04901g	Q6CAD1	YALI0D03916g1_1	6.656913862	6.72491368	6.774356946	6.67646426	6.477969378	6.495961863	6.635468705	6.720748756	6.704945596	6.803923987	6.829692606
YALI1_B20462g	Q6CEH4	YALI0B15598g1_1	7.99413673	7.919483745	7.924752391	7.89378268	7.999260066	7.97132931	7.97768103	7.58624362	7.737207665	7.797736812	7.666717284
YALI1_E31827g	Q6C4G9	YALI0E26895g1_1	6.946850977	6.844803968	6.900878744	6.879099948	6.811795307	6.84181061	6.82330549	7.103508493	6.997918534	7.042952131	7.173357056
YALI1_F13875g	Q6C273	YALI0F10197g1_1	7.00165421	6.851697254	6.829478383	6.802962797	6.693744763	6.765516548	6.862834151	7.248524967	7.115931981	7.155560515	7.358664826
YALI1_E41367g	B5FVG8	YALI0E34826g1_1	7.088396005	7.012055318	7.131653356	7.066505811	7.041401904	7.218225208	7.095504455	7.567462293	7.337586627	7.447768881	7.64198385
YALI1_F07181g	Q6C2W1	YALI0F04664g1_1	7.024757145	6.998720047	7.030162738	7.021896169	7.012691637	7.011954037	7.032664317	6.824580217	6.800573966	6.941815447	6.913730625
YALI1_F03883g	Q6C351	YALI0F02607g1_1	6.826858341	6.780888058	6.845958634	6.819037812	6.926991425	6.91853621	6.88401663	6.801503905	6.734187875	6.69588256	6.696197819
YALI1_B22020g	Q6CEB7	YALI0B16918g1_1	6.563105307	6.577251868	6.474842114	6.474021941	6.54152497	6.577319047	6.577750171	6.374763137	6.406077654	6.409182156	6.381143477
YALI1_C25598g	Q6CBI6	YALI0C18425g1_1	6.561829789	6.66115296	6.679960089	6.687068629	6.712238828	6.7017049	6.787262469	6.944450296	6.834846128	6.87678148	6.868710716
YALI1_E17594g	Q6C5W3	YALI0E14641g1_1	6.639636025	6.676475695	6.579447599	6.724235137	6.573033	6.479418741	6.635073457	6.814169193	6.895205172	6.820503102	6.921018487
YALI1_D33380g	Q6C7U9	YALI0D25168g1_1	7.783721363	7.711655425	7.810404157	7.695522125	7.816300288	7.907720935	7.895347304	7.603474713	7.589646173	7.664083556	7.668348574
YALI1_D08125g	Q6CA32	YALI0D06325g1_1	7.249906276	7.185093922	7.299188161	7.193912119	7.206388972	7.263165431	7.244187655	7.047929149	7.10208353	7.04581505	7.092133699
YALI1_C05125g	Q6CD46	YALI0C03850g1_1	6.979548993	6.945044931	6.970822198	6.891588539	6.948258867	6.957052424	6.92043018	6.783861828	6.847768103	6.824205815	6.824665349
YALI1_D09534g	Q6C9Y0	YALI0D07458g1_1	7.237278937	7.255143639	7.305074691	7.219656086	7.34231696	7.319565793	7.259233043	7.170358371	7.123438872	7.153233926	7.148287161
YALI1_E04859g	Q6C735	YALI0E04092g1_1	6.913326222	6.920441969	6.958557828	6.906057635	6.880042106	6.956460739	6.882615104	7.10577584	7.02044613	7.03999505	7.107240232
YALI1_E10587g	Q6C6K7	YALI0E08756g1_1	6.964684407	6.931433142	6.909040753	6.937753498	7.024274572	7.031751033	6.9357763	6.591638656	6.750868819	6.782676467	6.570759515
YALI1_A20995g	Q6CGF0	YALI0A19888g1_1	7.578420754	7.534863891	7.456012057	7.546130455	7.44960108	7.305865968	7.316277458	6.678820309	7.095807136	7.03786139	6.660237291
YALI1_D11063g	Q6C9T1	YALI0D08602g1_1	7.237278937	7.262363045	7.304819961	7.216939275	7.34231696	7.319565793	7.259233043	7.170358371	7.123438872	7.153233926	7.148287161
YALI1_F07630g	Q6C2U7	YALI0F05038g1_1	7.032711494	6.994534218	7.011678986	6.98631179	7.036015885	7.00825968	7.036641167	6.825062005	6.912321391	6.8308613	6.731552751
YALI1_D09566g	Q6C9X9	YALI0D07480g1_1	6.746507718	6.687152555	6.494631306	6.791860568	6.688246356	6.712323774	6.722493436	7.195612357	6.95134959	7.132886523	7.139653495
YALI1_C09467g	Q6CCR8	YALI0C07128g1_1	7.170266788	7.10174729	7.230564051	7.137858988	7.082001725	7.178057149	7.210189272	6.861088532	6.968456502	7.001901042	7.005081705
YALI1_C24367g	Q6CBN4	YALI0C16995g1_1	7.367782508	7.267348052	7.334524038	7.217101311	7.170492499	7.138324818	7.056502524	7.323692916	7.288299879	7.274518803	7.268540799
YALI1_F21174g	Q6C1J7	YALI0F15697g1_1	6.862835839	6.833119062	6.99987258	6.86317193	6.929005974	7.099891861	7.095750588	6.720431394	6.589150011	6.562528528	6.717128835
YALI1_C33152g	Q6CAV2	YALI0C24101g1_1	7.317717779	7.267906409	7.15783314	7.236067864	7.289780817	7.24699768	7.192754504	7.393800253	7.395039513	7.360323265	7.474319346
YALI1_C30187g	Q6CB52	YALI0C21868g1_1	7.081805253	7.114974309	7.160957531	7.091453403	7.155752589	7.147043654	7.12427859	7.051117593	7.020615793	7.013675838	6.989692618
YALI1_D21145g	Q6C8T2	YALI0D17182g1_1	6.794566934	6.726434383	6.76862023	NA	6.689552333	6.525572255	6.512429938	6.937623692	6.932973983	6.83921229	6.819199532
YALI1_D06828g	Q6CA74	YALI0D05291g1_1	7.523462525	7.477544148	7.511471336	7.46103567	7.43877937	7.435979581	7.420942945	7.201361455	7.350778446	7.325022891	7.319461597
YALI1_D24054g			7.820842625	7.720941049	7.866935079	7.67944407	7.895745948	7.955641139	7.97736133	7.641648242	7.678582317	7.671111109	7.68109657
YALI1_A21775g	Q6CGB1	YALI0A20746g1_1	7.854956907	7.753466177	7.708106521	7.64086853	7.710942776	7.682986858	7.690001715	7.952793854	7.933871323	7.91968418	8.017423381
YALI1_B12443g	Q6CF87	YALI0B09317g1_1	7.029695152	6.935528837	7.055724084	6.990545447	7.081469804	7.053409811	7.109887115	6.837902885	6.802164106	6.618809997	6.814827946
YALI1_F17203g	Q6C1W7	YALI0F12815g1_1	6.27768405	6.29521888	6.229983597	6.340968374	6.273535145	6.376648641	6.380342221	5.960275593	6.187953112	6.095868401	6.169580588
YALI1_A06453g	Q6CHP1	YALI0A06787g1_1	7.369618305	7.372788051	7.487667657	7.311633371	7.357048032	7.341586547	7.345939336	7.164793132	7.233642548	7.225176679	7.183870439
YALI1_F03389g	Q6C370	YALI0F02145g1_1	7.128076256	7.171470554	6.906233831	7.123705598	7.265246161	7.445280287	7.39603108	6.930632164	6.987302749	6.979879614	6.939819441
YALI1_F34202g	Q6C089	YALI0F26807g1_1	7.305162341	7.327026974	7.407314383	7.292137303	7.464128501	7.387585963	7.370788368	7.223374188	7.210087077	7.133312514	7.207501909
YALI1_D22834g	Q6C8N4	YALI0D18271g1_1	6.741318948	6.770984349	6.730607847	6.881397756	6.740877169	6.682901623	6.835302713	6.433369523	6.53389056	6.534794075	6.342215357
YALI1_C12788g	Q6CCI0	YALI0C09218g1_1	7.444198794	7.389528835	7.306571952	7.39272312	7.390687338	7.195652448	7.34261139	7.540618128	7.637388456	7.652041937	7.601748489
YALI1_D24182g	Q6C8J6	YALI0D19096g1_1	6.554120474	6.545269817	6.580491495	6.812141302	6.555145682	6.565437221	6.552795072	6.410177708	6.492920303	6.428790478	6.618235074
YALI1_F17431g	Q6C1V9	YALI0F12991g1_1	6.648224695	6.69682269	6.585102211	6.700833909	6.546824768	6.601495104	6.433992737	6.992923451	6.833349653	6.671501276	6.899882916
YALI1_F35938g	Q6C029	YALI0F28281g1_1	6.858097011	6.801673096	6.771247866	6.809210378	6.804303901	6.775147466	6.695680362	6.578243966	6.617219355	6.685254385	6.591913855
YALI1_F06018g	Q6C2Y8	YALI0F04015g1_1	7.183271062	7.224055005	7.085331491	7.201889121	7.17315317	7.133649641	7.13895346	6.982709542	7.064347142	6.927680845	6.907093888
YALI1_F20914g	Q6C1K2	YALI0F15587g1_1	7.994974807	7.993984323	7.962242849	8.080223374	7.935584713	7.940523455	8.060034432	7.809093868	7.839108683	7.718709441	7.743599656
YALI1_F33973g	Q6C0A0	YALI0F26543g1_1	7.394972658	7.388374552	7.426846158	7.42952529	7.159512813	7.204176246	7.178724443	7.375827085	7.25086466	7.187050856	7.247973983
YALI1_F19478g	Q6C1P3	YALI0F14575g1_1	6.945548705	6.876385906	6.910883401	6.886060786	7.080565729	7.088210032	7.020470162	7.041464661	6.929187166	6.91894939	6.962925482
YALI1_E30028g	Q6C4N1	YALI0E25091g1_1	7.49493073	7.486978569	7.435799009	7.48356588	7.55784291	7.630710967	7.537345276	7.432225324	7.260353183	7.223342377	7.198300772
YALI1_A22073g	B5U8Q6	YALI0A21076g2_1	6.986498619	6.997902831	7.029254379	6.983767027	6.851542946	6.879314131	6.805410041	6.873681006	6.930127121	6.969447026	6.896450071
YALI1_B02991g	Q6CG05	YALI0B02002g1_1	6.734874642	6.756490416	6.769973226	6.724641026	6.752185671	6.84649925	6.773643838	6.690996565	6.597851722	6.617773081	6.607162336
YALI1_F37011g	Q6BZZ7	YALI0F29381g1_1	6.743144781	6.653210984	6.64139657	6.70263781	6.723025456	6.766446693	6.79001909	6.924358076	6.870797503	6.817490931	6.85007246
YALI1_C02550g	Q6CDB9	YALI0C01859g1_1	7.281961722	7.267416664	7.318519852	7.229072208	7.398050373	7.382178648	7.337091456	7.144897758	7.232071128	7.23350342	7.200450768
YALI1_E01589g	F2Z650	YALI0E01056g1_1	7.528005712	7.526129754	7.456479319	7.475158132	7.392421423	7.36198832	7.289196549	7.415135096	7.438733611	7.450776391	7.416210935
YALI1_E19852g	Q6C5N1	YALI0E16643g1_1	7.136223708	7.033745033	7.140416484	7.005143225	7.140896114	7.17997509	7.179317258	6.928352496	6.946474035	6.987341192	6.973715227
YALI1_F00821g	Q6C3E0	YALI0F00506g1_1	7.26716429	7.374247098	7.259198359	7.228515174	7.039807334	7.023523067	7.031530227	7.20658632	7.441980134	7.441867566	7.300753785
YALI1_E22303g	Q6C5F0	YALI0E18634g1_1	6.873340902	6.862093587	6.876136753	6.821190423	6.753096943	6.686414596	6.744299279	6.489226811	6.49787361	6.707276315	6.626863106
YALI1_F21875g	Q6C1G7	YALI0F16401g1_1	6.883350584	6.880579366	6.974085076	6.847600693	6.919469922	7.05246484	7.000996288	7.319404504	7.158471271	7.106235468	7.300467333
YALI1_E21406g	Q6C5H4	YALI0E18029g1_1	7.258023074	7.195293416	7.169052592	7.180093731	7.192960338	7.111253038	7.153822326	6.735395625	6.961005342	7.003702473	6.834629694
YALI1_C15991g	Q6CC91	YALI0C11407g1_1	7.014581627	6.977730649	7.046009528	6.948480726	6.962588218	7.023596503	6.964231381	7.216529371	7.106916678	7.120814825	7.209716002
YALI1_F28064g	Q6C0W4	YALI0F21197g1_1	6.628663915	6.761376928	6.575287516	6.792769468	6.864311505	6.815125091	6.796747002	6.523616313	6.530096669	6.533893609	6.423464788
YALI1_B28659g	Q6CDQ7	YALI0B22066g1_1	7.770285807	7.754366758	7.672892687	7.702755481	7.777274594	7.658761427	7.582809009	7.896400642	7.953338289	7.978711113	7.882156083
YALI1_F27101g	Q6C100	YALI0F20416g1_1	6.534133754	6.659297044	6.664818042	6.647728354	6.769609446	6.809597102	6.796968832	6.693141587	6.702139547	6.664120617	6.72127227
YALI1_C03874g	Q6CD89	YALI0C02805g1_1	7.279495775	7.239063316	7.214846784	7.241263887	7.274625692	7.277156302	7.202426503	7.129354307	7.151458164	7.161982225	7.110768211
