GeneName_CENPK	uniprotID_S288c	GeneName_S288C	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C
CENPK1137D_1102	P32461	YKL191W	0	3	1	2	0	0	2	1	0	2	1	0
CENPK1137D_301	Q04500	YML093W	1	0	3	1	1	0	1	0	2	1	1	1
CENPK1137D_4335	Q12263	YDR507C	0	1	2	0	3	1	0	2	0	2	0	1
CENPK1137D_846	Q07896	YLR002C	0	3	1	1	1	0	2	0	1	1	1	1
CENPK1137D_3030	P32914	YGR063C	1	1	1	2	1	1	1	0	1	1	1	1
CENPK1137D_5169	P40498	YIL091C	1	2	1	1	1	1	1	1	0	1	1	1
CENPK1137D_4508	P25371	YCR011C	0	1	1	2	0	0	1	0	0	0	0	1
CENPK1137D_1599	Q02887	YPL100W	0	1	1	2	0	0	0	1	0	0	0	1
CENPK1137D_4935	Q01329	YAL043C	0	2	0	1	0	0	0	0	1	1	1	0
CENPK1137D_1172	P36000	YKL135C	0	0	2	1	1	0	1	0	0	1	0	0
CENPK1137D_1882	P17883	YPR189W	0	1	1	0	1	0	2	0	0	0	1	0
CENPK1137D_2702	P11655	YNR026C	1	0	0	0	2	0	0	0	1	0	1	1
CENPK1137D_421	P32500	YML031W	0	0	1	0	1	1	2	0	0	0	1	0
CENPK1137D_1236	P22353	YJL063C	2	3	2	5	1	0	4	3	2	1	1	5
CENPK1137D_4189	O94742	YDR363W-A	2	3	2	3	2	2	2	3	4	0	2	4
CENPK1137D_4725	P33754	YBR171W	2	1	1	1	2	1	1	3	0	2	2	2
CENPK1137D_3910	P35179	YDR086C	1	3	2	1	2	1	1	2	1	1	1	2
CENPK1137D_1760	P32178	YPR060C	2	2	2	2	3	1	2	2	2	1	1	2
CENPK1137D_2618	P41814	YNL062C	2	3	1	2	1	1	1	2	1	2	2	1
CENPK1137D_223	P39103	YML129C	2	2	0	2	2	2	2	1	2	2	1	1
CENPK1137D_4705	P33313	YBR155W	1	2	2	3	1	0	4	1	1	2	1	1
CENPK1137D_2219	P06633	YOR202W	2	2	2	1	2	1	1	2	1	1	2	2
CENPK1137D_2423	P40339	YOL094C	2	2	0	2	0	3	3	2	1	3	0	1
CENPK1137D_284	P20107	YMR243C	3	1	2	1	2	1	2	1	2	2	2	2
CENPK1137D_768	P32794	YLR397C	0	4	2	2	2	1	2	3	1	2	1	1
CENPK1137D_3996	P07250	YDR173C	0	0	1	2	0	0	1	0	0	0	1	0
CENPK1137D_3714	Q12277	YDL111C	0	0	1	0	1	0	0	0	1	0	0	2
CENPK1137D_3535	P39962	YER123W	1	1	2	1	3	1	1	2	0	2	1	1
CENPK1137D_2728	P53604	YNR049C	1	2	2	2	2	0	0	1	3	1	1	1
CENPK1137D_3704	Q07541	YDL121C	2	0	2	0	1	2	2	1	1	2	1	2
CENPK1137D_4687	P38109	YBR139W	1	1	1	2	2	1	1	1	2	2	1	1
CENPK1137D_1741	Q12199	YPR040W	1	1	2	1	0	2	2	2	1	2	1	1
CENPK1137D_3652	P40005	YEL003W	1	0	1	0	0	2	0	2	0	1	0	0
CENPK1137D_254	Q03656	YMR216C	0	1	0	2	0	0	2	0	0	1	0	1
CENPK1137D_1270	Q00618	YJL031C	1	0	0	1	0	1	1	1	0	0	0	2
CENPK1137D_103	Q04772	YMR073C	1	2	2	2	2	0	1	2	2	2	2	2
CENPK1137D_1226	P47037	YJL074C	0	2	3	3	2	0	2	3	1	1	0	3
CENPK1137D_2651	P53969	YNL026W	1	2	2	1	2	1	2	2	2	2	1	2
CENPK1137D_4295	Q03323	YDR469W	2	1	1	2	2	1	0	1	4	1	3	2
CENPK1137D_5127	P40467	YIL130W	2	0	0	0	2	1	0	0	2	0	2	1
CENPK1137D_3938	Q04600	YDR117C	0	2	1	0	2	1	2	0	0	0	1	1
CENPK1137D_1603	P48527	YPL097W	0	0	2	1	1	1	0	1	2	0	0	2
CENPK1137D_1276	P47064	YJL024C	0	0	2	0	1	1	1	1	1	1	1	1
CENPK1137D_3397	P27466	YFR014C	0	0	3	1	1	1	0	2	0	1	1	1
CENPK1137D_5072	P10363	YIR008C	1	1	1	1	2	0	1	0	2	1	0	1
CENPK1137D_4811	P32570	YBR253W	1	1	1	0	2	1	0	1	1	1	1	1
