"protein","Gene","orthogroup"
"P53122","YGL138C","S+KLZ-Single"
"P53123","YGL136C","S+KLZ-Single"
"P53125","YGL133W","S+KLZ-Single"
"P53127","YGL131C","S+KLZ-Single"
"P53128","YGL125W","S+KLZ-Single"
"P53129","YGL124C","S+KLZ-Single"
"P53130","YGL121C","S+KLZ-Single"
"P53131","YGL120C","S+KLZ-Single"
"P53133","YGL117W","S+KLZ-Single"
"P53134","YGL114W","S+KLZ-Single"
"P53135","YGL113W","S+KLZ-Single"
"P53136","YGL111W","S+KLZ-Single"
"P53137","YGL110C","S+KLZ-Single"
"P53139","YGL108C","S+KLZ-Single"
"P53141","YGL106W","S+KLZ-Single"
"P53145","YGL099W","S+KLZ-Single"
"P53146","YGL098W","S+KLZ-Single"
"P53148","YGL093W","S+KLZ-Single"
"P53150","YGL090W","S+KLZ-Single"
"P53152","YGL087C","S+KLZ-Single"
"P53153","YGL085W","S+KLZ-Single"
"P53154","YGL084C","S+KLZ-Single"
"P53155","YGL082W","S+KLZ-Single"
"P53156","YGL081W","S+KLZ-Single"
"P53157","YGL080W","S+KLZ-Single"
"P53158","YGL079W","S+KLZ-Single"
"P53159","YGL075C","S+KLZ-Single"
"P53163","YGL068W","S+KLZ-Single"
"P53164","YGL067W","S+KLZ-Single"
"P53165","YGL066W","S+KLZ-Single"
"P53166","YGL064C","S+KLZ-Single"
"P53168","YGL061C","S+KLZ-Single"
"P53170","YGL059W","S+KLZ-Single"
"P53171","YGL057C","S+KLZ-Single"
"P53173","YGL054C","S+KLZ-Single"
"P53177","YGL050W","S+KLZ-Single"
"P53178","YGL047W","S+KLZ-Single"
"P53179","YGL045W","S+KLZ-Single"
"P53184","YGL037C","S+KLZ-Single"
"P53185","YGL036W","S+KLZ-Single"
"P53187","YGL033W","S+KLZ-Single"
"P53188","YGL029W","S+KLZ-Single"
"P53189","YGL028C","S+KLZ-Single"
"P53191","YGL023C","S+KLZ-Single"
"P53192","YGL020C","S+KLZ-Single"
"P53193","YGL018C","S+KLZ-Single"
"P53195","YGL005C","S+KLZ-Single"
"P53196","YGL004C","S+KLZ-Single"
"P53197","YGL003C","S+KLZ-Single"
"P53199","YGL001C","S+KLZ-Single"
"P53200","YGR001C","S+KLZ-Single"
"P53201","YGR002C","S+KLZ-Single"
"P53202","YGR003W","S+KLZ-Single"
"P53206","YGR012W","S+KLZ-Single"
"P53207","YGR013W","S+KLZ-Single"
"P53208","YGR015C","S+KLZ-Single"
"P53209","YGR016W","S+KLZ-Single"
"P53210","YGR017W","S+KLZ-Single"
"P53212","YGR021W","S+KLZ-Single"
"P53215","YGR024C","S+KLZ-Single"
"P53217","YGR026W","S+KLZ-Single"
"P53218","YGR030C","S+KLZ-Single"
"P53219","YGR031W","S+KLZ-Single"
"P53220","YGR033C","S+KLZ-Single"
"P53223","YGR036C","S+KLZ-Single"
"P53224","YGR038W","S+KLZ-Single"
"P53227","YGR042W","S+KLZ-Single"
"P53230","YGR046W","S+KLZ-Single"
"P53233","YGR052W","S+KLZ-Single"
"P53234","YGR053C","S+KLZ-Single"
"P53235","YGR054W","S+KLZ-Single"
"P53237","YGR057C","S+KLZ-Single"
"P53238","YGR058W","S+KLZ-Single"
"P53239","YGR062C","S+KLZ-Single"
"P53241","YGR065C","S+KLZ-Single"
"P53243","YGR067C","S+KLZ-Single"
"P53244","YGR068C","S+KLZ-Single"
"P53248","YGR077C","S+KLZ-Single"
"P53249","YGR079W","S+KLZ-Single"
"P53250","YGR080W","S+KLZ-Single"
"P53251","YGR081C","S+KLZ-Single"
"P53252","YGR086C","S+KLZ-Single"
"P53253","YGR089W","S+KLZ-Single"
"P53254","YGR090W","S+KLZ-Single"
"P53255","YGR093W","S+KLZ-Single"
"P53256","YGR095C","S+KLZ-Single"
"P53257","YGR096W","S+KLZ-Single"
"P53258","YGR100W","S+KLZ-Single"
"P53259","YGR101W","S+KLZ-Single"
"P53260","YGR102C","S+KLZ-Single"
"P53261","YGR103W","S+KLZ-Single"
"P53262","YGR106C","S+KLZ-Single"
"P53264","YGR110W","S+KLZ-Single"
"P53265","YGR111W","S+KLZ-Single"
"P53266","YGR112W","S+KLZ-Single"
"P53267","YGR113W","S+KLZ-Single"
"P53270","YGR117C","S+KLZ-Single"
"P53271","YGR120C","S+KLZ-Single"
"P53272","YGR122W","S+KLZ-Single"
"P53273","YGR125W","S+KLZ-Single"
"P53274","YGR126W","S+KLZ-Single"
"P53275","YGR127W","S+KLZ-Single"
"P53276","YGR128C","S+KLZ-Single"
"P53277","YGR129W","S+KLZ-Single"
"P53278","YGR130C","S+KLZ-Single"
"P53280","YGR134W","S+KLZ-Single"
"P53285","YGR141W","S+KLZ-Single"
"P53289","YGR161C","S+KLZ-Single"
"P53290","YGR163W","S+KLZ-Single"
"P53292","YGR165W","S+KLZ-Single"
"P53293","YGR168C","S+KLZ-Single"
"P53294","YGR169C","S+KLZ-Single"
"P53295","YGR173W","S+KLZ-Single"
"P53297","YGR178C","S+KLZ-Single"
"P53298","YGR179C","S+KLZ-Single"
"P53299","YGR181W","S+KLZ-Single"
"P53301","YGR189C","S+KLZ-Single"
"P53303","YGR211W","S+KLZ-Single"
"P53304","YGR212W","S+KLZ-Single"
"P53305","YGR215W","S+KLZ-Single"
"P53306","YGR216C","S+KLZ-Single"
"P53312","YGR244C","S+KLZ-Single"
"P53313","YGR245C","S+KLZ-Single"
"P53314","YGR247W","S+KLZ-Single"
"P53316","YGR250C","S+KLZ-Single"
"P53317","YGR251W","S+KLZ-Single"
"P53318","YGR255C","S+KLZ-Single"
"P53320","YGR257C","S+KLZ-Single"
"P53322","YGR260W","S+KLZ-Single"
"P53323","YGR262C","S+KLZ-Single"
"P53324","YGR263C","S+KLZ-Single"
"P53326","YGR266W","S+KLZ-Single"
"P53330","YGR275W","S+KLZ-Single"
"P53331","YGR276C","S+KLZ-Single"
"P53332","YGR277C","S+KLZ-Single"
"P53333","YGR278W","S+KLZ-Single"
"P53335","YGR280C","S+KLZ-Single"
"P53337","YGR284C","S+KLZ-Single"
"P53378","YLR212C","S+KLZ-Single"
"P53389","YNR055C","S+KLZ-Single"
"P53394","YPR003C","S+KLZ-Single"
"P53397","YML060W","S+KLZ-Single"
"P53437","YMR270C","S+KLZ-Single"
"P53507","YNL070W","S+KLZ-Single"
"P53538","YNL222W","S+KLZ-Single"
"P53540","YNL126W","S+KLZ-Single"
"P53541","YNL012W","S+KLZ-Single"
"P53549","YOR259C","S+KLZ-Single"
"P53550","YNL118C","S+KLZ-Single"
"P53551","YPL127C","S+KLZ-Single"
"P53552","YNL139C","S+KLZ-Single"
"P53583","YNL249C","S+KLZ-Single"
"P53584","YNL237W","S+KLZ-Single"
"P53598","YOR142W","S+KLZ-Single"
"P53600","YPL010W","S+KLZ-Single"
"P53604","YNR049C","S+KLZ-Single"
"P53615","YNL036W","S+KLZ-Single"
"P53617","YNL251C","S+KLZ-Single"
"P53622","YDL145C","S+KLZ-Single"
"P53628","YNR023W","S+KLZ-Single"
"P53630","YNR057C","S+KLZ-Single"
"P53633","YNL044W","S+KLZ-Single"
"P53686","YPL015C","S+KLZ-Single"
"P53687","YOR025W","S+KLZ-Single"
"P53688","YDR191W","S+KLZ-Single"
"P53691","YLR216C","S+KLZ-Single"
"P53718","YNR009W","S+KLZ-Single"
"P53720","YNR015W","S+KLZ-Single"
"P53721","YNR018W","S+KLZ-Single"
"P53722","YNR020C","S+KLZ-Single"
"P53723","YNR021W","S+KLZ-Single"
"P53724","YNR022C","S+KLZ-Single"
"P53725","YNR024W","S+KLZ-Single"
"P53727","YNR027W","S+KLZ-Single"
"P53729","YNR029C","S+KLZ-Single"
"P53730","YNR030W","S+KLZ-Single"
"P53731","YNR035C","S+KLZ-Single"
"P53732","YNR036C","S+KLZ-Single"
"P53733","YNR037C","S+KLZ-Single"
"P53734","YNR038W","S+KLZ-Single"
"P53735","YNR039C","S+KLZ-Single"
"P53736","YNR040W","S+KLZ-Single"
"P53738","YNR046W","S+KLZ-Single"
"P53739","YNR047W","S+KLZ-Single"
"P53741","YNR051C","S+KLZ-Single"
"P53742","YNR053C","S+KLZ-Single"
"P53743","YNR054C","S+KLZ-Single"
"P53744","YNR056C","S+KLZ-Single"
"P53748","YNR062C","S+KLZ-Single"
"P53749","YNR063W","S+KLZ-Single"
"P53750","YNR064C","S+KLZ-Single"
"P53755","YNR069C","S+KLZ-Single"
"P53759","YML080W","S+KLZ-Single"
"P53769","YLR323C","S+KLZ-Single"
"P53829","YNL288W","S+KLZ-Single"
"P53830","YNL286W","S+KLZ-Single"
"P53833","YNL282W","S+KLZ-Single"
"P53834","YNL281W","S+KLZ-Single"
"P53835","YNL279W","S+KLZ-Single"
"P53838","YNL275W","S+KLZ-Single"
"P53839","YNL274C","S+KLZ-Single"
"P53840","YNL273W","S+KLZ-Single"
"P53843","YNL265C","S+KLZ-Single"
"P53844","YNL264C","S+KLZ-Single"
"P53845","YNL263C","S+KLZ-Single"
"P53846","YNL260C","S+KLZ-Single"
"P53847","YNL258C","S+KLZ-Single"
"P53848","YNL256W","S+KLZ-Single"
"P53849","YNL255C","S+KLZ-Single"
"P53850","YNL254C","S+KLZ-Single"
"P53851","YNL253W","S+KLZ-Single"
"P53852","YNL247W","S+KLZ-Single"
"P53853","YNL246W","S+KLZ-Single"
"P53854","YNL245C","S+KLZ-Single"
"P53855","YNL242W","S+KLZ-Single"
"P53857","YNL234W","S+KLZ-Single"
"P53858","YNL233W","S+KLZ-Single"
"P53859","YNL232W","S+KLZ-Single"
"P53860","YNL231C","S+KLZ-Single"
"P53861","YNL230C","S+KLZ-Single"
"P53863","YNL227C","S+KLZ-Single"
"P53865","YNL225C","S+KLZ-Single"
"P53866","YNL224C","S+KLZ-Single"
"P53867","YNL223W","S+KLZ-Single"
"P53868","YNL219C","S+KLZ-Single"
"P53869","YNL211C","S+KLZ-Single"
"P53870","YNL193W","S+KLZ-Single"
"P53871","YNL191W","S+KLZ-Single"
"P53873","YNL187W","S+KLZ-Single"
"P53874","YNL186W","S+KLZ-Single"
"P53875","YNL185C","S+KLZ-Single"
"P53877","YNL182C","S+KLZ-Single"
"P53878","YNL181W","S+KLZ-Single"
"P53879","YNL180C","S+KLZ-Single"
"P53881","YNL177C","S+KLZ-Single"
"P53882","YNL176C","S+KLZ-Single"
"P53883","YNL175C","S+KLZ-Single"
"P53886","YNL172W","S+KLZ-Single"
"P53889","YNL168C","S+KLZ-Single"
"P53890","YNL166C","S+KLZ-Single"
"P53891","YNL165W","S+KLZ-Single"
"P53892","YNL164C","S+KLZ-Single"
"P53893","YNL163C","S+KLZ-Single"
"P53894","YNL161W","S+KLZ-Single"
"P53895","YNL159C","S+KLZ-Single"
"P53896","YNL158W","S+KLZ-Single"
"P53898","YNL156C","S+KLZ-Single"
"P53899","YNL155W","S+KLZ-Single"
"P53900","YNL153C","S+KLZ-Single"
"P53901","YNL152W","S+KLZ-Single"
"P53903","YNL149C","S+KLZ-Single"
"P53904","YNL148C","S+KLZ-Single"
"P53905","YNL147W","S+KLZ-Single"
"P53909","YNL141W","S+KLZ-Single"
"P53911","YNL136W","S+KLZ-Single"
"P53913","YNL133C","S+KLZ-Single"
"P53914","YNL132W","S+KLZ-Single"
"P53915","YNL129W","S+KLZ-Single"
"P53916","YNL128W","S+KLZ-Single"
"P53917","YNL127W","S+KLZ-Single"
"P53918","YNL125C","S+KLZ-Single"
"P53919","YNL124W","S+KLZ-Single"
"P53920","YNL123W","S+KLZ-Single"
"P53921","YNL122C","S+KLZ-Single"
"P53923","YNL119W","S+KLZ-Single"
"P53925","YNL115C","S+KLZ-Single"
"P53927","YNL110C","S+KLZ-Single"
"P53929","YNL108C","S+KLZ-Single"
"P53930","YNL107W","S+KLZ-Single"
"P53933","YNL094W","S+KLZ-Single"
"P53934","YNL092W","S+KLZ-Single"
"P53935","YNL091W","S+KLZ-Single"
"P53937","YNL081C","S+KLZ-Single"
"P53938","YNL080C","S+KLZ-Single"
"P53939","YNL078W","S+KLZ-Single"
"P53940","YNL077W","S+KLZ-Single"
"P53941","YNL075W","S+KLZ-Single"
"P53942","YNL072W","S+KLZ-Single"
"P53943","YNL065W","S+KLZ-Single"
"P53944","YNL063W","S+KLZ-Single"
"P53946","YNL059C","S+KLZ-Single"
"P53949","YNL056W","S+KLZ-Single"
"P53950","YNL054W","S+KLZ-Single"
"P53951","YNL051W","S+KLZ-Single"
"P53952","YNL050C","S+KLZ-Single"
"P53954","YNL048W","S+KLZ-Single"
"P53958","YNL042W","S+KLZ-Single"
"P53959","YNL041C","S+KLZ-Single"
"P53960","YNL040W","S+KLZ-Single"
"P53961","YNL038W","S+KLZ-Single"
"P53962","YNL035C","S+KLZ-Single"
"P53965","YNL032W","S+KLZ-Single"
"P53968","YNL027W","S+KLZ-Single"
"P53969","YNL026W","S+KLZ-Single"
"P53970","YNL024C","S+KLZ-Single"
"P53971","YNL023C","S+KLZ-Single"
"P53972","YNL022C","S+KLZ-Single"
"P53973","YNL021W","S+KLZ-Single"
"P53980","YNL011C","S+KLZ-Single"
"P53981","YNL010W","S+KLZ-Single"
"P54000","YMR039C","S+KLZ-Single"
"P54003","YML052W","S+KLZ-Single"
"P54072","YLR152C","S+KLZ-Single"
"P54074","YMR119W","S+KLZ-Single"
"P54199","YDL028C","S+KLZ-Single"
"P54730","YMR067C","S+KLZ-Single"
"P54781","YMR015C","S+KLZ-Single"
"P54783","YML086C","S+KLZ-Single"
"P54784","YML065W","S+KLZ-Single"
"P54785","YMR070W","S+KLZ-Single"
"P54787","YML097C","S+KLZ-Single"
"P54790","YLL004W","S+KLZ-Single"
"P54791","YPR162C","S+KLZ-Single"
"P54837","YML012W","S+KLZ-Single"
"P54838","YML070W","S+KLZ-Single"
"P54839","YML126C","S+KLZ-Single"
"P54857","YDR058C","S+KLZ-Single"
"P54858","YDR068W","S+KLZ-Single"
"P54860","YDL190C","S+KLZ-Single"
"P54861","YLL001W","S+KLZ-Single"
"P54867","YOR008C","S+KLZ-Single"
"P54885","YOR323C","S+KLZ-Single"
"P54964","YLR059C","S+KLZ-Single"
"P54999","YPR182W","S+KLZ-Single"
"P57743","YLR438C-A","S+KLZ-Single"
"P57744","YJR135W-A","S+KLZ-Single"
"P60010","YFL039C","S+KLZ-Single"
"P61830","YBR010W, YNL031C","S+KLZ-Single"
"P62651","YPL096C-A","S+KLZ-Single"
"P69771","YKR035W-A","S+KLZ-Single"
"P69850","YBR233W-A","S+KLZ-Single"
"P69851","YDR320C-A","S+KLZ-Single"
"P69852","YKL138C-A","S+KLZ-Single"
"P80210","YNL220W","S+KLZ-Single"
"P80235","YAR035W","S+KLZ-Single"
"P80428","YJL081C","S+KLZ-Single"
"P80667","YLR191W","S+KLZ-Single"
"P80967","YPR133W-A","S+KLZ-Single"
"P81449","YDR322C-A","S+KLZ-Single"
"P81450","YML081C-A","S+KLZ-Single"
"P81451","YOL077W-A","S+KLZ-Single"
"P87108","YHR005C-A","S+KLZ-Single"
"P87284","YDR276C","S+KLZ-Single"
"P89102","YDR166C","S+KLZ-Single"
"P89105","YOL145C","S+KLZ-Single"
"P89114","YHR079C-A","S+KLZ-Single"
"P89886","YER007C-A","S+KLZ-Single"
"Q00055","YDL022W","S+KLZ-Single"
"Q00245","YIL118W","S+KLZ-Single"
"Q00246","YKR055W","S+KLZ-Single"
"Q00362","YGL190C","S+KLZ-Single"
"Q00381","YJR058C","S+KLZ-Single"
"Q00402","YDR150W","S+KLZ-Single"
"Q00416","YLR430W","S+KLZ-Single"
"Q00539","YHR086W","S+KLZ-Single"
"Q00578","YIL143C","S+KLZ-Single"
"Q00582","YML121W","S+KLZ-Single"
"Q00618","YJL031C","S+KLZ-Single"
"Q00684","YFR028C","S+KLZ-Single"
"Q00723","YGR075C","S+KLZ-Single"
"Q00764","YBR126C","S+KLZ-Single"
"Q00772","YHR030C","S+KLZ-Single"
"Q00776","YPL259C","S+KLZ-Single"
"Q00816","YDR028C","S+KLZ-Single"
"Q00873","YKL087C","S+KLZ-Single"
"Q00916","YIL061C","S+KLZ-Single"
"Q00955","YNR016C","S+KLZ-Single"
"Q01080","YNL248C","S+KLZ-Single"
"Q01159","YGL130W","S+KLZ-Single"
"Q01163","YGL129C","S+KLZ-Single"
"Q01217","YER069W","S+KLZ-Single"
"Q01329","YAL043C","S+KLZ-Single"
"Q01389","YJL095W","S+KLZ-Single"
"Q01448","YBR215W","S+KLZ-Single"
"Q01454","YPR135W","S+KLZ-Single"
"Q01476","YOR124C","S+KLZ-Single"
"Q01477","YER151C","S+KLZ-Single"
"Q01519","YLR038C","S+KLZ-Single"
"Q01532","YNL239W","S+KLZ-Single"
"Q01560","YDR432W","S+KLZ-Single"
"Q01590","YLR026C","S+KLZ-Single"
"Q01662","YLR244C","S+KLZ-Single"
"Q01684","YER115C","S+KLZ-Single"
"Q01722","YNL199C","S+KLZ-Single"
"Q01802","YKL106W","S+KLZ-Single"
"Q01846","YML104C","S+KLZ-Single"
"Q01852","YIL022W","S+KLZ-Single"
"Q01855","YOL040C","S+KLZ-Single"
"Q01926","YOR334W","S+KLZ-Single"
"Q01939","YGL048C","S+KLZ-Single"
"Q01976","YBR111C","S+KLZ-Single"
"Q02046","YKR080W","S+KLZ-Single"
"Q02100","YNL167C","S+KLZ-Single"
"Q02159","YMR022W","S+KLZ-Single"
"Q02196","YKL001C","S+KLZ-Single"
"Q02197","YEL053C","S+KLZ-Single"
"Q02199","YGL172W","S+KLZ-Single"
"Q02202","YKR004C","S+KLZ-Single"
"Q02203","YKR005C","S+KLZ-Single"
"Q02204","YKR006C","S+KLZ-Single"
"Q02205","YKR007W","S+KLZ-Single"
"Q02206","YKR008W","S+KLZ-Single"
"Q02207","YKR009C","S+KLZ-Single"
"Q02209","YKR011C","S+KLZ-Single"
"Q02256","YIR026C","S+KLZ-Single"
"Q02260","YGR074W","S+KLZ-Single"
"Q02336","YDR448W","S+KLZ-Single"
"Q02354","YDR449C","S+KLZ-Single"
"Q02455","YKR095W","S+KLZ-Single"
"Q02457","YPL128C","S+KLZ-Single"
"Q02486","YMR072W","S+KLZ-Single"
"Q02516","YOR358W","S+KLZ-Single"
"Q02521","YOR148C","S+KLZ-Single"
"Q02554","YMR240C","S+KLZ-Single"
"Q02555","YMR239C","S+KLZ-Single"
"Q02574","YLR288C","S+KLZ-Single"
"Q02606","YPL014W","S+KLZ-Single"
"Q02608","YPL013C","S+KLZ-Single"
"Q02642","YPL037C","S+KLZ-Single"
"Q02647","YDR424C","S+KLZ-Single"
"Q02648","YPL030W","S+KLZ-Single"
"Q02685","YPL024W","S+KLZ-Single"
"Q02721","YLR329W","S+KLZ-Single"
"Q02724","YPL020C","S+KLZ-Single"
"Q02732","YPL018W","S+KLZ-Single"
"Q02754","YPL067C","S+KLZ-Single"
"Q02767","YPL065W","S+KLZ-Single"
"Q02770","YPL064C","S+KLZ-Single"
"Q02771","YER058W","S+KLZ-Single"
"Q02772","YJR034W","S+KLZ-Single"
"Q02773","YML091C","S+KLZ-Single"
"Q02774","YDL212W","S+KLZ-Single"
"Q02775","YDR088C","S+KLZ-Single"
"Q02776","YPL063W","S+KLZ-Single"
"Q02783","YPL060W","S+KLZ-Single"
"Q02784","YPL059W","S+KLZ-Single"
"Q02792","YOR048C","S+KLZ-Single"
"Q02793","YGL213C","S+KLZ-Single"
"Q02795","YMR149W","S+KLZ-Single"
"Q02796","YPL055C","S+KLZ-Single"
"Q02799","YPL054W","S+KLZ-Single"
"Q02803","YPL052W","S+KLZ-Single"
"Q02804","YPL051W","S+KLZ-Single"
"Q02805","YOR018W","S+KLZ-Single"
"Q02820","YJL205C","S+KLZ-Single"
"Q02821","YNL189W","S+KLZ-Single"
"Q02825","YPL083C","S+KLZ-Single"
"Q02863","YPL072W","S+KLZ-Single"
"Q02864","YPL071C","S+KLZ-Single"
"Q02866","YPL070W","S+KLZ-Single"
"Q02872","YPL108W","S+KLZ-Single"
"Q02873","YPL107W","S+KLZ-Single"
"Q02875","YPL105C","S+KLZ-Single"
"Q02883","YPL103C","S+KLZ-Single"
"Q02884","YPL101W","S+KLZ-Single"
"Q02887","YPL100W","S+KLZ-Single"
"Q02888","YPL099C","S+KLZ-Single"
"Q02889","YPL098C","S+KLZ-Single"
"Q02890","YPL096W","S+KLZ-Single"
"Q02892","YPL093W","S+KLZ-Single"
"Q02895","YPL088W","S+KLZ-Single"
"Q02908","YPL086C","S+KLZ-Single"
"Q02931","YPL126W","S+KLZ-Single"
"Q02932","YPL125W","S+KLZ-Single"
"Q02933","YPL123C","S+KLZ-Single"
"Q02939","YPL122C","S+KLZ-Single"
"Q02948","YPL120W","S+KLZ-Single"
"Q02950","YPL118W","S+KLZ-Single"
"Q02959","YPL116W","S+KLZ-Single"
"Q02961","YPL113C","S+KLZ-Single"
"Q02969","YPL112C","S+KLZ-Single"
"Q02979","YPL110C","S+KLZ-Single"
"Q02981","YPL109C","S+KLZ-Single"
"Q02983","YLR141W","S+KLZ-Single"
"Q03002","YPL141C","S+KLZ-Single"
"Q03012","YPL138C","S+KLZ-Single"
"Q03018","YGR098C","S+KLZ-Single"
"Q03029","YPL130W","S+KLZ-Single"
"Q03034","YDR539W","S+KLZ-Single"
"Q03048","YLL050C","S+KLZ-Single"
"Q03067","YPL047W","S+KLZ-Single"
"Q03071","YPL046C","S+KLZ-Single"
"Q03079","YPL041C","S+KLZ-Single"
"Q03080","YPL039W","S+KLZ-Single"
"Q03083","YPL034W","S+KLZ-Single"
"Q03085","YPL033C","S+KLZ-Single"
"Q03088","YPL032C","S+KLZ-Single"
"Q03096","YIL009C-A","S+KLZ-Single"
"Q03102","YML131W","S+KLZ-Single"
"Q03103","YML130C","S+KLZ-Single"
"Q03104","YML128C","S+KLZ-Single"
"Q03124","YML127W","S+KLZ-Single"
"Q03151","YMR097C","S+KLZ-Single"
"Q03153","YMR098C","S+KLZ-Single"
"Q03161","YMR099C","S+KLZ-Single"
"Q03162","YMR100W","S+KLZ-Single"
"Q03175","YMR101C","S+KLZ-Single"
"Q03193","YDR090C","S+KLZ-Single"
"Q03195","YDR091C","S+KLZ-Single"
"Q03201","YDR041W","S+KLZ-Single"
"Q03208","YML119W","S+KLZ-Single"
"Q03212","YMR171C","S+KLZ-Single"
"Q03213","YMR172W","S+KLZ-Single"
"Q03214","YMR176W","S+KLZ-Single"
"Q03218","YMR177W","S+KLZ-Single"
"Q03219","YMR178W","S+KLZ-Single"
"Q03233","YMR184W","S+KLZ-Single"
"Q03236","YMR187C","S+KLZ-Single"
"Q03246","YMR188C","S+KLZ-Single"
"Q03254","YMR277W","S+KLZ-Single"
"Q03262","YMR278W","S+KLZ-Single"
"Q03264","YMR285C","S+KLZ-Single"
"Q03266","YMR289W","S+KLZ-Single"
"Q03280","YDR457W","S+KLZ-Single"
"Q03289","YDR459C","S+KLZ-Single"
"Q03290","YDR460W","S+KLZ-Single"
"Q03305","YDR465C","S+KLZ-Single"
"Q03306","YDR466W","S+KLZ-Single"
"Q03308","YPL045W","S+KLZ-Single"
"Q03322","YDR468C","S+KLZ-Single"
"Q03323","YDR469W","S+KLZ-Single"
"Q03327","YDR470C","S+KLZ-Single"
"Q03330","YGR252W","S+KLZ-Single"
"Q03337","YDR472W","S+KLZ-Single"
"Q03338","YDR473C","S+KLZ-Single"
"Q03362","YDR476C","S+KLZ-Single"
"Q03370","YDR479C","S+KLZ-Single"
"Q03375","YDR482C","S+KLZ-Single"
"Q03388","YDR485C","S+KLZ-Single"
"Q03390","YDR486C","S+KLZ-Single"
"Q03406","YDR489W","S+KLZ-Single"
"Q03429","YDR493W","S+KLZ-Single"
"Q03430","YDR494W","S+KLZ-Single"
"Q03433","YML041C","S+KLZ-Single"
"Q03435","YDL002C","S+KLZ-Single"
"Q03441","YDL001W","S+KLZ-Single"
"Q03455","YDR205W","S+KLZ-Single"
"Q03465","YDL020C","S+KLZ-Single"
"Q03496","YMR259C","S+KLZ-Single"
"Q03497","YHL007C","S+KLZ-Single"
"Q03503","YPR051W","S+KLZ-Single"
"Q03508","YMR265C","S+KLZ-Single"
"Q03525","YMR269W","S+KLZ-Single"
"Q03529","YMR272C","S+KLZ-Single"
"Q03530","YMR274C","S+KLZ-Single"
"Q03532","YMR290C","S+KLZ-Single"
"Q03533","YMR291W","S+KLZ-Single"
"Q03554","YMR292W","S+KLZ-Single"
"Q03557","YMR293C","S+KLZ-Single"
"Q03559","YMR295C","S+KLZ-Single"
"Q03579","YMR298W","S+KLZ-Single"
"Q03629","YML079W","S+KLZ-Single"
"Q03630","YML077W","S+KLZ-Single"
"Q03631","YML076C","S+KLZ-Single"
"Q03640","YML072C","S+KLZ-Single"
"Q03648","YMR209C","S+KLZ-Single"
"Q03649","YMR210W","S+KLZ-Single"
"Q03652","YMR211W","S+KLZ-Single"
"Q03653","YMR212C","S+KLZ-Single"
"Q03654","YMR213W","S+KLZ-Single"
"Q03655","YMR215W","S+KLZ-Single"
"Q03656","YMR216C","S+KLZ-Single"
"Q03660","YMR218C","S+KLZ-Single"
"Q03661","YMR219W","S+KLZ-Single"
"Q03667","YMR002W","S+KLZ-Single"
"Q03673","YMR003W","S+KLZ-Single"
"Q03677","YMR009W","S+KLZ-Single"
"Q03687","YMR010W","S+KLZ-Single"
"Q03690","YMR012W","S+KLZ-Single"
"Q03691","YMR200W","S+KLZ-Single"
"Q03694","YMR204C","S+KLZ-Single"
"Q03697","YML038C","S+KLZ-Single"
"Q03702","YKL011C","S+KLZ-Single"
"Q03703","YML037C","S+KLZ-Single"
"Q03705","YML036W","S+KLZ-Single"
"Q03713","YML030W","S+KLZ-Single"
"Q03714","YML029W","S+KLZ-Single"
"Q03718","YML023C","S+KLZ-Single"
"Q03722","YML020W","S+KLZ-Single"
"Q03723","YML019W","S+KLZ-Single"
"Q03730","YML018C","S+KLZ-Single"
"Q03735","YML117W","S+KLZ-Single"
"Q03750","YML114C","S+KLZ-Single"
"Q03759","YML108W","S+KLZ-Single"
"Q03760","YML107C","S+KLZ-Single"
"Q03761","YDR145W","S+KLZ-Single"
"Q03768","YDR152W","S+KLZ-Single"
"Q03769","YDR153C","S+KLZ-Single"
"Q03770","YDR160W","S+KLZ-Single"
"Q03771","YDR161W","S+KLZ-Single"
"Q03772","YDR163W","S+KLZ-Single"
"Q03774","YDR165W","S+KLZ-Single"
"Q03776","YDR235W","S+KLZ-Single"
"Q03778","YDR236C","S+KLZ-Single"
"Q03780","YDR239C","S+KLZ-Single"
"Q03782","YDR240C","S+KLZ-Single"
"Q03784","YDR246W","S+KLZ-Single"
"Q03786","YDR248C","S+KLZ-Single"
"Q03787","YDR249C","S+KLZ-Single"
"Q03792","YMR154C","S+KLZ-Single"
"Q03795","YMR155W","S+KLZ-Single"
"Q03796","YMR156C","S+KLZ-Single"
"Q03798","YMR157C","S+KLZ-Single"
"Q03799","YMR158W","S+KLZ-Single"
"Q03818","YMR159C","S+KLZ-Single"
"Q03823","YMR160W","S+KLZ-Single"
"Q03824","YMR163C","S+KLZ-Single"
"Q03825","YMR164C","S+KLZ-Single"
"Q03829","YMR166C","S+KLZ-Single"
"Q03834","YDR097C","S+KLZ-Single"
"Q03860","YDR100W","S+KLZ-Single"
"Q03862","YDR101C","S+KLZ-Single"
"Q03868","YDR104C","S+KLZ-Single"
"Q03880","YMR123W","S+KLZ-Single"
"Q03897","YDR128W","S+KLZ-Single"
"Q03898","YDR130C","S+KLZ-Single"
"Q03899","YDR131C","S+KLZ-Single"
"Q03919","YDR139C","S+KLZ-Single"
"Q03920","YDR140W","S+KLZ-Single"
"Q03921","YDR141C","S+KLZ-Single"
"Q03937","YDR014W-A","S+KLZ-Single"
"Q03940","YDR190C","S+KLZ-Single"
"Q03941","YDR196C","S+KLZ-Single"
