"protein","Gene","orthogroup"
"Q07457","YDL074C","S+YLT-Single"
"Q07458","YDL076C","S+YLT-Single"
"Q07468","YDL077C","S+YLT-Single"
"Q07478","YDL084W","S+YLT-Single"
"Q07505","YDL086W","S+YLT-Single"
"Q07508","YDL087C","S+YLT-Single"
"Q07527","YDL112W","S+YLT-Single"
"Q07528","YDL113C","S+YLT-Single"
"Q07530","YDL114W","S+YLT-Single"
"Q07533","YDL117W","S+YLT-Single"
"Q07534","YDL119C","S+YLT-Single"
"Q07540","YDL120W","S+YLT-Single"
"Q07551","YDL124W","S+YLT-Single"
"Q07560","YDL142C","S+YLT-Single"
"Q07589","YDL144C","S+YLT-Single"
"Q07623","YDL213C","S+YLT-Single"
"Q07629","YDL218W","S+YLT-Single"
"Q07648","YDL219W","S+YLT-Single"
"Q07660","YDL231C","S+YLT-Single"
"Q07684","YDL233W","S+YLT-Single"
"Q07688","YDL235C","S+YLT-Single"
"Q07716","YDL237W","S+YLT-Single"
"Q07729","YDL238C","S+YLT-Single"
"Q07794","YLL002W","S+YLT-Single"
"Q07807","YLL013C","S+YLT-Single"
"Q07821","YLL027W","S+YLT-Single"
"Q07824","YLL028W","S+YLT-Single"
"Q07825","YLL029W","S+YLT-Single"
"Q07830","YLL031C","S+YLT-Single"
"Q07834","YLL032C","S+YLT-Single"
"Q07844","YLL034C","S+YLT-Single"
"Q07845","YLL035W","S+YLT-Single"
"Q07878","YLL040C","S+YLT-Single"
"Q07895","YLR001C","S+YLT-Single"
"Q07896","YLR002C","S+YLT-Single"
"Q07897","YLR003C","S+YLT-Single"
"Q07915","YLR009W","S+YLT-Single"
"Q07923","YLR011W","S+YLT-Single"
"Q07930","YLR016C","S+YLT-Single"
"Q07938","YLR017W","S+YLT-Single"
"Q07953","YLR022C","S+YLT-Single"
"Q07959","YLR023C","S+YLT-Single"
"Q07979","YLR033W","S+YLT-Single"
"Q07980","YLR035C","S+YLT-Single"
"Q08003","YLR073C","S+YLT-Single"
"Q08004","YLR074C","S+YLT-Single"
"Q08023","YLR077W","S+YLT-Single"
"Q08032","YLR103C","S+YLT-Single"
"Q08045","YLR104W","S+YLT-Single"
"Q08058","YOL008W","S+YLT-Single"
"Q08096","YOL010W","S+YLT-Single"
"Q08144","YOL018C","S+YLT-Single"
"Q08162","YOL021C","S+YLT-Single"
"Q08176","YOL026C","S+YLT-Single"
"Q08187","YOL029C","S+YLT-Single"
"Q08193","YOL030W","S+YLT-Single"
"Q08199","YOL031C","S+YLT-Single"
"Q08202","YOL032W","S+YLT-Single"
"Q08204","YOL034W","S+YLT-Single"
"Q08208","YOL041C","S+YLT-Single"
"Q08220","YOL049W","S+YLT-Single"
"Q08225","YOL057W","S+YLT-Single"
"Q08227","YOL065C","S+YLT-Single"
"Q08229","YOL070C","S+YLT-Single"
"Q08230","YOL071W","S+YLT-Single"
"Q08231","YOL072W","S+YLT-Single"
"Q08232","YOL073C","S+YLT-Single"
"Q08234","YOL075C","S+YLT-Single"
"Q08235","YOL077C","S+YLT-Single"
"Q08236","YOL078W","S+YLT-Single"
"Q08237","YOL080C","S+YLT-Single"
"Q08273","YOL133W","S+YLT-Single"
"Q08278","YOL135C","S+YLT-Single"
"Q08280","YOL137W","S+YLT-Single"
"Q08282","YOL141W","S+YLT-Single"
"Q08285","YOL142W","S+YLT-Single"
"Q08287","YOL144W","S+YLT-Single"
"Q08387","YOR005C","S+YLT-Single"
"Q08417","YOR049C","S+YLT-Single"
"Q08421","YOR051C","S+YLT-Single"
"Q08422","YOR052C","S+YLT-Single"
"Q08444","YOR056C","S+YLT-Single"
"Q08446","YOR057W","S+YLT-Single"
"Q08448","YOR059C","S+YLT-Single"
"Q08484","YOR070C","S+YLT-Single"
"Q08490","YOR073W","S+YLT-Single"
"Q08548","YOR175C","S+YLT-Single"
"Q08601","YOR197W","S+YLT-Single"
"Q08622","YOR205C","S+YLT-Single"
"Q08634","YOR238W","S+YLT-Single"
"Q08641","YOR239W","S+YLT-Single"
"Q08645","YOR241W","S+YLT-Single"
"Q08646","YOR242C","S+YLT-Single"
"Q08647","YOR243C","S+YLT-Single"
"Q08649","YOR244W","S+YLT-Single"
"Q08650","YOR245C","S+YLT-Single"
"Q08651","YOR246C","S+YLT-Single"
"Q08683","YOR249C","S+YLT-Single"
"Q08685","YOR250C","S+YLT-Single"
"Q08686","YOR251C","S+YLT-Single"
"Q08687","YOR252W","S+YLT-Single"
"Q08689","YOR253W","S+YLT-Single"
"Q08702","YOR258W","S+YLT-Single"
"Q08723","YOR261C","S+YLT-Single"
"Q08726","YOR262W","S+YLT-Single"
"Q08743","YOR292C","S+YLT-Single"
"Q08746","YOR294W","S+YLT-Single"
"Q08748","YOR296W","S+YLT-Single"
"Q08760","YOR301W","S+YLT-Single"
"Q08773","YOR304W","S+YLT-Single"
"Q08774","YOR305W","S+YLT-Single"
"Q08816","YOR352W","S+YLT-Single"
"Q08817","YOR353C","S+YLT-Single"
"Q08822","YOR356W","S+YLT-Single"
"Q08831","YOR359W","S+YLT-Single"
"Q08873","YOR367W","S+YLT-Single"
"Q08911","YOR388C","S+YLT-Single"
"Q08920","YPL178W","S+YLT-Single"
"Q08921","YPL180W","S+YLT-Single"
"Q08923","YPL181W","S+YLT-Single"
"Q08924","YPL183C","S+YLT-Single"
"Q08925","YPL184C","S+YLT-Single"
"Q08932","YPL193W","S+YLT-Single"
"Q08951","YPL195W","S+YLT-Single"
"Q08952","YPL196W","S+YLT-Single"
"Q08954","YPL199C","S+YLT-Single"
"Q08959","YPL206C","S+YLT-Single"
"Q08960","YPL207W","S+YLT-Single"
"Q08962","YPL211W","S+YLT-Single"
"Q08963","YPL213W","S+YLT-Single"
"Q08965","YPL217C","S+YLT-Single"
"Q08968","YPL222W","S+YLT-Single"
"Q08971","YPL225W","S+YLT-Single"
"Q08972","YPL226W","S+YLT-Single"
"Q08977","YPL260W","S+YLT-Single"
"Q08979","YPL263C","S+YLT-Single"
"Q10740","YNL045W","S+YLT-Single"
"Q12000","YOR091W","S+YLT-Single"
"Q12001","YOR002W","S+YLT-Single"
"Q12004","YPR056W","S+YLT-Single"
"Q12006","YOL003C","S+YLT-Single"
"Q12009","YDL201W","S+YLT-Single"
"Q12012","YOR289W","S+YLT-Single"
"Q12015","YOR223W","S+YLT-Single"
"Q12016","YOL129W","S+YLT-Single"
"Q12017","YOR281C","S+YLT-Single"
"Q12018","YDL132W","S+YLT-Single"
"Q12019","YLR106C","S+YLT-Single"
"Q12021","YDR030C","S+YLT-Single"
"Q12024","YOR272W","S+YLT-Single"
"Q12028","YPR029C","S+YLT-Single"
"Q12029","YOR271C","S+YLT-Single"
"Q12030","YDR167W","S+YLT-Single"
"Q12031","YPR006C","S+YLT-Single"
"Q12033","YOR275C","S+YLT-Single"
"Q12035","YLR051C","S+YLT-Single"
"Q12040","YOR283W","S+YLT-Single"
"Q12042","YPL162C","S+YLT-Single"
"Q12046","YDL209C","S+YLT-Single"
"Q12049","YPR045C","S+YLT-Single"
"Q12050","YOR144C","S+YLT-Single"
"Q12051","YPL069C","S+YLT-Single"
"Q12052","YPL157W","S+YLT-Single"
"Q12055","YDL166C","S+YLT-Single"
"Q12057","YOR104W","S+YLT-Single"
"Q12059","YPL003W","S+YLT-Single"
"Q12060","YPL254W","S+YLT-Single"
"Q12063","YDL193W","S+YLT-Single"
"Q12067","YOR079C","S+YLT-Single"
"Q12071","YDR027C","S+YLT-Single"
"Q12074","YPR069C","S+YLT-Single"
"Q12080","YPL146C","S+YLT-Single"
"Q12083","YPL164C","S+YLT-Single"
"Q12084","YDR020C","S+YLT-Single"
"Q12090","YLR107W","S+YLT-Single"
"Q12091","YPL170W","S+YLT-Single"
"Q12093","YDL033C","S+YLT-Single"
"Q12094","YOR006C","S+YLT-Single"
"Q12096","YOR320C","S+YLT-Single"
"Q12099","YDR021W","S+YLT-Single"
"Q12102","YLR115W","S+YLT-Single"
"Q12104","YOR166C","S+YLT-Single"
"Q12108","YOR118W","S+YLT-Single"
"Q12109","YOL097C","S+YLT-Single"
"Q12114","YLR330W","S+YLT-Single"
"Q12116","YDR105C","S+YLT-Single"
"Q12118","YOR007C","S+YLT-Single"
"Q12125","YOR164C","S+YLT-Single"
"Q12133","YLR066W","S+YLT-Single"
"Q12136","YDL153C","S+YLT-Single"
"Q12139","YPR022C","S+YLT-Single"
"Q12142","YDL149W","S+YLT-Single"
"Q12143","YPL233W","S+YLT-Single"
"Q12146","YOL146W","S+YLT-Single"
"Q12149","YOR001W","S+YLT-Single"
"Q12150","YLR087C","S+YLT-Single"
"Q12152","YPL150W","S+YLT-Single"
"Q12154","YDL100C","S+YLT-Single"
"Q12155","YLR050C","S+YLT-Single"
"Q12156","YDR063W","S+YLT-Single"
"Q12157","YDL008W","S+YLT-Single"
"Q12158","YDL003W","S+YLT-Single"
"Q12159","YDR381W","S+YLT-Single"
"Q12160","YPR063C","S+YLT-Single"
"Q12161","YOL054W","S+YLT-Single"
"Q12163","YDR162C","S+YLT-Single"
"Q12165","YDL004W","S+YLT-Single"
"Q12175","YDL154W","S+YLT-Single"
"Q12176","YDR060W","S+YLT-Single"
"Q12177","YLL056C","S+YLT-Single"
"Q12178","YPR062W","S+YLT-Single"
"Q12181","YPR048W","S+YLT-Single"
"Q12184","YPL252C","S+YLT-Single"
"Q12186","YLR116W","S+YLT-Single"
"Q12189","YOR095C","S+YLT-Single"
"Q12199","YPR040W","S+YLT-Single"
"Q12200","YPL006W","S+YLT-Single"
"Q12204","YOR022C","S+YLT-Single"
"Q12211","YPL212C","S+YLT-Single"
"Q12220","YLR129W","S+YLT-Single"
"Q12226","YLL063C","S+YLT-Single"
"Q12229","YDL091C","S+YLT-Single"
"Q12232","YOR154W","S+YLT-Single"
"Q12233","YPR020W","S+YLT-Single"
"Q12234","YOR216C","S+YLT-Single"
"Q12239","YOL107W","S+YLT-Single"
"Q12242","YOR138C","S+YLT-Single"
"Q12248","YDR016C","S+YLT-Single"
"Q12250","YDL147W","S+YLT-Single"
"Q12251","YPR011C","S+YLT-Single"
"Q12256","YOR273C","S+YLT-Single"
"Q12265","YOL061W","S+YLT-Single"
"Q12267","YLR086W","S+YLT-Single"
"Q12270","YPL246C","S+YLT-Single"
"Q12272","YOL102C","S+YLT-Single"
"Q12275","YOR093C","S+YLT-Single"
"Q12277","YDL111C","S+YLT-Single"
"Q12280","YPL242C","S+YLT-Single"
"Q12283","YOR221C","S+YLT-Single"
"Q12284","YPR037C","S+YLT-Single"
"Q12285","YOL111C","S+YLT-Single"
"Q12287","YLL009C","S+YLT-Single"
"Q12288","YLR126C","S+YLT-Single"
"Q12289","YOR100C","S+YLT-Single"
"Q12291","YLR063W","S+YLT-Single"
"Q12296","YOL060C","S+YLT-Single"
"Q12297","YPL011C","S+YLT-Single"
"Q12298","YDR061W","S+YLT-Single"
"Q12306","YDR510W","S+YLT-Single"
"Q12308","YPL007C","S+YLT-Single"
"Q12309","YLR117C","S+YLT-Single"
"Q12314","YOR021C","S+YLT-Single"
"Q12315","YDL207W","S+YLT-Single"
"Q12321","YPR070W","S+YLT-Single"
"Q12322","YOL114C","S+YLT-Single"
"Q12324","YOR087W","S+YLT-Single"
"Q12328","YDL217C","S+YLT-Single"
"Q12330","YOR159C","S+YLT-Single"
"Q12331","YDR262W","S+YLT-Single"
"Q12333","YOL152W","S+YLT-Single"
"Q12334","YDL139C","S+YLT-Single"
"Q12335","YDR032C","S+YLT-Single"
"Q12339","YOR004W","S+YLT-Single"
"Q12341","YPL001W","S+YLT-Single"
"Q12342","YDL146W","S+YLT-Single"
"Q12343","YOR174W","S+YLT-Single"
"Q12347","YLR097C","S+YLT-Single"
"Q12349","YLR295C","S+YLT-Single"
"Q12350","YPR061C","S+YLT-Single"
"Q12354","YLR118C","S+YLT-Single"
"Q12358","YLL057C","S+YLT-Single"
"Q12361","YDL035C","S+YLT-Single"
"Q12367","YLR137W","S+YLT-Single"
"Q12368","YDL098C","S+YLT-Single"
"Q12374","YPR155C","S+YLT-Single"
"Q12375","YOR130C","S+YLT-Single"
"Q12377","YDL097C","S+YLT-Single"
"Q12380","YPL149W","S+YLT-Single"
"Q12382","YOR311C","S+YLT-Single"
"Q12383","YOL125W","S+YLT-Single"
"Q12386","YOR141C","S+YLT-Single"
"Q12387","YOL076W","S+YLT-Single"
"Q12389","YDL031W","S+YLT-Single"
"Q12395","YLR128W","S+YLT-Single"
"Q12398","YOR032C","S+YLT-Single"
"Q12400","YOL093W","S+YLT-Single"
"Q12402","YPR028W","S+YLT-Single"
"Q12404","YOR288C","S+YLT-Single"
"Q12405","YOR084W","S+YLT-Single"
"Q12408","YDL046W","S+YLT-Single"
"Q12412","YOR161C","S+YLT-Single"
"Q12417","YPL151C","S+YLT-Single"
"Q12424","YDL206W","S+YLT-Single"
"Q12425","YPR067W","S+YLT-Single"
"Q12427","YDR169C","S+YLT-Single"
"Q12428","YPR002W","S+YLT-Single"
"Q12429","YLR143W","S+YLT-Single"
"Q12431","YLL014W","S+YLT-Single"
"Q12432","YPR023C","S+YLT-Single"
"Q12433","YOR023C","S+YLT-Single"
"Q12434","YDL135C","S+YLT-Single"
"Q12436","YLR130C","S+YLT-Single"
"Q12446","YOR181W","S+YLT-Single"
"Q12447","YDR071C","S+YLT-Single"
"Q12449","YDR214W","S+YLT-Single"
"Q12452","YLR100W","S+YLT-Single"
"Q12453","YOR112W","S+YLT-Single"
"Q12454","YDR067C","S+YLT-Single"
"Q12457","YDR026C","S+YLT-Single"
"Q12460","YLR197W","S+YLT-Single"
"Q12461","YPL152W","S+YLT-Single"
"Q12462","YOL147C","S+YLT-Single"
"Q12463","YOL124C","S+YLT-Single"
"Q12464","YPL235W","S+YLT-Single"
"Q12465","YLR084C","S+YLT-Single"
"Q12468","YDL216C","S+YLT-Single"
"Q12481","YOR287C","S+YLT-Single"
"Q12482","YPR021C","S+YLT-Single"
"Q12483","YPL002C","S+YLT-Single"
"Q12486","YOR131C","S+YLT-Single"
"Q12487","YOR150W","S+YLT-Single"
"Q12488","YDR013W","S+YLT-Single"
"Q12494","YDR017C","S+YLT-Single"
"Q12495","YPR018W","S+YLT-Single"
"Q12496","YOL098C","S+YLT-Single"
"Q12499","YOR310C","S+YLT-Single"
"Q12500","YLR114C","S+YLT-Single"
"Q12502","YOR322C","S+YLT-Single"
"Q12504","YDR257C","S+YLT-Single"
"Q12508","YDR255C","S+YLT-Single"
"Q12509","YLR085C","S+YLT-Single"
"Q12510","YDL156W","S+YLT-Single"
"Q12511","YOR090C","S+YLT-Single"
"Q12516","YDL133W","S+YLT-Single"
"Q12517","YOL149W","S+YLT-Single"
"Q12520","YPL244C","S+YLT-Single"
"Q12522","YPR016C","S+YLT-Single"
"Q12523","YPL247C","S+YLT-Single"
"Q12524","YLR151C","S+YLT-Single"
"Q12527","YPR049C","S+YLT-Single"
"Q12529","YPL165C","S+YLT-Single"
"Q12530","YLR145W","S+YLT-Single"
"Q12532","YPL009C","S+YLT-Single"
"Q12674","YMR162C","S+YLT-Single"
"Q12680","YDL171C","S+YLT-Single"
"Q12692","YOL012C","S+YLT-Single"
"Q12697","YOR291W","S+YLT-Single"
"Q12743","YDR411C","S+YLT-Single"
"Q12749","YLR383W","S+YLT-Single"
"Q12751","YMR185W","S+YLT-Single"
"Q12754","YPL012W","S+YLT-Single"
"Q2V2P4","YIL156W-B","S+YLT-Single"
"Q2V2P5","YIL102C-A","S+YLT-Single"
"Q3E705","YGR271C-A","S+YLT-Single"
"Q3E731","YLL018C-A","S+YLT-Single"
"Q3E747","YLR363W-A","S+YLT-Single"
"Q3E756","YBL029C-A","S+YLT-Single"
"Q3E764","YLR262C-A","S+YLT-Single"
"Q3E784","YER180C-A","S+YLT-Single"
"Q3E785","YDR379C-A","S+YLT-Single"
"Q3E793","YAL044W-A","S+YLT-Single"
"Q3E798","YLR099W-A","S+YLT-Single"
"Q3E7A4","YBL059C-A","S+YLT-Single"
"Q3E7A8","YNL162W-A","S+YLT-Single"
"Q3E7A9","YMR194C-B","S+YLT-Single"
"Q3E7B2","YJL062W-A","S+YLT-Single"
"Q3E7B6","YCL005W-A","S+YLT-Single"
"Q3E7C1","YDR079C-A","S+YLT-Single"
"Q3E811","YLR162W-A","S+YLT-Single"
"Q3E828","YJL127C-B","S+YLT-Single"
"Q3E833","YKR095W-A","S+YLT-Single"
"Q3E834","YER074W-A","S+YLT-Single"
"Q3E835","YOL086W-A","S+YLT-Single"
"Q3E840","YBL071W-A","S+YLT-Single"
"Q3E846","YMR244C-A","S+YLT-Single"
"Q6Q546","YNR032C-A","S+YLT-Single"
"Q6Q547","YHR072W-A","S+YLT-Single"
"Q6Q560","YER048W-A","S+YLT-Single"
"Q6WNK7","YBR111W-A","S+YLT-Single"
"Q86ZR7","YKL033W-A","S+YLT-Single"
"Q8J0M4","YCL012C","S+YLT-Single"
"Q8TGJ3","YNL024C-A","S+YLT-Single"
"Q92317","YDR397C","S+YLT-Single"
"Q92328","YOL009C","S+YLT-Single"
"Q92331","YOR069W","S+YLT-Single"
"Q96VH5","YCL057C-A","S+YLT-Single"
"Q99181","YOR319W","S+YLT-Single"
"Q99186","YOL062C","S+YLT-Single"
"Q99189","YOR160W","S+YLT-Single"
"Q99190","YDL015C","S+YLT-Single"
"Q99207","YDL148C","S+YLT-Single"
"Q99210","YOR111W","S+YLT-Single"
"Q99216","YOR145C","S+YLT-Single"
"Q99220","YDR057W","S+YLT-Single"
"Q99222","YOR129C","S+YLT-Single"
"Q99247","YOL087C","S+YLT-Single"
"Q99257","YPL169C","S+YLT-Single"
"Q99258","YDR487C","S+YLT-Single"
"Q99260","YLR262C","S+YLT-Single"
"Q99271","YLR138W","S+YLT-Single"
"Q99278","YMR112C","S+YLT-Single"
"Q99287","YOR165W","S+YLT-Single"
"Q99288","YDR051C","S+YLT-Single"
"Q99296","YLR149C","S+YLT-Single"
"Q99321","YOR163W","S+YLT-Single"
"Q99344","YPR066W","S+YLT-Single"
"Q99383","YOL123W","S+YLT-Single"
"Q99385","YDL128W","S+YLT-Single"
"Q99394","YOR115C","S+YLT-Single"
"Q9URQ3","YLR316C","S+YLT-Single"
"Q9ZZX0","Q0075","S+YLT-Single"
