"protein","Gene","Group"
"P43567","YFL030W","GroupI"
"P14540","YKL060C","GroupI"
"P40053","YER080W","GroupI"
"P32317","YEL052W","GroupI"
"Q04412","YDR524C","GroupI"
"P40529","YIL044C","GroupI"
"P47143","YJR105W","GroupI"
"P48360","YDR376W","GroupI"
"Q12156","YDR063W","GroupI"
"P47177","YJR149W","GroupI"
"Q08641","YOR239W","GroupI"
"Q02804","YPL051W","GroupI"
"P81450","YML081C-A","GroupI"
"P00854","Q0085","GroupI"
"P40986","YDR182W","GroupI"
"P22768","YOL058W","GroupI"
"P39524","YAL026C","GroupI"
"Q06410","YLR423C","GroupI"
"P25568","YCL038C","GroupI"
"P53104","YGL180W","GroupI"
"P40344","YNR007C","GroupI"
"Q12380","YPL149W","GroupI"
"P38862","YHR171W","GroupI"
"P40994","YOR094W","GroupI"
"P47117","YJR065C","GroupI"
"P80428","YJL081C","GroupI"
"P40518","YIL062C","GroupI"
"P39986","YEL031W","GroupI"
"P40527","YIL048W","GroupI"
"Q12527","YPR049C","GroupI"
"Q06628","YPR185W","GroupI"
"P38316","YBR217W","GroupI"
"Q12092","YPL166W","GroupI"
"Q06321","YLR189C","GroupI"
"P53855","YNL242W","GroupI"
"P53867","YNL223W","GroupI"
"P00431","YKR066C","GroupI"
"P48016","YPR026W","GroupI"
"P40416","YMR301C","GroupI"
"P38110","YBL088C","GroupI"
"P18496","YLR393W","GroupI"
"P32453","YNL315C","GroupI"
"Q12349","YLR295C","GroupI"
"P50275","YOR058C","GroupI"
"P35734","YKL052C","GroupI"
"P50077","YGR217W","GroupI"
"P13586","YGL167C","GroupI"
"P16639","YGL017W","GroupI"
"P28795","YDR329C","GroupI"
"Q12181","YPR048W","GroupI"
"P36052","YKL162C","GroupI"
"P38798","YHR077C","GroupI"
"P39744","YOR206W","GroupI"
"P53742","YNR053C","GroupI"
"P48234","YGR145W","GroupI"
"P38742","YHL023C","GroupI"
"P39683","YOR209C","GroupI"
"P53617","YNL251C","GroupI"
"Q07418","YDL065C","GroupI"
"Q03370","YDR479C","GroupI"
"P33760","YNL329C","GroupI"
"P39923","YEL062W","GroupI"
"P53164","YGL067W","GroupI"
"P14907","YJL041W","GroupI"
"P07244","YGL234W","GroupI"
"P21264","YOR128C","GroupI"
"P07275","YHR037W","GroupI"
"P25502","YKL015W","GroupI"
"P38972","YGR061C","GroupI"
"P04046","YMR300C","GroupI"
"P21304","YLR196W","GroupI"
"P25635","YCR057C","GroupI"
"P80210","YNL220W","GroupI"
"P49167","YLR325C","GroupI"
"P07259","YJL130C","GroupI"
"P38958","YDR079W","GroupI"
"P38876","YHR189W","GroupI"
"Q12461","YPL152W","GroupI"
"Q12146","YOL146W","GroupI"
"Q12211","YPL212C","GroupI"
"P36010","YKL067W","GroupI"
"P38830","YHR124W","GroupI"
"P38757","YHR004C","GroupI"
"Q08959","YPL206C","GroupI"
"Q02771","YER058W","GroupI"
"P32588","YNL016W","GroupI"
"Q05911","YLR359W","GroupI"
"P08456","YER026C","GroupI"
"P32606","YOR017W","GroupI"
"Q02772","YJR034W","GroupI"
"P40454","YIL153W","GroupI"
"Q06991","YLR414C","GroupI"
"P38061","YBL092W","GroupI"
"Q08647","YOR243C","GroupI"
"P09368","YLR142W","GroupI"
"P31115","YFL001W","GroupI"
"Q02256","YIR026C","GroupI"
"P36166","YKR090W","GroupI"
"P25454","YER095W","GroupII"
"P06781","YNL090W","GroupII"
"P36534","YPL173W","GroupII"
"P06780","YPR165W","GroupII"
"P40395","YLR039C","GroupII"
"P40511","YIL073C","GroupII"
"Q03770","YDR160W","GroupII"
"P50104","YMR019W","GroupII"
"P06843","YER161C","GroupII"
"P32342","YKL122C","GroupII"
"Q08646","YOR242C","GroupII"
"P38931","YDR443C","GroupII"
"P47002","YJL156C","GroupII"
"P31377","YAL014C","GroupII"
"P38123","YBR175W","GroupII"
"Q3E784","YER180C-A","GroupII"
"P42933","YMR191W","GroupII"
"P31376","YAL011W","GroupII"
"P38326","YBR231C","GroupII"
"P22216","YPL153C","GroupII"
"P43606","YFR029W","GroupII"
"Q12335","YDR032C","GroupII"
"P32522","YLR067C","GroupII"
"P53207","YGR013W","GroupII"
"Q03067","YPL047W","GroupII"
"P53628","YNR023W","GroupII"
"P34758","YOR329C","GroupII"
"P40479","YIL113W","GroupII"
"Q02100","YNL167C","GroupII"
"P36048","YKL173W","GroupII"
"P53251","YGR081C","GroupII"
"P54999","YPR182W","GroupII"
"P34226","YBL061C","GroupII"
"P40072","YER116C","GroupII"
"P43589","YFR005C","GroupII"
"P53012","YGL126W","GroupII"
"Q08490","YOR073W","GroupII"
"P28791","YDR498C","GroupII"
"P39742","YLR292C","GroupII"
"P03877","Q0060","GroupII"
"P07560","YFL005W","GroupII"
"P22470","YDR143C","GroupII"
"P38165","YBL103C","GroupII"
"P34228","YBL066C","GroupII"
"Q04969","YML055W","GroupII"
"P32917","YDR103W","GroupII"
"Q02793","YGL213C","GroupII"
"P09937","YOR313C","GroupII"
"P38904","YDR464W","GroupII"
"Q06688","YLR412W","GroupII"
"P53304","YGR212W","GroupII"
"P38985","YDL092W","GroupII"
"P13856","YGR152C","GroupII"
"P32607","YOL067C","GroupII"
"P46674","YDR159W","GroupII"
"P17558","YOR158W","GroupII"
"P50105","YMR005W","GroupII"
"Q08921","YPL180W","GroupII"
"P40045","YER071C","GroupII"
"Q06563","YLR251W","GroupII"
"P40040","YER063W","GroupII"
"P40308","YMR313C","GroupII"
"P36162","YKR083C","GroupII"
"Q12084","YDR020C","GroupII"
"Q05080","YMR032W","GroupII"
"Q12517","YOL149W","GroupII"
"P26309","YGL116W","GroupII"
"P38813","YHR101C","GroupII"
"P39960","YER155C","GroupII"
"P35817","YLR399C","GroupII"
"Q07660","YDL231C","GroupII"
"P34233","YKL185W","GroupII"
"P40987","YOR349W","GroupII"
"P39103","YML129C","GroupII"
"P46946","YGL175C","GroupII"
"P25355","YCR054C","GroupII"
"P49573","YPR124W","GroupII"
"Q02770","YPL064C","GroupII"
"P53202","YGR003W","GroupII"
"P15315","YGL166W","GroupII"
"P46962","YJL006C","GroupII"
"Q07897","YLR003C","GroupII"
"O13297","YPL228W","GroupII"
"P08004","YNL192W","GroupII"
"P39110","YMR138W","GroupII"
"P14180","YBR038W","GroupII"
"P40019","YER030W","GroupII"
"P06115","YGR088W","GroupII"
"Q06675","YDR318W","GroupII"
"Q04601","YDR118W","GroupII"
"P49435","YML022W","GroupII"
"Q08683","YOR249C","GroupII"
"P43573","YFL023W","GroupII"
"P25558","YCL014W","GroupII"
"P15202","YDR256C","GroupII"
"Q12018","YDL132W","GroupII"
"P00729","YMR297W","GroupII"
"P25583","YCL055W","GroupII"
"P06245","YPL203W","GroupII"
"P32767","YGL016W","GroupII"
"P32570","YBR253W","GroupII"
"P25341","YCR091W","GroupII"
"P32486","YPR159W","GroupII"
"Q01919","YOR233W","GroupII"
"Q06630","YDR296W","GroupII"
"P17260","YNL322C","GroupII"
"P32806","YJL044C","GroupII"
"P32769","YKR084C","GroupII"
"P53154","YGL084C","GroupII"
"Q08227","YOL065C","GroupII"
"P40006","YEL001C","GroupII"
"P37291","YLR058C","GroupII"
"P53961","YNL038W","GroupII"
"P40956","YGL181W","GroupII"
"Q04697","YML048W","GroupII"
"P32479","YBL008W","GroupII"
"P37292","YBR263W","GroupII"
"P32784","YBL011W","GroupII"
"Q02888","YPL099C","GroupII"
"Q05533","YDR287W","GroupII"
"P41833","YGL192W","GroupII"
"Q03973","YDR174W","GroupII"
"P40480","YIL112W","GroupII"
"P34167","YPR163C","GroupII"
"P47155","YJR118C","GroupII"
"Q04213","YMR044W","GroupII"
"P10081","YKR059W, YJL138C","GroupII"
"P53687","YOR025W","GroupII"
"P53688","YDR191W","GroupII"
"P32643","YER175C","GroupII"
"Q07527","YDL112W","GroupII"
"P53874","YNL186W","GroupII"
"P54730","YMR067C","GroupII"
"P43637","YGL179C","GroupII"
"P38749","YHL009C","GroupII"
"Q05946","YLR222C","GroupII"
"P53276","YGR128C","GroupII"
"P25515","YEL027W","GroupII"
"P53146","YGL098W","GroupII"
"P00912","YDR007W","GroupII"
"Q08231","YOL072W","GroupII"
"P34219","YBL054W","GroupII"
"P32842","YPL234C","GroupII"
"P53210","YGR017W","GroupII"
"P38739","YHL028W","GroupII"
"P40080","YER128W","GroupII"
"P39102","YLR090W","GroupII"
"Q03388","YDR485C","GroupII"
"Q12308","YPL007C","GroupII"
"P23254","YPR074C","GroupII"
"P38201","YBL029W","GroupII"
"P25565","YCL002C","GroupII"
"P25616","YCR015C","GroupII"
"Q08622","YOR205C","GroupII"
"Q12431","YLL014W","GroupII"
"P53173","YGL054C","GroupII"
"Q06340","YDR363W","GroupII"
"P41912","YOL110W","GroupII"
"Q12743","YDR411C","GroupII"
"Q04216","YMR126C","GroupII"
"Q06623","YPR179C","GroupII"
"P20081","YNL135C","GroupII"
"P39521","YPR104C","GroupII"
"P39719","YAL053W","GroupII"
"P21268","YJL157C","GroupII"
"Q12099","YDR021W","GroupII"
"P38224","YBR040W","GroupII"
"P40546","YIL019W","GroupII"
"Q08421","YOR051C","GroupII"
"P32604","YJL155C","GroupII"
"Q12283","YOR221C","GroupII"
"P39984","YEL056W","GroupII"
"P47128","YJR082C","GroupII"
"P32525","YJL201W","GroupII"
"P40077","YER124C","GroupII"
"Q05775","YLR192C","GroupII"
"P01097","YDL181W","GroupII"
"O13547","YLR390W-A","GroupII"
"P81451","YOL077W-A","GroupII"
"Q03153","YMR098C","GroupII"
"P38783","YHR059W","GroupII"
"P43594","YFR011C","GroupII"
"P39946","YOR269W","GroupII"
"Q07684","YDL233W","GroupII"
"P53083","YGL219C","GroupII"
"P41948","YNL142W","GroupII"
"P38300","YBR185C","GroupII"
"P32585","YGR104C","GroupII"
"P32259","YNL236W","GroupII"
"P34162","YHR041C","GroupII"
"P53114","YGL151W","GroupII"
"P34234","YKL183W","GroupII"
"P38139","YBR204C","GroupII"
"Q04341","YDR031W","GroupII"
"Q06580","YPR188C","GroupII"
"Q05930","YLR368W","GroupII"
"Q99278","YMR112C","GroupII"
"P53141","YGL106W","GroupII"
"Q12321","YPR070W","GroupII"
"Q12285","YOL111C","GroupII"
"P03873","Q0110","GroupII"
"P50113","YGL154C","GroupII"
"P34078","YKL143W","GroupII"
"P32505","YGL122C","GroupII"
"P36084","YKL074C","GroupII"
"P50276","YGR055W","GroupII"
"P38236","YBR057C","GroupII"
"P38335","YBR255W","GroupII"
"P35724","YKL064W","GroupII"
"Q03825","YMR164C","GroupII"
"P22148","YOL116W","GroupII"
"P40364","YJL066C","GroupII"
"Q06390","YDR374C","GroupII"
"P35719","YKL142W","GroupII"
"P40990","YDL107W","GroupII"
"P10849","YDL044C","GroupII"
"P53869","YNL211C","GroupII"
"Q06815","YPR079W","GroupII"
"Q08229","YOL070C","GroupII"
"Q02820","YJL205C","GroupII"
"P32605","YBR119W","GroupII"
"Q07979","YLR033W","GroupII"
"Q04629","YDR126W","GroupII"
"Q03516","YMR266W","GroupII"
"Q12242","YOR138C","GroupII"
"P38255","YBR095C","GroupII"
"P36531","YBR122C","GroupII"
"Q12530","YLR145W","GroupII"
"Q08932","YPL193W","GroupII"
"Q05942","YLR221C","GroupII"
"P38222","YBR030W","GroupII"
"P48581","YOR368W","GroupII"
"P36521","YDL202W","GroupII"
"P17890","YNL151C","GroupII"
"P25348","YCR003W","GroupII"
"O13563","YLR421C","GroupII"
"Q3E811","YLR162W-A","GroupII"
"P53196","YGL004C","GroupII"
"P25381","YCR045C","GroupII"
"P25359","YCR035C","GroupII"
"P43607","YFR032C","GroupII"
"P53189","YGL028C","GroupII"
"P38429","YMR263W","GroupII"
"Q06137","YLR345W","GroupII"
"P36081","YKL077W","GroupII"
"Q12155","YLR050C","GroupII"
"Q03730","YML018C","GroupII"
"P40028","YER041W","GroupII"
"Q05867","YLR283W","GroupII"
"Q3E747","YLR363W-A","GroupII"
"A5Z2X5","YPR010C-A","GroupII"
"P53921","YNL122C","GroupII"
"Q12040","YOR283W","GroupII"
"Q02961","YPL113C","GroupII"
"P38842","YHR140W","GroupII"
"Q06328","YDR352W","GroupII"
"Q07530","YDL114W","GroupII"
"P38806","YHR090C","GroupII"
"Q06070","YLR407W","GroupII"
"Q08187","YOL029C","GroupII"
"P01123","YFL038C","GroupII"
"Q08816","YOR352W","GroupII"
"Q07629","YDL218W","GroupII"
"P47014","YJL132W","GroupII"
"P40159","YNL208W","GroupII"
"P53857","YNL234W","GroupII"
"Q3E828","YJL127C-B","GroupII"
"Q04461","YMR111C","GroupII"
"Q02606","YPL014W","GroupII"
"P38374","YBR162W-A","GroupII"
"Q12436","YLR130C","GroupII"
"P32804","YGL255W","GroupII"
"P32618","YEL043W","GroupII"
"P43617","YFR045W","GroupII"
"P38799","YHR078W","GroupII"
"Q3E756","YBL029C-A","GroupII"
"P32386","YLL048C","GroupII"
"Q07379","YDL057W","GroupII"
"Q03983","YDR179W-A","GroupII"
"Q3E7A8","YNL162W-A","GroupII"
"P53122","YGL138C","GroupII"
"P53054","YGL262W","GroupII"
"P47115","YJR056C","GroupII"
"P47087","YJR012C","GroupII"
"P40071","YER113C","GroupII"
"Q12457","YDR026C","GroupII"
"Q12143","YPL233W","GroupII"
"P32500","YML031W","GroupII"
"Q08287","YOL144W","GroupII"
"P53253","YGR089W","GroupII"
"P35056","YDR244W","GroupII"
"Q03435","YDL002C","GroupII"
"Q05670","YMR232W","GroupII"
"P11710","YCL027W","GroupII"
"P19145","YKR039W","GroupII"
"P16892","YBL016W","GroupII"
"Q06834","YPR093C","GroupII"
"P36075","YKL090W","GroupII"
"P46963","YML112W","GroupII"
"Q04632","YML071C","GroupII"
"Q04935","YDR231C","GroupII"
"P38824","YHR116W","GroupII"
"Q04930","YDR223W","GroupII"
"P38308","YBR203W","GroupII"
"P04039","YLR395C","GroupII"
"P53314","YGR247W","GroupII"
"P53239","YGR062C","GroupII"
"Q3E7A4","YBL059C-A","GroupII"
"P32601","YPR017C","GroupII"
"P10174","YMR256C","GroupII"
"P36064","YKL137W","GroupII"
"P19524","YOR326W","GroupII"
"P07270","YFR034C","GroupII"
"P53860","YNL231C","GroupII"
"P50947","YNL097C","GroupII"
"P53252","YGR086C","GroupII"
"P46673","YJR042W","GroupII"
"Q04734","YMR063W","GroupII"
"P54790","YLL004W","GroupII"
"P00950","YKL152C","GroupII"
"P38208","YBL018C","GroupII"
"Q12057","YOR104W","GroupII"
"P54784","YML065W","GroupII"
"P38738","YHL029C","GroupII"
"P40368","YJL061W","GroupII"
"P38768","YHR034C","GroupII"
"P39705","YAR002W","GroupII"
"P53949","YNL056W","GroupII"
"Q12454","YDR067C","GroupII"
"P38193","YBL046W","GroupII"
"P36040","YKL206C","GroupII"
"P31382","YAL023C","GroupII"
"P26570","YML016C","GroupII"
"P32854","YOR036W","GroupII"
"P25375","YCL057W","GroupII"
"P09232","YEL060C","GroupII"
"P38285","YBR158W","GroupII"
"P19880","YML007W","GroupII"
"P38153","YBR288C","GroupII"
"P50082","YGR225W","GroupII"
"P28240","YER065C","GroupII"
"Q99222","YOR129C","GroupII"
"P47127","YJR080C","GroupII"
"P47019","YJL122W","GroupII"
"Q03673","YMR003W","GroupII"
"P40502","YIL087C","GroupII"
"P87275","YER093C-A","GroupII"
"Q12031","YPR006C","GroupII"
"Q07528","YDL113C","GroupII"
"Q05789","YLR211C","GroupII"
"Q03702","YKL011C","GroupII"
"Q07807","YLL013C","GroupII"
"Q06244","YLR165C","GroupII"
"Q04231","YML011C","GroupIII"
"Q06665","YDR314C","GroupIII"
"Q99359","YDR014W","GroupIII"
"P10622","YDL130W","GroupIII"
"P21651","YJR021C","GroupIII"
"P14291","YLR263W","GroupIII"
"P42073","YDR195W","GroupIII"
"P02400","YDR382W","GroupIII"
"Q06709","YLR387C","GroupIII"
"P26755","YJL173C","GroupIII"
"P13298","YML106W","GroupIII"
"Q12305","YOR285W","GroupIII"
"Q12192","YOR279C","GroupIII"
"Q12044","YOR220W","GroupIII"
"P38344","YBR267W","GroupIII"
"Q02204","YKR006C","GroupIII"
"P03871","R0020C","GroupIII"
"P38927","YIL139C","GroupIII"
"Q08742","YOR286W","GroupIII"
"P40188","YIL057C","GroupIII"
"Q99188","YOR107W","GroupIII"
"P32862","YKL038W","GroupIII"
"Q12362","YOL066C","GroupIII"
"P38883","YHR197W","GroupIII"
"Q08961","YPL208W","GroupIII"
"Q12212","YOR137C","GroupIII"
"Q08457","YOR060C","GroupIII"
"P54867","YOR008C","GroupIII"
"P38128","YBR182C","GroupIII"
"Q06091","YPR101W","GroupIII"
"Q07549","YDL123W","GroupIII"
"Q03782","YDR240C","GroupIII"
"Q3E752","YPR036W-A","GroupIII"
"Q01684","YER115C","GroupIII"
"P38960","YDR082W","GroupIII"
"P33757","YBR250W","GroupIII"
"Q06134","YLR341W","GroupIII"
"Q04921","YDR218C","GroupIII"
"P38871","YHR184W","GroupIII"
"P25380","YCL048W","GroupIII"
"P23201","YLL021W","GroupIII"
"P42845","YNL309W","GroupIII"
"P10080","YHL034C","GroupIII"
"P38353","YBR283C","GroupIII"
"Q06524","YPR151C","GroupIII"
"P38634","YLR079W","GroupIII"
"P38956","YDR073W","GroupIII"
"P50088","YGR236C","GroupIII"
"Q12455","YLR146C","GroupIII"
"P43554","YFL049W","GroupIII"
"P54003","YML052W","GroupIII"
"P37299","YHR001W-A","GroupIII"
"Q12223","YDL059C","GroupIII"
"Q03956","YDR202C","GroupIII"
"P07256","YBL045C","GroupIII"
"P32857","YKL039W","GroupIII"
"P47065","YJL023C","GroupIII"
"Q12318","YLR376C","GroupIII"
"P08468","YMR257C","GroupIII"
"Q12369","YLL003W","GroupIII"
"P38272","YBR130C","GroupIII"
"P50278","YNR034W","GroupIII"
"P36094","YKL042W","GroupIII"
"P40014","YER018C","GroupIII"
"P39723","YAL047C","GroupIII"
"Q03954","YDR201W","GroupIII"
"Q12507","YOR315W","GroupIII"
"P36169","YKR100C","GroupIII"
"P18888","YHL025W","GroupIII"
"P14693","YHR083W","GroupIII"
"P40090","YER147C","GroupIII"
"Q06315","YLR187W","GroupIII"
"P40485","YIL105C","GroupIII"
"P32364","YKL079W","GroupIII"
"Q04007","YDR186C","GroupIII"
"Q04053","YDR425W","GroupIII"
"P46954","YJL089W","GroupIII"
"Q08581","YOR195W","GroupIII"
"P48232","YNL086W","GroupIII"
"Q12420","YOR308C","GroupIII"
"P38337","YBR258C","GroupIII"
"P38751","YHL006C","GroupIII"
"Q04658","YML066C","GroupIII"
"P41808","YPR054W","GroupIII"
"P17121","YDR389W","GroupIII"
"P11655","YNR026C","GroupIII"
"P40482","YIL109C","GroupIII"
"P33335","YPR198W","GroupIII"
"P38957","YDR078C","GroupIII"
"P32578","YDR422C","GroupIII"
"P42900","YLR139C","GroupIII"
"P32828","YDL013W","GroupIII"
"P33421","YKL141W","GroupIII"
"P40075","YER120W","GroupIII"
"Q04279","YMR086W","GroupIII"
"P20840","YJR004C","GroupIII"
"P50110","YMR060C","GroupIII"
"P39735","YAL027W","GroupIII"
"P38990","YER129W","GroupIII"
"Q99314","YOR213C","GroupIII"
"Q06058","YLR404W","GroupIII"
"P36124","YKR029C","GroupIII"
"P42843","YNL311C","GroupIII"
"P53135","YGL113W","GroupIII"
"Q05676","YEL059C-A","GroupIII"
"P39543","YJL192C","GroupIII"
"Q03175","YMR101C","GroupIII"
"P32343","YKL124W","GroupIII"
"P33894","YOR219C","GroupIII"
"P40548","YIL016W","GroupIII"
"P32380","YDR356W","GroupIII"
"P38839","YHR136C","GroupIII"
"P45819","YGL170C","GroupIII"
"Q03085","YPL033C","GroupIII"
"Q04438","YMR107W","GroupIII"
"P53541","YNL012W","GroupIII"
"Q07798","YLL005C","GroupIII"
"P35209","YMR179W","GroupIII"
"Q04748","YMR066W","GroupIII"
"P38282","YBR152W","GroupIII"
"Q03029","YPL130W","GroupIII"
"Q99176","YLR119W","GroupIII"
"P53850","YNL254C","GroupIII"
"P43612","YFR040W","GroupIII"
"P36123","YKR028W","GroupIII"
"P53075","YGL228W","GroupIII"
"P38200","YBL031W","GroupIII"
"P38247","YBR077C","GroupIII"
"P11978","YDR227W","GroupIII"
"Q12098","YLR135W","GroupIII"
"Q07657","YDL225W","GroupIII"
"P39933","YPR186C","GroupIII"
"Q12466","YOR086C","GroupIII"
"Q06417","YLR426W","GroupIII"
"P53851","YNL253W","GroupIII"
"Q03088","YPL032C","GroupIII"
"P36068","YKL130C","GroupIII"
"Q12505","YPL026C","GroupIII"
"Q02875","YPL105C","GroupIII"
"P38228","YBR044C","GroupIII"
"P46670","YPL241C","GroupIII"
"P32613","YEL048C","GroupIII"
"Q03640","YML072C","GroupIII"
"Q04545","YML081W","GroupIII"
"P53882","YNL176C","GroupIII"
"P38854","YHR159W","GroupIII"
"P47988","YOR337W","GroupIII"
"P38967","YOL020W","GroupIII"
"P25719","YML078W","GroupIII"
"P21705","YNL314W","GroupIII"
"Q04949","YMR299C","GroupIII"
"P47005","YJL149W","GroupIII"
"Q06151","YLR270W","GroupIII"
"P13483","YML113W","GroupIII"
"Q08558","YOR180C","GroupIII"
"P35176","YDR304C","GroupIII"
"P14832","YDR155C","GroupIII"
"P25334","YCR069W","GroupIII"
"P47103","YJR032W","GroupIII"
"Q06032","YLR394W","GroupIII"
"P38818","YHR109W","GroupIII"
"P40074","YER119C","GroupIII"
"P32797","YDL220C","GroupIII"
"P27636","YAR019C","GroupIII"
"Q06071","YLR408C","GroupIII"
"P39969","YER114C","GroupIII"
"P40851","YPR122W","GroupIII"
"P40501","YIL088C","GroupIII"
"P53958","YNL042W","GroupIII"
"Q12365","YPL255W","GroupIII"
"P33306","YER167W","GroupIII"
"P35727","YKL061W","GroupIII"
"P38770","YHR036W","GroupIII"
"P38696","YHR129C","GroupIII"
"P53244","YGR068C","GroupIII"
"P53895","YNL159C","GroupIII"
"P27895","YEL061C","GroupIII"
"P53865","YNL225C","GroupIII"
"P47110","YJR043C","GroupIII"
"P50944","YNL101W","GroupIII"
"P13090","YML116W","GroupIII"
"Q12348","YOL117W","GroupIII"
"P40512","YIL071C","GroupIII"
"P39009","YDL101C","GroupIII"
"P53168","YGL061C","GroupIII"
"Q03981","YDR179C","GroupIII"
"P38428","YMR264W","GroupIII"
"P53079","YGL223C","GroupIII"
"P35206","YBR036C","GroupIII"
"P47050","YJL047C","GroupIII"
"Q04368","YMR025W","GroupIII"
"Q08054","YOL007C","GroupIII"
"P41817","YPL177C","GroupIII"
"P00044","YJR048W","GroupIII"
"P52868","YGL128C","GroupIII"
"P38226","YBR042C","GroupIII"
"Q03772","YDR163W","GroupIII"
"P28319","YKL096W","GroupIII"
"P14724","YFR036W","GroupIII"
"P07834","YFL009W","GroupIII"
"P47112","YJR046W","GroupIII"
"P38779","YHR052W","GroupIII"
"P38265","YBR107C","GroupIII"
"P53280","YGR134W","GroupIII"
"P24870","YDL155W","GroupIII"
"P53188","YGL029W","GroupIII"
"Q3E829","YDL160C-A","GroupIII"
"P13365","YAL040C","GroupIII"
"P43634","YLR098C","GroupIII"
"P48562","YNL298W","GroupIII"
"P14905","YDR197W","GroupIII"
"P53890","YNL166C","GroupIII"
"P36012","YKL049C","GroupIII"
"P25656","YCR094W","GroupIII"
"P47167","YJR135C","GroupIII"
"P53298","YGR179C","GroupIII"
"P32504","YGR140W","GroupIII"
"P03874","YHL038C","GroupIII"
"Q2V2P8","YDR374W-A","GroupIII"
"Q12262","YPR046W","GroupIII"
"P38313","YBR211C","GroupIII"
"P24869","YPR119W","GroupIII"
"Q02732","YPL018W","GroupIII"
"P43618","YFR046C","GroupIII"
"P32449","YBR249C","GroupIII"
"P18634","YLR392C","GroupIII"
"Q12406","YPR034W","GroupIII"
"P36038","YKL208W","GroupIII"
"P38840","YHR137W","GroupIII"
"P14843","YDR035W","GroupIII"
"Q12107","YLR102C","GroupIII"
"P40532","YIL040W","GroupIII"
"P38115","YBR149W","GroupIII"
"Q06408","YDR380W","GroupIII"
"P32454","YKL157W","GroupIII"
"P39011","YPL161C","GroupIII"
"P41695","YGR188C","GroupIII"
"P26449","YOR026W","GroupIII"
"P39988","YEL029C","GroupIII"
"P53744","YNR056C","GroupIII"
"P53630","YNR057C","GroupIII"
"Q06333","YDR357C","GroupIII"
"Q99177","YPR057W","GroupIII"
"P40450","YIL159W","GroupIII"
"P36076","YKL088W","GroupIII"
"P53727","YNR027W","GroupIII"
"P39101","YER048C","GroupIII"
"Q06150","YLR267W","GroupIII"
"P53755","YNR069C","GroupIII"
"Q12748","YLR381W","GroupIII"
"Q08492","YOR078W","GroupIII"
"P36106","YKL005C","GroupIII"
"Q12191","YDL099W","GroupIII"
"Q06604","YPR171W","GroupIII"
"P12962","YOR276W","GroupIII"
"P07252","YJL209W","GroupIII"
"P07253","YBR120C","GroupIII"
"P35203","YMR094W","GroupIII"
"P50277","YNR058W","GroupIII"
"Q05949","YLR226W","GroupIII"
"P11927","YNL188W","GroupIII"
"P32526","YPL269W","GroupIII"
"P40358","YJL073W","GroupIII"
"P20485","YLR133W","GroupIII"
"P46997","YJL162C","GroupIII"
"P22517","YOL016C","GroupIII"
"Q04431","YDR532C","GroupIII"
"P53050","YGR249W","GroupIII"
"Q04472","YMR115W","GroupIII"
"P38853","YHR158C","GroupIII"
"P38692","YHR102W","GroupIII"
"P43638","YJL042W","GroupIII"
"P31379","YAL018C","GroupIII"
"P43614","YFR042W","GroupIII"
"P33441","YML062C","GroupIII"
"P40026","YER038C","GroupIII"
"P38689","YHL011C","GroupIII"
"Q92325","YOL025W","GroupIII"
"P35844","YPL145C","GroupIII"
"Q04922","YDR219C","GroupIII"
"P14681","YGR040W","GroupIII"
"P25573","YCL044C","GroupIII"
"P30624","YOR317W","GroupIII"
"P25587","YCL005W","GroupIII"
"Q03937","YDR014W-A","GroupIII"
"P38199","YBL032W","GroupIII"
"Q12320","YOR040W","GroupIII"
"P53834","YNL281W","GroupIII"
"Q96VH4","YCL026C-B","GroupIII"
"Q12276","YOR227W","GroupIII"
"P32480","YOR038C","GroupIII"
"P33417","YKL032C","GroupIII"
"Q12393","YLR091W","GroupIII"
"P41913","YOR355W","GroupIII"
"P53125","YGL133W","GroupIII"
"P43615","YFR043C","GroupIII"
"P0CT04","YNL015W","GroupIII"
"Q07532","YDL115C","GroupIII"
"P47135","YJR091C","GroupIII"
"Q07843","YLL033W","GroupIII"
"P08539","YHR005C","GroupIII"
"P53130","YGL121C","GroupIII"
"P17629","YDR138W","GroupIII"
"Q05926","YLR364W","GroupIII"
"P10823","YER020W","GroupIII"
"Q04399","YDR506C","GroupIII"
"P39993","YEL022W","GroupIII"
"Q04233","YML006C","GroupIII"
"Q06648","YDR309C","GroupIII"
"Q06201","YLR445W","GroupIII"
"P48566","YNL293W","GroupIII"
"Q12344","YPL249C","GroupIII"
"Q04178","YDR399W","GroupIII"
"Q06674","YDR317W","GroupIII"
"Q06592","YPR193C","GroupIII"
"Q08732","YOR267C","GroupIII"
"P12683","YML075C","GroupIII"
"P0CY11","YCR097W","GroupIII"
"Q12039","YOL095C","GroupIII"
"P42950","YJL103C","GroupIII"
"Q00055","YDL022W","GroupIII"
"P39996","YEL017W","GroupIII"
"P32645","YER180C","GroupIII"
"P38710","YHR046C","GroupIII"
"P40559","YIL002C","GroupIII"
"Q03694","YMR204C","GroupIII"
"P38954","YDR072C","GroupIII"
"P47046","YJL051W","GroupIII"
"P32488","YMR081C","GroupIII"
"P40576","YIR024C","GroupIII"
"Q12072","YLR095C","GroupIII"
"Q06667","YDR315C","GroupIII"
"P28239","YMR267W","GroupIII"
"P21190","YJR094C","GroupIII"
"P15992","YBR072W","GroupIII"
"Q03213","YMR172W","GroupIII"
