"protein","Gene","orthogroup"
"P53049","YGR281W","S+Genus-Single"
"P53050","YGR249W","S+Genus-Single"
"P53053","YGL263W","S+Genus-Single"
"P53054","YGL262W","S+Genus-Single"
"P53059","YGL257C","S+Genus-Single"
"P53060","YGL250W","S+Genus-Single"
"P53061","YGL249W","S+Genus-Single"
"P53062","YGL247W","S+Genus-Single"
"P53063","YGL246C","S+Genus-Single"
"P53064","YGL244W","S+Genus-Single"
"P53065","YGL243W","S+Genus-Single"
"P53066","YGL242C","S+Genus-Single"
"P53067","YGL241W","S+Genus-Single"
"P53068","YGL240W","S+Genus-Single"
"P53070","YGL236C","S+Genus-Single"
"P53071","YGL235W","S+Genus-Single"
"P53073","YGL231C","S+Genus-Single"
"P53074","YGL230C","S+Genus-Single"
"P53075","YGL228W","S+Genus-Single"
"P53076","YGL227W","S+Genus-Single"
"P53077","YGL226W","S+Genus-Single"
"P53078","YGL224C","S+Genus-Single"
"P53079","YGL223C","S+Genus-Single"
"P53080","YGL222C","S+Genus-Single"
"P53081","YGL221C","S+Genus-Single"
"P53082","YGL220W","S+Genus-Single"
"P53083","YGL219C","S+Genus-Single"
"P53086","YGL216W","S+Genus-Single"
"P53088","YGL211W","S+Genus-Single"
"P53090","YGL202W","S+Genus-Single"
"P53091","YGL201C","S+Genus-Single"
"P53093","YGL198W","S+Genus-Single"
"P53094","YGL197W","S+Genus-Single"
"P53095","YGL196W","S+Genus-Single"
"P53096","YGL194C","S+Genus-Single"
"P53099","YGL186C","S+Genus-Single"
"P53100","YGL185C","S+Genus-Single"
"P53101","YGL184C","S+Genus-Single"
"P53102","YGL183C","S+Genus-Single"
"P53104","YGL180W","S+Genus-Single"
"P53107","YGL164C","S+Genus-Single"
"P53108","YGL161C","S+Genus-Single"
"P53109","YGL160W","S+Genus-Single"
"P53110","YGL159W","S+Genus-Single"
"P53112","YGL153W","S+Genus-Single"
"P53114","YGL151W","S+Genus-Single"
"P53115","YGL150C","S+Genus-Single"
"P53117","YGL146C","S+Genus-Single"
"P53118","YGL144C","S+Genus-Single"
"P53119","YGL141W","S+Genus-Single"
"P53120","YGL140C","S+Genus-Single"
"P53122","YGL138C","S+Genus-Single"
"P53123","YGL136C","S+Genus-Single"
"P53124","YGL134W","S+Genus-Single"
"P53125","YGL133W","S+Genus-Single"
"P53127","YGL131C","S+Genus-Single"
"P53128","YGL125W","S+Genus-Single"
"P53129","YGL124C","S+Genus-Single"
"P53130","YGL121C","S+Genus-Single"
"P53131","YGL120C","S+Genus-Single"
"P53133","YGL117W","S+Genus-Single"
"P53134","YGL114W","S+Genus-Single"
"P53135","YGL113W","S+Genus-Single"
"P53136","YGL111W","S+Genus-Single"
"P53137","YGL110C","S+Genus-Single"
"P53139","YGL108C","S+Genus-Single"
"P53140","YGL107C","S+Genus-Single"
"P53141","YGL106W","S+Genus-Single"
"P53142","YGL104C","S+Genus-Single"
"P53144","YGL101W","S+Genus-Single"
"P53145","YGL099W","S+Genus-Single"
"P53146","YGL098W","S+Genus-Single"
"P53147","YGL096W","S+Genus-Single"
"P53150","YGL090W","S+Genus-Single"
"P53152","YGL087C","S+Genus-Single"
"P53153","YGL085W","S+Genus-Single"
"P53154","YGL084C","S+Genus-Single"
"P53155","YGL082W","S+Genus-Single"
"P53158","YGL079W","S+Genus-Single"
"P53159","YGL075C","S+Genus-Single"
"P53163","YGL068W","S+Genus-Single"
"P53164","YGL067W","S+Genus-Single"
"P53165","YGL066W","S+Genus-Single"
"P53167","YGL063W","S+Genus-Single"
"P53168","YGL061C","S+Genus-Single"
"P53169","YGL060W","S+Genus-Single"
"P53170","YGL059W","S+Genus-Single"
"P53173","YGL054C","S+Genus-Single"
"P53177","YGL050W","S+Genus-Single"
"P53178","YGL047W","S+Genus-Single"
"P53179","YGL045W","S+Genus-Single"
"P53184","YGL037C","S+Genus-Single"
"P53185","YGL036W","S+Genus-Single"
"P53187","YGL033W","S+Genus-Single"
"P53188","YGL029W","S+Genus-Single"
"P53189","YGL028C","S+Genus-Single"
"P53191","YGL023C","S+Genus-Single"
"P53192","YGL020C","S+Genus-Single"
"P53193","YGL018C","S+Genus-Single"
"P53195","YGL005C","S+Genus-Single"
"P53196","YGL004C","S+Genus-Single"
"P53197","YGL003C","S+Genus-Single"
"P53198","YGL002W","S+Genus-Single"
"P53199","YGL001C","S+Genus-Single"
"P53200","YGR001C","S+Genus-Single"
"P53201","YGR002C","S+Genus-Single"
"P53202","YGR003W","S+Genus-Single"
"P53203","YGR004W","S+Genus-Single"
"P53206","YGR012W","S+Genus-Single"
"P53207","YGR013W","S+Genus-Single"
"P53208","YGR015C","S+Genus-Single"
"P53209","YGR016W","S+Genus-Single"
"P53210","YGR017W","S+Genus-Single"
"P53212","YGR021W","S+Genus-Single"
"P53214","YGR023W","S+Genus-Single"
"P53215","YGR024C","S+Genus-Single"
"P53217","YGR026W","S+Genus-Single"
"P53218","YGR030C","S+Genus-Single"
"P53219","YGR031W","S+Genus-Single"
"P53220","YGR033C","S+Genus-Single"
"P53222","YGR035C","S+Genus-Single"
"P53223","YGR036C","S+Genus-Single"
"P53224","YGR038W","S+Genus-Single"
"P53226","YGR041W","S+Genus-Single"
"P53227","YGR042W","S+Genus-Single"
"P53228","YGR043C","S+Genus-Single"
"P53229","YGR045C","S+Genus-Single"
"P53230","YGR046W","S+Genus-Single"
"P53233","YGR052W","S+Genus-Single"
"P53234","YGR053C","S+Genus-Single"
"P53235","YGR054W","S+Genus-Single"
"P53236","YGR056W","S+Genus-Single"
"P53237","YGR057C","S+Genus-Single"
"P53238","YGR058W","S+Genus-Single"
"P53241","YGR065C","S+Genus-Single"
"P53242","YGR066C","S+Genus-Single"
"P53243","YGR067C","S+Genus-Single"
"P53244","YGR068C","S+Genus-Single"
"P53246","YGR071C","S+Genus-Single"
"P53248","YGR077C","S+Genus-Single"
"P53249","YGR079W","S+Genus-Single"
"P53250","YGR080W","S+Genus-Single"
"P53251","YGR081C","S+Genus-Single"
"P53252","YGR086C","S+Genus-Single"
"P53253","YGR089W","S+Genus-Single"
"P53254","YGR090W","S+Genus-Single"
"P53255","YGR093W","S+Genus-Single"
"P53256","YGR095C","S+Genus-Single"
"P53257","YGR096W","S+Genus-Single"
"P53258","YGR100W","S+Genus-Single"
"P53259","YGR101W","S+Genus-Single"
"P53260","YGR102C","S+Genus-Single"
"P53261","YGR103W","S+Genus-Single"
"P53262","YGR106C","S+Genus-Single"
"P53264","YGR110W","S+Genus-Single"
"P53265","YGR111W","S+Genus-Single"
"P53266","YGR112W","S+Genus-Single"
"P53267","YGR113W","S+Genus-Single"
"P53270","YGR117C","S+Genus-Single"
"P53271","YGR120C","S+Genus-Single"
"P53272","YGR122W","S+Genus-Single"
"P53273","YGR125W","S+Genus-Single"
"P53274","YGR126W","S+Genus-Single"
"P53275","YGR127W","S+Genus-Single"
"P53276","YGR128C","S+Genus-Single"
"P53277","YGR129W","S+Genus-Single"
"P53278","YGR130C","S+Genus-Single"
"P53279","YGR131W","S+Genus-Single"
"P53280","YGR134W","S+Genus-Single"
"P53281","YGR136W","S+Genus-Single"
"P53285","YGR141W","S+Genus-Single"
"P53286","YGR142W","S+Genus-Single"
"P53289","YGR161C","S+Genus-Single"
"P53290","YGR163W","S+Genus-Single"
"P53292","YGR165W","S+Genus-Single"
"P53293","YGR168C","S+Genus-Single"
"P53294","YGR169C","S+Genus-Single"
"P53295","YGR173W","S+Genus-Single"
"P53296","YGR177C","S+Genus-Single"
"P53297","YGR178C","S+Genus-Single"
"P53298","YGR179C","S+Genus-Single"
"P53299","YGR181W","S+Genus-Single"
"P53301","YGR189C","S+Genus-Single"
"P53303","YGR211W","S+Genus-Single"
"P53304","YGR212W","S+Genus-Single"
"P53306","YGR216C","S+Genus-Single"
"P53309","YGR241C","S+Genus-Single"
"P53311","YGR243W","S+Genus-Single"
"P53312","YGR244C","S+Genus-Single"
"P53313","YGR245C","S+Genus-Single"
"P53315","YGR248W","S+Genus-Single"
"P53316","YGR250C","S+Genus-Single"
"P53317","YGR251W","S+Genus-Single"
"P53318","YGR255C","S+Genus-Single"
"P53320","YGR257C","S+Genus-Single"
"P53322","YGR260W","S+Genus-Single"
"P53326","YGR266W","S+Genus-Single"
"P53330","YGR275W","S+Genus-Single"
"P53331","YGR276C","S+Genus-Single"
"P53332","YGR277C","S+Genus-Single"
"P53333","YGR278W","S+Genus-Single"
"P53335","YGR280C","S+Genus-Single"
"P53337","YGR284C","S+Genus-Single"
"P53378","YLR212C","S+Genus-Single"
"P53379","YDR144C","S+Genus-Single"
"P53388","YPL265W","S+Genus-Single"
"P53389","YNR055C","S+Genus-Single"
"P53394","YPR003C","S+Genus-Single"
"P53397","YML060W","S+Genus-Single"
"P53437","YMR270C","S+Genus-Single"
"P53438","YMR016C","S+Genus-Single"
"P53507","YNL070W","S+Genus-Single"
"P53538","YNL222W","S+Genus-Single"
"P53540","YNL126W","S+Genus-Single"
"P53549","YOR259C","S+Genus-Single"
"P53550","YNL118C","S+Genus-Single"
"P53551","YPL127C","S+Genus-Single"
"P53552","YNL139C","S+Genus-Single"
"P53583","YNL249C","S+Genus-Single"
"P53598","YOR142W","S+Genus-Single"
"P53600","YPL010W","S+Genus-Single"
"P53604","YNR049C","S+Genus-Single"
"P53615","YNL036W","S+Genus-Single"
"P53617","YNL251C","S+Genus-Single"
"P53622","YDL145C","S+Genus-Single"
"P53628","YNR023W","S+Genus-Single"
"P53629","YNR019W","S+Genus-Single"
"P53630","YNR057C","S+Genus-Single"
"P53686","YPL015C","S+Genus-Single"
"P53687","YOR025W","S+Genus-Single"
"P53688","YDR191W","S+Genus-Single"
"P53719","YNR014W","S+Genus-Single"
"P53720","YNR015W","S+Genus-Single"
"P53721","YNR018W","S+Genus-Single"
"P53722","YNR020C","S+Genus-Single"
"P53723","YNR021W","S+Genus-Single"
"P53724","YNR022C","S+Genus-Single"
"P53725","YNR024W","S+Genus-Single"
"P53727","YNR027W","S+Genus-Single"
"P53728","YNR028W","S+Genus-Single"
"P53729","YNR029C","S+Genus-Single"
"P53730","YNR030W","S+Genus-Single"
"P53731","YNR035C","S+Genus-Single"
"P53734","YNR038W","S+Genus-Single"
"P53735","YNR039C","S+Genus-Single"
"P53736","YNR040W","S+Genus-Single"
"P53738","YNR046W","S+Genus-Single"
"P53739","YNR047W","S+Genus-Single"
"P53740","YNR048W","S+Genus-Single"
"P53741","YNR051C","S+Genus-Single"
"P53742","YNR053C","S+Genus-Single"
"P53743","YNR054C","S+Genus-Single"
"P53744","YNR056C","S+Genus-Single"
"P53745","YNR059W","S+Genus-Single"
"P53747","YNR061C","S+Genus-Single"
"P53748","YNR062C","S+Genus-Single"
"P53749","YNR063W","S+Genus-Single"
"P53750","YNR064C","S+Genus-Single"
"P53753","YNR067C","S+Genus-Single"
"P53755","YNR069C","S+Genus-Single"
"P53769","YLR323C","S+Genus-Single"
"P53829","YNL288W","S+Genus-Single"
"P53830","YNL286W","S+Genus-Single"
"P53832","YNL283C","S+Genus-Single"
"P53833","YNL282W","S+Genus-Single"
"P53834","YNL281W","S+Genus-Single"
"P53836","YNL278W","S+Genus-Single"
"P53838","YNL275W","S+Genus-Single"
"P53839","YNL274C","S+Genus-Single"
"P53840","YNL273W","S+Genus-Single"
"P53843","YNL265C","S+Genus-Single"
"P53844","YNL264C","S+Genus-Single"
"P53845","YNL263C","S+Genus-Single"
"P53846","YNL260C","S+Genus-Single"
"P53847","YNL258C","S+Genus-Single"
"P53848","YNL256W","S+Genus-Single"
"P53849","YNL255C","S+Genus-Single"
"P53850","YNL254C","S+Genus-Single"
"P53851","YNL253W","S+Genus-Single"
"P53852","YNL247W","S+Genus-Single"
"P53854","YNL245C","S+Genus-Single"
"P53855","YNL242W","S+Genus-Single"
"P53857","YNL234W","S+Genus-Single"
"P53858","YNL233W","S+Genus-Single"
"P53859","YNL232W","S+Genus-Single"
"P53860","YNL231C","S+Genus-Single"
"P53861","YNL230C","S+Genus-Single"
"P53863","YNL227C","S+Genus-Single"
"P53865","YNL225C","S+Genus-Single"
"P53866","YNL224C","S+Genus-Single"
"P53867","YNL223W","S+Genus-Single"
"P53868","YNL219C","S+Genus-Single"
"P53869","YNL211C","S+Genus-Single"
"P53870","YNL193W","S+Genus-Single"
"P53871","YNL191W","S+Genus-Single"
"P53872","YNL190W","S+Genus-Single"
"P53873","YNL187W","S+Genus-Single"
"P53874","YNL186W","S+Genus-Single"
"P53875","YNL185C","S+Genus-Single"
"P53877","YNL182C","S+Genus-Single"
"P53878","YNL181W","S+Genus-Single"
"P53879","YNL180C","S+Genus-Single"
"P53881","YNL177C","S+Genus-Single"
"P53882","YNL176C","S+Genus-Single"
"P53883","YNL175C","S+Genus-Single"
"P53885","YNL173C","S+Genus-Single"
"P53886","YNL172W","S+Genus-Single"
"P53889","YNL168C","S+Genus-Single"
"P53890","YNL166C","S+Genus-Single"
"P53891","YNL165W","S+Genus-Single"
"P53892","YNL164C","S+Genus-Single"
"P53893","YNL163C","S+Genus-Single"
"P53894","YNL161W","S+Genus-Single"
"P53895","YNL159C","S+Genus-Single"
"P53898","YNL156C","S+Genus-Single"
"P53899","YNL155W","S+Genus-Single"
"P53900","YNL153C","S+Genus-Single"
"P53901","YNL152W","S+Genus-Single"
"P53903","YNL149C","S+Genus-Single"
"P53904","YNL148C","S+Genus-Single"
"P53905","YNL147W","S+Genus-Single"
"P53907","YNL144C","S+Genus-Single"
"P53908","YNL143C","S+Genus-Single"
"P53909","YNL141W","S+Genus-Single"
"P53911","YNL136W","S+Genus-Single"
"P53913","YNL133C","S+Genus-Single"
"P53914","YNL132W","S+Genus-Single"
"P53915","YNL129W","S+Genus-Single"
"P53916","YNL128W","S+Genus-Single"
"P53917","YNL127W","S+Genus-Single"
"P53918","YNL125C","S+Genus-Single"
"P53919","YNL124W","S+Genus-Single"
"P53920","YNL123W","S+Genus-Single"
"P53921","YNL122C","S+Genus-Single"
"P53923","YNL119W","S+Genus-Single"
"P53924","YNL116W","S+Genus-Single"
"P53925","YNL115C","S+Genus-Single"
"P53927","YNL110C","S+Genus-Single"
"P53929","YNL108C","S+Genus-Single"
"P53930","YNL107W","S+Genus-Single"
"P53933","YNL094W","S+Genus-Single"
"P53935","YNL091W","S+Genus-Single"
"P53938","YNL080C","S+Genus-Single"
"P53939","YNL078W","S+Genus-Single"
"P53940","YNL077W","S+Genus-Single"
"P53941","YNL075W","S+Genus-Single"
"P53943","YNL065W","S+Genus-Single"
"P53944","YNL063W","S+Genus-Single"
"P53946","YNL059C","S+Genus-Single"
"P53947","YNL058C","S+Genus-Single"
"P53949","YNL056W","S+Genus-Single"
"P53950","YNL054W","S+Genus-Single"
"P53951","YNL051W","S+Genus-Single"
"P53952","YNL050C","S+Genus-Single"
"P53954","YNL048W","S+Genus-Single"
"P53955","YNL047C","S+Genus-Single"
"P53956","YNL046W","S+Genus-Single"
"P53958","YNL042W","S+Genus-Single"
"P53959","YNL041C","S+Genus-Single"
"P53960","YNL040W","S+Genus-Single"
"P53961","YNL038W","S+Genus-Single"
"P53962","YNL035C","S+Genus-Single"
"P53965","YNL032W","S+Genus-Single"
"P53966","YNL029C","S+Genus-Single"
"P53968","YNL027W","S+Genus-Single"
"P53969","YNL026W","S+Genus-Single"
"P53970","YNL024C","S+Genus-Single"
"P53973","YNL021W","S+Genus-Single"
"P53974","YNL020C","S+Genus-Single"
"P53980","YNL011C","S+Genus-Single"
"P53981","YNL010W","S+Genus-Single"
"P53983","YNL008C","S+Genus-Single"
"P54000","YMR039C","S+Genus-Single"
"P54005","YMR316W","S+Genus-Single"
"P54070","YPL053C","S+Genus-Single"
"P54072","YLR152C","S+Genus-Single"
"P54074","YMR119W","S+Genus-Single"
"P54115","YPL061W","S+Genus-Single"
"P54199","YDL028C","S+Genus-Single"
"P54730","YMR067C","S+Genus-Single"
"P54781","YMR015C","S+Genus-Single"
"P54783","YML086C","S+Genus-Single"
"P54784","YML065W","S+Genus-Single"
"P54786","YML109W","S+Genus-Single"
"P54787","YML097C","S+Genus-Single"
"P54791","YPR162C","S+Genus-Single"
"P54837","YML012W","S+Genus-Single"
"P54838","YML070W","S+Genus-Single"
"P54839","YML126C","S+Genus-Single"
"P54858","YDR068W","S+Genus-Single"
"P54860","YDL190C","S+Genus-Single"
"P54861","YLL001W","S+Genus-Single"
"P54867","YOR008C","S+Genus-Single"
"P54885","YOR323C","S+Genus-Single"
"P54964","YLR059C","S+Genus-Single"
"P54999","YPR182W","S+Genus-Single"
"P56508","YDR525W-A","S+Genus-Single"
"P56628","YFL034C-A","S+Genus-Single"
"P57743","YLR438C-A","S+Genus-Single"
"P57744","YJR135W-A","S+Genus-Single"
"P60010","YFL039C","S+Genus-Single"
"P61830","YBR010W, YNL031C","S+Genus-Single"
"P69850","YBR233W-A","S+Genus-Single"
"P69851","YDR320C-A","S+Genus-Single"
"P69852","YKL138C-A","S+Genus-Single"
"P80210","YNL220W","S+Genus-Single"
"P80235","YAR035W","S+Genus-Single"
"P80428","YJL081C","S+Genus-Single"
"P80667","YLR191W","S+Genus-Single"
"P81450","YML081C-A","S+Genus-Single"
"P87108","YHR005C-A","S+Genus-Single"
"P89102","YDR166C","S+Genus-Single"
"P89105","YOL145C","S+Genus-Single"
"P89113","YOL052C-A","S+Genus-Single"
"P89886","YER007C-A","S+Genus-Single"
"Q00245","YIL118W","S+Genus-Single"
"Q00246","YKR055W","S+Genus-Single"
"Q00362","YGL190C","S+Genus-Single"
"Q00381","YJR058C","S+Genus-Single"
"Q00402","YDR150W","S+Genus-Single"
"Q00416","YLR430W","S+Genus-Single"
"Q00453","YMR182C","S+Genus-Single"
"Q00539","YHR086W","S+Genus-Single"
"Q00578","YIL143C","S+Genus-Single"
"Q00582","YML121W","S+Genus-Single"
"Q00618","YJL031C","S+Genus-Single"
"Q00684","YFR028C","S+Genus-Single"
"Q00764","YBR126C","S+Genus-Single"
"Q00772","YHR030C","S+Genus-Single"
"Q00776","YPL259C","S+Genus-Single"
"Q00816","YDR028C","S+Genus-Single"
"Q00873","YKL087C","S+Genus-Single"
"Q00916","YIL061C","S+Genus-Single"
"Q00947","YDR463W","S+Genus-Single"
"Q01080","YNL248C","S+Genus-Single"
"Q01159","YGL130W","S+Genus-Single"
"Q01163","YGL129C","S+Genus-Single"
"Q01217","YER069W","S+Genus-Single"
"Q01329","YAL043C","S+Genus-Single"
"Q01389","YJL095W","S+Genus-Single"
"Q01448","YBR215W","S+Genus-Single"
"Q01454","YPR135W","S+Genus-Single"
"Q01476","YOR124C","S+Genus-Single"
"Q01477","YER151C","S+Genus-Single"
"Q01519","YLR038C","S+Genus-Single"
"Q01532","YNL239W","S+Genus-Single"
"Q01560","YDR432W","S+Genus-Single"
"Q01574","YAL054C","S+Genus-Single"
"Q01589","YDR077W","S+Genus-Single"
"Q01649","YMR198W","S+Genus-Single"
"Q01662","YLR244C","S+Genus-Single"
"Q01684","YER115C","S+Genus-Single"
"Q01722","YNL199C","S+Genus-Single"
"Q01766","YPR005C","S+Genus-Single"
"Q01802","YKL106W","S+Genus-Single"
"Q01852","YIL022W","S+Genus-Single"
"Q01855","YOL040C","S+Genus-Single"
"Q01926","YOR334W","S+Genus-Single"
"Q01939","YGL048C","S+Genus-Single"
"Q01976","YBR111C","S+Genus-Single"
"Q02046","YKR080W","S+Genus-Single"
"Q02100","YNL167C","S+Genus-Single"
"Q02159","YMR022W","S+Genus-Single"
"Q02196","YKL001C","S+Genus-Single"
"Q02197","YEL053C","S+Genus-Single"
"Q02199","YGL172W","S+Genus-Single"
"Q02202","YKR004C","S+Genus-Single"
"Q02203","YKR005C","S+Genus-Single"
"Q02204","YKR006C","S+Genus-Single"
"Q02205","YKR007W","S+Genus-Single"
"Q02206","YKR008W","S+Genus-Single"
"Q02207","YKR009C","S+Genus-Single"
"Q02256","YIR026C","S+Genus-Single"
"Q02336","YDR448W","S+Genus-Single"
"Q02354","YDR449C","S+Genus-Single"
"Q02455","YKR095W","S+Genus-Single"
"Q02457","YPL128C","S+Genus-Single"
"Q02486","YMR072W","S+Genus-Single"
"Q02516","YOR358W","S+Genus-Single"
"Q02521","YOR148C","S+Genus-Single"
"Q02554","YMR240C","S+Genus-Single"
"Q02555","YMR239C","S+Genus-Single"
"Q02574","YLR288C","S+Genus-Single"
"Q02598","YIL014C-A","S+Genus-Single"
"Q02606","YPL014W","S+Genus-Single"
"Q02608","YPL013C","S+Genus-Single"
"Q02629","YKL068W","S+Genus-Single"
"Q02630","YMR047C","S+Genus-Single"
"Q02642","YPL037C","S+Genus-Single"
"Q02648","YPL030W","S+Genus-Single"
"Q02651","YPL027W","S+Genus-Single"
"Q02685","YPL024W","S+Genus-Single"
"Q02710","YPL021W","S+Genus-Single"
"Q02721","YLR329W","S+Genus-Single"
"Q02724","YPL020C","S+Genus-Single"
"Q02732","YPL018W","S+Genus-Single"
"Q02733","YPL017C","S+Genus-Single"
"Q02749","YPL068C","S+Genus-Single"
"Q02770","YPL064C","S+Genus-Single"
"Q02771","YER058W","S+Genus-Single"
"Q02772","YJR034W","S+Genus-Single"
"Q02773","YML091C","S+Genus-Single"
"Q02774","YDL212W","S+Genus-Single"
"Q02776","YPL063W","S+Genus-Single"
"Q02783","YPL060W","S+Genus-Single"
"Q02784","YPL059W","S+Genus-Single"
"Q02792","YOR048C","S+Genus-Single"
"Q02793","YGL213C","S+Genus-Single"
"Q02794","YOR047C","S+Genus-Single"
"Q02795","YMR149W","S+Genus-Single"
"Q02796","YPL055C","S+Genus-Single"
"Q02799","YPL054W","S+Genus-Single"
"Q02804","YPL051W","S+Genus-Single"
"Q02805","YOR018W","S+Genus-Single"
"Q02821","YNL189W","S+Genus-Single"
"Q02825","YPL083C","S+Genus-Single"
"Q02831","YPL077C","S+Genus-Single"
"Q02863","YPL072W","S+Genus-Single"
"Q02864","YPL071C","S+Genus-Single"
"Q02866","YPL070W","S+Genus-Single"
"Q02873","YPL107W","S+Genus-Single"
"Q02875","YPL105C","S+Genus-Single"
"Q02883","YPL103C","S+Genus-Single"
"Q02884","YPL101W","S+Genus-Single"
"Q02887","YPL100W","S+Genus-Single"
"Q02891","YPL095C","S+Genus-Single"
"Q02892","YPL093W","S+Genus-Single"
"Q02895","YPL088W","S+Genus-Single"
"Q02896","YPL087W","S+Genus-Single"
"Q02908","YPL086C","S+Genus-Single"
"Q02931","YPL126W","S+Genus-Single"
"Q02932","YPL125W","S+Genus-Single"
"Q02933","YPL123C","S+Genus-Single"
"Q02939","YPL122C","S+Genus-Single"
"Q02948","YPL120W","S+Genus-Single"
"Q02950","YPL118W","S+Genus-Single"
"Q02959","YPL116W","S+Genus-Single"
"Q02961","YPL113C","S+Genus-Single"
"Q02969","YPL112C","S+Genus-Single"
"Q02979","YPL110C","S+Genus-Single"
"Q02981","YPL109C","S+Genus-Single"
"Q02983","YLR141W","S+Genus-Single"
"Q03010","YPL139C","S+Genus-Single"
"Q03012","YPL138C","S+Genus-Single"
"Q03016","YPL137C","S+Genus-Single"
"Q03018","YGR098C","S+Genus-Single"
"Q03020","YPL135W","S+Genus-Single"
"Q03034","YDR539W","S+Genus-Single"
"Q03036","YDR540C","S+Genus-Single"
"Q03048","YLL050C","S+Genus-Single"
"Q03049","YDR541C","S+Genus-Single"
"Q03063","YPL049C","S+Genus-Single"
"Q03071","YPL046C","S+Genus-Single"
"Q03079","YPL041C","S+Genus-Single"
"Q03080","YPL039W","S+Genus-Single"
"Q03083","YPL034W","S+Genus-Single"
"Q03085","YPL033C","S+Genus-Single"
"Q03088","YPL032C","S+Genus-Single"
"Q03096","YIL009C-A","S+Genus-Single"
"Q03102","YML131W","S+Genus-Single"
"Q03103","YML130C","S+Genus-Single"
"Q03104","YML128C","S+Genus-Single"
"Q03124","YML127W","S+Genus-Single"
"Q03125","YDR043C","S+Genus-Single"
"Q03144","YMR095C","S+Genus-Single"
"Q03148","YMR096W","S+Genus-Single"
"Q03151","YMR097C","S+Genus-Single"
"Q03153","YMR098C","S+Genus-Single"
"Q03161","YMR099C","S+Genus-Single"
"Q03162","YMR100W","S+Genus-Single"
"Q03175","YMR101C","S+Genus-Single"
"Q03177","YMR102C","S+Genus-Single"
"Q03193","YDR090C","S+Genus-Single"
"Q03195","YDR091C","S+Genus-Single"
"Q03201","YDR041W","S+Genus-Single"
"Q03205","YDR042C","S+Genus-Single"
"Q03207","YML122C","S+Genus-Single"
"Q03208","YML119W","S+Genus-Single"
"Q03210","YML118W","S+Genus-Single"
"Q03212","YMR171C","S+Genus-Single"
"Q03213","YMR172W","S+Genus-Single"
"Q03214","YMR176W","S+Genus-Single"
"Q03218","YMR177W","S+Genus-Single"
"Q03219","YMR178W","S+Genus-Single"
"Q03220","YMR180C","S+Genus-Single"
"Q03231","YMR181C","S+Genus-Single"
"Q03233","YMR184W","S+Genus-Single"
"Q03236","YMR187C","S+Genus-Single"
"Q03246","YMR188C","S+Genus-Single"
"Q03254","YMR277W","S+Genus-Single"
"Q03262","YMR278W","S+Genus-Single"
"Q03264","YMR285C","S+Genus-Single"
"Q03266","YMR289W","S+Genus-Single"
"Q03280","YDR457W","S+Genus-Single"
"Q03281","YDR458C","S+Genus-Single"
"Q03289","YDR459C","S+Genus-Single"
"Q03290","YDR460W","S+Genus-Single"
"Q03305","YDR465C","S+Genus-Single"
"Q03306","YDR466W","S+Genus-Single"
"Q03308","YPL045W","S+Genus-Single"
"Q03322","YDR468C","S+Genus-Single"
"Q03323","YDR469W","S+Genus-Single"
"Q03327","YDR470C","S+Genus-Single"
"Q03330","YGR252W","S+Genus-Single"
"Q03337","YDR472W","S+Genus-Single"
"Q03338","YDR473C","S+Genus-Single"
"Q03361","YDR475C","S+Genus-Single"
"Q03362","YDR476C","S+Genus-Single"
"Q03370","YDR479C","S+Genus-Single"
"Q03373","YDR480W","S+Genus-Single"
"Q03375","YDR482C","S+Genus-Single"
"Q03406","YDR489W","S+Genus-Single"
"Q03407","YDR490C","S+Genus-Single"
"Q03419","YDR492W","S+Genus-Single"
"Q03430","YDR494W","S+Genus-Single"
"Q03433","YML041C","S+Genus-Single"
"Q03435","YDL002C","S+Genus-Single"
"Q03441","YDL001W","S+Genus-Single"
"Q03446","YDR003W","S+Genus-Single"
"Q03455","YDR205W","S+Genus-Single"
"Q03465","YDL020C","S+Genus-Single"
"Q03466","YDR206W","S+Genus-Single"
"Q03480","YDR209C","S+Genus-Single"
"Q03482","YDR210W","S+Genus-Single"
"Q03496","YMR259C","S+Genus-Single"
"Q03497","YHL007C","S+Genus-Single"
"Q03503","YPR051W","S+Genus-Single"
"Q03508","YMR265C","S+Genus-Single"
"Q03516","YMR266W","S+Genus-Single"
"Q03525","YMR269W","S+Genus-Single"
"Q03529","YMR272C","S+Genus-Single"
"Q03532","YMR290C","S+Genus-Single"
"Q03533","YMR291W","S+Genus-Single"
"Q03554","YMR292W","S+Genus-Single"
"Q03557","YMR293C","S+Genus-Single"
"Q03579","YMR298W","S+Genus-Single"
"Q03630","YML077W","S+Genus-Single"
"Q03640","YML072C","S+Genus-Single"
"Q03648","YMR209C","S+Genus-Single"
"Q03653","YMR212C","S+Genus-Single"
"Q03655","YMR215W","S+Genus-Single"
"Q03656","YMR216C","S+Genus-Single"
"Q03660","YMR218C","S+Genus-Single"
"Q03661","YMR219W","S+Genus-Single"
"Q03667","YMR002W","S+Genus-Single"
"Q03673","YMR003W","S+Genus-Single"
"Q03677","YMR009W","S+Genus-Single"
"Q03687","YMR010W","S+Genus-Single"
"Q03690","YMR012W","S+Genus-Single"
"Q03691","YMR200W","S+Genus-Single"
"Q03694","YMR204C","S+Genus-Single"
"Q03695","YMR206W","S+Genus-Single"
"Q03697","YML038C","S+Genus-Single"
"Q03703","YML037C","S+Genus-Single"
