# Program:featureCounts v1.6.0; Command:"featureCounts" "-T" "8" "-s" "2" "-p" "-t" "CDS" "-g" "Name" "-a" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/CBS6556TD.gff" "-o" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KM_STAR_March2019.txt" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C1NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C2NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C3NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KCl2NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KCl3NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Kcl1NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std1NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std2NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std3NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH351NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH352NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH353NewGenome_STARAligned.out.bam" 
Geneid	Chr	Start	End	Strand	Length	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C1NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C2NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C3NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KCl2NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KCl3NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Kcl1NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std1NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std2NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std3NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH351NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH352NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH353NewGenome_STARAligned.out.bam
KMXK0A02040	ChrI	424102	425757	-	1656	2995	431	3046	3051	2920	3631	5509	4894	5149	3660	3393	5848
KMXK0A02050	ChrI	426799	428580	-	1782	515	151	773	600	539	695	820	916	1257	755	593	1024
KMXK0A02060	ChrI	429133	430218	+	1086	1120	47	1563	1635	1512	1581	1969	1972	2894	1931	1509	1954
KMXK0A02070	ChrI	430263	430583	-	321	783	171	791	1095	909	991	742	800	905	891	856	786
KMXK0A02080	ChrI	430853	431380	-	528	3381	600	3425	4158	3638	3786	2407	2625	3504	3077	2933	2518
KMXK0A02090	ChrI	431919	437801	+	5883	1610	127	1814	1556	1373	1431	1746	1924	1797	1648	1534	1817
KMXK0A02100	ChrI	438061	438426	+	366	3950	444	3973	6052	5522	6445	3838	4400	5085	4544	4564	3385
KMXK0A02110	ChrI	438785	439873	+	1089	1971	437	1849	1865	1918	2082	1405	1572	1542	1639	1803	1523
KMXK0A02120	ChrI	440046	441413	+	1368	3105	162	2011	1610	1528	1822	1569	1276	1252	1431	1567	1078
KMXK0A02130	ChrI	441726	443111	+	1386	1524	244	1114	1305	1343	1355	840	940	1182	1070	971	795
KMXK0A02140	ChrI	443167	444432	-	1266	286	33	268	225	213	233	213	194	222	201	209	269
KMXK0A02150	ChrI	444666	446666	+	2001	876	229	780	912	852	918	681	778	981	752	778	834
KMXK0A02160	ChrI	447007	448170	-	1164	6186	2370	6010	17054	12893	16853	8840	8483	15482	8256	9515	6263
KMXK0A02170	ChrI	448572	449174	+	603	2606	1080	2785	4656	3884	4043	2624	2722	3696	3199	3399	2671
KMXK0A02180	ChrI	450291	452069	+	1779	1457	530	1097	1320	1304	1622	2811	2386	3214	2288	1625	4116
KMXK0A02190	ChrI	452949	456842	+	3894	647	94	673	704	670	729	759	735	694	711	660	765
KMXK0A02200	ChrI	457433	458431	+	999	285	12	349	254	208	180	209	221	194	270	221	203
KMXK0A02210	ChrI	458591	459100	-	510	669	21	523	678	691	789	521	494	512	505	565	457
KMXK0A02220	ChrI	459816	461684	+	1869	1095	506	1054	1051	1141	1078	1097	1189	1461	921	880	983
KMXK0A02230	ChrI	462172	464253	+	2082	4010	217	3372	3303	2751	3068	3476	3042	3455	4346	4527	3835
KMXK0A02240	ChrI	464517	465002	-	486	1693	354	1390	1707	1687	1764	1241	1339	1570	1157	1169	1138
KMXK0A02250	ChrI	465247	466347	-	1101	440	150	419	488	604	558	476	477	525	446	360	743
KMXK0A02260	ChrI	466601	467302	+	702	170	77	152	143	127	155	90	114	139	177	144	422
KMXK0A02270	ChrI	468751	469668	+	918	7477	1637	10495	6622	5114	4451	7222	6938	10501	9506	8005	6924
KMXK0A02280	ChrI	470398	471039	+	642	5	0	25	6	11	1	6	3	12	0	0	2
KMXK0A02290	ChrI	471740	475423	+	3684	1568	75	1891	1704	1578	1851	2025	1965	1671	1612	1663	2492
KMXK0A02300	ChrI	475873	476496	-	624	2482	1029	2053	1605	1524	1718	1566	1606	1597	1913	2094	1902
KMXK0A02310	ChrI	477130	478401	-	1272	1378	66	790	426	366	397	462	499	407	702	629	424
KMXK0A02320	ChrI	480701	482293	+	1593	2713	75	1896	3066	2508	3435	2996	2616	2663	2598	2295	2827
KMXK0A02330	ChrI	482751	484325	+	1575	1418	78	1154	1569	1456	1568	1402	1271	1499	1303	1182	1291
KMXK0A02340	ChrI	484462	485964	-	1503	1307	461	1183	1087	959	950	818	778	1078	926	893	818
KMXK0A02350	ChrI	486260	488440	-	2181	2760	1033	2790	1525	1346	1497	1614	1664	1764	2145	2202	2308
KMXK0A02360	ChrI	488870	490600	-	1731	889	151	992	981	951	945	594	749	677	834	809	1029
KMXK0A02370	ChrI	491151	491639	+	489	630	44	476	578	462	527	356	394	585	604	471	556
KMXK0A02380	ChrI	491650	492459	-	810	184	11	167	207	189	171	129	173	178	185	145	266
KMXK0A02390	ChrI	492814	494391	+	1578	1499	141	1250	1835	1778	1699	1047	1389	1303	1422	1436	2140
KMXK0A02400	ChrI	494886	496574	+	1689	2007	350	1783	2167	1974	2245	1721	1759	1594	1829	1866	1760
KMXK0A02410	ChrI	496869	497567	-	699	45	59	76	85	153	16	17	13	48	12	6	14
KMXK0A02420	ChrI	498264	500078	-	1815	1327	95	1264	1939	1666	1689	1488	1465	1810	1435	1317	1259
KMXK0A02430	ChrI	500974	502167	-	1194	9	122	78	357	390	9	18	14	32	7	1	11
KMXK0A02440	ChrI	502709	503446	+	738	1152	663	1418	1160	1177	1322	1227	1599	1246	1072	984	1762
KMXK0A02450	ChrI	503846	505522	+	1677	2672	1753	2369	2310	2208	2267	1718	1715	1968	2003	2202	2093
KMXK0A02460	ChrI	505917	506375	-	459	3115	5023	4004	717	614	762	1526	1439	1633	1621	1185	1273
KMXK0A02470	ChrI	509060	510274	+	1215	1953	543	2145	3661	3768	6237	2488	3466	3060	2843	2504	2341
KMXK0A02480	ChrI	510696	511271	+	576	385	164	408	320	306	299	188	465	285	302	286	512
KMXK0A02490	ChrI	511511	514918	+	3408	908	42	723	742	758	879	763	899	762	852	833	763
KMXK0A02500	ChrI	514894	516168	-	1275	799	53	786	696	626	682	630	713	901	703	640	743
KMXK0A02510	ChrI	516417	517244	+	828	918	95	886	952	822	1047	895	968	877	849	874	926
KMXK0A02520	ChrI	517460	518137	-	678	3943	420	3434	3589	3283	3298	3129	3450	3485	4068	3680	3361
KMXK0A02530	ChrI	518997	519971	+	975	613	27	669	608	593	578	413	447	407	505	477	494
KMXK0A02540	ChrI	520108	521268	-	1161	3125	635	2750	3674	3557	3502	2635	2607	3191	3327	3116	3036
KMXK0A02550	ChrI	522040	523056	+	1017	1660	448	1464	2920	2448	2291	1957	2363	2678	2393	1926	2141
KMXK0A02560	ChrI	523500	524471	+	972	639	132	652	627	601	594	519	564	713	608	598	522
KMXK0A02570	ChrI	525005	527761	+	2757	1147	397	1142	771	819	894	841	1021	846	967	1055	929
KMXK0A02580	ChrI	528029	528952	-	924	1033	33	1207	1326	1307	1450	1061	1203	1222	1083	1125	1144
KMXK0A02590	ChrI	530141	531115	+	975	555	117	502	766	750	855	516	614	657	551	535	427
KMXK0A02600	ChrI	531814	534687	+	2874	1203	308	1163	1466	1315	1378	1264	1382	1251	1345	1290	1291
KMXK0A02610	ChrI	534941	535261	+	321	348	251	419	338	317	309	227	363	324	282	263	426
KMXK0A02620	ChrI	535802	536947	+	1146	3284	1588	6259	4217	4468	3251	3671	4942	5166	4992	5058	4572
KMXK0A02630	ChrI	537595	539169	+	1575	1124	166	857	1166	1037	1122	848	922	1083	941	831	824
KMXK0A02640	ChrI	539536	541728	+	2193	1472	172	1340	1641	1372	1376	1420	1284	1577	1568	1543	1580
KMXK0A02650	ChrI	541897	543381	-	1485	1717	163	1041	2151	1768	1990	1430	1438	1901	1540	1392	1369
KMXK0A02660	ChrI	543769	545217	+	1449	3464	342	2682	4152	4400	4887	3259	3618	3385	2875	2957	3002
KMXK0A02670	ChrI	545436	547037	-	1602	3518	414	3112	3223	2947	3393	3501	3421	3025	4063	4106	5039
KMXK0A02680	ChrI	547361	547939	+	579	1034	79	759	1427	1105	1121	1026	1013	1177	1133	1007	1099
KMXK0A02690	ChrI	548090	548317	-	228	144	19	129	138	103	151	91	93	141	112	115	96
KMXK0A02700	ChrI	548642	553315	+	4674	987	158	998	1150	1026	1260	1172	1246	1165	1127	1090	1155
KMXK0A02710	ChrI	553639	554814	+	1176	372	25	476	506	438	446	455	510	623	497	402	484
KMXK0A02720	ChrI	555093	556202	+	1110	221	49	147	128	151	137	103	111	150	135	178	101
KMXK0A02730	ChrI	556421	557170	-	750	889	115	809	822	729	774	657	870	858	701	629	877
KMXK0A02740	ChrI	557436	557885	-	450	1080	119	944	1290	1063	1082	1110	995	1627	1188	1018	1022
KMXK0A02750	ChrI	558146	559477	-	1332	1233	123	1082	808	873	1002	735	792	959	815	677	727
KMXK0A02760	ChrI	559674	560435	-	762	655	93	621	551	554	561	381	421	478	528	426	526
KMXK0A02770	ChrI	560693	561574	+	882	310	89	321	376	370	400	330	330	349	309	291	355
KMXK0A02780	ChrI	562244	562363	-	120	6532	8473	5276	6759	6776	6899	6300	7068	5460	7750	7297	7898
KMXK0A02790	ChrI	563181	563741	+	561	8	0	12	8	14	14	17	3	10	9	5	4
KMXK0A02800	ChrI	564088	565041	+	954	1285	63	983	2575	2136	2588	2179	1913	1819	1981	1891	1829
KMXK0A02810	ChrI	565694	567622	+	1929	480	111	522	422	386	411	418	396	450	561	479	643
KMXK0A02820	ChrI	568538	569479	+	942	4045	7617	5586	6726	6529	6990	3892	4767	5304	5128	4482	4047
KMXK0A02830	ChrI	569833	570405	-	573	1423	454	1375	810	712	762	659	961	773	1225	1158	1452
KMXK0A02840	ChrI	571130	572632	+	1503	853	35	963	1700	1334	1319	966	1102	1194	1051	960	992
KMXK0A02850	ChrI	573229	574971	+	1743	3918	2416	3670	3842	3661	3912	3841	4022	3965	4586	4308	4813
KMXK0A02860	ChrI	576438	577472	+	1035	206	7	229	229	244	228	194	200	188	225	205	155
KMXK0A02870	ChrI	577524	577799	-	276	91	13	96	98	113	125	104	91	64	82	111	86
KMXK0A02880	ChrI	578168	578410	+	243	365	59	364	549	514	504	399	537	484	445	442	472
KMXK0A02890	ChrI	579140	579736	+	597	3392	1929	2508	2824	2389	2256	1694	2158	2457	2876	2532	3210
KMXK0A02900	ChrI	580361	582514	+	2154	3487	689	3923	3296	2704	3379	2594	3528	2623	4034	4192	4745
KMXK0A02910	ChrI	583516	586455	+	2940	1555	497	1405	2127	2042	2268	1877	2010	1927	1879	1758	1787
KMXK0A02920	ChrI	587650	589338	-	1689	46839	151763	12453	10812	10281	31657	5948	8547	8572	7069	8418	4485
KMXK0A02930	ChrI	591509	593209	-	1701	3023	6	70	41	173	37	906	519	710	248	141	345
KMXK0A02940	ChrI	594849	596501	-	1653	85	30	157	189	672	87	2123	1827	2827	625	391	941
KMXK0A02950	ChrI	598261	599997	-	1737	155	263	292	296	1218	160	4597	3992	5656	1090	620	1407
KMXK0A02960	ChrI	601691	603361	-	1671	1042	58	2064	1520	7441	896	29989	27010	43136	6945	3612	9877
KMXK0A02970	ChrI	605342	608695	-	3354	400	75	386	373	341	351	328	303	408	359	278	286
KMXK0A02980	ChrI	609018	609839	-	822	825	455	895	650	529	568	363	806	620	595	540	1054
KMXK0A02990	ChrI	610663	611352	+	690	352	75	391	355	368	388	301	292	330	326	325	332
KMXK0A03000	ChrI	611346	612890	+	1545	1819	845	1963	2213	1768	1723	1205	1160	1931	1556	1362	1274
KMXK0A03010	ChrI	613118	614368	-	1251	14673	3813	20697	16945	17871	17835	13022	15859	13701	15740	14985	13724
KMXK0A03020	ChrI	615110	616945	+	1836	608	276	606	420	319	388	339	431	540	512	431	469
KMXK0A03030	ChrI	617373	617906	+	534	2645	757	2691	3074	2611	2829	1955	2412	2533	3361	3027	3348
KMXK0A03040	ChrI	618221	619426	+	1206	735	21	633	609	645	704	574	768	689	714	632	1197
KMXK0A03050	ChrI	619886	621907	+	2022	1537	478	1281	1532	1570	1652	1048	1164	1384	1001	975	909
KMXK0A03060	ChrI	621975	623279	-	1305	1183	369	1146	1045	980	1126	857	1235	993	880	940	1191
KMXK0A03070	ChrI	624352	626610	+	2259	1331	402	1532	1538	1490	1589	1354	1607	1426	1246	1302	1365
KMXK0A03080	ChrI	626656	629688	-	3033	1288	1438	1386	1214	1163	1374	1173	1482	1214	1199	1187	1673
KMXK0A03090	ChrI	630496	632271	+	1776	532	3808	725	696	661	597	601	973	720	444	408	553
KMXK0A03100	ChrI	632947	634383	+	1437	1533	80	2018	1932	1765	1839	1717	1579	1726	1538	1522	1668
KMXK0A03110	ChrI	634728	635195	-	468	1553	190	1227	1941	1743	2055	1466	1365	1515	1470	1395	1390
KMXK0A03120	ChrI	636696	638735	+	2040	1935	361	2242	1976	1614	1472	1816	1773	1525	2224	2174	1895
KMXK0A03130	ChrI	638944	640038	-	1095	803	66	704	678	622	699	567	525	543	538	581	613
KMXK0A03140	ChrI	640389	641585	+	1197	403	94	470	251	235	247	209	247	238	283	268	508
KMXK0A03150	ChrI	641638	642057	-	420	278	12	213	196	171	144	179	189	197	229	198	201
KMXK0A03160	ChrI	642759	644138	+	1380	2929	292	2726	2514	2549	3184	2863	3033	2525	2578	2831	2884
KMXK0A03170	ChrI	644545	646260	-	1716	210	46	680	824	849	151	166	175	210	187	199	201
KMXK0A03180	ChrI	646882	647940	-	1059	2488	69	3294	3878	3999	3990	2997	3394	7333	3778	2376	4040
KMXK0A03190	ChrI	649035	649571	+	537	89	43	149	3621	4792	1801	69	93	227	91	66	48
KMXK0A03200	ChrI	650865	651293	+	429	6455	1178	6558	9067	8235	10763	7912	10163	7516	7445	7864	10029
KMXK0A03210	ChrI	651694	652416	-	723	926	25	1434	1450	1354	1106	2577	2333	3222	3449	2255	3053
KMXK0A03220	ChrI	653163	654980	+	1818	324	46	746	2856	5332	2140	1127	614	1427	966	488	1386
KMXK0A03230	ChrI	656699	658369	+	1671	39310	220641	98472	76591	103853	36291	176266	229230	187425	166942	119933	210720
KMXK0A03240	ChrI	658928	659617	+	690	480	90	282	610	514	640	719	575	795	639	530	690
KMXK0A03250	ChrI	660654	661742	+	1089	4806	816	13755	1000	521	1651	2995	4780	1014	3321	4493	1235
KMXK0A03260	ChrI	662053	663972	-	1920	1223	606	1185	730	729	709	770	711	841	805	762	676
KMXK0A03270	ChrI	664246	665445	-	1200	9182	2699	7789	12537	11086	9713	8029	8308	9901	8892	8743	10461
KMXK0A03280	ChrI	666042	666737	+	696	436	271	522	352	291	230	382	277	499	449	384	869
KMXK0A03290	ChrI	666782	667621	-	840	1693	199	1657	2250	1879	2127	1687	1557	2226	2215	1975	2128
KMXK0A03300	ChrI	667900	669369	+	1470	913	189	775	797	812	790	522	538	652	632	673	558
KMXK0A03310	ChrI	669774	671255	-	1482	1559	635	1476	3736	3575	3585	1550	1895	2572	1752	1557	1874
KMXK0A03320	ChrI	671876	672682	+	807	681	227	954	1353	1081	1192	558	780	801	681	725	854
KMXK0A03330	ChrI	672727	674508	-	1782	650	192	653	481	443	442	486	486	603	628	508	849
KMXK0A03340	ChrI	675024	675725	+	702	2840	301	2865	3955	3420	3044	2233	2047	3152	2957	2449	2619
KMXK0A03350	ChrI	676177	678303	+	2127	2253	379	2095	1796	1738	1696	1450	1687	1489	1578	1577	2601
KMXK0A03360	ChrI	678783	680312	+	1530	1671	306	2024	1546	1565	1682	1660	1831	1418	1421	1315	2058
KMXK0A03370	ChrI	680707	681855	+	1149	256	23	220	193	202	255	206	202	219	177	169	208
KMXK0A03380	ChrI	682315	684453	+	2139	2426	284	2430	3439	2877	3288	2764	3206	3336	2877	2790	3640
KMXK0A03390	ChrI	684558	685085	-	528	1568	92	1197	1798	1476	1364	950	991	1490	1300	1101	1054
KMXK0A03400	ChrI	685664	688831	+	3168	1927	448	1923	2423	2198	2381	2034	1710	2351	1962	1875	2011
KMXK0A03410	ChrI	688906	689364	-	459	997	232	961	830	950	907	847	855	938	812	805	710
KMXK0A03420	ChrI	689676	691298	-	1623	23494	11838	25870	25755	21160	22091	18060	17961	20845	23566	22407	19483
KMXK0A03430	ChrI	692404	694065	+	1662	3030	532	2765	2770	2674	2475	2356	2077	2559	2700	2407	2557
KMXK0A03440	ChrI	694525	695091	+	567	7347	1819	5432	4442	3673	4125	4358	3748	4174	7618	8504	6019
KMXK0A03450	ChrI	695714	696409	+	696	268	40	242	259	187	226	189	392	231	265	238	610
KMXK0A03460	ChrI	696456	702332	-	5877	1092	78	1308	1208	1155	1157	1309	1276	1257	1097	1069	994
KMXK0A03470	ChrI	702608	703711	-	1104	500	16	471	468	467	395	322	308	381	333	312	295
KMXK0A03480	ChrI	703994	705391	+	1398	1547	204	1397	1568	1729	1562	1109	1135	1285	1107	1156	997
KMXK0A03490	ChrI	705550	709701	-	4152	4052	4112	4266	4523	4253	4277	4550	4663	5364	5122	4970	4178
KMXK0A03500	ChrI	710344	710742	-	399	538	113	496	431	421	383	383	363	396	441	352	430
KMXK0A03510	ChrI	711392	712009	+	618	571	1220	431	538	378	361	297	309	329	387	365	370
KMXK0A03520	ChrI	712416	713153	+	738	593	144	790	765	667	732	1069	1226	1481	860	636	1228
KMXK0A03530	ChrI	713435	715144	-	1710	3663	38364	9269	10796	11687	7091	7957	13215	10641	13563	11805	12537
KMXK0A03540	ChrI	715905	718058	-	2154	682	377	1091	818	467	616	1503	935	1613	1390	1508	1205
KMXK0A03550	ChrI	718956	720491	+	1536	781	1296	893	786	792	946	828	1516	888	951	901	2187
KMXK0A03560	ChrI	721154	723415	+	2262	2531	629	2556	2942	2898	2870	2647	3013	2658	2390	2423	2496
KMXK0A03570	ChrI	723793	724587	+	795	503	79	582	708	608	769	592	590	629	479	495	499
KMXK0A03580	ChrI	724641	725888	-	1248	944	349	1044	1212	1093	1095	726	850	975	911	1012	736
KMXK0A03590	ChrI	726889	729396	+	2508	990	42	1052	1158	984	1206	966	986	964	937	931	1031
KMXK0A03600	ChrI	729473	732352	-	2880	1119	599	1127	782	766	853	791	823	1015	852	834	902
KMXK0A03610	ChrI	732624	734519	+	1896	1815	181	1591	1868	1866	1633	1471	1360	1539	1505	1494	1427
KMXK0A03620	ChrI	734640	735527	-	888	529	351	659	500	487	537	371	522	492	369	356	499
KMXK0A03630	ChrI	736314	740822	+	4509	1584	255	1463	1360	1353	1412	1466	1400	1467	1385	1170	1390
KMXK0A03640	ChrI	741032	742558	-	1527	4907	29452	17500	29064	28134	1318	944	2053	2005	486	412	831
KMXK0A03650	ChrI	743794	746931	+	3138	715	1323	1100	921	799	657	549	576	784	497	517	502
KMXK0A03660	ChrI	747276	748049	+	774	48	31	119	27	29	20	24	21	28	27	15	45
KMXK0A03670	ChrI	748309	749421	+	1113	577	115	488	422	436	306	320	359	467	351	315	267
KMXK0A03680	ChrI	749662	751755	-	2094	174	210	252	477	335	397	882	364	2506	476	237	649
KMXK0A03690	ChrI	752060	753538	-	1479	10193	1513	16546	17640	18033	17061	10831	14050	10416	15350	13895	13573
KMXK0A03700	ChrI	757190	759301	-	2112	454	39	623	725	628	529	518	389	727	517	446	643
KMXK0A03710	ChrI	759465	760157	-	693	957	111	880	1208	1212	1103	812	754	864	931	735	748
KMXK0A03720	ChrI	761322	763298	-	1977	1220	360	1318	1727	1669	1397	1257	1097	1731	1476	1174	1278
KMXK0A03730	ChrI	763534	764808	-	1275	421	22	409	291	305	287	261	255	419	304	245	230
KMXK0A03740	ChrI	764961	765425	-	465	403	52	384	566	567	503	319	350	472	438	420	379
KMXK0A03750	ChrI	765795	767108	-	1314	16417	2099	22271	16489	16460	19561	13790	18511	13332	14372	15220	15560
KMXK0A03760	ChrI	768300	770633	-	2334	550	134	519	460	433	441	526	442	464	558	488	768
KMXK0A03770	ChrI	771270	774875	+	3606	1824	1671	1798	833	939	960	1573	1351	1569	1318	1162	2586
KMXK0A03780	ChrI	775366	777816	-	2451	2714	898	2392	3534	3301	3476	2429	2814	2749	2558	2558	2725
KMXK0A03790	ChrI	779426	780637	+	1212	1870	142	3734	4814	4580	6436	3301	5582	7891	3689	2156	2537
KMXK0A03800	ChrI	782382	785081	-	2700	22437	383	17358	29934	31170	41830	40021	34798	25500	39536	41454	54524
KMXK0A03810	ChrI	789355	790236	-	882	506	505	547	837	626	582	660	550	878	625	450	565
KMXK0A03820	ChrI	791280	795104	+	3825	2620	4204	3030	1820	1700	1855	2290	2258	2232	2611	2700	3480
KMXK0A03830	ChrI	795417	796187	-	771	714	35	636	912	830	838	693	673	874	684	663	614
KMXK0A03840	ChrI	796523	797809	-	1287	601	89	670	947	894	865	578	545	733	626	572	584
KMXK0A03850	ChrI	798296	800161	+	1866	3761	331	4172	4625	3960	3787	3431	3436	3945	4497	4253	4111
KMXK0A03860	ChrI	800393	802135	-	1743	628	241	551	627	625	643	614	740	807	611	550	512
KMXK0A03870	ChrI	802470	803840	-	1371	768	32	641	695	684	687	517	498	622	592	543	508
KMXK0A03880	ChrI	804486	805136	+	651	2854	127	2381	2859	2904	2798	2536	2575	2690	2713	2773	2692
KMXK0A03890	ChrI	805231	807269	-	2039	2549	653	2302	2860	2462	2683	2183	2312	2830	2370	2067	2211
KMXK0A03900	ChrI	807303	810767	-	3465	1020	93	913	1230	1170	1308	1242	1290	1209	1201	1218	1376
KMXK0A03910	ChrI	811322	812059	+	738	2035	661	1747	2363	2282	2192	1666	1905	1984	2048	1822	1709
KMXK0A03920	ChrI	812408	813415	+	1008	36	18	82	121	132	19	21	21	22	19	10	17
KMXK0A03930	ChrI	814438	815613	-	1176	1120	193	1024	1443	1271	1348	948	904	1054	889	972	774
KMXK0A03940	ChrI	815998	816546	-	549	833	190	845	663	619	798	711	792	726	762	798	745
KMXK0A03950	ChrI	817291	818031	+	741	363	216	364	35	30	18	44	117	104	171	156	78
KMXK0A03960	ChrI	818146	819771	-	1626	1120	254	1023	965	960	1037	767	812	708	693	764	686
KMXK0A03970	ChrI	820666	821637	-	972	186	6	138	223	193	193	99	137	107	122	95	176
KMXK0A03980	ChrI	822809	823918	-	1110	984	42	774	919	816	878	758	867	553	776	681	1000
KMXK0A03990	ChrI	824298	825320	+	1023	146	1	125	162	100	153	133	140	113	113	111	160
KMXK0A04000	ChrI	825564	827597	-	2034	2544	187	2344	2932	3065	3412	3237	3207	3017	2912	2983	3835
KMXK0A04010	ChrI	827935	829593	+	1659	3328	183	3254	4331	4262	4781	4316	4149	4054	3950	3844	4745
KMXK0A04020	ChrI	830084	831472	+	1389	2516	45	1839	3153	3105	3301	2729	3441	2446	2461	2393	3136
KMXK0A04030	ChrI	831646	832806	-	1161	6422	3183	6870	5643	5613	5475	3708	4392	4767	5728	5643	5060
KMXK0A04040	ChrI	833803	835008	+	1206	3641	454	3018	3485	3328	3616	3599	3486	3658	3489	3302	4521
KMXK0A04050	ChrI	835483	838260	-	2778	1437	246	1965	250	257	216	206	337	301	243	230	235
KMXK0A04060	ChrI	839040	841103	-	2064	3164	256	3005	4432	4565	4019	2644	2417	2818	2592	2288	2377
KMXK0A04070	ChrI	842187	842783	-	597	532	100	334	692	643	603	420	434	514	507	439	682
KMXK0A04080	ChrI	843213	844163	+	951	8449	3600	4785	10742	9053	9803	6668	6116	7588	8658	8229	7342
KMXK0A04090	ChrI	844503	844997	+	495	214	116	122	217	162	217	170	179	171	185	223	207
KMXK0A04100	ChrI	845520	846914	+	1395	33132	5800	1941	1352	1282	6939	1813	1601	1921	1531	1229	1698
KMXK0A04110	ChrI	847719	848645	+	927	577	35	700	1267	1186	990	1213	995	2587	1346	1037	1043
KMXK0A04120	ChrI	848636	852517	-	3882	735	188	625	963	910	997	844	831	977	828	808	1314
KMXK0A04130	ChrI	853794	854951	+	1158	11019	2021	6525	11928	12481	12222	7827	7647	10660	8007	7003	8752
KMXK0A04140	ChrI	855539	857110	-	1572	4618	427	6579	965	1168	761	2075	2074	2374	3529	3110	3075
KMXK0A04150	ChrI	857718	859586	-	1869	951	224	788	1254	1149	1097	1078	930	1062	1143	1188	1290
KMXK0A04160	ChrI	859995	861854	+	1860	570	195	609	882	806	893	633	720	687	597	596	603
KMXK0A04170	ChrI	861923	863623	-	1701	1179	1505	1217	1130	1092	1295	1283	1223	1512	1030	1047	792
KMXK0A04180	ChrI	863889	865526	-	1638	1424	254	1493	1078	1062	1203	1089	1083	1253	1187	984	1310
KMXK0A04190	ChrI	866369	867346	+	978	1984	90	2642	2794	2690	2305	1660	1870	1538	1934	1730	2423
KMXK0A04200	ChrI	867558	868586	-	1029	719	243	857	805	691	891	539	1149	617	677	665	1311
KMXK0A04210	ChrI	869102	872455	+	3354	2295	271	1965	3141	2775	3139	2452	2497	2328	2344	2148	2843
KMXK0A04220	ChrI	872511	872879	-	369	631	24	607	610	566	467	400	415	470	562	449	455
KMXK0A04230	ChrI	873402	875348	+	1947	317	7	247	356	322	285	284	278	291	340	296	470
KMXK0A04240	ChrI	875455	876369	-	915	669	22	610	764	553	772	803	777	693	639	616	757
KMXK0A04250	ChrI	876832	877821	+	990	819	102	667	870	816	737	623	637	856	723	656	596
KMXK0A04260	ChrI	877862	880745	-	2884	2693	201	2718	3356	3149	3518	2593	2541	2914	2333	2484	2577
KMXK0A04270	ChrI	881146	881628	+	483	202	73	154	208	174	155	133	147	246	170	158	170
KMXK0A04280	ChrI	881821	882414	-	594	1444	298	1110	1659	1573	1661	1134	1267	1335	1105	1172	1067
