"","protein","Gene","orthogroup"
"2705","P42946","YJL108C","S+KZC"
"2706","P42948","YJL105W","S+KZC"
"2707","P42949","YJL104W","S+KZC"
"2708","P42950","YJL103C","S+KZC"
"2709","P42951","YJL100W","S+KZC"
"2710","P43122","YDL104C","S+KZC"
"2711","P43123","YDL103C","S+KZC"
"2712","P43124","YDL105W","S+KZC"
"2713","P43132","YLR015W","S+KZC"
"2714","P43321","YLR147C","S+KZC"
"2715","P43534","YFL058W","S+KZC"
"2716","P43535","YFR009W","S+KZC"
"2717","P43544","YFL060C","S+KZC"
"2718","P43545","YFL059W","S+KZC"
"2719","P43548","YFL055W","S+KZC"
"2720","P43551","YFL052W","S+KZC"
"2721","P43552","YFL051C","S+KZC"
"2722","P43553","YFL050C","S+KZC"
"2723","P43554","YFL049W","S+KZC"
"2724","P43555","YFL048C","S+KZC"
"2725","P43556","YFL047W","S+KZC"
"2726","P43557","YFL046W","S+KZC"
"2727","P43558","YFL044C","S+KZC"
"2728","P43560","YFL042C","S+KZC"
"2729","P43561","YFL041W","S+KZC"
"2730","P43562","YFL040W","S+KZC"
"2731","P43563","YFL034C-B","S+KZC"
"2732","P43564","YFL034W","S+KZC"
"2733","P43565","YFL033C","S+KZC"
"2734","P43567","YFL030W","S+KZC"
"2735","P43568","YFL029C","S+KZC"
"2736","P43569","YFL028C","S+KZC"
"2737","P43570","YFL027C","S+KZC"
"2738","P43571","YFL025C","S+KZC"
"2739","P43572","YFL024C","S+KZC"
"2740","P43573","YFL023W","S+KZC"
"2741","P43575","YFL020C","S+KZC"
"2742","P43577","YFL017C","S+KZC"
"2743","P43579","YFL013C","S+KZC"
"2744","P43581","YFL011W","S+KZC"
"2745","P43582","YFL010C","S+KZC"
"2746","P43583","YFL007W","S+KZC"
"2747","P43585","YFL004W","S+KZC"
"2748","P43586","YFR001W","S+KZC"
"2749","P43587","YFR003C","S+KZC"
"2750","P43588","YFR004W","S+KZC"
"2751","P43589","YFR005C","S+KZC"
"2752","P43590","YFR006W","S+KZC"
"2753","P43591","YFR007W","S+KZC"
"2754","P43592","YFR008W","S+KZC"
"2755","P43593","YFR010W","S+KZC"
"2756","P43594","YFR011C","S+KZC"
"2757","P43596","YFR013W","S+KZC"
"2758","P43597","YFR016C","S+KZC"
"2759","P43598","YFR017C","S+KZC"
"2760","P43599","YFR018C","S+KZC"
"2761","P43601","YFR021W","S+KZC"
"2762","P43603","YFR024C-A","S+KZC"
"2763","P43605","YFR027W","S+KZC"
"2764","P43606","YFR029W","S+KZC"
"2765","P43607","YFR032C","S+KZC"
"2766","P43609","YFR037C","S+KZC"
"2767","P43610","YFR038W","S+KZC"
"2768","P43611","YFR039C","S+KZC"
"2769","P43612","YFR040W","S+KZC"
"2770","P43613","YFR041C","S+KZC"
"2771","P43614","YFR042W","S+KZC"
"2772","P43615","YFR043C","S+KZC"
"2773","P43616","YFR044C","S+KZC"
"2774","P43617","YFR045W","S+KZC"
"2775","P43618","YFR046C","S+KZC"
"2776","P43619","YFR047C","S+KZC"
"2777","P43620","YFR048W","S+KZC"
"2778","P43621","YFR051C","S+KZC"
"2779","P43633","YGL021W","S+KZC"
"2780","P43634","YLR098C","S+KZC"
"2781","P43635","YPR001W","S+KZC"
"2782","P43636","YGL065C","S+KZC"
"2783","P43638","YJL042W","S+KZC"
"2784","P43639","YGL019W","S+KZC"
"2785","P43682","YKL006C-A","S+KZC"
"2786","P45818","YGL171W","S+KZC"
"2787","P45819","YGL170C","S+KZC"
"2788","P45976","YJR093C","S+KZC"
"2789","P45978","YPR129W","S+KZC"
"2790","P46151","YPL023C","S+KZC"
"2791","P46367","YOR374W","S+KZC"
"2792","P46654","YLR048W","S+KZC"
"2793","P46655","YGL245W","S+KZC"
"2794","P46669","YOR340C","S+KZC"
"2795","P46670","YPL241C","S+KZC"
"2796","P46671","YMR052W","S+KZC"
"2797","P46672","YGL105W","S+KZC"
"2798","P46673","YJR042W","S+KZC"
"2799","P46674","YDR159W","S+KZC"
"2800","P46675","YLR045C","S+KZC"
"2801","P46676","YDR310C","S+KZC"
"2802","P46677","YGR274C","S+KZC"
"2803","P46678","YNL039W","S+KZC"
"2804","P46679","YMR053C","S+KZC"
"2805","P46680","YMR092C","S+KZC"
"2806","P46681","YDL178W","S+KZC"
"2807","P46682","YGR261C","S+KZC"
"2808","P46683","YPL239W","S+KZC"
"2809","P46784","YMR230W","S+KZC"
"2810","P46943","YLR289W","S+KZC"
"2811","P46944","YDR108W","S+KZC"
"2812","P46945","YGL176C","S+KZC"
"2813","P46946","YGL175C","S+KZC"
"2814","P46947","YGL174W","S+KZC"
"2815","P46948","YGR195W","S+KZC"
"2816","P46949","YGR196C","S+KZC"
"2817","P46950","YGR197C","S+KZC"
"2818","P46951","YGR198W","S+KZC"
"2819","P46954","YJL089W","S+KZC"
"2820","P46955","YJL116C","S+KZC"
"2821","P46956","YJL117W","S+KZC"
"2822","P46957","YJR006W","S+KZC"
"2823","P46958","YJL146W","S+KZC"
"2824","P46959","YJL125C","S+KZC"
"2825","P46961","YPL076W","S+KZC"
"2826","P46962","YJL006C","S+KZC"
"2827","P46963","YML112W","S+KZC"
"2828","P46964","YOR103C","S+KZC"
"2829","P46965","YJR010C-A","S+KZC"
"2830","P46969","YJL121C","S+KZC"
"2831","P46970","YJR132W","S+KZC"
"2832","P46971","YJR143C","S+KZC"
"2833","P46972","YMR035W","S+KZC"
"2834","P46973","YJR055W","S+KZC"
"2835","P46982","YJL186W","S+KZC"
"2836","P46983","YJL185C","S+KZC"
"2837","P46984","YJL184W","S+KZC"
"2838","P46985","YJL183W","S+KZC"
"2839","P46988","YJL179W","S+KZC"
"2840","P46989","YJL178C","S+KZC"
"2841","P46990","YJL177W","S+KZC"
"2842","P46992","YJL171C","S+KZC"
"2843","P46993","YJL170C","S+KZC"
"2844","P46995","YJL168C","S+KZC"
"2845","P46996","YJL163C","S+KZC"
"2846","P46997","YJL162C","S+KZC"
"2847","P46998","YJL161W","S+KZC"
"2848","P46999","YJL160C","S+KZC"
"2849","P47001","YJL158C","S+KZC"
"2850","P47002","YJL156C","S+KZC"
"2851","P47005","YJL149W","S+KZC"
"2852","P47006","YJL148W","S+KZC"
"2853","P47007","YJL147C","S+KZC"
"2854","P47008","YJL145W","S+KZC"
"2855","P47011","YJL137C","S+KZC"
"2856","P47013","YJL134W","S+KZC"
"2857","P47014","YJL132W","S+KZC"
"2858","P47015","YJL131C","S+KZC"
"2859","P47016","YJL126W","S+KZC"
"2860","P47017","YJL124C","S+KZC"
"2861","P47018","YJL123C","S+KZC"
"2862","P47019","YJL122W","S+KZC"
"2863","P47025","YJL112W","S+KZC"
"2864","P47026","YJL091C","S+KZC"
"2865","P47027","YJL090C","S+KZC"
"2866","P47029","YJL084C","S+KZC"
"2867","P47030","YJL083W","S+KZC"
"2868","P47031","YJL082W","S+KZC"
"2869","P47032","YJL079C","S+KZC"
"2870","P47035","YJL076W","S+KZC"
"2871","P47037","YJL074C","S+KZC"
"2872","P47039","YJL060W","S+KZC"
"2873","P47040","YJL059W","S+KZC"
"2874","P47041","YJL058C","S+KZC"
"2875","P47042","YJL057C","S+KZC"
"2876","P47043","YJL056C","S+KZC"
"2877","P47044","YJL055W","S+KZC"
"2878","P47045","YJL054W","S+KZC"
"2879","P47046","YJL051W","S+KZC"
"2880","P47047","YJL050W","S+KZC"
"2881","P47048","YJL049W","S+KZC"
"2882","P47050","YJL047C","S+KZC"
"2883","P47051","YJL046W","S+KZC"
"2884","P47052","YJL045W","S+KZC"
"2885","P47053","YJL043W","S+KZC"
"2886","P47054","YJL039C","S+KZC"
"2887","P47057","YJL036W","S+KZC"
"2888","P47058","YJL035C","S+KZC"
"2889","P47061","YJL029C","S+KZC"
"2890","P47064","YJL024C","S+KZC"
"2891","P47065","YJL023C","S+KZC"
"2892","P47068","YJL020C","S+KZC"
"2893","P47069","YJL019W","S+KZC"
"2894","P47072","YJL016W","S+KZC"
"2895","P47074","YJL013C","S+KZC"
"2896","P47075","YJL012C","S+KZC"
"2897","P47076","YJL011C","S+KZC"
"2898","P47077","YJL010C","S+KZC"
"2899","P47079","YJL008C","S+KZC"
"2900","P47081","YJL003W","S+KZC"
"2901","P47082","YJR001W","S+KZC"
"2902","P47083","YJR002W","S+KZC"
"2903","P47084","YJR003C","S+KZC"
"2904","P47085","YJR008W","S+KZC"
"2905","P47086","YJR011C","S+KZC"
"2906","P47087","YJR012C","S+KZC"
"2907","P47088","YJR013W","S+KZC"
"2908","P47089","YJR014W","S+KZC"
"2909","P47090","YJR015W","S+KZC"
"2910","P47093","YJR022W","S+KZC"
"2911","P47095","YJR024C","S+KZC"
"2912","P47096","YJR025C","S+KZC"
"2913","P47098","YJR027W","S+KZC"
"2914","P47100","YJR029W","S+KZC"
"2915","P47101","YJR030C","S+KZC"
"2916","P47103","YJR032W","S+KZC"
"2917","P47104","YJR033C","S+KZC"
"2918","P47107","YJR039W","S+KZC"
"2919","P47108","YJR041C","S+KZC"
"2920","P47110","YJR043C","S+KZC"
"2921","P47111","YJR044C","S+KZC"
"2922","P47112","YJR046W","S+KZC"
"2923","P47113","YJR053W","S+KZC"
"2924","P47114","YJR054W","S+KZC"
"2925","P47115","YJR056C","S+KZC"
"2926","P47116","YJR059W","S+KZC"
"2927","P47117","YJR065C","S+KZC"
"2928","P47118","YJR067C","S+KZC"
"2929","P47119","YJR069C","S+KZC"
"2930","P47120","YJR070C","S+KZC"
"2931","P47122","YJR072C","S+KZC"
"2932","P47123","YJR074W","S+KZC"
"2933","P47124","YJR075W","S+KZC"
"2934","P47125","YJR078W","S+KZC"
"2935","P47127","YJR080C","S+KZC"
"2936","P47128","YJR082C","S+KZC"
"2937","P47129","YJR083C","S+KZC"
"2938","P47130","YJR084W","S+KZC"
"2939","P47131","YJR085C","S+KZC"
"2940","P47133","YJR088C","S+KZC"
"2941","P47134","YJR089W","S+KZC"
"2942","P47135","YJR091C","S+KZC"
"2943","P47136","YJR092W","S+KZC"
"2944","P47137","YJR096W","S+KZC"
"2945","P47138","YJR097W","S+KZC"
"2946","P47139","YJR098C","S+KZC"
"2947","P47140","YJR100C","S+KZC"
"2948","P47141","YJR101W","S+KZC"
"2949","P47142","YJR102C","S+KZC"
"2950","P47143","YJR105W","S+KZC"
"2951","P47144","YJR106W","S+KZC"
"2952","P47145","YJR107W","S+KZC"
"2953","P47147","YJR110W","S+KZC"
"2954","P47148","YJR111C","S+KZC"
"2955","P47149","YJR112W","S+KZC"
"2956","P47150","YJR113C","S+KZC"
"2957","P47152","YJR115W","S+KZC"
"2958","P47153","YJR116W","S+KZC"
"2959","P47154","YJR117W","S+KZC"
"2960","P47155","YJR118C","S+KZC"
"2961","P47156","YJR119C","S+KZC"
"2962","P47158","YJR122W","S+KZC"
"2963","P47159","YJR124C","S+KZC"
"2964","P47160","YJR125C","S+KZC"
"2965","P47161","YJR126C","S+KZC"
"2966","P47163","YJR129C","S+KZC"
"2967","P47164","YJR130C","S+KZC"
"2968","P47165","YJR133W","S+KZC"
"2969","P47166","YJR134C","S+KZC"
"2970","P47167","YJR135C","S+KZC"
"2971","P47168","YJR136C","S+KZC"
"2972","P47169","YJR137C","S+KZC"
"2973","P47170","YJR138W","S+KZC"
"2974","P47171","YJR140C","S+KZC"
"2975","P47172","YJR141W","S+KZC"
"2976","P47173","YJR142W","S+KZC"
"2977","P47176","YJR148W","S+KZC"
"2978","P47177","YJR149W","S+KZC"
"2979","P47178","YJR150C","S+KZC"
"2980","P47179","YJR151C","S+KZC"
"2981","P47180","YJR153W","S+KZC"
"2982","P47183","YJR156C","S+KZC"
"2983","P47771","YMR170C","S+KZC"
"2984","P47818","YLR220W","S+KZC"
"2985","P47821","YNL025C","S+KZC"
"2986","P47822","YDR308C","S+KZC"
"2987","P47912","YMR246W","S+KZC"
"2988","P47976","YDR151C","S+KZC"
"2989","P47977","YLR136C","S+KZC"
"2990","P47988","YOR337W","S+KZC"
"2991","P48015","YDR019C","S+KZC"
"2992","P48016","YPR026W","S+KZC"
"2993","P48164","YNL096C","S+KZC"
"2994","P48232","YNL086W","S+KZC"
"2995","P48234","YGR145W","S+KZC"
"2996","P48235","YGR146C","S+KZC"
"2997","P48236","YGR149W","S+KZC"
"2998","P48237","YGR150C","S+KZC"
"2999","P48240","YGR158C","S+KZC"
"3000","P48353","YMR161W","S+KZC"
"3001","P48360","YDR376W","S+KZC"
"3002","P48361","YGR097W","S+KZC"
"3003","P48362","YGR187C","S+KZC"
"3004","P48363","YGR078C","S+KZC"
"3005","P48365","YDL234C","S+KZC"
"3006","P48412","YGR072W","S+KZC"
"3007","P48415","YPL085W","S+KZC"
"3008","P48439","YOR085W","S+KZC"
"3009","P48445","YDL141W","S+KZC"
"3010","P48510","YMR276W","S+KZC"
"3011","P48524","YMR275C","S+KZC"
"3012","P48525","YOL033W","S+KZC"
"3013","P48526","YPL040C","S+KZC"
"3014","P48527","YPL097W","S+KZC"
"3015","P48558","YNL305C","S+KZC"
"3016","P48559","YNL304W","S+KZC"
"3017","P48561","YNL299W","S+KZC"
"3018","P48562","YNL298W","S+KZC"
"3019","P48563","YNL297C","S+KZC"
"3020","P48564","YNL295W","S+KZC"
"3021","P48565","YNL294C","S+KZC"
"3022","P48566","YNL293W","S+KZC"
"3023","P48567","YNL292W","S+KZC"
"3024","P48568","YDL186W","S+KZC"
"3025","P48569","YDL183C","S+KZC"
"3026","P48570","YDL182W","S+KZC"
"3027","P48581","YOR368W","S+KZC"
"3028","P48582","YPL084W","S+KZC"
"3029","P48589","YOR369C","S+KZC"
"3030","P48606","YOR265W","S+KZC"
"3031","P48743","YLR176C","S+KZC"
"3032","P48813","YDR508C","S+KZC"
"3033","P48836","YHR039C-A","S+KZC"
"3034","P48837","YGR119C","S+KZC"
"3035","P49017","YML110C","S+KZC"
"3036","P49018","YDR331W","S+KZC"
"3037","P49089","YPR145W","S+KZC"
"3038","P49090","YGR124W","S+KZC"
"3039","P49095","YMR189W","S+KZC"
"3040","P49166","YLR185W","S+KZC"
"3041","P49167","YLR325C","S+KZC"
"3042","P49334","YNL131W","S+KZC"
"3043","P49367","YDR234W","S+KZC"
"3044","P49435","YML022W","S+KZC"
"3045","P49573","YPR124W","S+KZC"
"3046","P49626","YDR012W","S+KZC"
"3047","P49686","YDR192C","S+KZC"
"3048","P49687","YGL092W","S+KZC"
"3049","P49704","YGR091W","S+KZC"
"3050","P49723","YGR180C","S+KZC"
"3051","P49775","YDR305C","S+KZC"
"3052","P49954","YLR351C","S+KZC"
"3053","P49955","YMR288W","S+KZC"
"3054","P49956","YMR078C","S+KZC"
"3055","P49957","YML014W","S+KZC"
"3056","P49960","YMR268C","S+KZC"
"3057","P50076","YGR227W","S+KZC"
"3058","P50077","YGR217W","S+KZC"
"3059","P50078","YGR221C","S+KZC"
"3060","P50079","YGR223C","S+KZC"
"3061","P50080","YGR224W","S+KZC"
"3062","P50082","YGR225W","S+KZC"
"3063","P50084","YGR230W","S+KZC"
"3064","P50085","YGR231C","S+KZC"
"3065","P50086","YGR232W","S+KZC"
"3066","P50087","YGR235C","S+KZC"
"3067","P50088","YGR236C","S+KZC"
"3068","P50089","YGR237C","S+KZC"
"3069","P50090","YGR238C","S+KZC"
"3070","P50091","YGR239C","S+KZC"
"3071","P50094","YML056C","S+KZC"
"3072","P50095","YLR432W","S+KZC"
"3073","P50101","YMR304W","S+KZC"
"3074","P50102","YMR223W","S+KZC"
"3075","P50104","YMR019W","S+KZC"
"3076","P50105","YMR005W","S+KZC"
"3077","P50106","YDR156W","S+KZC"
"3078","P50107","YML004C","S+KZC"
"3079","P50108","YDR245W","S+KZC"
"3080","P50109","YML017W","S+KZC"
"3081","P50110","YMR060C","S+KZC"
"3082","P50111","YMR273C","S+KZC"
"3083","P50112","YDL049C","S+KZC"
"3084","P50113","YGL154C","S+KZC"
"3085","P50264","YMR020W","S+KZC"
"3086","P50273","YDR350C","S+KZC"
"3087","P50275","YOR058C","S+KZC"
"3088","P50276","YGR055W","S+KZC"
"3089","P50277","YNR058W","S+KZC"
"3090","P50278","YNR034W","S+KZC"
"3091","P50623","YDL064W","S+KZC"
"3092","P50861","YOL143C","S+KZC"
"3093","P50874","YNL261W","S+KZC"
"3094","P50875","YOL148C","S+KZC"
"3095","P50896","YDR505C","S+KZC"
"3096","P50942","YNL106C","S+KZC"
"3097","P50944","YNL101W","S+KZC"
"3098","P50945","YNL100W","S+KZC"
"3099","P50946","YNL099C","S+KZC"
"3100","P50947","YNL097C","S+KZC"
"3101","P51401","YNL067W","S+KZC"
"3102","P51402","YDR500C","S+KZC"
"3103","P51534","YOR035C","S+KZC"
"3104","P51601","YGR267C","S+KZC"
"3105","P51862","YLR371W","S+KZC"
"3106","P51979","YGL251C","S+KZC"
"3107","P51996","YGL210W","S+KZC"
"3108","P51998","YML025C","S+KZC"
"3109","P52286","YDR328C","S+KZC"
"3110","P52290","YDL024C","S+KZC"
"3111","P52488","YDR390C","S+KZC"
"3112","P52490","YDR092W","S+KZC"
"3113","P52491","YLR306W","S+KZC"
"3114","P52492","YOR339C","S+KZC"
"3115","P52553","YLR200W","S+KZC"
"3116","P52593","YML103C","S+KZC"
"3117","P52868","YGL128C","S+KZC"
"3118","P52870","YER087C-B","S+KZC"
"3119","P52871","YER019C-A","S+KZC"
"3120","P52891","YDL116W","S+KZC"
"3121","P52893","YLR089C","S+KZC"
"3122","P52910","YLR153C","S+KZC"
"3123","P52911","YDR261C","S+KZC"
"3124","P52917","YPR173C","S+KZC"
"3125","P52918","YDR335W","S+KZC"
"3126","P52919","YLR457C","S+KZC"
"3127","P52920","YGL091C","S+KZC"
"3128","P52960","YOR363C","S+KZC"
"3129","P53008","YGL027C","S+KZC"
"3130","P53009","YGL083W","S+KZC"
"3131","P53010","YGL094C","S+KZC"
"3132","P53011","YGL100W","S+KZC"
"3133","P53012","YGL126W","S+KZC"
"3134","P53032","YGL162W","S+KZC"
"3135","P53035","YGL209W","S+KZC"
"3136","P53037","YGR170W","S+KZC"
"3137","P53038","YGR099W","S+KZC"
"3138","P53039","YGR172C","S+KZC"
"3139","P53040","YGL112C","S+KZC"
"3140","P53043","YGR123C","S+KZC"
"3141","P53044","YGR048W","S+KZC"
"3142","P53045","YGR060W","S+KZC"
"3143","P53047","YGR213C","S+KZC"
"3144","P53049","YGR281W","S+KZC"
"3145","P53050","YGR249W","S+KZC"
"3146","P53059","YGL257C","S+KZC"
"3147","P53060","YGL250W","S+KZC"
"3148","P53061","YGL249W","S+KZC"
"3149","P53062","YGL247W","S+KZC"
"3150","P53063","YGL246C","S+KZC"
"3151","P53064","YGL244W","S+KZC"
"3152","P53065","YGL243W","S+KZC"
"3153","P53066","YGL242C","S+KZC"
"3154","P53067","YGL241W","S+KZC"
"3155","P53068","YGL240W","S+KZC"
"3156","P53070","YGL236C","S+KZC"
"3157","P53072","YGL232W","S+KZC"
"3158","P53073","YGL231C","S+KZC"
"3159","P53075","YGL228W","S+KZC"
"3160","P53076","YGL227W","S+KZC"
"3161","P53077","YGL226W","S+KZC"
"3162","P53078","YGL224C","S+KZC"
"3163","P53079","YGL223C","S+KZC"
"3164","P53080","YGL222C","S+KZC"
"3165","P53081","YGL221C","S+KZC"
"3166","P53082","YGL220W","S+KZC"
"3167","P53083","YGL219C","S+KZC"
"3168","P53086","YGL216W","S+KZC"
"3169","P53088","YGL211W","S+KZC"
"3170","P53090","YGL202W","S+KZC"
"3171","P53091","YGL201C","S+KZC"
"3172","P53093","YGL198W","S+KZC"
"3173","P53094","YGL197W","S+KZC"
"3174","P53095","YGL196W","S+KZC"
"3175","P53096","YGL194C","S+KZC"
"3176","P53099","YGL186C","S+KZC"
"3177","P53100","YGL185C","S+KZC"
"3178","P53101","YGL184C","S+KZC"
"3179","P53102","YGL183C","S+KZC"
"3180","P53104","YGL180W","S+KZC"
"3181","P53107","YGL164C","S+KZC"
"3182","P53108","YGL161C","S+KZC"
"3183","P53109","YGL160W","S+KZC"
"3184","P53110","YGL159W","S+KZC"
"3185","P53111","YGL157W","S+KZC"
"3186","P53112","YGL153W","S+KZC"
"3187","P53114","YGL151W","S+KZC"
"3188","P53115","YGL150C","S+KZC"
"3189","P53117","YGL146C","S+KZC"
"3190","P53118","YGL144C","S+KZC"
"3191","P53119","YGL141W","S+KZC"
"3192","P53120","YGL140C","S+KZC"
"3193","P53121","YGL139W","S+KZC"
"3194","P53122","YGL138C","S+KZC"
"3195","P53123","YGL136C","S+KZC"
"3196","P53124","YGL134W","S+KZC"
"3197","P53125","YGL133W","S+KZC"
"3198","P53127","YGL131C","S+KZC"
"3199","P53128","YGL125W","S+KZC"
"3200","P53129","YGL124C","S+KZC"
"3201","P53130","YGL121C","S+KZC"
"3202","P53131","YGL120C","S+KZC"
"3203","P53133","YGL117W","S+KZC"
"3204","P53134","YGL114W","S+KZC"
"3205","P53135","YGL113W","S+KZC"
"3206","P53136","YGL111W","S+KZC"
"3207","P53137","YGL110C","S+KZC"
"3208","P53139","YGL108C","S+KZC"
"3209","P53141","YGL106W","S+KZC"
"3210","P53142","YGL104C","S+KZC"
"3211","P53144","YGL101W","S+KZC"
"3212","P53145","YGL099W","S+KZC"
"3213","P53146","YGL098W","S+KZC"
"3214","P53148","YGL093W","S+KZC"
"3215","P53150","YGL090W","S+KZC"
"3216","P53152","YGL087C","S+KZC"
"3217","P53153","YGL085W","S+KZC"
"3218","P53154","YGL084C","S+KZC"
"3219","P53155","YGL082W","S+KZC"
"3220","P53156","YGL081W","S+KZC"
"3221","P53157","YGL080W","S+KZC"
"3222","P53158","YGL079W","S+KZC"
"3223","P53159","YGL075C","S+KZC"
"3224","P53163","YGL068W","S+KZC"
"3225","P53164","YGL067W","S+KZC"
"3226","P53165","YGL066W","S+KZC"
"3227","P53166","YGL064C","S+KZC"
"3228","P53168","YGL061C","S+KZC"
"3229","P53169","YGL060W","S+KZC"
"3230","P53170","YGL059W","S+KZC"
"3231","P53171","YGL057C","S+KZC"
"3232","P53172","YGL056C","S+KZC"
"3233","P53173","YGL054C","S+KZC"
"3234","P53177","YGL050W","S+KZC"
"3235","P53178","YGL047W","S+KZC"
"3236","P53179","YGL045W","S+KZC"
"3237","P53183","YGL039W","S+KZC"
"3238","P53184","YGL037C","S+KZC"
"3239","P53185","YGL036W","S+KZC"
"3240","P53187","YGL033W","S+KZC"
"3241","P53188","YGL029W","S+KZC"
"3242","P53189","YGL028C","S+KZC"
"3243","P53191","YGL023C","S+KZC"
"3244","P53192","YGL020C","S+KZC"
"3245","P53193","YGL018C","S+KZC"
"3246","P53195","YGL005C","S+KZC"
"3247","P53196","YGL004C","S+KZC"
"3248","P53197","YGL003C","S+KZC"
"3249","P53198","YGL002W","S+KZC"
"3250","P53199","YGL001C","S+KZC"
"3251","P53200","YGR001C","S+KZC"
"3252","P53201","YGR002C","S+KZC"
"3253","P53202","YGR003W","S+KZC"
"3254","P53203","YGR004W","S+KZC"
"3255","P53204","YGR010W","S+KZC"
"3256","P53206","YGR012W","S+KZC"
"3257","P53207","YGR013W","S+KZC"
"3258","P53208","YGR015C","S+KZC"
"3259","P53209","YGR016W","S+KZC"
"3260","P53210","YGR017W","S+KZC"
"3261","P53212","YGR021W","S+KZC"
"3262","P53214","YGR023W","S+KZC"
"3263","P53215","YGR024C","S+KZC"
"3264","P53217","YGR026W","S+KZC"
"3265","P53218","YGR030C","S+KZC"
"3266","P53219","YGR031W","S+KZC"
"3267","P53220","YGR033C","S+KZC"
"3268","P53221","YGR034W","S+KZC"
"3269","P53223","YGR036C","S+KZC"
"3270","P53224","YGR038W","S+KZC"
"3271","P53226","YGR041W","S+KZC"
"3272","P53227","YGR042W","S+KZC"
"3273","P53230","YGR046W","S+KZC"
"3274","P53233","YGR052W","S+KZC"
"3275","P53234","YGR053C","S+KZC"
"3276","P53235","YGR054W","S+KZC"
"3277","P53236","YGR056W","S+KZC"
"3278","P53237","YGR057C","S+KZC"
"3279","P53238","YGR058W","S+KZC"
"3280","P53239","YGR062C","S+KZC"
"3281","P53241","YGR065C","S+KZC"
"3282","P53243","YGR067C","S+KZC"
"3283","P53244","YGR068C","S+KZC"
"3284","P53248","YGR077C","S+KZC"
"3285","P53249","YGR079W","S+KZC"
"3286","P53250","YGR080W","S+KZC"
"3287","P53251","YGR081C","S+KZC"
"3288","P53252","YGR086C","S+KZC"
"3289","P53253","YGR089W","S+KZC"
"3290","P53254","YGR090W","S+KZC"
"3291","P53255","YGR093W","S+KZC"
"3292","P53256","YGR095C","S+KZC"
"3293","P53257","YGR096W","S+KZC"
"3294","P53258","YGR100W","S+KZC"
"3295","P53259","YGR101W","S+KZC"
"3296","P53260","YGR102C","S+KZC"
"3297","P53261","YGR103W","S+KZC"
"3298","P53262","YGR106C","S+KZC"
"3299","P53264","YGR110W","S+KZC"
"3300","P53265","YGR111W","S+KZC"
"3301","P53266","YGR112W","S+KZC"
"3302","P53267","YGR113W","S+KZC"
"3303","P53270","YGR117C","S+KZC"
"3304","P53271","YGR120C","S+KZC"
"3305","P53272","YGR122W","S+KZC"
"3306","P53273","YGR125W","S+KZC"
"3307","P53274","YGR126W","S+KZC"
"3308","P53275","YGR127W","S+KZC"
"3309","P53276","YGR128C","S+KZC"
"3310","P53277","YGR129W","S+KZC"
"3311","P53278","YGR130C","S+KZC"
"3312","P53279","YGR131W","S+KZC"
"3313","P53280","YGR134W","S+KZC"
"3314","P53281","YGR136W","S+KZC"
"3315","P53283","YGR138C","S+KZC"
"3316","P53285","YGR141W","S+KZC"
"3317","P53286","YGR142W","S+KZC"
"3318","P53289","YGR161C","S+KZC"
"3319","P53290","YGR163W","S+KZC"
"3320","P53292","YGR165W","S+KZC"
"3321","P53293","YGR168C","S+KZC"
"3322","P53294","YGR169C","S+KZC"
"3323","P53295","YGR173W","S+KZC"
"3324","P53296","YGR177C","S+KZC"
"3325","P53297","YGR178C","S+KZC"
"3326","P53298","YGR179C","S+KZC"
"3327","P53299","YGR181W","S+KZC"
"3328","P53301","YGR189C","S+KZC"
"3329","P53303","YGR211W","S+KZC"
"3330","P53304","YGR212W","S+KZC"
"3331","P53305","YGR215W","S+KZC"
"3332","P53306","YGR216C","S+KZC"
"3333","P53309","YGR241C","S+KZC"
"3334","P53311","YGR243W","S+KZC"
"3335","P53312","YGR244C","S+KZC"
"3336","P53313","YGR245C","S+KZC"
"3337","P53314","YGR247W","S+KZC"
"3338","P53315","YGR248W","S+KZC"
"3339","P53316","YGR250C","S+KZC"
"3340","P53317","YGR251W","S+KZC"
"3341","P53318","YGR255C","S+KZC"
"3342","P53319","YGR256W","S+KZC"
"3343","P53320","YGR257C","S+KZC"
"3344","P53322","YGR260W","S+KZC"
"3345","P53323","YGR262C","S+KZC"
"3346","P53324","YGR263C","S+KZC"
"3347","P53326","YGR266W","S+KZC"
"3348","P53327","YGR271W","S+KZC"
"3349","P53330","YGR275W","S+KZC"
"3350","P53331","YGR276C","S+KZC"
"3351","P53332","YGR277C","S+KZC"
"3352","P53333","YGR278W","S+KZC"
"3353","P53334","YGR279C","S+KZC"
"3354","P53335","YGR280C","S+KZC"
"3355","P53337","YGR284C","S+KZC"
"3356","P53338","YGR288W","S+KZC"
"3357","P53343","YGR294W","S+KZC"
"3358","P53378","YLR212C","S+KZC"
"3359","P53379","YDR144C","S+KZC"
"3360","P53388","YPL265W","S+KZC"
"3361","P53389","YNR055C","S+KZC"
"3362","P53390","YPR138C","S+KZC"
"3363","P53394","YPR003C","S+KZC"
"3364","P53397","YML060W","S+KZC"
"3365","P53427","YLR461W","S+KZC"
"3366","P53437","YMR270C","S+KZC"
"3367","P53507","YNL070W","S+KZC"
"3368","P53538","YNL222W","S+KZC"
"3369","P53540","YNL126W","S+KZC"
