Orthogroup	S.cerevisiae	C.glabrata	K.marxianus	Z.rouxii
OG0000086	P0CY08, P0CY09, P0CY13	sp|Q86Z42|MTAL2_CANGA, sp|Q870I4|MTL32_CANGA	KMXK_0A08320	tr|C5DZ66|C5DZ66_ZYGRC
OG0000087	P32643	tr|Q6FKF4|Q6FKF4_CANGA, tr|Q6FSH8|Q6FSH8_CANGA	KMXK_0C02830	tr|C5DRW7|C5DRW7_ZYGRC, tr|C5DRW8|C5DRW8_ZYGRC, tr|C5E4Z6|C5E4Z6_ZYGRC
OG0000088	P40574, Q08182, Q08187	tr|Q6FME2|Q6FME2_CANGA, tr|Q6FUR5|Q6FUR5_CANGA	KMXK_0E04140	tr|C5DZG6|C5DZG6_ZYGRC
OG0000089	P32319, P40438, P40890, P53751	sp|Q6FPF1|VPS10_CANGA	KMXK_0B00510	sp|C5DU19|VPS10_ZYGRC
OG0000090	P14065, Q12458	tr|Q6FR42|Q6FR42_CANGA, tr|Q6FY54|Q6FY54_CANGA	KMXK_0B06330, KMXK_0C00180	tr|C5DY39|C5DY39_ZYGRC
OG0000091	P29547, P36008	tr|Q6FKC1|Q6FKC1_CANGA, tr|Q6FL96|Q6FL96_CANGA	KMXK_0F03950	tr|C5DXX1|C5DXX1_ZYGRC, tr|C5E3X5|C5E3X5_ZYGRC
OG0000092	P25613, P32907	tr|Q6FJU7|Q6FJU7_CANGA, tr|Q6FKX9|Q6FKX9_CANGA	KMXK_0B00180, KMXK_0B01120	tr|C5E4A1|C5E4A1_ZYGRC
OG0000093	P39106, P53059, P53745		KMXK_0B00200, KMXK_0G00720, KMXK_0G00740, KMXK_0G00750	
OG0000094	P36044, P40355	tr|Q6FRE8|Q6FRE8_CANGA, tr|Q6FSB7|Q6FSB7_CANGA	KMXK_0C00540, KMXK_0C00560	tr|C5E1V7|C5E1V7_ZYGRC
OG0000095	P36110, P47032	tr|Q6FSU9|Q6FSU9_CANGA, tr|Q6FU99|Q6FU99_CANGA	KMXK_0A02270, KMXK_0A02280	tr|C5E1I8|C5E1I8_ZYGRC
OG0000096	P25608, P53912, P54007	tr|Q6FMA4|Q6FMA4_CANGA, tr|Q6FN55|Q6FN55_CANGA	KMXK_0F03070	tr|C5DZP0|C5DZP0_ZYGRC
OG0000097	P39529, P40467	tr|Q6FSP7|Q6FSP7_CANGA, tr|Q6FUL5|Q6FUL5_CANGA	KMXK_0A07110, KMXK_0F00320	tr|C5DUM9|C5DUM9_ZYGRC
OG0000098	P32804, Q12436	tr|Q6FJR0|Q6FJR0_CANGA, tr|Q6FVJ7|Q6FVJ7_CANGA	KMXK_0E04930	tr|C5DWU9|C5DWU9_ZYGRC, tr|C5DX48|C5DX48_ZYGRC
OG0000099	P28273	tr|Q6FNG0|Q6FNG0_CANGA	KMXK_0A08350, KMXK_0D00210, KMXK_0D00320	tr|C5DSX3|C5DSX3_ZYGRC, tr|C5E1P8|C5E1P8_ZYGRC
OG0000100			KMXK_0B00840, KMXK_0B00850, KMXK_0F05840, KMXK_0G04310, KMXK_0H04180, KMXK_0H04190, KMXK_0H04200	
OG0000101	P11154, P32327	tr|Q6FMM6|Q6FMM6_CANGA, tr|Q6FU24|Q6FU24_CANGA	KMXK_0A06050	tr|C5DT23|C5DT23_ZYGRC
OG0000102	P38212, Q03446	tr|Q6FIZ4|Q6FIZ4_CANGA	KMXK_0F04480, KMXK_0F04490	tr|C5DPM9|C5DPM9_ZYGRC
OG0000103	P21538, Q12457	tr|Q6FM17|Q6FM17_CANGA, tr|Q6FRB3|Q6FRB3_CANGA	KMXK_0F00220	tr|C5DPH0|C5DPH0_ZYGRC
OG0000104	P10870, Q12300	tr|Q6FNU3|Q6FNU3_CANGA, tr|Q6FQS7|Q6FQS7_CANGA	KMXK_0F00570	tr|C5DXK4|C5DXK4_ZYGRC
OG0000105	Q12069, Q12362	tr|Q6FNA5|Q6FNA5_CANGA, tr|Q6FWJ0|Q6FWJ0_CANGA	KMXK_0F02930	tr|C5DR28|C5DR28_ZYGRC
OG0000106	P48361, Q06108	tr|Q6FTE3|Q6FTE3_CANGA, tr|Q6FXP2|Q6FXP2_CANGA	KMXK_0E04370	tr|C5DTZ8|C5DTZ8_ZYGRC
OG0000107	Q04195, Q12216	tr|Q6FLD3|Q6FLD3_CANGA, tr|Q6FUK3|Q6FUK3_CANGA	KMXK_0C06500	tr|C5DW57|C5DW57_ZYGRC
OG0000108	P38128, Q12224	tr|Q6FJH2|Q6FJH2_CANGA, tr|Q6FRV4|Q6FRV4_CANGA	KMXK_0A00560	tr|C5DP20|C5DP20_ZYGRC
OG0000109	P46950, P47090	tr|Q6FSM9|Q6FSM9_CANGA, tr|Q6FXQ2|Q6FXQ2_CANGA, tr|Q6FXQ3|Q6FXQ3_CANGA	KMXK_0B06350	
OG0000110	P38704, Q00947	tr|Q6FMP2|Q6FMP2_CANGA, tr|Q6FV69|Q6FV69_CANGA	KMXK_0B02690	tr|C5DWD8|C5DWD8_ZYGRC
OG0000111	Q03281, Q03707	tr|Q6FMP6|Q6FMP6_CANGA, tr|Q6FSW1|Q6FSW1_CANGA	KMXK_0D05940	tr|C5DWD0|C5DWD0_ZYGRC
OG0000112	P08459, P25380	tr|Q6FSC3|Q6FSC3_CANGA, tr|Q6FX57|Q6FX57_CANGA	KMXK_0A08080	tr|C5DZ42|C5DZ42_ZYGRC
OG0000113	P36085, P46679	tr|Q6FLA2|Q6FLA2_CANGA, tr|Q6FU52|Q6FU52_CANGA	KMXK_0F03770	tr|C5E3Z7|C5E3Z7_ZYGRC
OG0000114	P25567, Q12034	tr|Q6FUU3|Q6FUU3_CANGA, tr|Q6FX91|Q6FX91_CANGA	KMXK_0A07980	tr|C5DZ31|C5DZ31_ZYGRC
OG0000115	Q05937, Q07351	tr|Q6FMW4|Q6FMW4_CANGA, tr|Q6FRY7|Q6FRY7_CANGA	KMXK_0B04070	tr|C5DRC8|C5DRC8_ZYGRC
OG0000116	Q07800, Q07949	tr|Q6FVU1|Q6FVU1_CANGA, tr|Q6FW37|Q6FW37_CANGA	KMXK_0C02230	tr|C5DRQ8|C5DRQ8_ZYGRC
OG0000117	P36002, P47116	sp|Q6FRE7|PTK2_CANGA, tr|Q6FSB5|Q6FSB5_CANGA	KMXK_0E02260	tr|C5DZH6|C5DZH6_ZYGRC
OG0000118	P32900, P50078	tr|Q6FR13|Q6FR13_CANGA, tr|Q6FXB9|Q6FXB9_CANGA	KMXK_0F05150	tr|C5DSB3|C5DSB3_ZYGRC
OG0000119	P25632, P53628	tr|Q6FIY4|Q6FIY4_CANGA, tr|Q6FWT5|Q6FWT5_CANGA	KMXK_0C04870	tr|C5DVQ6|C5DVQ6_ZYGRC
OG0000120	P23833, P38072	tr|Q6FQN6|Q6FQN6_CANGA, tr|Q6FXN5|Q6FXN5_CANGA	KMXK_0A01800	tr|C5DPK0|C5DPK0_ZYGRC
OG0000121	O13577, Q04964	sp|Q6FK59|DIF1_CANGA, tr|Q6FKJ2|Q6FKJ2_CANGA	KMXK_0E01850	sp|C5DS56|DIF1_ZYGRC
OG0000122	P06700, P53685	sp|Q6FWI7|SIR2_CANGA, tr|Q6FNA6|Q6FNA6_CANGA	KMXK_0C01840	tr|C5DR31|C5DR31_ZYGRC
OG0000123	P32564, Q06485	sp|Q6FXH5|ATG33_CANGA, tr|Q6FMY3|Q6FMY3_CANGA	KMXK_0C06290	sp|C5DRF7|ATG33_ZYGRC
OG0000124	P38814, P42223	sp|Q6FKH3|SBE22_CANGA, sp|Q6FY30|SBE2_CANGA	KMXK_0A01550	tr|C5DPV4|C5DPV4_ZYGRC
OG0000125	P53334, Q04951	tr|Q6FIK0|Q6FIK0_CANGA, tr|Q6FTR6|Q6FTR6_CANGA	KMXK_0G02080	tr|C5DVI5|C5DVI5_ZYGRC
OG0000126	P36124, P42948	tr|Q6FLI8|Q6FLI8_CANGA, tr|Q6FT89|Q6FT89_CANGA	KMXK_0C05700	tr|C5E107|C5E107_ZYGRC
OG0000127	P36024, Q08438	tr|Q6FKN2|Q6FKN2_CANGA, tr|Q6FTJ7|Q6FTJ7_CANGA	KMXK_0C02550	tr|C5DSD0|C5DSD0_ZYGRC
OG0000128	P23776, P32603	tr|Q6FR70|Q6FR70_CANGA, tr|Q6FSM1|Q6FSM1_CANGA	KMXK_0A06250	tr|C5DWI0|C5DWI0_ZYGRC
OG0000129	P38717, P38851	tr|Q6FNZ1|Q6FNZ1_CANGA, tr|Q6FR07|Q6FR07_CANGA	KMXK_0A07310	tr|C5DYW4|C5DYW4_ZYGRC
OG0000130	P33300, P38287	tr|Q6FJC8|Q6FJC8_CANGA, tr|Q6FJK4|Q6FJK4_CANGA	KMXK_0C03530	tr|C5DXY7|C5DXY7_ZYGRC
OG0000131	Q03785, Q12505	tr|Q6FM39|Q6FM39_CANGA, tr|Q6FQL1|Q6FQL1_CANGA	KMXK_0F01910	tr|C5DPE8|C5DPE8_ZYGRC
OG0000132	Q06490, Q08224, Q08975	tr|Q6FWK0|Q6FWK0_CANGA	KMXK_0C00500	tr|C5DPQ6|C5DPQ6_ZYGRC
OG0000133	P42883, P43534, P47183, Q07748		KMXK_0D00180	tr|C5DQF1|C5DQF1_ZYGRC
OG0000134	P53929, Q12415	tr|Q6FQW7|Q6FQW7_CANGA, tr|Q6FXM5|Q6FXM5_CANGA	KMXK_0F03440	tr|C5DRM9|C5DRM9_ZYGRC
OG0000135	P06634, P24784	sp|Q6FP38|DBP1_CANGA, sp|Q8TFK8|DED1_CANGA	KMXK_0E00470	tr|C5DY79|C5DY79_ZYGRC
OG0000136	P22204, P32328	tr|Q6FTE9|Q6FTE9_CANGA, tr|Q6FXP5|Q6FXP5_CANGA	KMXK_0E04290	tr|C5DTY9|C5DTY9_ZYGRC
OG0000137	P25628, P53629	tr|Q6FIY8|Q6FIY8_CANGA, tr|Q6FWT7|Q6FWT7_CANGA	KMXK_0C04820	tr|C5DVR1|C5DVR1_ZYGRC
OG0000138	P32660, Q12675	tr|Q6FKG3|Q6FKG3_CANGA, tr|Q6FST0|Q6FST0_CANGA	KMXK_0C02930	tr|C5DRV7|C5DRV7_ZYGRC
OG0000139	P38891, P47176	tr|Q6FK92|Q6FK92_CANGA, tr|Q6FTS6|Q6FTS6_CANGA	KMXK_0A03270	tr|C5E1Q1|C5E1Q1_ZYGRC
OG0000140	P41696	tr|Q6FLF0|Q6FLF0_CANGA, tr|Q6FQX0|Q6FQX0_CANGA, tr|Q6FQX1|Q6FQX1_CANGA	KMXK_0F03370	tr|C5DSE2|C5DSE2_ZYGRC
OG0000141	P08640, Q12140		KMXK_0B04410, KMXK_0E04130, KMXK_0H02550	tr|C5DP28|C5DP28_ZYGRC
OG0000142	P13090, Q03263, Q08902	tr|Q6FJW7|Q6FJW7_CANGA, tr|Q6FXF5|Q6FXF5_CANGA	KMXK_0A08380	
OG0000143	P38428, Q04201	sp|Q6FS98|CUE1_CANGA, tr|Q6FP56|Q6FP56_CANGA	KMXK_0B00810	tr|C5E0K8|C5E0K8_ZYGRC
OG0000144	P15315, Q12753	sp|P41772|AMT1_CANGA, tr|Q6FKR3|Q6FKR3_CANGA	KMXK_0C06150	tr|C5DXG5|C5DXG5_ZYGRC
OG0000145	P24870, P24871	tr|Q6FNV2|Q6FNV2_CANGA, tr|Q6FQU1|Q6FQU1_CANGA	KMXK_0H02410	tr|C5DY98|C5DY98_ZYGRC
OG0000146	P20437, P20438	tr|Q6FKL4|Q6FKL4_CANGA, tr|Q6FQJ0|Q6FQJ0_CANGA	KMXK_0B04320	tr|C5DT54|C5DT54_ZYGRC
OG0000147	P30283, P32943	tr|Q6FIX2|Q6FIX2_CANGA, tr|Q6FVY0|Q6FVY0_CANGA	KMXK_0E04570	tr|C5DT77|C5DT77_ZYGRC
OG0000148	P25656, P53740	tr|Q6FVN8|Q6FVN8_CANGA, tr|Q6FWR6|Q6FWR6_CANGA	KMXK_0D00350	tr|C5DWU0|C5DWU0_ZYGRC
OG0000149	Q01649, Q12045	tr|Q6FKL5|Q6FKL5_CANGA, tr|Q6FSG8|Q6FSG8_CANGA	KMXK_0C03280	tr|C5DT58|C5DT58_ZYGRC
OG0000150	P11076, P19146	tr|Q6FNU1|Q6FNU1_CANGA, tr|Q6FQS5|Q6FQS5_CANGA	KMXK_0F00590	tr|C5DXK2|C5DXK2_ZYGRC
OG0000151	P32454, P37898	tr|Q6FPW8|Q6FPW8_CANGA, tr|Q6FUY4|Q6FUY4_CANGA	KMXK_0C04000	tr|C5E0X3|C5E0X3_ZYGRC
OG0000152	P41698, P53226	tr|Q6FMY7|Q6FMY7_CANGA, tr|Q6FXG4|Q6FXG4_CANGA	KMXK_0C06360	tr|C5DNZ3|C5DNZ3_ZYGRC
OG0000153	P48524, Q03758	tr|Q6FP46|Q6FP46_CANGA, tr|Q6FUH4|Q6FUH4_CANGA	KMXK_0A02570	tr|C5E0M6|C5E0M6_ZYGRC
OG0000154	P50277		KMXK_0B08460, KMXK_0E06300	tr|C5DP38|C5DP38_ZYGRC, tr|C5DSH5|C5DSH5_ZYGRC, tr|C5E3U3|C5E3U3_ZYGRC
OG0000155	P10659, P19358	tr|Q6FNW9|Q6FNW9_CANGA, tr|Q6FX78|Q6FX78_CANGA	KMXK_0A07730	tr|C5DZ08|C5DZ08_ZYGRC
OG0000156	P38853, P50090	tr|Q6FR02|Q6FR02_CANGA, tr|Q6FTX8|Q6FTX8_CANGA	KMXK_0F05340	tr|C5DRG3|C5DRG3_ZYGRC
OG0000157	Q03361, Q99248	tr|Q6FJ59|Q6FJ59_CANGA, tr|Q6FRI6|Q6FRI6_CANGA	KMXK_0C05790	tr|C5DPR5|C5DPR5_ZYGRC
OG0000158	P26725, P33550	tr|Q6FJJ4|Q6FJJ4_CANGA, tr|Q6FQQ5|Q6FQQ5_CANGA	KMXK_0A05120	tr|C5DV11|C5DV11_ZYGRC
OG0000159	P13185, P13186	tr|Q6FIV8|Q6FIV8_CANGA, tr|Q6FXC9|Q6FXC9_CANGA	KMXK_0D01800	tr|C5DVH5|C5DVH5_ZYGRC
OG0000160	Q01919, Q03002	tr|Q6FJY8|Q6FJY8_CANGA, tr|Q6FPH1|Q6FPH1_CANGA	KMXK_0B07960	tr|C5DXQ1|C5DXQ1_ZYGRC
OG0000161	P36004, P38970	sp|Q6FJ85|KKQ8_CANGA, sp|Q6FQH2|HAL5_CANGA	KMXK_0A04690	tr|C5E169|C5E169_ZYGRC
OG0000162	P28496, P38703	tr|Q6FJ03|Q6FJ03_CANGA, tr|Q6FN50|Q6FN50_CANGA	KMXK_0C00670	tr|C5DQL4|C5DQL4_ZYGRC
OG0000163	P38800, Q06681	tr|Q6FK39|Q6FK39_CANGA, tr|Q6FUI2|Q6FUI2_CANGA	KMXK_0F04720	tr|C5DVY5|C5DVY5_ZYGRC
OG0000164	Q06147, Q12246	tr|Q6FLC1|Q6FLC1_CANGA, tr|Q6FMR1|Q6FMR1_CANGA	KMXK_0D02210	tr|C5DTB4|C5DTB4_ZYGRC
OG0000165	P43560, Q08001	tr|Q6FKA4|Q6FKA4_CANGA, tr|Q6FLX3|Q6FLX3_CANGA	KMXK_0H00400	tr|C5DX62|C5DX62_ZYGRC
OG0000166	Q04322, Q12344	tr|Q6FM53|Q6FM53_CANGA, tr|Q6FSG3|Q6FSG3_CANGA	KMXK_0E03300	tr|C5E4S1|C5E4S1_ZYGRC
OG0000167	P39717, Q08886	tr|Q6FLU3|Q6FLU3_CANGA, tr|Q6FP21|Q6FP21_CANGA	KMXK_0E00160	tr|C5DSJ1|C5DSJ1_ZYGRC
OG0000168	Q03016, Q12276	tr|Q6FJY4|Q6FJY4_CANGA, tr|Q6FPG4|Q6FPG4_CANGA	KMXK_0B08020	tr|C5DXP5|C5DXP5_ZYGRC
OG0000169	P32835, P32836	sp|Q6FR65|GSP1_CANGA	KMXK_0A06330, KMXK_0E01420	tr|C5DWH1|C5DWH1_ZYGRC
OG0000170	P40036, P40187	tr|Q6FLT5|Q6FLT5_CANGA, tr|Q6FPL4|Q6FPL4_CANGA	KMXK_0D03620	tr|C5DWQ4|C5DWQ4_ZYGRC
OG0000171	P23337, P27472	tr|Q6FM65|Q6FM65_CANGA, tr|Q6FUB8|Q6FUB8_CANGA	KMXK_0C03640	tr|C5E4F6|C5E4F6_ZYGRC
OG0000172	P38697, P50094, P50095	tr|Q6FM59|Q6FM59_CANGA	KMXK_0E01890	tr|C5DS52|C5DS52_ZYGRC
OG0000173	P18963, P19158	tr|Q6FJ13|Q6FJ13_CANGA, tr|Q6FQA1|Q6FQA1_CANGA	KMXK_0F04270	tr|C5DR60|C5DR60_ZYGRC
OG0000174	P50942, Q12271	tr|Q6FT79|Q6FT79_CANGA, tr|Q6FXM3|Q6FXM3_CANGA	KMXK_0F03470	tr|C5DRM7|C5DRM7_ZYGRC
OG0000175	P41911, Q00055	sp|Q6FN96|GPD1_CANGA, sp|Q6FWJ7|GPD2_CANGA	KMXK_0A06760	tr|C5DPR1|C5DPR1_ZYGRC
OG0000176	P38785, Q06648	tr|Q6FNK5|Q6FNK5_CANGA, tr|Q6FW15|Q6FW15_CANGA	KMXK_0C05370	tr|C5DU58|C5DU58_ZYGRC
OG0000177	P38143, P40581	tr|Q6FWZ5|Q6FWZ5_CANGA	KMXK_0B04210	tr|C5DWA9|C5DWA9_ZYGRC, tr|C5E1K7|C5E1K7_ZYGRC
OG0000178	P25555, P38922	tr|Q6FS32|Q6FS32_CANGA, tr|Q6FXL6|Q6FXL6_CANGA	KMXK_0B05010	tr|C5E4D0|C5E4D0_ZYGRC
OG0000179	P36114, P47031	sp|Q6FJV9|IML2_CANGA, sp|Q6FTE0|YKR18_CANGA	KMXK_0A02350	tr|C5E1J4|C5E1J4_ZYGRC
OG0000180	P39935, P39936	tr|Q6FVB2|Q6FVB2_CANGA, tr|Q6FVR4|Q6FVR4_CANGA	KMXK_0E01490	tr|C5E1M8|C5E1M8_ZYGRC
OG0000181	P04806, P04807	tr|Q6FRL7|Q6FRL7_CANGA, tr|Q6FXT8|Q6FXT8_CANGA	KMXK_0F01580	tr|C5E4Z1|C5E4Z1_ZYGRC
OG0000182	Q04623, Q12385	tr|Q6FIV5|Q6FIV5_CANGA, tr|Q6FXC7|Q6FXC7_CANGA	KMXK_0D01840	tr|C5DVH0|C5DVH0_ZYGRC
OG0000183	P32356, P35172	tr|Q6FIZ3|Q6FIZ3_CANGA, tr|Q6FWN0|Q6FWN0_CANGA	KMXK_0F04570	tr|C5DPM4|C5DPM4_ZYGRC
OG0000184	P38187, P39967	tr|Q6FQK5|Q6FQK5_CANGA, tr|Q6FXS7|Q6FXS7_CANGA	KMXK_0G03660	tr|C5DQV5|C5DQV5_ZYGRC
OG0000185	P32571, P39944	sp|Q6FQF0|UBP4_CANGA, tr|Q6FT56|Q6FT56_CANGA	KMXK_0B00400	tr|C5DZS4|C5DZS4_ZYGRC
OG0000186	P36026, P40453	tr|Q6FRQ6|Q6FRQ6_CANGA, tr|Q6FTH0|Q6FTH0_CANGA	KMXK_0C07300	tr|C5DSF9|C5DSF9_ZYGRC
OG0000187	P32837		KMXK_0G00140, KMXK_0G00150, KMXK_0H03800	tr|C5DS99|C5DS99_ZYGRC, tr|C5E1U2|C5E1U2_ZYGRC
OG0000188	P38067	tr|F2Z679|F2Z679_CANGA	KMXK_0C01370, KMXK_0F04460	tr|C5DPN0|C5DPN0_ZYGRC, tr|C5E016|C5E016_ZYGRC
OG0000189	Q05958, Q12151	tr|Q6FTY4|Q6FTY4_CANGA, tr|Q6FX18|Q6FX18_CANGA	KMXK_0E01330	tr|C5DQ79|C5DQ79_ZYGRC
OG0000190	P38426, P38427	tr|Q6FP57|Q6FP57_CANGA, tr|Q6FS95|Q6FS95_CANGA	KMXK_0B00860	tr|C5E0K5|C5E0K5_ZYGRC
OG0000191	P34760, Q04120	tr|Q6FMP9|Q6FMP9_CANGA, tr|Q6FSW7|Q6FSW7_CANGA	KMXK_0D06030	tr|C5DWC2|C5DWC2_ZYGRC
OG0000192	Q08693, Q08919	tr|Q6FMD3|Q6FMD3_CANGA, tr|Q6FUG9|Q6FUG9_CANGA	KMXK_0C04580	tr|C5DYB9|C5DYB9_ZYGRC
OG0000193	P48561, P53632	tr|Q6FJT5|Q6FJT5_CANGA, tr|Q6FVG3|Q6FVG3_CANGA	KMXK_0A04460	tr|C5DSR2|C5DSR2_ZYGRC
OG0000194	P34219, P40059	tr|Q6FQM4|Q6FQM4_CANGA, tr|Q6FY83|Q6FY83_CANGA	KMXK_0G03490	tr|C5DQT7|C5DQT7_ZYGRC
OG0000195	P32600, P35169	tr|Q6FNE7|Q6FNE7_CANGA, tr|Q6FUU9|Q6FUU9_CANGA	KMXK_0C00490	tr|C5E1W3|C5E1W3_ZYGRC
OG0000196	P34761, Q07655	tr|F2Z6C1|F2Z6C1_CANGA, tr|Q6FT44|Q6FT44_CANGA	KMXK_0D02350	tr|C5DTP2|C5DTP2_ZYGRC
OG0000197	Q03944, Q06001	tr|Q6FSR4|Q6FSR4_CANGA, tr|Q6FU85|Q6FU85_CANGA	KMXK_0E05780	tr|C5DT10|C5DT10_ZYGRC
OG0000198	P34224, P87275	sp|Q6FQN0|AIM11_CANGA, tr|Q6FXT2|Q6FXT2_CANGA	KMXK_0G03580	sp|C5DQU6|AIM11_ZYGRC
OG0000199	P25370, Q04408	tr|Q6FMR5|Q6FMR5_CANGA	KMXK_0A07960, KMXK_0A07970	tr|C5DZ30|C5DZ30_ZYGRC
OG0000200	P38306, Q02831	tr|Q6FJL7|Q6FJL7_CANGA, tr|Q6FRW2|Q6FRW2_CANGA	KMXK_0A00770	tr|C5DP00|C5DP00_ZYGRC
OG0000201	P25379	tr|Q6FX72|Q6FX72_CANGA	KMXK_0A08300, KMXK_0B06500	tr|C5DYU2|C5DYU2_ZYGRC, tr|C5DZ64|C5DZ64_ZYGRC
OG0000202	P53032, Q12286	tr|Q6FKR1|Q6FKR1_CANGA, tr|Q6FQR1|Q6FQR1_CANGA	KMXK_0C06130	tr|C5DXG8|C5DXG8_ZYGRC
OG0000203	P40569, Q02710, Q07928	tr|Q6FW22|Q6FW22_CANGA	KMXK_0B02860	tr|C5E406|C5E406_ZYGRC
OG0000204	P00924, P00925	sp|Q6FQY4|ENO2_CANGA, sp|Q6FTW6|ENO1_CANGA	KMXK_0A03750	tr|C5DTW4|C5DTW4_ZYGRC
OG0000205	P36168, P40456	tr|Q6FRR1|Q6FRR1_CANGA, tr|Q6FTH1|Q6FTH1_CANGA	KMXK_0C07240	tr|C5DSF3|C5DSF3_ZYGRC
OG0000206	P53932, Q99252	tr|Q6FLG0|Q6FLG0_CANGA, tr|Q6FT01|Q6FT01_CANGA	KMXK_0G02260	tr|C5E424|C5E424_ZYGRC
OG0000207	P53753, Q12168	tr|Q6FJP8|Q6FJP8_CANGA	KMXK_0B01970, KMXK_0E05210	tr|C5DYL8|C5DYL8_ZYGRC
OG0000208	P17898, P22140	tr|Q6FKA7|Q6FKA7_CANGA, tr|Q6FMA8|Q6FMA8_CANGA	KMXK_0F03120	tr|C5DZP8|C5DZP8_ZYGRC
OG0000209	P32330, Q03177	tr|Q6FM22|Q6FM22_CANGA, tr|Q6FN23|Q6FN23_CANGA	KMXK_0C01010	tr|C5DZ99|C5DZ99_ZYGRC
OG0000210	P28003, Q99326	tr|Q6FIT5|Q6FIT5_CANGA, tr|Q6FV18|Q6FV18_CANGA	KMXK_0E01100	tr|C5DV74|C5DV74_ZYGRC
OG0000211	P53279, Q12207	tr|Q6FKV0|Q6FKV0_CANGA, tr|Q6FPZ8|Q6FPZ8_CANGA	KMXK_0E04860	tr|C5DVW5|C5DVW5_ZYGRC
OG0000212	P38911, Q06205	sp|Q6FK71|FKBP4_CANGA, sp|Q6FKH7|FKBP3_CANGA	KMXK_0D04660	tr|C5DS83|C5DS83_ZYGRC
OG0000213	P53121, Q08967	tr|Q6FRF9|Q6FRF9_CANGA, tr|Q6FUZ7|Q6FUZ7_CANGA	KMXK_0D05890	tr|C5E4N1|C5E4N1_ZYGRC
OG0000214	P27344, P40366	sp|Q6FXJ8|DPB3_CANGA, tr|Q6FPB0|Q6FPB0_CANGA	KMXK_0E00870	tr|C5E1G9|C5E1G9_ZYGRC
OG0000215	P23501, P47013	tr|Q6FMG3|Q6FMG3_CANGA, tr|Q6FQQ7|Q6FQQ7_CANGA	KMXK_0A05210	tr|C5DV19|C5DV19_ZYGRC
OG0000216	P38248, Q12355	tr|Q6FK20|Q6FK20_CANGA, tr|Q6FV55|Q6FV55_CANGA	KMXK_0C05510	tr|C5E0H3|C5E0H3_ZYGRC
OG0000217	P38195, P47152	tr|Q6FUC6|Q6FUC6_CANGA, tr|Q6FWL3|Q6FWL3_CANGA	KMXK_0H00910	tr|C5E142|C5E142_ZYGRC
OG0000218	P13587, Q01896, Q12691	tr|Q6FM06|Q6FM06_CANGA	KMXK_0D02270	tr|C5E4K8|C5E4K8_ZYGRC
OG0000219	P38867, P40002	tr|Q6FLL7|Q6FLL7_CANGA, tr|Q6FWQ5|Q6FWQ5_CANGA	KMXK_0E04030	tr|C5DVT2|C5DVT2_ZYGRC
OG0000220	P39943, P53035	tr|Q6FWV8|Q6FWV8_CANGA	KMXK_0B00720, KMXK_0D06500	tr|C5E4S6|C5E4S6_ZYGRC
OG0000221	P38845, P53885	tr|Q6FNJ8|Q6FNJ8_CANGA, tr|Q6FT29|Q6FT29_CANGA	KMXK_0B07620	tr|C5DZJ2|C5DZJ2_ZYGRC
OG0000222	P32634, P53094	tr|Q6FN78|Q6FN78_CANGA, tr|Q6FWA1|Q6FWA1_CANGA	KMXK_0C01450	tr|C5E1A8|C5E1A8_ZYGRC
OG0000223	Q03081, Q12041	tr|Q6FKD0|Q6FKD0_CANGA, tr|Q6FXE1|Q6FXE1_CANGA	KMXK_0F01820	tr|C5DXV8|C5DXV8_ZYGRC
OG0000224	P40260, P53390	tr|Q6FPY7|Q6FPY7_CANGA, tr|Q6FVW9|Q6FVW9_CANGA	KMXK_0H02870	tr|C5DQZ9|C5DQZ9_ZYGRC
OG0000225	P36006, Q04439	sp|Q6FMJ3|MYO3_CANGA, sp|Q6FN18|MYO5_CANGA	KMXK_0C01120	tr|C5E1C9|C5E1C9_ZYGRC
OG0000226	Q03218, Q08970	tr|Q6FRG2|Q6FRG2_CANGA, tr|Q6FUZ4|Q6FUZ4_CANGA	KMXK_0H02290	tr|C5E4N7|C5E4N7_ZYGRC
OG0000227	P36027, P53214	tr|Q6FPX2|Q6FPX2_CANGA, tr|Q6FTP5|Q6FTP5_CANGA	KMXK_0C06090	tr|C5DNW6|C5DNW6_ZYGRC
OG0000228	P10566, P23500	tr|Q6FL69|Q6FL69_CANGA, tr|Q6FMG4|Q6FMG4_CANGA	KMXK_0F05380	tr|C5DV20|C5DV20_ZYGRC
OG0000229	P38857, P53311	tr|Q6FQZ8|Q6FQZ8_CANGA, tr|Q6FTX4|Q6FTX4_CANGA	KMXK_0A05260	tr|C5DYJ5|C5DYJ5_ZYGRC
OG0000230	P38069	tr|Q6FQP8|Q6FQP8_CANGA	KMXK_0F03030, KMXK_0F04340	tr|C5DPP1|C5DPP1_ZYGRC, tr|C5DYI2|C5DYI2_ZYGRC
OG0000231	P53236, Q06488	tr|Q6FMX8|Q6FMX8_CANGA, tr|Q6FXH7|Q6FXH7_CANGA	KMXK_0C00800	tr|C5DRF2|C5DRF2_ZYGRC
OG0000232	P08153, P21192	sp|Q6FJQ9|ACE2_CANGA, tr|Q6FVJ8|Q6FVJ8_CANGA	KMXK_0E04940	tr|C5DY57|C5DY57_ZYGRC
