"","protein","Gene","orthogroup"
"2704","P41920","YDR002W","S+EMP"
"2705","P41921","YPL091W","S+EMP"
"2706","P41930","YPL092W","S+EMP"
"2707","P41939","YLR174W","S+EMP"
"2708","P41940","YDL055C","S+EMP"
"2709","P41948","YNL142W","S+EMP"
"2710","P42073","YDR195W","S+EMP"
"2711","P42223","YDR351W","S+EMP"
"2712","P42826","YGR194C","S+EMP"
"2713","P42833","YNL318C","S+EMP"
"2714","P42834","YNL328C","S+EMP"
"2715","P42835","YNL327W","S+EMP"
"2716","P42836","YNL326C","S+EMP"
"2717","P42837","YNL325C","S+EMP"
"2718","P42838","YNL323W","S+EMP"
"2719","P42839","YNL321W","S+EMP"
"2720","P42841","YNL317W","S+EMP"
"2721","P42842","YNL313C","S+EMP"
"2722","P42843","YNL311C","S+EMP"
"2723","P42844","YNL310C","S+EMP"
"2724","P42845","YNL309W","S+EMP"
"2725","P42846","YNL308C","S+EMP"
"2726","P42847","YNL306W","S+EMP"
"2727","P42883","YNL332W","S+EMP"
"2728","P42884","YNL331C","S+EMP"
"2729","P42900","YLR139C","S+EMP"
"2730","P42933","YMR191W","S+EMP"
"2731","P42934","YGR199W","S+EMP"
"2732","P42935","YGR200C","S+EMP"
"2733","P42938","YGR205W","S+EMP"
"2734","P42939","YGR206W","S+EMP"
"2735","P42940","YGR207C","S+EMP"
"2736","P42941","YGR208W","S+EMP"
"2737","P42942","YGR210C","S+EMP"
"2738","P42943","YJL111W","S+EMP"
"2739","P42944","YJL110C","S+EMP"
"2740","P42945","YJL109C","S+EMP"
"2741","P42946","YJL108C","S+EMP"
"2742","P42948","YJL105W","S+EMP"
"2743","P42949","YJL104W","S+EMP"
"2744","P42950","YJL103C","S+EMP"
"2745","P42951","YJL100W","S+EMP"
"2746","P43123","YDL103C","S+EMP"
"2747","P43124","YDL105W","S+EMP"
"2748","P43132","YLR015W","S+EMP"
"2749","P43321","YLR147C","S+EMP"
"2750","P43497","YKL096W-A","S+EMP"
"2751","P43534","YFL058W","S+EMP"
"2752","P43535","YFR009W","S+EMP"
"2753","P43538","YFL066C","S+EMP"
"2754","P43542","YFL062W","S+EMP"
"2755","P43544","YFL060C","S+EMP"
"2756","P43545","YFL059W","S+EMP"
"2757","P43548","YFL055W","S+EMP"
"2758","P43549","YFL054C","S+EMP"
"2759","P43550","YFL053W","S+EMP"
"2760","P43551","YFL052W","S+EMP"
"2761","P43552","YFL051C","S+EMP"
"2762","P43553","YFL050C","S+EMP"
"2763","P43554","YFL049W","S+EMP"
"2764","P43555","YFL048C","S+EMP"
"2765","P43556","YFL047W","S+EMP"
"2766","P43557","YFL046W","S+EMP"
"2767","P43558","YFL044C","S+EMP"
"2768","P43560","YFL042C","S+EMP"
"2769","P43561","YFL041W","S+EMP"
"2770","P43563","YFL034C-B","S+EMP"
"2771","P43564","YFL034W","S+EMP"
"2772","P43565","YFL033C","S+EMP"
"2773","P43567","YFL030W","S+EMP"
"2774","P43568","YFL029C","S+EMP"
"2775","P43569","YFL028C","S+EMP"
"2776","P43570","YFL027C","S+EMP"
"2777","P43571","YFL025C","S+EMP"
"2778","P43572","YFL024C","S+EMP"
"2779","P43573","YFL023W","S+EMP"
"2780","P43574","YFL021W","S+EMP"
"2781","P43577","YFL017C","S+EMP"
"2782","P43579","YFL013C","S+EMP"
"2783","P43580","YFL012W","S+EMP"
"2784","P43581","YFL011W","S+EMP"
"2785","P43582","YFL010C","S+EMP"
"2786","P43583","YFL007W","S+EMP"
"2787","P43585","YFL004W","S+EMP"
"2788","P43586","YFR001W","S+EMP"
"2789","P43587","YFR003C","S+EMP"
"2790","P43588","YFR004W","S+EMP"
"2791","P43589","YFR005C","S+EMP"
"2792","P43590","YFR006W","S+EMP"
"2793","P43591","YFR007W","S+EMP"
"2794","P43592","YFR008W","S+EMP"
"2795","P43593","YFR010W","S+EMP"
"2796","P43594","YFR011C","S+EMP"
"2797","P43596","YFR013W","S+EMP"
"2798","P43597","YFR016C","S+EMP"
"2799","P43599","YFR018C","S+EMP"
"2800","P43600","YFR020W","S+EMP"
"2801","P43601","YFR021W","S+EMP"
"2802","P43602","YFR022W","S+EMP"
"2803","P43603","YFR024C-A","S+EMP"
"2804","P43604","YFR026C","S+EMP"
"2805","P43605","YFR027W","S+EMP"
"2806","P43606","YFR029W","S+EMP"
"2807","P43607","YFR032C","S+EMP"
"2808","P43609","YFR037C","S+EMP"
"2809","P43610","YFR038W","S+EMP"
"2810","P43611","YFR039C","S+EMP"
"2811","P43612","YFR040W","S+EMP"
"2812","P43613","YFR041C","S+EMP"
"2813","P43614","YFR042W","S+EMP"
"2814","P43615","YFR043C","S+EMP"
"2815","P43616","YFR044C","S+EMP"
"2816","P43617","YFR045W","S+EMP"
"2817","P43618","YFR046C","S+EMP"
"2818","P43619","YFR047C","S+EMP"
"2819","P43620","YFR048W","S+EMP"
"2820","P43621","YFR051C","S+EMP"
"2821","P43622","YFR054C","S+EMP"
"2822","P43623","YFR055W","S+EMP"
"2823","P43634","YLR098C","S+EMP"
"2824","P43635","YPR001W","S+EMP"
"2825","P43636","YGL065C","S+EMP"
"2826","P43637","YGL179C","S+EMP"
"2827","P43638","YJL042W","S+EMP"
"2828","P43639","YGL019W","S+EMP"
"2829","P43682","YKL006C-A","S+EMP"
"2830","P45818","YGL171W","S+EMP"
"2831","P45819","YGL170C","S+EMP"
"2832","P45976","YJR093C","S+EMP"
"2833","P45978","YPR129W","S+EMP"
"2834","P46151","YPL023C","S+EMP"
"2835","P46367","YOR374W","S+EMP"
"2836","P46654","YLR048W","S+EMP"
"2837","P46655","YGL245W","S+EMP"
"2838","P46669","YOR340C","S+EMP"
"2839","P46671","YMR052W","S+EMP"
"2840","P46672","YGL105W","S+EMP"
"2841","P46673","YJR042W","S+EMP"
"2842","P46674","YDR159W","S+EMP"
"2843","P46675","YLR045C","S+EMP"
"2844","P46676","YDR310C","S+EMP"
"2845","P46677","YGR274C","S+EMP"
"2846","P46678","YNL039W","S+EMP"
"2847","P46679","YMR053C","S+EMP"
"2848","P46680","YMR092C","S+EMP"
"2849","P46681","YDL178W","S+EMP"
"2850","P46682","YGR261C","S+EMP"
"2851","P46683","YPL239W","S+EMP"
"2852","P46784","YMR230W","S+EMP"
"2853","P46943","YLR289W","S+EMP"
"2854","P46944","YDR108W","S+EMP"
"2855","P46945","YGL176C","S+EMP"
"2856","P46947","YGL174W","S+EMP"
"2857","P46948","YGR195W","S+EMP"
"2858","P46949","YGR196C","S+EMP"
"2859","P46950","YGR197C","S+EMP"
"2860","P46954","YJL089W","S+EMP"
"2861","P46955","YJL116C","S+EMP"
"2862","P46956","YJL117W","S+EMP"
"2863","P46957","YJR006W","S+EMP"
"2864","P46958","YJL146W","S+EMP"
"2865","P46959","YJL125C","S+EMP"
"2866","P46961","YPL076W","S+EMP"
"2867","P46962","YJL006C","S+EMP"
"2868","P46963","YML112W","S+EMP"
"2869","P46964","YOR103C","S+EMP"
"2870","P46965","YJR010C-A","S+EMP"
"2871","P46969","YJL121C","S+EMP"
"2872","P46970","YJR132W","S+EMP"
"2873","P46971","YJR143C","S+EMP"
"2874","P46972","YMR035W","S+EMP"
"2875","P46973","YJR055W","S+EMP"
"2876","P46974","YJR127C","S+EMP"
"2877","P46982","YJL186W","S+EMP"
"2878","P46983","YJL185C","S+EMP"
"2879","P46984","YJL184W","S+EMP"
"2880","P46985","YJL183W","S+EMP"
"2881","P46987","YJL181W","S+EMP"
"2882","P46988","YJL179W","S+EMP"
"2883","P46989","YJL178C","S+EMP"
"2884","P46990","YJL177W","S+EMP"
"2885","P46992","YJL171C","S+EMP"
"2886","P46995","YJL168C","S+EMP"
"2887","P46996","YJL163C","S+EMP"
"2888","P46997","YJL162C","S+EMP"
"2889","P46998","YJL161W","S+EMP"
"2890","P46999","YJL160C","S+EMP"
"2891","P47001","YJL158C","S+EMP"
"2892","P47002","YJL156C","S+EMP"
"2893","P47005","YJL149W","S+EMP"
"2894","P47006","YJL148W","S+EMP"
"2895","P47007","YJL147C","S+EMP"
"2896","P47008","YJL145W","S+EMP"
"2897","P47009","YJL144W","S+EMP"
"2898","P47011","YJL137C","S+EMP"
"2899","P47013","YJL134W","S+EMP"
"2900","P47014","YJL132W","S+EMP"
"2901","P47015","YJL131C","S+EMP"
"2902","P47016","YJL126W","S+EMP"
"2903","P47017","YJL124C","S+EMP"
"2904","P47018","YJL123C","S+EMP"
"2905","P47019","YJL122W","S+EMP"
"2906","P47025","YJL112W","S+EMP"
"2907","P47026","YJL091C","S+EMP"
"2908","P47027","YJL090C","S+EMP"
"2909","P47029","YJL084C","S+EMP"
"2910","P47030","YJL083W","S+EMP"
"2911","P47031","YJL082W","S+EMP"
"2912","P47032","YJL079C","S+EMP"
"2913","P47035","YJL076W","S+EMP"
"2914","P47037","YJL074C","S+EMP"
"2915","P47039","YJL060W","S+EMP"
"2916","P47040","YJL059W","S+EMP"
"2917","P47042","YJL057C","S+EMP"
"2918","P47043","YJL056C","S+EMP"
"2919","P47044","YJL055W","S+EMP"
"2920","P47045","YJL054W","S+EMP"
"2921","P47046","YJL051W","S+EMP"
"2922","P47047","YJL050W","S+EMP"
"2923","P47048","YJL049W","S+EMP"
"2924","P47049","YJL048C","S+EMP"
"2925","P47050","YJL047C","S+EMP"
"2926","P47051","YJL046W","S+EMP"
"2927","P47052","YJL045W","S+EMP"
"2928","P47053","YJL043W","S+EMP"
"2929","P47054","YJL039C","S+EMP"
"2930","P47055","YJL038C","S+EMP"
"2931","P47056","YJL037W","S+EMP"
"2932","P47057","YJL036W","S+EMP"
"2933","P47058","YJL035C","S+EMP"
"2934","P47061","YJL029C","S+EMP"
"2935","P47064","YJL024C","S+EMP"
"2936","P47065","YJL023C","S+EMP"
"2937","P47068","YJL020C","S+EMP"
"2938","P47069","YJL019W","S+EMP"
"2939","P47072","YJL016W","S+EMP"
"2940","P47074","YJL013C","S+EMP"
"2941","P47075","YJL012C","S+EMP"
"2942","P47076","YJL011C","S+EMP"
"2943","P47077","YJL010C","S+EMP"
"2944","P47079","YJL008C","S+EMP"
"2945","P47080","YJL007C","S+EMP"
"2946","P47081","YJL003W","S+EMP"
"2947","P47082","YJR001W","S+EMP"
"2948","P47083","YJR002W","S+EMP"
"2949","P47084","YJR003C","S+EMP"
"2950","P47085","YJR008W","S+EMP"
"2951","P47086","YJR011C","S+EMP"
"2952","P47088","YJR013W","S+EMP"
"2953","P47089","YJR014W","S+EMP"
"2954","P47090","YJR015W","S+EMP"
"2955","P47093","YJR022W","S+EMP"
"2956","P47095","YJR024C","S+EMP"
"2957","P47096","YJR025C","S+EMP"
"2958","P47101","YJR030C","S+EMP"
"2959","P47102","YJR031C","S+EMP"
"2960","P47103","YJR032W","S+EMP"
"2961","P47104","YJR033C","S+EMP"
"2962","P47107","YJR039W","S+EMP"
"2963","P47108","YJR041C","S+EMP"
"2964","P47110","YJR043C","S+EMP"
"2965","P47111","YJR044C","S+EMP"
"2966","P47112","YJR046W","S+EMP"
"2967","P47113","YJR053W","S+EMP"
"2968","P47114","YJR054W","S+EMP"
"2969","P47115","YJR056C","S+EMP"
"2970","P47116","YJR059W","S+EMP"
"2971","P47117","YJR065C","S+EMP"
"2972","P47118","YJR067C","S+EMP"
"2973","P47119","YJR069C","S+EMP"
"2974","P47120","YJR070C","S+EMP"
"2975","P47122","YJR072C","S+EMP"
"2976","P47123","YJR074W","S+EMP"
"2977","P47124","YJR075W","S+EMP"
"2978","P47125","YJR078W","S+EMP"
"2979","P47127","YJR080C","S+EMP"
"2980","P47130","YJR084W","S+EMP"
"2981","P47131","YJR085C","S+EMP"
"2982","P47133","YJR088C","S+EMP"
"2983","P47134","YJR089W","S+EMP"
"2984","P47135","YJR091C","S+EMP"
"2985","P47136","YJR092W","S+EMP"
"2986","P47137","YJR096W","S+EMP"
"2987","P47138","YJR097W","S+EMP"
"2988","P47139","YJR098C","S+EMP"
"2989","P47140","YJR100C","S+EMP"
"2990","P47141","YJR101W","S+EMP"
"2991","P47142","YJR102C","S+EMP"
"2992","P47143","YJR105W","S+EMP"
"2993","P47144","YJR106W","S+EMP"
"2994","P47147","YJR110W","S+EMP"
"2995","P47148","YJR111C","S+EMP"
"2996","P47149","YJR112W","S+EMP"
"2997","P47150","YJR113C","S+EMP"
"2998","P47152","YJR115W","S+EMP"
"2999","P47153","YJR116W","S+EMP"
"3000","P47154","YJR117W","S+EMP"
"3001","P47155","YJR118C","S+EMP"
"3002","P47156","YJR119C","S+EMP"
"3003","P47158","YJR122W","S+EMP"
"3004","P47159","YJR124C","S+EMP"
"3005","P47163","YJR129C","S+EMP"
"3006","P47164","YJR130C","S+EMP"
"3007","P47165","YJR133W","S+EMP"
"3008","P47166","YJR134C","S+EMP"
"3009","P47167","YJR135C","S+EMP"
"3010","P47168","YJR136C","S+EMP"
"3011","P47169","YJR137C","S+EMP"
"3012","P47170","YJR138W","S+EMP"
"3013","P47171","YJR140C","S+EMP"
"3014","P47172","YJR141W","S+EMP"
"3015","P47173","YJR142W","S+EMP"
"3016","P47175","YJR147W","S+EMP"
"3017","P47176","YJR148W","S+EMP"
"3018","P47177","YJR149W","S+EMP"
"3019","P47180","YJR153W","S+EMP"
"3020","P47181","YJR154W","S+EMP"
"3021","P47182","YJR155W","S+EMP"
"3022","P47183","YJR156C","S+EMP"
"3023","P47185","YJR158W","S+EMP"
"3024","P47187","YJR161C","S+EMP"
"3025","P47190","YOR321W","S+EMP"
"3026","P47771","YMR170C","S+EMP"
"3027","P47818","YLR220W","S+EMP"
"3028","P47821","YNL025C","S+EMP"
"3029","P47822","YDR308C","S+EMP"
"3030","P47912","YMR246W","S+EMP"
"3031","P47976","YDR151C","S+EMP"
"3032","P47977","YLR136C","S+EMP"
"3033","P47988","YOR337W","S+EMP"
"3034","P48015","YDR019C","S+EMP"
"3035","P48016","YPR026W","S+EMP"
"3036","P48164","YNL096C","S+EMP"
"3037","P48231","YNL087W","S+EMP"
"3038","P48232","YNL086W","S+EMP"
"3039","P48234","YGR145W","S+EMP"
"3040","P48235","YGR146C","S+EMP"
"3041","P48236","YGR149W","S+EMP"
"3042","P48237","YGR150C","S+EMP"
"3043","P48238","YGR153W","S+EMP"
"3044","P48239","YGR154C","S+EMP"
"3045","P48240","YGR158C","S+EMP"
"3046","P48353","YMR161W","S+EMP"
"3047","P48360","YDR376W","S+EMP"
"3048","P48361","YGR097W","S+EMP"
"3049","P48362","YGR187C","S+EMP"
"3050","P48363","YGR078C","S+EMP"
"3051","P48365","YDL234C","S+EMP"
"3052","P48412","YGR072W","S+EMP"
"3053","P48415","YPL085W","S+EMP"
"3054","P48439","YOR085W","S+EMP"
"3055","P48445","YDL141W","S+EMP"
"3056","P48510","YMR276W","S+EMP"
"3057","P48524","YMR275C","S+EMP"
"3058","P48525","YOL033W","S+EMP"
"3059","P48526","YPL040C","S+EMP"
"3060","P48527","YPL097W","S+EMP"
"3061","P48558","YNL305C","S+EMP"
"3062","P48559","YNL304W","S+EMP"
"3063","P48561","YNL299W","S+EMP"
"3064","P48562","YNL298W","S+EMP"
"3065","P48563","YNL297C","S+EMP"
"3066","P48564","YNL295W","S+EMP"
"3067","P48565","YNL294C","S+EMP"
"3068","P48566","YNL293W","S+EMP"
"3069","P48567","YNL292W","S+EMP"
"3070","P48568","YDL186W","S+EMP"
"3071","P48569","YDL183C","S+EMP"
"3072","P48570","YDL182W","S+EMP"
"3073","P48581","YOR368W","S+EMP"
"3074","P48582","YPL084W","S+EMP"
"3075","P48589","YOR369C","S+EMP"
"3076","P48606","YOR265W","S+EMP"
"3077","P48743","YLR176C","S+EMP"
"3078","P48813","YDR508C","S+EMP"
"3079","P48836","YHR039C-A","S+EMP"
"3080","P48837","YGR119C","S+EMP"
"3081","P49017","YML110C","S+EMP"
"3082","P49089","YPR145W","S+EMP"
"3083","P49090","YGR124W","S+EMP"
"3084","P49095","YMR189W","S+EMP"
"3085","P49166","YLR185W","S+EMP"
"3086","P49167","YLR325C","S+EMP"
"3087","P49334","YNL131W","S+EMP"
"3088","P49367","YDR234W","S+EMP"
"3089","P49435","YML022W","S+EMP"
"3090","P49573","YPR124W","S+EMP"
"3091","P49626","YDR012W","S+EMP"
"3092","P49686","YDR192C","S+EMP"
"3093","P49687","YGL092W","S+EMP"
"3094","P49704","YGR091W","S+EMP"
"3095","P49723","YGR180C","S+EMP"
"3096","P49775","YDR305C","S+EMP"
"3097","P49954","YLR351C","S+EMP"
"3098","P49955","YMR288W","S+EMP"
"3099","P49956","YMR078C","S+EMP"
"3100","P49957","YML014W","S+EMP"
"3101","P49960","YMR268C","S+EMP"
"3102","P50076","YGR227W","S+EMP"
"3103","P50077","YGR217W","S+EMP"
"3104","P50078","YGR221C","S+EMP"
"3105","P50079","YGR223C","S+EMP"
"3106","P50080","YGR224W","S+EMP"
"3107","P50082","YGR225W","S+EMP"
"3108","P50084","YGR230W","S+EMP"
"3109","P50085","YGR231C","S+EMP"
"3110","P50086","YGR232W","S+EMP"
"3111","P50087","YGR235C","S+EMP"
"3112","P50088","YGR236C","S+EMP"
"3113","P50089","YGR237C","S+EMP"
"3114","P50090","YGR238C","S+EMP"
"3115","P50091","YGR239C","S+EMP"
"3116","P50094","YML056C","S+EMP"
"3117","P50095","YLR432W","S+EMP"
"3118","P50101","YMR304W","S+EMP"
"3119","P50102","YMR223W","S+EMP"
"3120","P50104","YMR019W","S+EMP"
"3121","P50105","YMR005W","S+EMP"
"3122","P50106","YDR156W","S+EMP"
"3123","P50107","YML004C","S+EMP"
"3124","P50108","YDR245W","S+EMP"
"3125","P50109","YML017W","S+EMP"
"3126","P50110","YMR060C","S+EMP"
"3127","P50111","YMR273C","S+EMP"
"3128","P50112","YDL049C","S+EMP"
"3129","P50113","YGL154C","S+EMP"
"3130","P50263","YMR175W","S+EMP"
"3131","P50264","YMR020W","S+EMP"
"3132","P50273","YDR350C","S+EMP"
"3133","P50275","YOR058C","S+EMP"
"3134","P50276","YGR055W","S+EMP"
"3135","P50277","YNR058W","S+EMP"
"3136","P50278","YNR034W","S+EMP"
"3137","P50623","YDL064W","S+EMP"
"3138","P50861","YOL143C","S+EMP"
"3139","P50873","YDL079C","S+EMP"
"3140","P50874","YNL261W","S+EMP"
"3141","P50875","YOL148C","S+EMP"
"3142","P50896","YDR505C","S+EMP"
"3143","P50942","YNL106C","S+EMP"
"3144","P50944","YNL101W","S+EMP"
"3145","P50945","YNL100W","S+EMP"
"3146","P50946","YNL099C","S+EMP"
"3147","P50947","YNL097C","S+EMP"
"3148","P51401","YNL067W","S+EMP"
"3149","P51402","YDR500C","S+EMP"
"3150","P51533","YOR328W","S+EMP"
"3151","P51534","YOR035C","S+EMP"
"3152","P51601","YGR267C","S+EMP"
"3153","P51862","YLR371W","S+EMP"
"3154","P51979","YGL251C","S+EMP"
"3155","P51996","YGL210W","S+EMP"
"3156","P51998","YML025C","S+EMP"
"3157","P52286","YDR328C","S+EMP"
"3158","P52290","YDL024C","S+EMP"
"3159","P52488","YDR390C","S+EMP"
"3160","P52489","YOR347C","S+EMP"
"3161","P52490","YDR092W","S+EMP"
"3162","P52491","YLR306W","S+EMP"
"3163","P52492","YOR339C","S+EMP"
"3164","P52553","YLR200W","S+EMP"
"3165","P52593","YML103C","S+EMP"
"3166","P52868","YGL128C","S+EMP"
"3167","P52870","YER087C-B","S+EMP"
"3168","P52871","YER019C-A","S+EMP"
"3169","P52892","YDR111C","S+EMP"
"3170","P52893","YLR089C","S+EMP"
"3171","P52910","YLR153C","S+EMP"
"3172","P52911","YDR261C","S+EMP"
"3173","P52917","YPR173C","S+EMP"
"3174","P52918","YDR335W","S+EMP"
"3175","P52919","YLR457C","S+EMP"
"3176","P52920","YGL091C","S+EMP"
"3177","P52923","YNR074C","S+EMP"
"3178","P52924","YNR075W","S+EMP"
"3179","P52960","YOR363C","S+EMP"
"3180","P53008","YGL027C","S+EMP"
"3181","P53009","YGL083W","S+EMP"
"3182","P53010","YGL094C","S+EMP"
"3183","P53011","YGL100W","S+EMP"
"3184","P53012","YGL126W","S+EMP"
"3185","P53032","YGL162W","S+EMP"
"3186","P53035","YGL209W","S+EMP"
"3187","P53036","YGL229C","S+EMP"
"3188","P53037","YGR170W","S+EMP"
"3189","P53040","YGL112C","S+EMP"
"3190","P53043","YGR123C","S+EMP"
"3191","P53044","YGR048W","S+EMP"
"3192","P53045","YGR060W","S+EMP"
"3193","P53046","YGR070W","S+EMP"
"3194","P53047","YGR213C","S+EMP"
"3195","P53048","YGR289C","S+EMP"
"3196","P53049","YGR281W","S+EMP"
"3197","P53050","YGR249W","S+EMP"
"3198","P53051","YGR287C","S+EMP"
"3199","P53053","YGL263W","S+EMP"
"3200","P53054","YGL262W","S+EMP"
"3201","P53058","YGL258W","S+EMP"
"3202","P53059","YGL257C","S+EMP"
"3203","P53060","YGL250W","S+EMP"
"3204","P53061","YGL249W","S+EMP"
"3205","P53062","YGL247W","S+EMP"
"3206","P53063","YGL246C","S+EMP"
"3207","P53064","YGL244W","S+EMP"
"3208","P53065","YGL243W","S+EMP"
"3209","P53066","YGL242C","S+EMP"
"3210","P53067","YGL241W","S+EMP"
"3211","P53068","YGL240W","S+EMP"
"3212","P53070","YGL236C","S+EMP"
"3213","P53071","YGL235W","S+EMP"
"3214","P53073","YGL231C","S+EMP"
"3215","P53074","YGL230C","S+EMP"
"3216","P53075","YGL228W","S+EMP"
"3217","P53076","YGL227W","S+EMP"
"3218","P53077","YGL226W","S+EMP"
"3219","P53078","YGL224C","S+EMP"
"3220","P53079","YGL223C","S+EMP"
"3221","P53080","YGL222C","S+EMP"
"3222","P53081","YGL221C","S+EMP"
"3223","P53082","YGL220W","S+EMP"
"3224","P53083","YGL219C","S+EMP"
"3225","P53086","YGL216W","S+EMP"
"3226","P53088","YGL211W","S+EMP"
"3227","P53090","YGL202W","S+EMP"
"3228","P53091","YGL201C","S+EMP"
"3229","P53093","YGL198W","S+EMP"
"3230","P53094","YGL197W","S+EMP"
"3231","P53095","YGL196W","S+EMP"
"3232","P53096","YGL194C","S+EMP"
"3233","P53099","YGL186C","S+EMP"
"3234","P53100","YGL185C","S+EMP"
"3235","P53101","YGL184C","S+EMP"
"3236","P53102","YGL183C","S+EMP"
"3237","P53104","YGL180W","S+EMP"
"3238","P53107","YGL164C","S+EMP"
"3239","P53108","YGL161C","S+EMP"
"3240","P53109","YGL160W","S+EMP"
"3241","P53110","YGL159W","S+EMP"
"3242","P53111","YGL157W","S+EMP"
"3243","P53112","YGL153W","S+EMP"
"3244","P53114","YGL151W","S+EMP"
"3245","P53115","YGL150C","S+EMP"
"3246","P53117","YGL146C","S+EMP"
"3247","P53118","YGL144C","S+EMP"
"3248","P53119","YGL141W","S+EMP"
"3249","P53120","YGL140C","S+EMP"
"3250","P53121","YGL139W","S+EMP"
"3251","P53122","YGL138C","S+EMP"
"3252","P53123","YGL136C","S+EMP"
"3253","P53124","YGL134W","S+EMP"
"3254","P53125","YGL133W","S+EMP"
"3255","P53127","YGL131C","S+EMP"
"3256","P53128","YGL125W","S+EMP"
"3257","P53129","YGL124C","S+EMP"
"3258","P53130","YGL121C","S+EMP"
"3259","P53131","YGL120C","S+EMP"
"3260","P53133","YGL117W","S+EMP"
"3261","P53134","YGL114W","S+EMP"
"3262","P53135","YGL113W","S+EMP"
"3263","P53136","YGL111W","S+EMP"
"3264","P53137","YGL110C","S+EMP"
"3265","P53139","YGL108C","S+EMP"
"3266","P53140","YGL107C","S+EMP"
"3267","P53141","YGL106W","S+EMP"
"3268","P53142","YGL104C","S+EMP"
"3269","P53144","YGL101W","S+EMP"
"3270","P53145","YGL099W","S+EMP"
"3271","P53146","YGL098W","S+EMP"
"3272","P53147","YGL096W","S+EMP"
"3273","P53150","YGL090W","S+EMP"
"3274","P53152","YGL087C","S+EMP"
"3275","P53153","YGL085W","S+EMP"
"3276","P53154","YGL084C","S+EMP"
"3277","P53155","YGL082W","S+EMP"
"3278","P53156","YGL081W","S+EMP"
"3279","P53157","YGL080W","S+EMP"
"3280","P53158","YGL079W","S+EMP"
"3281","P53159","YGL075C","S+EMP"
"3282","P53163","YGL068W","S+EMP"
"3283","P53164","YGL067W","S+EMP"
"3284","P53165","YGL066W","S+EMP"
"3285","P53166","YGL064C","S+EMP"
"3286","P53167","YGL063W","S+EMP"
"3287","P53168","YGL061C","S+EMP"
"3288","P53169","YGL060W","S+EMP"
"3289","P53170","YGL059W","S+EMP"
"3290","P53172","YGL056C","S+EMP"
"3291","P53173","YGL054C","S+EMP"
"3292","P53174","YGL053W","S+EMP"
"3293","P53176","YGL051W","S+EMP"
"3294","P53177","YGL050W","S+EMP"
"3295","P53178","YGL047W","S+EMP"
"3296","P53179","YGL045W","S+EMP"
"3297","P53183","YGL039W","S+EMP"
"3298","P53184","YGL037C","S+EMP"
"3299","P53185","YGL036W","S+EMP"
"3300","P53187","YGL033W","S+EMP"
"3301","P53188","YGL029W","S+EMP"
"3302","P53189","YGL028C","S+EMP"
"3303","P53191","YGL023C","S+EMP"
"3304","P53192","YGL020C","S+EMP"
"3305","P53193","YGL018C","S+EMP"
"3306","P53195","YGL005C","S+EMP"
"3307","P53196","YGL004C","S+EMP"
"3308","P53197","YGL003C","S+EMP"
"3309","P53198","YGL002W","S+EMP"
"3310","P53199","YGL001C","S+EMP"
"3311","P53200","YGR001C","S+EMP"
"3312","P53201","YGR002C","S+EMP"
"3313","P53202","YGR003W","S+EMP"
"3314","P53203","YGR004W","S+EMP"
"3315","P53204","YGR010W","S+EMP"
"3316","P53206","YGR012W","S+EMP"
"3317","P53207","YGR013W","S+EMP"
"3318","P53208","YGR015C","S+EMP"
"3319","P53209","YGR016W","S+EMP"
"3320","P53210","YGR017W","S+EMP"
"3321","P53212","YGR021W","S+EMP"
"3322","P53214","YGR023W","S+EMP"
"3323","P53215","YGR024C","S+EMP"
"3324","P53217","YGR026W","S+EMP"
"3325","P53218","YGR030C","S+EMP"
"3326","P53219","YGR031W","S+EMP"
"3327","P53220","YGR033C","S+EMP"
"3328","P53221","YGR034W","S+EMP"
"3329","P53222","YGR035C","S+EMP"
"3330","P53223","YGR036C","S+EMP"
"3331","P53224","YGR038W","S+EMP"
"3332","P53226","YGR041W","S+EMP"
"3333","P53227","YGR042W","S+EMP"
"3334","P53228","YGR043C","S+EMP"
"3335","P53229","YGR045C","S+EMP"
"3336","P53230","YGR046W","S+EMP"
"3337","P53233","YGR052W","S+EMP"
"3338","P53234","YGR053C","S+EMP"
"3339","P53235","YGR054W","S+EMP"
"3340","P53236","YGR056W","S+EMP"
"3341","P53237","YGR057C","S+EMP"
"3342","P53238","YGR058W","S+EMP"
"3343","P53241","YGR065C","S+EMP"
"3344","P53242","YGR066C","S+EMP"
"3345","P53243","YGR067C","S+EMP"
"3346","P53244","YGR068C","S+EMP"
"3347","P53246","YGR071C","S+EMP"
"3348","P53248","YGR077C","S+EMP"
"3349","P53249","YGR079W","S+EMP"
"3350","P53250","YGR080W","S+EMP"
"3351","P53251","YGR081C","S+EMP"
"3352","P53252","YGR086C","S+EMP"
"3353","P53253","YGR089W","S+EMP"
"3354","P53254","YGR090W","S+EMP"
"3355","P53255","YGR093W","S+EMP"
"3356","P53256","YGR095C","S+EMP"
"3357","P53257","YGR096W","S+EMP"
"3358","P53258","YGR100W","S+EMP"
"3359","P53259","YGR101W","S+EMP"
"3360","P53260","YGR102C","S+EMP"
"3361","P53261","YGR103W","S+EMP"
"3362","P53262","YGR106C","S+EMP"
"3363","P53264","YGR110W","S+EMP"
"3364","P53265","YGR111W","S+EMP"
"3365","P53266","YGR112W","S+EMP"
"3366","P53267","YGR113W","S+EMP"
"3367","P53270","YGR117C","S+EMP"
"3368","P53271","YGR120C","S+EMP"
